開放粵語詞典（黃錫凌數字調號版）

© 2013年 kaifangcidian.com
網址：http://www.kaifangcidian.com
本詞典以創作共用“署名 3.0”許可協議授權發佈（詳見 http://creativecommons.org/licenses/by/3.0/）
最後更新於2013年1月22日

［粵語詞彙］	［黃錫凌拼音］	［國語解釋］
落街	lɔk9 gai1	到街上，外出
落更	lɔk9 gaŋ1	下班
落機	lɔk9 gei1	下飛機
樂極生悲	lɔk9 gik9 sɐŋ1 bei1	
樂觀	lɔk9 gun1	
樂觀主義	lɔk9 gun1 dzy2 ji6	
落腳	lɔk9 gœk8	
落腳	lɔk9 gœk8	停留下來
落腳處	lɔk9 gœk8 tsy3	
落客	lɔk9 hak8	讓乘客下車
落去	lɔk9 hœy3	下去
落鄉	lɔk9 hœŋ1	下鄉
樂合彩	lɔk9 hɐp9 tsɔi2	
落口供	lɔk9 hɐu2 gʊŋ1	錄口供，問話，錄取供詞
落後	lɔk9 hɐu6	
落空	lɔk9 hʊŋ1	
樂意	lɔk9 ji3	
樂而不淫	lɔk9 ji4 bɐt7 jɐm4	
樂而忘返	lɔk9 ji4 mɔŋ4 fan2	
樂而忘形	lɔk9 ji4 mɔŋ4 jɪŋ4	
樂以忘憂	lɔk9 ji5 mɔŋ4 jɐu1	
落葉	lɔk9 jip9	
落葉歸根	lɔk9 jip9 gwɐi1 gɐn1	
落葉喬木	lɔk9 jip9 kiu4 mʊk9	
落葉樹	lɔk9 jip9 sy6	
樂於	lɔk9 jy1	
樂於助人	lɔk9 jy1 dzɔ6 jɐn4	
落雨	lɔk9 jy5	下雨
落雨溦	lɔk9 jy5 mei1	下毛毛雨
落雨絲濕	lɔk9 jy5 si1 sɐp7	下雨路滑
落雨濕濕	lɔk9 jy5 sɐp7 sɐp7	下雨路滑
落日	lɔk9 jɐt9	
落嚟	lɔk9 lei4	下來
落力	lɔk9 lik9	賣力，努力，認真，賣力氣，賣勁兒
落淚	lɔk9 lœy6	
落樓	lɔk9 lɐu2	下樓
落面	lɔk9 min2	丟臉
落臉	lɔk9 min2	丟臉
落蚊帳	lɔk9 mɐn1 dzœŋ3	把蚊帳掛起來
落幕	lɔk9 mɔk9	
落寞	lɔk9 mɔk9	
落網	lɔk9 mɔŋ5	
樂善好施	lɔk9 sin6 hou3 si1	
落選	lɔk9 syn2	
落船	lɔk9 syn4	上船
落雪	lɔk9 syt8	下雪
落雪珠	lɔk9 syt8 dzy1	下冰雹，下雹子
落雪水	lɔk9 syt8 sœy2	下很冷的小雨
落水	lɔk9 sœy2	
落水狗	lɔk9 sœy2 gɐu2	
落實	lɔk9 sɐt9	
落手	lɔk9 sɐu2	下手
落手落腳	lɔk9 sɐu2 lɔk9 gœk8	親自動手
落石級	lɔk9 sɛk9 kɐp7	下台階
落剩	lɔk9 sɪŋ6	剩下
樂天	lɔk9 tin1	
樂天知命	lɔk9 tin1 dzi1 mɪŋ6	
樂天派	lɔk9 tin1 pai3	
落差	lɔk9 tsa1	
樂此不疲	lɔk9 tsi2 bɐt7 pei4	
樂趣	lɔk9 tsœy3	
落車	lɔk9 tsɛ1	下車
落斜	lɔk9 tsɛ3	下坡
樂透	lɔk9 tɐu3	
樂透彩	lɔk9 tɐu3 tsɔi2	
落台	lɔk9 tɔi4	下台
落湯雞	lɔk9 tɔŋ1 gɐi1	
落堂	lɔk9 tɔŋ4	下課
落畫	lɔk9 wa2	結束放映
落戶	lɔk9 wu6	
落伍	lɔk9 ŋ̩5	
啷	lɔŋ2	涮洗，涮
啷口	lɔŋ2 hɐu2	漱口
啷口盅	lɔŋ2 hɐu2 dzʊŋ1	漱口杯
狼	lɔŋ4	狠，兇，兇猛
狼狽	lɔŋ4 bui3	
狼藉	lɔŋ4 dzik9	
鋃鐺	lɔŋ4 dɔŋ1	
莨菪	lɔŋ4 dɔŋ6	
狼獾	lɔŋ4 fun1	
郎君	lɔŋ4 gwɐn1	
狼忙	lɔŋ4 mɔŋ4	匆忙，急忙
狼命	lɔŋ4 mɛŋ6	狠，兇，兇猛
狼吞虎嚥	lɔŋ4 tɐn1 fu2 jin3	
榔頭	lɔŋ4 tɐu4	
狼胎	lɔŋ4 tɔi1	狠，兇，不要命
朗誦	lɔŋ5 dzʊŋ6	
朗讀	lɔŋ5 dʊk9	
浪	lɔŋ6	襠
浪費	lɔŋ6 fɐi3	
晾乾	lɔŋ6 gɔn1	
晾衣服	lɔŋ6 ji1 fʊk9	
浪琴錶	lɔŋ6 kɐm4 biu1	
浪漫	lɔŋ6 man6	
晾曬	lɔŋ6 sai3	
晾衫架	lɔŋ6 sam1 ga2	晾衣架
浪濤	lɔŋ6 tou4	
咧嘴	lɛ2 dzœy2	
咧啡	lɛ4 fɛ4	吊兒郎當，衣冠不整，不修邊幅
咧氣	lɛ4 hɛ3	狼狽，夠戧，匆忙，衣冠不整，吊兒郎當
咧晒氣	lɛ4 sai3 hɛ3	狼狽不堪，非常狼狽
叻	lɛk7	聰明
叻仔	lɛk7 dzɐi2	聰明人，好樣的
叻唔切	lɛk7 m̩4 tsit8	愛出風頭，自作聰明，自以為是
叻女	lɛk7 nœy5	聰明的女人，女強人
舐	lɛm2	舔
舐嘴	lɛm2 dzœy2	舔嘴唇
漯	lɛu1	吐
漯蔗渣	lɛu1 dzɛ3 dza2	吐甘蔗渣
漯飯	lɛu1 fan6	吐飯，噴飯
漯飯應	lɛu1 fan6 jɪŋ3	立刻答應，忙不迭地答應，回答得很迅速，正合心意
僆	lɛŋ1	年輕，年少，未成年
僆仔	lɛŋ1 dzɐi2	小子，年輕人，小伙子，少男
靚仔	lɛŋ1 dzɐi2	小子，臭小子
僆琼	lɛŋ1 kɛŋ1	小子，小傢伙
僆模	lɛŋ1 mou4	少女模特兒
僆妹	lɛŋ1 mui1	小丫頭，少女，姑娘，女孩子
僆女	lɛŋ1 nœy2	少女，姑娘，女孩子
靚	lɛŋ3	美，漂亮，好看，美麗，好
靚仔	lɛŋ3 dzɐi2	美男子，俊男，漂亮的小伙子，漂亮的男孩
靚仔有型	lɛŋ3 dzɐi2 jɐu5 jɪŋ4	英俊瀟灑
靚歌	lɛŋ3 gɔ1	好聽的歌
靚嘢	lɛŋ3 jɛ5	好東西，好貨，上等貨
靚嘢唔平	lɛŋ3 jɛ5 m̩4 pɛŋ4	好貨不便宜
靚女	lɛŋ3 nœy2	美女，漂亮的女人
靚衫	lɛŋ3 sam1	漂亮衣服
領當	lɛŋ5 dɔŋ3	上當
領嘢	lɛŋ5 jɛ5	上當，上當了
領呔	lɛŋ5 tai1	領帶
炩	lɪŋ3	鋥亮，光滑得發亮
炩擸擸	lɪŋ3 lap8 lap8	鋥亮，發亮，繃亮
零點	lɪŋ4 dim2	
零度	lɪŋ4 dou6	
零度以下	lɪŋ4 dou6 ji5 ha6	
零度以上	lɪŋ4 dou6 ji5 sœŋ6	
伶仃	lɪŋ4 dɪŋ1	
靈灰	lɪŋ4 fui1	骨灰
零分	lɪŋ4 fɐn6	
零件	lɪŋ4 gin6	
靈感	lɪŋ4 gɐm2	
靈柩	lɪŋ4 gɐu3	
菱角	lɪŋ4 gɔk8	
棱角	lɪŋ4 gɔk8	
零工	lɪŋ4 gʊŋ1	
零下	lɪŋ4 ha6	
零下溫度	lɪŋ4 ha6 wɐn1 dou6	
凌空	lɪŋ4 hʊŋ1	
鯪魚	lɪŋ4 jy4	
囹圄	lɪŋ4 jy5	
凌虐	lɪŋ4 jœk9	
羚羊	lɪŋ4 jœŋ4	
菱形	lɪŋ4 jɪŋ4	
凌辱	lɪŋ4 jʊk9	
零用	lɪŋ4 jʊŋ6	
零用錢	lɪŋ4 jʊŋ6 tsin4	
鯪鯉	lɪŋ4 lei5	
伶俐	lɪŋ4 lei6	
凌亂	lɪŋ4 lyn6	
零亂	lɪŋ4 lyn6	
玲瓏	lɪŋ4 lʊŋ4	
玲瓏浮突	lɪŋ4 lʊŋ4 fɐu4 dɐt9	玲瓏剔透
玲瓏剔透	lɪŋ4 lʊŋ4 tik7 tɐu3	
陵墓	lɪŋ4 mou6	
零時	lɪŋ4 si4	
零食	lɪŋ4 sik9	
靈水	lɪŋ4 sœy2	聰明，機敏
凌晨	lɪŋ4 sɐn4	
零售	lɪŋ4 sɐu6	
零售店	lɪŋ4 sɐu6 dim3	
零售價	lɪŋ4 sɐu6 ga3	
零售業	lɪŋ4 sɐu6 jip9	
零售商	lɪŋ4 sɐu6 sœŋ1	
零舍	lɪŋ4 sɛ3	特別，格外，分外
鈴聲	lɪŋ4 sɛŋ1	
零星	lɪŋ4 sɪŋ1	
靈醒	lɪŋ4 sɪŋ2	聰明伶俐，反應敏捷
凌遲	lɪŋ4 tsi4	
零錢	lɪŋ4 tsin4	
聆聽	lɪŋ4 tɛŋ1	
令狐	lɪŋ4 wu4	
凌雲	lɪŋ4 wɐn4	
靈魂	lɪŋ4 wɐn4	
凌雲壯志	lɪŋ4 wɐn4 dzɔŋ3 dzi3	
靈魂深處	lɪŋ4 wɐn4 sɐm1 tsy3	
領導	lɪŋ5 dou6	
領導人	lɪŋ5 dou6 jɐn4	
領袖	lɪŋ5 dzɐu6	
領銜	lɪŋ5 ham4	
領空	lɪŋ5 hʊŋ1	
領略	lɪŋ5 lœk9	
嶺南	lɪŋ5 nam4	
領事館	lɪŋ5 si6 gun2	
領先	lɪŋ5 sin1	
領土	lɪŋ5 tou2	
領域	lɪŋ5 wik9	
領悟	lɪŋ5 ŋ̩6	
愣住	lɪŋ6 dzy6	
令尊	lɪŋ6 dzyn1	
另起爐灶	lɪŋ6 hei2 lou4 dzou3	
另行通知	lɪŋ6 hɐŋ4 tʊŋ1 dzi1	
另開一張	lɪŋ6 hɔi1 jɐt7 dzœŋ1	
另有	lɪŋ6 jɐu5	
另有企圖	lɪŋ6 jɐu5 kei5 tou4	
令郎	lɪŋ6 lɔŋ2	
另謀出路	lɪŋ6 mɐu4 tsœt7 lou6	
令堂	lɪŋ6 tɔŋ4	
另眼相待	lɪŋ6 ŋan5 sœŋ1 dɔi6	
另眼相看	lɪŋ6 ŋan5 sœŋ1 hɔn3	
另外	lɪŋ6 ŋɔi6	
令愛	lɪŋ6 ɔi3	
轆	lʊk7	軲轆，輪子
轆	lʊk7	滾
碌大眼	lʊk7 dai6 ŋan5	睜大雙眼
碌地	lʊk7 dei2	在地上打滾
碌地沙	lʊk7 dei6 sa1	在地上打滾
轆咗落嚟	lʊk7 dzɔ2 lɔk9 lei4	滾了下來
碌架床	lʊk7 ga2 tsɔŋ4	雙層床，架子床
碌柚	lʊk7 jɐu2	柚子
轆咭	lʊk7 kɐt7	刷卡
轆轤	lʊk7 lou4	
碌碌	lʊk7 lʊk7	
碌碌半生	lʊk7 lʊk7 bun3 sɐŋ1	
碌士	lʊk7 si2	筆記
戮	lʊk9	踐踏，踩
淥	lʊk9	燙，泡，涮
陸地	lʊk9 dei6	
六點	lʊk9 dim2	
六點鐘	lʊk9 dim2 dzʊŋ1	
六道輪迴	lʊk9 dou6 lœn4 wui4	
綠洲	lʊk9 dzɐu1	
陸續	lʊk9 dzʊk9	
綠豆水	lʊk9 dɐu6 sœy2	綠豆湯
碌碡	lʊk9 dʊk9	
氯化銨	lʊk9 fa3 ɔn1	
陸軍	lʊk9 gwɐn1	
六個字	lʊk9 gɔ3 dzi6	三十分鍾
淥個麵	lʊk9 gɔ3 min6	泡一個麵吃
六角	lʊk9 gɔk8	
六角形	lʊk9 gɔk8 jɪŋ4	
錄供	lʊk9 gʊŋ1	
六合彩	lʊk9 hɐp9 tsɔi4	
淥魚片	lʊk9 jy4 pin2	涮魚片
六月	lʊk9 jyt9	
六月份	lʊk9 jyt9 fɐn6	
六月雪	lʊk9 jyt9 syt8	
錄音帶	lʊk9 jɐm1 dai2	
錄音機	lʊk9 jɐm1 gei1	
錄影帶	lʊk9 jɪŋ2 dai2	
錄影機	lʊk9 jɪŋ2 gei1	
鹿茸	lʊk9 jʊŋ4	
六級	lʊk9 kɐp7	
六年級	lʊk9 nin4 kɐp7	
綠色	lʊk9 sik7	
六神無主	lʊk9 sɐn4 mou4 dzy2	
六十	lʊk9 sɐp9	
淥熟	lʊk9 sʊk9	燙熟，泡熟
淥熟晒	lʊk9 sʊk9 sai3	被開水泡熟了
綠草如茵	lʊk9 tsou2 jy4 jɐn1	
六親	lʊk9 tsɐn1	
淥親	lʊk9 tsɐn1	燙傷，燙著
六親不認	lʊk9 tsɐn1 bɐt7 jɪŋ6	
淥親手指	lʊk9 tsɐn1 sɐu2 dzi2	燙傷了指頭
窿	lʊŋ1	窟窿，孔，洞
窿仔	lʊŋ1 dzɐi2	小洞
窿路	lʊŋ1 lou6	門路
籠	lʊŋ4	籠子
龍珠	lʊŋ4 dzy1	
龍舟	lʊŋ4 dzɐu1	
龍舟競賽	lʊŋ4 dzɐu1 gɪŋ6 tsɔi3	
龍舟賽	lʊŋ4 dzɐu1 tsɔi3	
龍爭虎鬥	lʊŋ4 dzɐŋ1 fu2 dɐu3	
龍精虎猛	lʊŋ4 dzɪŋ1 fu2 maŋ5	生龍活虎
龍井茶	lʊŋ4 dzɪŋ2 tsa4	
龍鍾	lʊŋ4 dzʊŋ1	
籠中之鳥	lʊŋ4 dzʊŋ1 dzi1 niu5	
龍種	lʊŋ4 dzʊŋ2	
隆重	lʊŋ4 dzʊŋ6	
龍燈	lʊŋ4 dɐŋ1	
隆冬	lʊŋ4 dʊŋ1	
龍飛鳳舞	lʊŋ4 fei1 fʊŋ6 mou5	
龍虎	lʊŋ4 fu2	
龍鳳	lʊŋ4 fʊŋ6	
龍鳳配	lʊŋ4 fʊŋ6 pui3	
龍鳳呈祥	lʊŋ4 fʊŋ6 tsɪŋ4 tsœŋ4	
龍鳳胎	lʊŋ4 fʊŋ6 tɔi1	雙胞胎
龍鳳鈪	lʊŋ4 fʊŋ6 ŋak8	龍鳳鐲
龍骨	lʊŋ4 gwɐt7	
龍肝鳳髓	lʊŋ4 gɔn1 fʊŋ6 sœy5	
龍宮	lʊŋ4 gʊŋ1	
龍蝦	lʊŋ4 ha1	
龍蝦肉	lʊŋ4 ha1 jʊk9	
龍行虎步	lʊŋ4 haŋ4 fu2 bou6	
隆起	lʊŋ4 hei2	
隆厚	lʊŋ4 hɐu5	
龍兄虎弟	lʊŋ4 hɪŋ1 fu2 dɐi6	
隆胸	lʊŋ4 hʊŋ1	豐乳
隆乳	lʊŋ4 jy5	
龍吟虎嘯	lʊŋ4 jɐm4 fu2 siu3	
龍門	lʊŋ4 mun4	球門
龍脈	lʊŋ4 mɐk9	
龍年	lʊŋ4 nin4	
龍腦	lʊŋ4 nou5	
龍袍	lʊŋ4 pou4	
龍袍加身	lʊŋ4 pou4 ga1 sɐn1	
龍蟠虎踞	lʊŋ4 pun4 fu2 gœy3	
龍舌蘭	lʊŋ4 sit8 lan4	
龍鬚	lʊŋ4 sou1	
龍鬚草	lʊŋ4 sou1 tsou2	
龍鬚菜	lʊŋ4 sou1 tsɔi3	
龍船	lʊŋ4 syn4	龍舟
龍船競賽	lʊŋ4 syn4 gɪŋ6 tsɔi3	
龍船賽	lʊŋ4 syn4 tsɔi3	
龍生龍鳳生鳳	lʊŋ4 sɐŋ1 lʊŋ4 fʊŋ6 sɐŋ1 fʊŋ6	
龍蛇混雜	lʊŋ4 sɛ4 wɐn6 dzap9	
龍潭虎穴	lʊŋ4 tam4 fu2 jyt9	
龍床	lʊŋ4 tsɔŋ4	
龍體	lʊŋ4 tɐi2	
龍頭	lʊŋ4 tɐu4	
龍騰虎躍	lʊŋ4 tɐŋ4 fu2 jœk9	
聾啞	lʊŋ4 ŋa2	
龍顏	lʊŋ4 ŋan4	
龍眼	lʊŋ4 ŋan5	
龍眼乾	lʊŋ4 ŋan5 gɔn1	
槓	lʊŋ5	箱子，籠箱
壟斷	lʊŋ5 dyn3	
壟斷市場	lʊŋ5 dyn3 si5 tsœŋ4	
籠罩	lʊŋ5 dzau3	
籠絡	lʊŋ5 lɔk8	
籠絡人心	lʊŋ5 lɔk8 jɐn4 sɐm1	
籠籠統統	lʊŋ5 lʊŋ5 tʊŋ2 tʊŋ2	
籠統	lʊŋ5 tʊŋ2	
弄璋	lʊŋ6 dzœŋ1	
弄皺	lʊŋ6 dzɐu3	
弄錯	lʊŋ6 tsɔ3	
弄瓦	lʊŋ6 ŋa5	
孖	ma1	雙
孖辮	ma1 bin1	辮子，雙辮
孖展	ma1 dzin2	商人
孖仔	ma1 dzɐi2	孿生子，孿生兄弟
嗎啡	ma1 fɛ1	
媽媽	ma1 ma1	
媽媽聲	ma1 ma1 sɛŋ1	罵娘，罵街，說粗話，罵起來
媽咪	ma1 mi3	媽媽
孖女	ma1 nœy2	孿生姐妹，雙胞胎姐妹
孖鋪	ma1 pou1	兩人同睡一床
孖生	ma1 saŋ1	孿生，雙生
媽姐	ma2 dzɛ2	女傭人
嬤	ma4	奶奶，祖母
麻雀	ma4 dzœk8	麻將
麻雀	ma4 dzœk8	
麻疹	ma4 dzɐn2	
麻煩	ma4 fan4	
麻煩晒	ma4 fan4 sai3	真是太麻煩您了
麻風	ma4 fʊŋ1	
麻鬼煩	ma4 gwɐi2 fan4	很麻煩，麻煩著呢，真他媽的麻煩
蔴油	ma4 jɐu4	香油，芝蔴油
麻鷹	ma4 jɪŋ1	老鷹
麻利	ma4 lei6	精明能幹
麻甩	ma4 lɐt7	麻雀
麻甩仔	ma4 lɐt7 dzɐi2	小色鬼
麻甩佬	ma4 lɐt7 lou2	缺德鬼，王八蛋，色鬼
麻叻	ma4 lɛk7	精明能幹
嘛嘛	ma4 ma2	不怎麼樣，勉強可以，質量不高
嘛嘛哋	ma4 ma2 dei2	馬馬虎虎，差不多，湊合，勉強過得去
嘛嘛啫	ma4 ma2 dzɛ1	不怎麼樣
嬤嬤	ma4 ma4	奶奶
麻木	ma4 mʊk9	
麻石	ma4 sɛk9	花崗岩，花崗石
麻繩	ma4 sɪŋ4	
馬轡	ma5 bei3	
馬鞭	ma5 bin1	
馬步	ma5 bou6	
馬背	ma5 bui3	
馬不停蹄	ma5 bɐt7 tɪŋ4 tɐi4	
馬到成功	ma5 dou3 sɪŋ4 gʊŋ1	
馬掌	ma5 dzœŋ2	
馬仔	ma5 dzɐi2	小馬，馬駒子，小馬駒
馬仔	ma5 dzɐi2	狗腿子，打手，爪牙
馬鬃	ma5 dzʊŋ1	
馬鐙	ma5 dɐŋ3	
馬夫	ma5 fu1	
馬伕	ma5 fu1	皮條客，老鴇
馬虎	ma5 fu2	
馬褲	ma5 fu3	
馬房	ma5 fɔŋ4	
馬蜂	ma5 fʊŋ1	
馬革裹屍	ma5 gak8 gwɔ2 si1	
馬甲	ma5 gap8	
馬褂	ma5 gwa3	
馬具	ma5 gœy6	
馬廄	ma5 gɐu3	
馬戲團	ma5 hei3 tyn4	
馬克思主義	ma5 hɐk7 si1 dzy2 ji6	
馬克思主義者	ma5 hɐk7 si1 dzy2 ji6 dzɛ2	
馬克思列寧主義	ma5 hɐk7 si1 lit9 nɪŋ4 dzy2 ji6	
馬靴	ma5 hɛu1	
馬醫	ma5 ji1	
馬仰人翻	ma5 jœŋ5 jɐn4 fan1	
馬蠅	ma5 jɪŋ4	
馬肉	ma5 jʊk9	
馬駒	ma5 kœy1	
馬拉松	ma5 lai1 tsʊŋ4	
馬力	ma5 lik9	
馬列主義	ma5 lit9 dzy2 ji6	
馬路	ma5 lou6	
馬路如虎口	ma5 lou6 jy4 fu2 hɐu2	
馬騮	ma5 lɐu1	猴子
馬騮仔	ma5 lɐu1 dzɐi2	小猴子
馬騮精	ma5 lɐu1 dzɪŋ1	調皮的小孩
馬來語	ma5 lɔi4 jy5	
馬來人	ma5 lɔi4 jɐn4	
馬螂狂	ma5 lɔŋ4 kwɔŋ4	螳螂
馬鈴薯	ma5 lɪŋ4 sy4	
馬馬虎虎	ma5 ma5 fu2 fu2	
馬尾	ma5 mei5	
瑪瑙	ma5 nou5	
馬棚	ma5 paŋ4	
馬屁	ma5 pei3	
馬屁大王	ma5 pei3 dai6 wɔŋ4	
馬屁精	ma5 pei3 dzɪŋ1	
馬匹	ma5 pɐt7	
馬術	ma5 sœt9	
馬上	ma5 sœŋ6	
馬蝨	ma5 sɐt7	
馬賊	ma5 tsak9	
馬槽	ma5 tsou4	
馬賽克	ma5 tsɔi3 hɐk7	
馬車	ma5 tsɛ1	
馬車賽	ma5 tsɛ1 tsɔi3	
馬蹄	ma5 tɐi2	荸薺
馬蹄	ma5 tɐi4	
馬蹄粉	ma5 tɐi4 fɐn2	荸薺粉
馬蹄形	ma5 tɐi4 jɪŋ4	
馬蹄聲	ma5 tɐi4 sɛŋ1	
馬蹄鐵	ma5 tɐi4 tit8	
碼頭	ma5 tɐu4	
馬頭魚	ma5 tɐu4 jy4	
馬桶	ma5 tʊŋ2	
馬桶蓋	ma5 tʊŋ2 gɔi3	
馬蟥	ma5 wɔŋ4	
螞蟥	ma5 wɔŋ4	
馬軛	ma5 ŋak7	
螞蟻	ma5 ŋɐi5	
馬鞍	ma5 ɔn1	
馬鞍形	ma5 ɔn1 jɪŋ4	
罵人	ma6 jɐn4	
埋	mai4	靠近，靠攏
埋便	mai4 bin6	裡面，裡頭，裡邊，裡邊兒，靠裡頭，儘裡邊兒
埋單	mai4 dan1	結賬，買單，買賬，會賬
埋閘	mai4 dzap9	店舖關門
埋席	mai4 dzik9	入席，就位，入座，就座，就席
埋葬	mai4 dzɔŋ3	
埋堆	mai4 dœy1	扎堆
埋堆	mai4 dœy1	扎堆，合群，結伙，湊在一起，合在一處，聚在一起，湊在一塊兒
埋伏	mai4 fʊk9	
埋去	mai4 hœy3	走過去，靠前去，靠上去，過去
埋怨	mai4 jyn3	
埋嚟	mai4 lei4	過來，靠過來，靠前來，上前來
埋尾	mai4 mei5	收尾，結尾，煞尾，結束
埋數	mai4 sou3	算帳，結算，結帳
埋身	mai4 sɐn1	靠近，迫近
埋手	mai4 sɐu2	下手，入手
埋頭	mai4 tɐu4	船靠岸
埋位	mai4 wɐi2	入席，就位，入座，就座，就席
埋岸	mai4 ŋɔn3	靠岸
買紮花	mai5 dzat8 fa1	買束花
買燕梳	mai5 jin3 sɔ1	投保險，買保險
買嘢	mai5 jɛ5	買東西
買樓	mai5 lɐu2	買公寓
買賣	mai5 mai6	
買唔到飛	mai5 m̩4 dou2 fei1	買不到票
買衫	mai5 sam1	買衣服
買餸	mai5 sʊŋ3	買菜
買屋	mai5 ŋʊk7	買房子
賣白粉	mai6 bak9 fɐn2	販賣毒品
賣花讚花香	mai6 fa1 dzan3 fa1 hœŋ1	王婆賣瓜，自賣自誇
賣埠	mai6 fɐu6	出口，賣出
賣貨員	mai6 fɔ3 jyn4	售貨員
賣告白	mai6 gou3 bak9	登廣告
賣鹹鴨蛋	mai6 ham4 ŋap8 dan6	去世，過世
賣口乖	mai6 hɐu2 gwai1	耍嘴皮，說得好聽，說好聽的話
賣晒	mai6 sai3	賣光
賣出	mai6 tsœt7	
擘	mak8	張，張開
擘髀	mak8 bei2	張開雙腿
擘大	mak8 dai6	張大
擘大個口	mak8 dai6 gɔ3 hɐu2	張大嘴巴，張著嘴巴
擘大個口得個窿	mak8 dai6 gɔ3 hɐu2 dɐk7 gɔ3 lʊŋ1	張口結舌，啞口無言，瞠目結舌
擘大口	mak8 dai6 hɐu2	張開嘴巴
擘大口得個窿	mak8 dai6 hɐu2 dɐk7 gɔ3 lʊŋ1	張口結舌，啞口無言，瞠目結舌
擘大喉嚨嗌	mak8 dai6 hɐu4 lʊŋ4 ŋai3	扯開嗓門拼命喊
擘大眼	mak8 dai6 ŋan5	睜著眼，瞪著眼，睜開雙眼，看清楚點
擘大眼講大話	mak8 dai6 ŋan5 gɔŋ2 dai6 wa6	睜眼說瞎話，睜著眼睛說謊
擘開	mak8 hɔi1	張開
擘開個口	mak8 hɔi1 gɔ3 hɐu2	張開嘴
擘開兩隻腳	mak8 hɔi1 lœŋ5 dzɛk8 gœk8	叉開腿，叉開雙腿
擘開兩隻手指	mak8 hɔi1 lœŋ5 dzɛk8 sɐu2 dzi2	張開兩個手指
擘一字	mak8 jɐt7 dzi6	劈叉
擘梯	mak8 tɐi1	人字梯
摱	man1	扣
摱雞	man1 gɐi1	扣扳機
慢下手	man2 ha5 sɐu2	很可能，弄不好，萬一
蠻族	man4 dzʊk9	
蠻荒	man4 fɔŋ1	
蠻幹	man4 gɔn3	
蠻幹到底	man4 gɔn3 dou3 dɐi2	
蠻勁	man4 gɪŋ3	
蠻夷	man4 ji4	
蠻人	man4 jɐn4	
蠻勇	man4 jʊŋ5	
鰻鱺	man4 lei4	
蠻力	man4 lik9	
饅頭	man4 tɐu4	
蠻橫	man4 waŋ6	
蠻橫無理	man4 waŋ6 mou4 lei5	
蠻牛	man4 ŋɐu4	
晚飯	man5 fan6	
晚晚	man5 man5	每天晚上
晚上	man5 sœŋ6	
萬般	man6 ban1	
萬般皆下品，唯有讀書高	man6 ban1 gai1 ha6 bɐn2 wɐi4 jɐu5 dʊk9 sy1 gou1	
萬變不離其宗	man6 bin3 bɐt7 lei4 kei4 dzʊŋ1	
慢半拍	man6 bun3 pak8	
萬不得已	man6 bɐt7 dɐk7 ji5	
萬端	man6 dyn1	
萬紫千紅	man6 dzi2 tsin1 hʊŋ4	
萬字夾	man6 dzi6 gap2	回紋針，迴文針，曲別針
萬箭穿身	man6 dzin3 tsyn1 sɐm1	
慢住	man6 dzy6	且慢，慢著
萬丈	man6 dzœŋ6	
萬丈高樓平地起	man6 dzœŋ6 gou1 lɐu4 pɪŋ4 dei6 hei2	
萬丈光芒	man6 dzœŋ6 gwɔŋ1 mɔŋ4	
萬象更新	man6 dzœŋ6 gɐŋ1 sɐn1	
萬丈深淵	man6 dzœŋ6 sɐm1 jyn1	
慢走	man6 dzɐu2	
萬眾	man6 dzʊŋ3	
萬眾矚目	man6 dzʊŋ3 dzʊk7 mʊk9	
萬眾歡騰	man6 dzʊŋ3 fun1 tɐŋ4	
萬眾一心	man6 dzʊŋ3 jɐt7 sɐm1	
慢動作	man6 dʊŋ6 dzɔk8	
萬花筒	man6 fa1 tʊŋ2	
萬夫不當	man6 fu1 bɐt7 dɔŋ1	
萬夫莫敵	man6 fu1 mɔk9 dik9	
萬分	man6 fɐn1	
萬分感激	man6 fɐn1 gɐm2 gik7	
萬家燈火	man6 ga1 dɐŋ1 fɔ2	
萬家生佛	man6 ga1 sɐŋ1 fɐt9	
萬幾蚊	man6 gei2 mɐn1	一萬多塊
萬劫不復	man6 gip8 bɐt7 fʊk9	
萬古	man6 gu2	
萬古流芳	man6 gu2 lɐu4 fɔŋ1	
萬古長青	man6 gu2 tsɪŋ1	
萬貫	man6 gun3	
萬貫家財	man6 gun3 ga1 tsɔi4	
萬鈞	man6 gwɐn1	
萬鈞之力	man6 gwɐn1 dzi1 lik9	
萬國	man6 gwɔk8	
萬國公法	man6 gwɔk8 gʊŋ1 fat8	
慢鏡頭	man6 gɛŋ3 tɐu4	
蔓延	man6 jin4	
鰻魚	man6 jy4	
萬人空巷	man6 jɐn4 hʊŋ1 hɔŋ6	
萬一	man6 jɐt7	
漫遊	man6 jɐu4	
萬有	man6 jɐu5	
萬有引力	man6 jɐu5 jɐn5 lik9	
萬有引力定律	man6 jɐu5 jɐn5 lik9 dɪŋ6 lœt9	
萬用	man6 jʊŋ6	
萬用電表	man6 jʊŋ6 din6 biu2	
萬用手冊	man6 jʊŋ6 sɐu2 tsak8	
萬頃碧波	man6 kɪŋ2 bik7 bɔ1	
萬籟	man6 lai6	
萬籟俱寂	man6 lai6 kœy1 dzik7	
萬里長征	man6 lei5 tsœŋ4 dzɪŋ1	
萬里長城	man6 lei5 tsœŋ4 sɪŋ4	
萬曆	man6 lik9	
萬靈丹	man6 lɪŋ4 dan1	
