開放粵語詞典（耶魯拼音調符調號版）

© 2013年 kaifangcidian.com
網址：http://www.kaifangcidian.com
本詞典以創作共用“署名 3.0”許可協議授權發佈（詳見 http://creativecommons.org/licenses/by/3.0/）
最後更新於2013年1月22日

［粵語詞彙］	［耶魯拼音］	［國語解釋］
俊男	jeun nàahm	
縉紳	jeun sān	
進修	jeun sāu	
進修班	jeun sāu bāan	
俊秀	jeun sau	
進士	jeun sih	
進食	jeun sihk	
進退兩難	jeun teui leúhng nàahn	
俊偉	jeun wáih	
進位	jeun waih	
進入	jeun yahp	
進一步	jeun yāt bouh	
進而	jeun yìh	
進言	jeun yìhn	
進謁	jeun yit	
進用	jeun yuhng	
盡興	jeuhn hing	
盡力	jeuhn lihk	
盡頭	jeuhn tàuh	
盡人皆知	jeuhn yàhn gāai jī	
盡人事聽天命	jeuhn yàhn sih tīng tīn mihng	
將	jeūng	把
將次	jeūng chi	
將錯就錯	jeūng cho jauh cho	
將計就計	jeūng gai jauh gai	
將近	jeūng gahn	
將近	jeūng gahn	快要，快
將功折罪	jeūng gūng jit jeui	
將功贖罪	jeūng gūng suhk jeuih	
將軍	jeūng gwān	
張開	jeūng hōi	
將就	jeūng jauh	
將來	jeūng lòih	
蟑螂	jeūng lòhng	
樟木	jeūng muhk	
樟腦	jeūng nóuh	
張三李四	jeūng sāam léih sei	
將心比心	jeūng sām béi sām	
將信將疑	jeūng seun jeūng yìh	
將息	jeūng sīk	
樟樹	jeūng syuh	
獐頭鼠目	jeūng tàuh syú muhk	
張貼	jeūng tip	
將養	jeūng yeúhng	
將要	jeūng yiu	
章魚	jeūng yùh	
獎	jeúng	獎勵
掌握	jeúng āk	
獎品	jeúng bán	
長輩	jeúng bui	
長大	jeúng daaih	
長得	jeúng dāk	
獎學金	jeúng hohk gām	
獎券	jeúng hyun	
長子	jeúng jí	
獎勵	jeúng laih	
槳櫓	jeúng lóuh	
長老	jeúng lóuh	
長老教會	jeúng lóuh gaau wuih	
長老會	jeúng lóuh wuih	
長滿	jeúng múhn	
長男	jeúng nàahm	
長女	jeúng néuih	
長相	jeúng seung	
掌上壓	jeúng seuhng aat	俯臥撐，伏地挺身
長幼	jeúng yau	
長幼有序	jeúng yau yáuh jeuih	
仗	jeung	次，回，趟
將兵	jeung bīng	
帳單	jeung dāan	
將校	jeung gaau	
將官	jeung gūn	
瘴氣	jeung hei	
帳號	jeung houh	
將領	jeung líhng	
將令	jeung lihng	
帳面	jeung mihn	
將門虎子	jeung mùhn fú jí	
障眼法	jeung ngáahn faat	
障礙	jeung ngoih	
帳篷	jeung pùhng	
將帥	jeung seui	
將相	jeung seung	
將士	jeung sih	
帳戶	jeung wuh	
賬戶	jeung wuh	
醬油	jeung yàuh	
橡皮筋	jeùhng pèih gān	
象拔	jeuhng baht	象鼻子
象鼻	jeuhng beih	
象鼻蟲	jeuhng beih chùhng	
象笏	jeuhng fāt	
橡膠	jeuhng gāau	
橡筋	jeuhng gān	橡皮圈，橡皮筋
象徵	jeuhng jīng	
象徵主義	jeuhng jīng jyú yih	
象徵性	jeuhng jīng sing	
象箸	jeuhng jyuh	
象棋	jeuhng kèih	
丈母娘	jeuhng móuh neùhng	
象牙	jeuhng ngàh	
象牙塔	jeuhng ngàh taap	
橡實	jeuhng saht	
橡樹	jeuhng syuh	
丈人	jeuhng yàhn	
象形字	jeuhng yìhng jih	
象形文字	jeuhng yìhng màhn jih	
捽	jeūt	搓，擦，揉
蟀	jeūt	蟋蟀
捽腳	jeūt geuk	搓腳
卒之	jeūt jī	終於
捽老泥	jeūt lóuh nàih	搓汗垢，搓污垢
捽唔甩	jeūt m̀h lāt	擦不掉
怵目驚心	jeūt muhk gīng sām	
怵惕	jeūt tīk	
怵然	jeūt yìhn	
知	jī	知道
之不過	jī bāt gwo	但是，不過
資本	jī bún	
資本家	jī bún gā	
資本主義	jī bún jyú yih	
資本主義國家	jī bún jyú yih gwok gā	
資本主義社會	jī bún jyú yih séh wuih	
資本論	jī bún leuhn	
資產	jī cháan	
資產階級	jī cháan gāai kāp	
支撐	jī chāang	
知醜	jī cháu	知恥
知趣	jī cheui	
支出	jī cheūt	
支出費用	jī cheūt fai yuhng	
齜出牙	jī cheūt ngàh	
知恥近乎勇	jī chí gahn fùh yúhng	
支持	jī chìh	
支持者	jī chìh jé	
之前	jī chìhn	
知情	jī chìhng	
知情不報	jī chìhng bāt bou	
之初	jī chō	
輜重	jī chúhng	
輜重團中尉	jī chúhng tyùhn jūng wai	
支隊	jī deuih	
支隊長	jī deuih jeúng	
知到	jī dou	知道
知道	jī douh	
知法犯法	jī faat faahn faat	
脂肪	jī fōng	
之乎者也	jī fùh jé yáh	
支付	jī fuh	
支解	jī gáai	
資格	jī gaak	
之間	jī gāan	
資金	jī gām	
知己知彼	jī géi jī béi	
知覺	jī gok	
之下	jī hah	
知慳識儉	jī hāan sīk gihm	精打細算，懂得節儉，會過日子，懂得勤儉節約
之後	jī hauh	
支氣管	jī hei gún	
支氣管炎	jī hei gún yìhm	
之際	jī jai	
吱吱叫	jī jī giu	
支支整整	jī jī jíng jíng	過份講究打扮
支支吾吾	jī jī ǹgh ǹgh	
姿整	jī jíng	講究
知足	jī jūk	
知足常樂	jī jūk seùhng lohk	
之中	jī jūng	
蜘蛛	jī jyū	
蜘蛛網	jī jyū móhng	
知其不可為而為之	jī kèih bāt hó wàih yìh wàih jī	
知其一不知其二	jī kèih yāt bāt jī kèih yih	
支流	jī làuh	
支離	jī lèih	
支離破碎	jī lèih po seui	
之類	jī leuih	
資料	jī liuh	
資料庫	jī liuh fu	
支路	jī louh	
知唔知	jī m̀h jī	知不知道
芝麻	jī màh	
之嘛	jī máh	而已，罷了
支脈	jī mahk	
滋味	jī meih	
知無不言	jī mòuh bāt yìhn	
知難而退	jī nàahn yìh teui	
齜牙	jī ngàh	
齜牙咧嘴	jī ngàh lé jéui	
之外	jī ngoih	
之內	jī noih	
支派	jī paai	
支票	jī piu	
支票簿	jī piu bouh	
支配	jī pui	
姿勢	jī sai	
知心	jī sām	
知心朋友	jī sām pàhng yáuh	
知心話	jī sām wá	
知心人	jī sām yàhn	
知死	jī séi	後悔莫及，知道利害
知衰	jī sēui	知錯，認錯
資訊	jī seun	
之上	jī seuhng	
支使	jī sí	
芝士	jī sí	奶酪，乳酪
知悉	jī sīk	
知識	jī sīk	
知識青年	jī sīk chīng nìhn	
知識化	jī sīk fa	
知識份子	jī sīk fahn jí	
知識階級	jī sīk gāai kāp	
知識性	jī sīk sing	
吱聲	jī sīng	
支承	jī sìhng	
之所以	jī só yíh	
知書達禮	jī syū daaht láih	
姿態	jī taai	
肢體	jī tái	
肢體語言	jī tái yúh yìhn	
支援	jī wùhn	
知音	jī yām	
知恩圖報	jī yān tòuh bou	
知人知面不知心	jī yàhn jī mihn bāt jī sām	
滋潤	jī yeuhn	
資源	jī yùhn	
紙	jí	證件，證書，證明書
紙	jí	鈔票
只不過	jí bāt gwo	
咫尺	jí chek	
咫尺天涯	jí chek tīn ngàaih	
指出	jí cheūt	
子彈	jí dáan	
子彈頭	jí dáan tàuh	
子弟	jí daih	
子弟兵	jí daih bīng	
指點	jí dím	
指定	jí dihng	
指導	jí douh	
指揮	jí fāi	
指甲	jí gaap	手指甲
指甲鉗	jí gaap kím	指甲刀，指甲剪子
紫禁城	jí gam sìhng	
紙巾	jí gān	面紙，面巾紙，餐巾紙
子宮	jí gūng	
子宮頸	jí gūng géng	
子宮頸癌	jí gūng géng ngàahm	
子宮癌	jí gūng ngàahm	
子宮外孕	jí gūng ngoih yahn	
指關節	jí gwāan jit	
紙貴洛陽	jí gwai lok yeùhng	
子虛烏有	jí hēui wū yáuh	
指控	jí hung	
止血	jí hyut	
止血帶	jí hyut daai	
止血器	jí hyut hei	
止血劑	jí hyut jāi	
止血藥	jí hyut yeuhk	
指尖	jí jīm	
指住	jí jyuh	
子規	jí kwāi	
指鹿為馬	jí luhk wàih máh	
指紋	jí màhn	
姊妹	jí muí	姐妹
姊妹花	jí muí fā	
姊妹篇	jí muí pīn	
指南	jí nàahm	
指南針	jí nàahm jām	
紙皮	jí pèih	瓦楞紙，紙板
紙皮盒	jí pèih hahp	瓦楞紙盒，紙盒
紙皮石	jí pèih sehk	馬賽克，馬賽克方塊石
紙皮箱	jí pèih seūng	瓦楞紙箱，紙板箱
仔細	jí sai	
指使	jí sí	
紫色	jí sīk	
指數	jí sou	
子孫	jí syūn	
子孫滿堂	jí syūn múhn tòhng	
止痛	jí tung	
止痛劑	jí tung jāi	
止痛藥	jí tung yeuhk	
指印	jí yan	
紙鷂	jí yiú	風箏
志願	jí yuhn	
子曰	jí yuht	
至	ji	才
至	ji	最
致詞	ji chìh	
至得	ji dāk	才行
致電	ji dihn	
至多唔係	ji dō m̀h haih	大不了，頂多是…
致富	ji fu	
致富之道	ji fu jī douh	
至今	ji gām	
致敬	ji ging	
致歉	ji hip	
致賀	ji hoh	
至憎	ji jāng	最討厭
致謝	ji jeh	
智障	ji jeung	
智障人士	ji jeung yàhn sih	
志在	ji joih	在乎
志在	ji joih	目的在於
…至奇	ji kèih	…才怪
致力	ji lihk	
致力於	ji lihk yū	
致命傷	ji mihng seūng	
致命性	ji mihng sing	
致癌	ji ngàahm	
致癌物	ji ngàahm maht	
致癌物質	ji ngàahm maht jāt	
致死	ji séi	
至死不悟	ji séi bāt ngh	
致死量	ji séi leuhng	
致使	ji sí	
至少	ji siú	
智慧	ji waih	
摯友	ji yáuh	
致意	ji yi	
字	jih	五分鍾
自閉	jih bai	
自閉症	jih bai jing	
自不量力	jih bāt leuhng lihk	
自不然	jih bāt yìhn	自然而然
自卑	jih bēi	
自卑感	jih bēi gám	
自備	jih beih	
自備午餐	jih beih ńgh chāan	
治病	jih behng	
自保	jih bóu	
自暴自棄	jih bouh jih hei	
自慚形穢	jih chàahm yìhng wai	
自殘	jih chàahn	
自尋煩惱	jih chàhm fàahn nóuh	
自尋死路	jih chàhm séi louh	
治邪	jih chèh	闢邪，祛邪
自吹	jih chēui	
自吹自擂	jih chēui jih lèuih	
自取其辱	jih chéui kèih yuhk	
自取滅亡	jih chéui miht mòhng	
自此	jih chí	
字詞	jih chìh	
自始至終	jih chíh ji jūng	
自稱	jih chīng	
痔瘡	jih chōng	
自從	jih chùhng	
字串	jih chyun	
自打嘴巴	jih dá jéui bā	
自大	jih daaih	
自得其樂	jih dāk kèih lohk	
字典	jih dín	
自蹈法網	jih douh faat móhng	
自導自演	jih douh jih yín	
自動	jih duhng	
自動化	jih duhng fa	
自發	jih faat	
自費	jih fai	
自費旅行	jih fai léuih hàhng	
自焚	jih fàhn	
字符	jih fùh	
自負	jih fuh	
自負盈虧	jih fuh yìhng kwāi	
自奉	jih fuhng	
雉雞	jih gāi	
自甘墮落	jih gām doh lohk	
字根	jih gān	
自咎	jih gau	
俟機	jih gēi	
自己	jih géi	
自己攞嚟衰	jih géi ló lèih sēui	自找麻煩，自討苦吃，自找倒霉
自己友	jih géi yáu	自己人
自矜	jih gīng	
自覺	jih gok	
自高自大	jih gōu jih daaih	
自告奮勇	jih gou fáhn yúhng	
自古	jih gú	
自古以來	jih gú yíh lòih	
自供	jih gūng	
自行	jih hàhng	
自行車	jih hàhng chē	
自行解決	jih hàhng gáai kyut	
自行其是	jih hàhng kèih sih	
自行決定	jih hàhng kyut dihng	
俟候	jih hauh	
自欺欺人	jih hēi hēi yàhn	
稚氣	jih hei	
自詡	jih héui	
自謙	jih hīm	
自學	jih hohk	
自豪	jih hòuh	
自責	jih jaak	
自習	jih jaahp	
自嘲	jih jāau	
自找苦吃	jih jáau fú hek	
自找麻煩	jih jáau màh fàahn	
自製	jih jai	
自制力	jih jai lihk	
自知	jih jī	
自知之明	jih jī jī mìhng	
自知理虧	jih jī léih kwāi	
字紙	jih jí	
自治	jih jih	
自治州	jih jih jāu	
自治區	jih jih kēui	
自治權	jih jih kyùhn	
自治省	jih jih sáang	
自治市	jih jih síh	
自治縣	jih jih yuhn	
字跡	jih jīk	
字正腔圓	jih jing hōng yùhn	
自助餐廳	jih joh chāan tēng	
自助助人	jih joh joh yàhn	
自助式	jih joh sīk	
自在	jih joih	
自作聰明	jih jok chūng mìhng	
自作多情	jih jok dō chìhng	
自作自受	jih jok jih sauh	
自作主張	jih jok jyú jeūng	
自作孽	jih jok yiht	
字組	jih jóu	
自主	jih jyú	
自尊	jih jyūn	
自尊心	jih jyūn sām	
自傳	jih jyún	
自給自足	jih kāp jih jūk	
自強不息	jih keùhng bāt sīk	
自誇	jih kwā	
自決	jih kyut	
自決權	jih kyut kyùhn	
自立	jih laahp	
治理	jih léih	
字裡行間	jih léuih hòhng gāan	
自律	jih leuht	
自力更生	jih lihk gāng sāng	
自憐	jih lìhn	
治療	jih liùh	
飼料	jih liuh	
自來水	jih lòih séui	
字碼	jih máh	
自賣自誇	jih maaih jih kwā	
自刎	jih máhn	
自問	jih mahn	
自問自答	jih mahn jih daap	
字面	jih mihn	
字面上	jih mihn seuhng	
自鳴得意	jih mìhng dāk yi	
自命不凡	jih mihng bāt fàahn	
自命清高	jih mihng chīng gōu	
寺廟	jih miuh	
字幕	jih mohk	
字母	jih móuh	
字母表	jih móuh biú	
自滿	jih múhn	
自誤誤人	jih ngh ngh yàhn	
字眼	jih ngáahn	
自縊	jih ngai	
自我	jih ngóh	
自我介紹	jih ngóh gaai siuh	
自我檢討	jih ngóh gím tóu	
自我中心	jih ngóh jūng sām	
自傲	jih ngouh	
自愛	jih oi	
自殺	jih saat	
自殺式襲擊	jih saat sīk jaahp gīk	
自細	jih sai	從小
自身	jih sān	
自身難保	jih sān nàahn bóu	
自生自滅	jih sāng jih miht	
自修	jih sāu	
自修課	jih sāu fo	
字首	jih sáu	
自首	jih sáu	
自信	jih seun	
自信心	jih seun sām	
自相殘殺	jih seūng chàahn saat	
自相矛盾	jih seūng màauh teúhn	
自私	jih sī	
自食其果	jih sihk kèih gwó	
自食其力	jih sihk kèih lihk	
自食惡果	jih sihk ok gwó	
自掃門前雪	jih sou mùhn chìhn syut	
自歎不如	jih taan bāt yùh	
自歎弗如	jih taan fāt yùh	
字體	jih tái	
自投羅網	jih tàuh lòh móhng	
字條	jih tiùh	
自討苦吃	jih tóu fú hek	
自掏腰包	jih tòuh yiū bāau	
自慰	jih wai	
自慰	jih wai	手淫
自衛	jih waih	
自衛隊	jih waih deuih	
字彙	jih wuih	
字音	jih yām	
字音表	jih yām biú	
自由	jih yàuh	
自由自在	jih yàuh jih joih	
自由主義	jih yàuh jyú yih	
自由戀愛	jih yàuh lyún oi	
自由貿易	jih yàuh mauh yihk	
自由散漫	jih yàuh sáan maahn	
自由意志	jih yàuh yi ji	
自有主張	jih yáuh jyú jeūng	
飼養	jih yeúhng	
字意	jih yi	
自以為是	jih yíh wàih sih	
字義	jih yih	
自然	jih yìhn	
自燃	jih yìhn	
自言自語	jih yìhn jih yúh	
自然環境	jih yìhn wàahn gíng	
字型	jih yìhng	
字形	jih yìhng	
自娛娛人	jih yùh yùh yàhn	
字元	jih yùhn	
字源	jih yùhn	
字元組	jih yùhn jóu	
自圓其說	jih yùhn kèih syut	
字元碼	jih yùhn máh	
寺院	jih yuhn	
自願	jih yuhn	
漬	jīk	污垢
積	jīk	勾，丁
積	jīk	疳積，疳積病
織	jīk	編，織
即便	jīk bihn	
織布	jīk bou	
積錢	jīk chìhn	攢錢
積蓄	jīk chūk	
積極	jīk gihk	
積極份子	jīk gihk fahn jí	
即管	jīk gún	儘管
即係	jīk haih	就是
即係話	jīk haih wah	就是說
即刻	jīk hāk	馬上，立刻
即興	jīk hing	
即可	jīk hó	
積滯	jīk jaih	消化不良
即將	jīk jeūng	
跡象	jīk jeuhng	
織蟀	jīk jeūt	蟋蟀
即席	jīk jihk	
織蓆	jīk jihk	編席子
職權	jīk kyùhn	
織冷衫	jīk lāang sāam	打毛衣
織籮	jīk lòh	編籮筐
積埋啲錢	jīk màaih dī chìhn	把錢攢下來
積木	jīk muhk	
即使	jīk sí	
即時	jīk sìh	
即食麵	jīk sihk mihn	方便麵，泡麵
積少成多	jīk siú sìhng dō	
即位	jīk waih	
積陰功	jīk yām gūng	積德，積福，積陰德
即日	jīk yaht	
即日起	jīk yaht héi	
即映即有	jīk yíng jīk yáuh	現拍現看
職業	jīk yihp	
鯽魚	jīk yùh	
職員	jīk yùhn	
脊梁	jik leùhng	
炙手可熱	jik sáu hó yiht	
炙熱	jik yiht	
席不暇暖	jihk bāt hah nyúhn	
直筆甩	jihk bāt lāt	筆直的，直挺挺
直播	jihk bo	
直尺	jihk chek	
直腸	jihk cheùhng	
直腸癌	jihk cheùhng ngàahm	
席次	jihk chi	
值情	jihk chìhng	簡直
值情唔記得咗	jihk chìhng m̀h gei dāk jó	完全忘了
直達	jihk daaht	
值得	jihk dāk	
值得嘅	jihk dāk ge	值得的
席地	jihk deih	
直笛	jihk dehk	
直呼	jihk fū	
直呼其名	jihk fū kèih mìhng	
席豐履厚	jihk fūng léih háuh	
席間	jihk gāan	
直諫	jihk gaan	
直徑	jihk ging	
直覺	jihk gok	
直角	jihk gok	
直角座標	jihk gok joh biū	
直角三角形	jihk gok sāam gok yìhng	
藉故	jihk gu	
籍貫	jihk gun	
席捲	jihk gyún	
席捲天下	jihk gyún tīn hah	
席捲一空	jihk gyún yāt hūng	
直行	jihk hàahng	直走
直系	jihk haih	
直系親屬	jihk haih chān suhk	
直轄	jihk haht	
直轄市	jihk haht síh	
藉口	jihk háu	
直航	jihk hòhng	
直至	jihk ji	
直接	jihk jip	
直截了當	jihk jiht liúh dong	
夕照	jihk jiu	
值勤	jihk kàhn	
直立	jihk laahp	
直流	jihk làuh	
直流電	jihk làuh dihn	
直流發電	jihk làuh faat dihn	
寂寥	jihk liùh	
直來直往	jihk lòih jihk wóhng	
直落	jihk lohk	
殖民	jihk màhn	
殖民地	jihk màhn deih	
殖民者	jihk màhn jé	
殖民主義	jihk màhn jyú yih	
植物	jihk maht	
寂寞	jihk mohk	
直脾氣	jihk pèih hei	
直視	jihk sih	
直線	jihk sin	
直升機	jihk sīng gēi	
直性子	jihk sing jí	
直銷	jihk siū	
直爽	jihk sóng	
直選	jihk syún	
直頭	jihk tàuh	簡直，一直，直接
席位	jihk waih	
夕陽	jihk yeùhng	
夕陽工業	jihk yeùhng gūng yihp	
夕陽西下	jihk yeùhng sāi hah	
直譯	jihk yihk	
直言	jihk yìhn	
直言不諱	jihk yìhn bāt wáih	
尖筆甩	jīm bāt lāt	尖尖的
沾不上邊	jīm bāt seuhng bīn	
沾邊	jīm bīn	
占卜	jīm būk	
櫼隊	jīm déui	加塞兒，插隊
沾花惹草	jīm fā yéh chóu	
尖叫	jīm giu	
占卦	jīm gwa	
沾光	jīm gwōng	
沾沾自喜	jīm jīm jih héi	
譫妄	jīm móhng	
瞻望	jīm mohng	
占筮	jīm saih	
沾濕	jīm sāp	
沾手	jīm sáu	
沾水	jīm séui	
沾上	jīm seuhng	
占星	jīm sīng	
沾污	jīm wū	
沾染	jīm yíhm	
佔多數	jim dō sou	
佔據	jim geui	
佔盡	jim jeuhn	
佔領	jim líhng	
佔領地	jim líhng deih	
佔領軍	jim líhng gwān	
佔領區	jim líhng kēui	
佔便宜	jim pìhn yìh	
佔上風	jim seuhng fūng	
佔線	jim sin	
佔為	jim wàih	
佔為己有	jim wàih géi yáuh	
佔位	jim waih	
佔優勢	jim yāu sai	
佔有	jim yáuh	
佔有權	jim yáuh kyùhn	
佔有率	jim yáuh leuht	
佔有慾	jim yáuh yuhk	
佔用	jim yuhng	
漸漸	jihm jihm	
氊	jīn	毯子
煎堆	jīn dēui	麻團
羶味	jīn meih	
煎熬	jīn ngòuh	
煎pan	jīn pēn	平底鍋
腱	jín	腱子，腱子肉
輾斃	jín baih	
展品	jín bán	
展出	jín cheūt	
展翅	jín chi	
展翅高飛	jín chi gōu fēi	
剪綵	jín chói	
剪刀	jín dōu	
輾過	jín gwo	
展開	jín hōi	
輾轉	jín jyún	
輾轉反側	jín jyún fáan jāk	
輾轉流傳	jín jyún làuh chyùhn	
輾轉相告	jín jyún seūng gou	
展覽	jín láahm	
展覽品	jín láahm bán	
展覽館	jín láahm gún	
展覽廳	jín láahm tīng	
展覽會	jín láahm wuí	
展覽會場	jín láahm wuih cheùhng	
展露	jín louh	
展露頭角	jín louh tàuh gok	
輾米	jín máih	
輾米廠	jín máih chóng	
闡明	jín mìhng	
展望	jín mohng	
展望未來	jín mohng meih lòih	
輾平	jín pìhng	
闡述	jín seuht	
展示	jín sih	
展示出	jín sih cheūt	
闡釋	jín sīk	
展延	jín yìhn	
展現	jín yihn	
薦	jin	墊，墊子
戰敗	jin baaih	
戰敗國	jin baaih gwok	
餞別	jin biht	
戰車	jin chē	
戰場	jin cheùhng	
顫抖	jin dáu	
戰鬥	jin dau	
戰鬥機	jin dau gēi	
戰鬥區	jin dau kēui	
戰鬥力	jin dau lihk	
戰鬥意志	jin dau yi ji	
戰刀	jin dōu	
顫動	jin duhng	
戰犯	jin fáan	
戰火	jin fó	
戰況	jin fong	
戰俘	jin fū	
戰斧	jin fú	
戰機	jin gēi	
戰機機師	jin gēi gēi sī	
戰歌	jin gō	
薦高	jin gōu	墊高一點
戰鼓	jin gú	
戰果	jin gwó	
戰國	jin gwok	
戰國時代	jin gwok sìh doih	
戰國時期	jin gwok sìh kèih	
餞行	jin hàhng	
薦起	jin héi	墊起來
戰壕	jin hòuh	
戰爭	jin jāng	
戰戰兢兢	jin jin gīng gīng	
箭鏃	jin juhk	
箭豬	jin jyū	豪豬
戰區	jin kēui	
戰艦	jin laahm	
戰利品	jin leih bán	
戰略	jin leuhk	
戰略轟炸	jin leuhk gwāng ja	
戰略性	jin leuhk sing	
戰慄	jin leuht	
顫慄	jin leuht	
戰力	jin lihk	
戰亂	jin lyuhn	
戰馬	jin máh	
戰無不勝	jin mòuh bāt sing	
戰袍	jin pòuh	
戰神	jin sàhn	
戰死	jin séi	
戰死沙場	jin séi sā cheùhng	
戰術	jin seuht	
戰事	jin sih	
戰士	jin sih	
戰線	jin sin	
顫聲	jin sīng	
戰勝	jin sing	
戰船	jin syùhn	
薦枱腳	jin tói geuk	墊桌腿
戰雲	jin wàhn	
戰雲密佈	jin wàhn maht bou	
戰禍	jin woh	
戰友	jin yáuh	
戰役	jin yihk	
薦褥	jin yuhk	褥子
賤格	jihn gaak	下賤
偵辦	jīng baahn	
精品	jīng bán	
偵查	jīng chàh	
偵察	jīng chaat	
偵察兵	jīng chaat bīng	
偵察機	jīng chaat gēi	
偵測	jīng chāk	
偵緝	jīng chāp	
禎祥	jīng cheùhng	
貞操	jīng chōu	
蒸發	jīng faat	
征伐	jīng faht	
征服	jīng fuhk	
蒸氣	jīng hei	
精湛	jīng jaam	
精子	jīng jí	
怔住	jīng jyuh	
旌旗	jīng kèih	
蒸餾水	jīng lauh séui	
徵糧	jīng leùhng	
蒸籠	jīng lùhng	
偵問	jīng mahn	
徵募	jīng mouh	
精辟	jīng pīk	
偵破	jīng po	
精神	jīng sàhn	
精神病	jīng sàhn behng	
精神分裂	jīng sàhn fān liht	
精神爽利	jīng sàhn sóng leih	精神飽滿，心情舒暢，精神奕奕
精神為之一振	jīng sàhn wàih jī yāt jan	
精神煥發	jīng sàhn wuhn faat	
晶石	jīng sehk	
精髓	jīng séuih	
精粹	jīng seuih	
精邃	jīng seuih	
偵訊	jīng seun	
徵兆	jīng siuh	
精选	jīng syún	
精選	jīng syún	
偵探	jīng taam	
偵探小說	jīng taam siú syut	
偵聽	jīng tīng	
偵聽器	jīng tīng hei	
偵聽台	jīng tīng tòih	
偵聽員	jīng tīng yùhn	
精華	jīng wàh	
晶瑩	jīng yìhng	
正月	jīng yuht	
正月初三	jīng yuht chō sāam	
正月初一	jīng yuht chō yāt	
正月初二	jīng yuht chō yih	
整	jíng	弄，修
整齊	jíng chàih	
整親	jíng chān	弄傷，受傷
整車	jíng chē	修理汽車
整出嚟	jíng cheūt lèih	弄出來
井底之蛙	jíng dái jī wā	
整定	jíng dihng	註定
整翻	jíng fāan	修理
整翻幾味	jíng fāan géi meih	弄幾道菜，弄幾個菜
整翻好	jíng fāan hóu	修理好，修好
整飯	jíng faahn	煮飯
整潔	jíng git	
整古	jíng gú	作弄，捉弄，陷害
整古做怪	jíng gú jouh gwaai	裝神弄鬼
整古弄怪	jíng gú luhng gwaai	做鬼臉，故意出洋相，做小動作
整鬼	jíng gwái	搞鬼
整鬼整怪	jíng gwái jíng gwaai	做鬼臉，故意出洋相，做小動作
整鬼整馬	jíng gwái jíng máh	搞什麼鬼
整資料	jíng jī liuh	整理資料，整理數據
整治	jíng jih	
整整吓	jíng jíng háh	慢慢地
井井有條	jíng jíng yáuh tiùh	
整爛	jíng laahn	弄壞，弄破
整爛咗	jíng laahn jó	弄壞了
整理	jíng léih	
