开放粤语词典（刘锡祥版）

© 2013年 kaifangcidian.com
网址：http://www.kaifangcidian.com
本词典以创作共用“署名 3.0”许可协议授权发布（详见 http://creativecommons.org/licenses/by/3.0/）
最后更新于2013年1月22日

［粤语词汇］	［刘锡祥拼音］	［国语解释］
五大洲	ng5 daai6 jau1	
五点	ng5 dim2	
五点钟	ng5 dim2 jung1	
五代十国	ng5 doi6 sap6 gwok3	
五花八门	ng5 fa1 baat3 moon4	
午饭	ng5 faan6	
五福	ng5 fuk1	
五福临门	ng5 fuk1 lam4 moon4	
午间	ng5 gaan1	
午觉	ng5 gaau3	
五金店	ng5 gam1 dim3	
五金行	ng5 gam1 hong4	
五金铺	ng5 gam1 po3	五金店
五个字	ng5 goh3 ji6	二十五分钟
五角	ng5 gok3	
五角星	ng5 gok3 sing1	
五角形	ng5 gok3 ying4	
五官	ng5 goon1	
五官端正	ng5 goon1 duen1 jing3	
五谷	ng5 guk1	
五谷丰收	ng5 guk1 fung1 sau1	
五谷杂粮	ng5 guk1 jaap6 leung4	
五行欠打	ng5 hang4 him3 da2	欠打，欠揍
五行欠水	ng5 hang4 him3 sui2	手头缺钱，经济拮据
五行缺水	ng5 hang4 kuet3 sui2	手头缺钱，经济拮据
午后	ng5 hau6	
五子棋	ng5 ji2 kei4	
五脏	ng5 jong6	
五脏俱全	ng5 jong6 kui1 chuen4	
五脏六腑	ng5 jong6 luk6 foo2	
五级	ng5 kap1	
五马分尸	ng5 ma5 fan1 si1	
五颜六色	ng5 ngaan4 luk6 sik1	
五年计划	ng5 nin4 gai3 waak6	
五年级	ng5 nin4 kap1	
午安	ng5 on1	
五十	ng5 sap6	
五十步笑百步	ng5 sap6 bo6 siu3 baak3 bo6	
五四运动	ng5 sei3 wan6 dung6	
午时	ng5 si4	
五星	ng5 sing1	
五星红旗	ng5 sing1 hung4 kei4	
五星级	ng5 sing1 kap1	
五星旗	ng5 sing1 kei4	
午睡	ng5 sui3	
五体投地	ng5 tai2 tau4 dei6	
五胡十六国	ng5 woo4 sap6 luk6 gwok3	
五音	ng5 yam1	
五音不全	ng5 yam1 bat1 chuen4	
五一劳动节	ng5 yat1 lo4 dung6 jit3	
午休	ng5 yau1	
午夜	ng5 ye6	
忤逆	ng5 yik6	
五言	ng5 yin4	
五言绝句	ng5 yin4 juet6 gui3	
五言律诗	ng5 yin4 lut6 si1	
五言诗	ng5 yin4 si1	
五月	ng5 yuet6	
五月份	ng5 yuet6 fan6	
五月节	ng5 yuet6 jit3	端午节
误打误撞	ng6 da2 ng6 jong6	
误解	ng6 gaai2	
捂住	ng6 jue6	
晤面	ng6 min6	
误判	ng6 poon3	
误会	ng6 wooi6	
误入歧途	ng6 yap6 kei4 to4	
误以为	ng6 yi5 wai4	
丫环	nga1 waan4	
哑佬	nga2 lo2	哑巴
牙	nga4	牙齿
牙呀仔	nga4 a1 jai2	婴儿
牙擦	nga4 chaat3	狂气，狂妄，自大，自负，臭吹，骄傲，夸夸其谈
牙刷	nga4 chaat3	
牙擦擦	nga4 chaat3 chaat3	夸夸其谈，自大，自负，臭吹
牙齿	nga4 chi2	
牙齿当金使	nga4 chi2 dong3 gam1 sai2	说话算数，一诺千金
芽菜	nga4 choi3	豆芽
牙科医生	nga4 foh1 yi1 sang1	
牙缝	nga4 fung4	
牙铰	nga4 gaau3	牙关
牙膏	nga4 go1	
牙斩斩	nga4 jaam2 jaam2	贫嘴薄舌
牙尖嘴利	nga4 jim1 jui2 lei6	尖嘴薄舌
牙罅	nga4 la3	牙缝
衙门	nga4 moon4	
牙龈	nga4 ngan4	
牙龈炎	nga4 ngan4 yim4	
牙屎	nga4 si2	牙垢
牙线	nga4 sin3	
牙医	nga4 yi1	
衙役	nga4 yik6	
牙烟	nga4 yin1	危险
牙肉	nga4 yuk6	牙床，齿龈，牙龈
瓦煲	nga5 bo1	砂锅
瓦背	nga5 booi2	屋顶
瓦背顶	nga5 booi2 deng2	屋顶
瓦罉	nga5 chaang1	砂锅
雅称	nga5 ching1	
瓦坑	nga5 haang1	屋顶
雅兴	nga5 hing3	
瓦渣	nga5 ja1	瓦砾
瓦仔	nga5 jai2	马赛克，马赛克方块石
佤族	nga5 juk6	
瓦砾	nga5 lik1	
瓦斯	nga5 si1	
瓦通纸	nga5 tung1 ji2	瓦楞纸，纸板
瓦通纸盒	nga5 tung1 ji2 hap6	瓦楞纸盒，纸盒
挜	nga6	占
挜埞	nga6 deng6	占地方
挜开	nga6 hoi1	张开
挜开对脚	nga6 hoi1 dui3 geuk3	张开两条腿
挜拃	nga6 ja6	碍事，占地方
挜位	nga6 wai2	占位置
挨凭	ngaai1 beng6	依靠
挨近	ngaai1 gan6	靠近，接近
挨晚	ngaai1 maan1	傍晚
挨拼	ngaai1 peng1	椅子的靠背
挨拼椅	ngaai1 peng1 yi2	椅子
嗌	ngaai3	喊，骂，喊叫
嗌交	ngaai3 gaau1	吵架
嗌救命	ngaai3 gau3 meng6	喊救命
嗌名	ngaai3 meng4	点名，喊名字
嗌通街	ngaai3 tung1 gaai1	爱骂街的人
嗌痛	ngaai3 tung3	叫痛
嗌嘢	ngaai3 ye5	叫东西吃
嗌嘢食	ngaai3 ye5 sik6	叫东西吃
捱	ngaai4	熬
挨白饭	ngaai4 baak6 faan6	没有菜吃
崖壁	ngaai4 bik1	
挨打	ngaai4 da2	
挨得苦	ngaai4 dak1 foo2	能吃苦
挨苦	ngaai4 foo2	吃苦
捱更抵夜	ngaai4 gaang1 dai2 ye6	熬夜，开夜车，彻夜不眠，日以继夜
挨饥抵冷	ngaai4 gei1 dai2 laang5	挨饿受冻
挨饥抵饿	ngaai4 gei1 dai2 ngoh6	忍饥挨饿
挨斋	ngaai4 jaai1	吃素
睚眦	ngaai4 jaai6	
挨骡仔	ngaai4 lui4 jai2	当牛做马，劳苦谋生
捱眼瞓	ngaai4 ngaan5 fan3	熬夜
挨生挨死	ngaai4 saang1 ngaai4 sei2	熬苦，拼死拼活，历尽艰辛
捱世界	ngaai4 sai3 gaai3	熬日子，熬苦日子
挨肚饿	ngaai4 to5 ngoh6	挨饿
捱夜	ngaai4 ye2	熬夜
崖鹰	ngaai4 ying1	老鹰
呃	ngaak1	骗，欺骗
呃钱	ngaak1 chin2	骗钱
呃鬼	ngaak1 gwai2	骗人，骗谁
呃鬼食豆腐	ngaak1 gwai2 sik6 dau6 foo6	骗人
呃食	ngaak1 sik6	骗吃
呃饮呃食	ngaak1 yam2 ngaak1 sik6	骗吃骗喝
呃人	ngaak1 yan4	骗人
鈪	ngaak3	镯子，手镯
额外	ngaak6 ngoi6	
额头	ngaak6 tau4	
啱	ngaam1	凑巧，刚好，刚，才
啱	ngaam1	对，合适，合意
啱feel	ngaam1 fiu1	合得来，投机，投合，合适
啱偈	ngaam1 gai2	投合，合得来
啱咀形	ngaam1 jui2 ying4	合得来
啱key	ngaam1 ki1	合得来，投机
啱跷	ngaam1 kiu2	合适，合得来
啱唔啱	ngaam1 m4 ngaam1	对不对
啱啱	ngaam1 ngaam1	刚刚
啱啱要	ngaam1 ngaam1 yiu3	正要
啱心水	ngaam1 sam1 sui2	合意
啱先	ngaam1 sin1	刚才，刚刚
啱听	ngaam1 teng1	中听，有道理
癌	ngaam4	癌症
巖巉	ngaam4 chaam4	参差不齐，高低不平
岩浆	ngaam4 jeung1	
癌症	ngaam4 jing3	
癌症肿瘤	ngaam4 jing3 jung2 lau4	
癌肿	ngaam4 jung2	
巖巖巉巉	ngaam4 ngaam4 chaam4 chaam4	参差不齐，高低不平
癌细胞	ngaam4 sai3 baau1	
岩石	ngaam4 sek6	
眼镜铺	ngaan2 geng2 po2	眼镜店
晏	ngaan3	午饭
晏	ngaan3	晚，迟
晏觉	ngaan3 gaau3	午觉
晏昼	ngaan3 jau3	中午
晏昼饭	ngaan3 jau3 faan6	午饭
颜色	ngaan4 sik1	
眼	ngaan5	眼睛
眼巴巴	ngaan5 ba1 ba1	
眼白白	ngaan5 baak6 baak6	眼睁睁，眼巴巴，发愣
眼不见心不烦	ngaan5 bat1 gin3 sam1 bat1 faan4	
眼不见，心不念	ngaan5 bat1 gin3 sam1 bat1 nim6	
眼不见为净	ngaan5 bat1 gin3 wai4 jing6	
眼部	ngaan5 bo6	
眼馋	ngaan5 chaam4	
眼瞠唔开	ngaan5 chaang3 m4 hoi1	眼睛睁不开
眼赤	ngaan5 chek3	眼红
眼眵	ngaan5 chi1	
眼前	ngaan5 chin4	
眼超超	ngaan5 chiu1 chiu1	怒目圆睁，怒视
眼底下	ngaan5 dai2 ha6	
眼定定	ngaan5 ding6 ding6	眼光直直地看着，两眼发直，两眼发愣
眼定定噉望	ngaan5 ding6 ding6 gam2 mong6	两眼发直地看，眼光直直地看着
眼都大埋	ngaan5 do1 daai6 maai4	目瞪口呆
眼袋	ngaan5 doi6	
眼花	ngaan5 fa1	
眼花花	ngaan5 fa1 fa1	眼睛昏花
眼花缭乱	ngaan5 fa1 liu4 luen6	
眼瞓	ngaan5 fan3	困倦，想睡觉，发困
眼科	ngaan5 foh1	
眼科医生	ngaan5 foh1 yi1 sang1	
眼火爆	ngaan5 foh2 baau3	十分愤怒，火冒三丈
眼火标	ngaan5 foh2 biu1	愤怒，气愤，火冒三丈
眼阔头窄	ngaan5 foot3 to5 jaak3	眼高手低
眼福	ngaan5 fuk1	
眼镜	ngaan5 geng3	
眼镜布	ngaan5 geng3 bo3	
眼镜架	ngaan5 geng3 ga2	
眼镜盒	ngaan5 geng3 hap6	
眼镜框	ngaan5 geng3 kwaang1	
眼镜片	ngaan5 geng3 pin3	
眼镜蛇	ngaan5 geng3 se4	
眼镜套	ngaan5 geng3 to3	
眼睑	ngaan5 gim2	
眼高手低	ngaan5 go1 sau2 dai1	
眼角	ngaan5 gok3	
眼角膜	ngaan5 gok3 mok6	
眼观鼻鼻观心	ngaan5 goon1 bei6 bei6 goon1 sam1	
眼公仔	ngaan5 gung1 jai2	瞳人，瞳仁
眼光	ngaan5 gwong1	
眼光光	ngaan5 gwong1 gwong1	愣，睁着眼，没合眼，眼睁睁，眼巴巴，干瞪眼，目光呆滞
眼下	ngaan5 ha6	
眼眶	ngaan5 hong1	
眼圈	ngaan5 huen1	
眼孔	ngaan5 hung2	
眼红	ngaan5 hung4	
眼斩斩	ngaan5 jaam2 jaam2	眼睛眨巴眨巴的样子
眼罩	ngaan5 jaau3	
眼仔碌碌	ngaan5 jai2 luk1 luk1	眼睛圆圆的
眼睁睁	ngaan5 jang1 jang1	
眼尖	ngaan5 jim1	
眼睛	ngaan5 jing1	
眼睫毛	ngaan5 jit6 mo4	
眼珠	ngaan5 jue1	
眼中	ngaan5 jung1	
眼中钉	ngaan5 jung1 ding1	
眼球	ngaan5 kau4	
眼利	ngaan5 lei6	眼力好，眼尖
眼力	ngaan5 lik6	
眼里	ngaan5 lui5	
眼泪	ngaan5 lui6	
眼泪汪汪	ngaan5 lui6 wong1 wong1	
眼眸	ngaan5 mau4	
眼眉	ngaan5 mei4	眉毛
眼眉毛	ngaan5 mei4 mo4	眉毛
眼明手快	ngaan5 ming4 sau2 faai3	
眼毛	ngaan5 mo4	睫毛，眼睫毛
眼冒金星	ngaan5 mo6 gam1 sing1	
眼蒙蒙	ngaan5 mung1 mung1	睡眼惺忪
眼皮	ngaan5 pei4	
眼神	ngaan5 san4	
眼湿湿	ngaan5 sap1 sap1	泪汪汪，含着眼泪，热泪盈眶，眼眶湿润，泪盈于睫，眼泪汪汪的，满脸泪痕，眼睛红红的
眼霜	ngaan5 seung1	
眼屎	ngaan5 si2	眼眵，眵目糊
眼线	ngaan5 sin3	
眼熟	ngaan5 suk6	
眼瞳	ngaan5 tung4	
眼晕	ngaan5 wan4	
眼核	ngaan5 wat6	眼珠子
眼窝	ngaan5 woh1	
眼翕毛	ngaan5 yap1 mo1	睫毛
眼药膏	ngaan5 yeuk6 go1	
眼药水	ngaan5 yeuk6 sui2	
眼炎	ngaan5 yim4	
眼影	ngaan5 ying2	
眼热	ngaan5 yit6	
眼热	ngaan5 yit6	眼红
眼冤	ngaan5 yuen1	看不顺眼，感到讨厌，感到反感
赝品	ngaan6 ban2	
罂	ngaang1	瓦罐，小瓦罐
硬系	ngaang2 hai6	就是，偏偏，一定
眼泪水	ngaang5 lui6 sui2	泪水，眼泪
硬打硬	ngaang6 da2 ngaang6	硬碰硬；实实在在的
硬颈	ngaang6 geng2	固执，倔强，犟
硬角角	ngaang6 gok6 gok6	硬邦邦
硬挣	ngaang6 jeng6	硬朗，结实
硬晒舦	ngaang6 saai3 taai5	事情闹僵了，没法转弯子，没有希望了
鸭	ngaap3	男妓
鸭	ngaap3	鸭子
押	ngaap3	掖，绾，卷
鸭春	ngaap3 chun1	鸭蛋
押高裤脚	ngaap3 go1 foo3 geuk3	卷起裤管，卷起裤腿儿
押高衫袖	ngaap3 go1 saam1 jau6	挽起袖子，绾起袖子
押后	ngaap3 hau6	延期
押后处理	ngaap3 hau6 chue5 lei5	待以后再处理
鸭咀帽	ngaap3 jui2 mo2	鸭舌帽
押屎片	ngaap3 si2 pin2	掖尿布
餲	ngaat3	臊臭
餲堪堪	ngaat3 ham1 ham1	臊臊的
肴	ngaau1	搔，挠，抓
肴痕	ngaau1 han4	搔痒，抓痒
肴晒头	ngaau1 saai3 tau4	伤脑筋
拗胡	ngaau1 woo1	丑八怪
拗胡婆	ngaau1 woo1 poh2	丑八怪
拗	ngaau2	折，折叠，弯折
拗手瓜	ngaau2 sau2 gwa1	扳胳膊，比臂力，掰腕子
拗断	ngaau2 tuen5	折断
拗腰	ngaau2 yiu1	向后弯腰
拗	ngaau3	争辩，争论
拗颈	ngaau3 geng2	抬杠，抬扛
拗撬	ngaau3 giu6	冲突，矛盾，争吵
拗口	ngaau3 hau2	
拗气	ngaau3 hei3	斗气
咬定	ngaau5 ding6	
咬紧	ngaau5 gan2	
咬紧牙关	ngaau5 gan2 nga4 gwaan1	
咬口	ngaau5 hau2	拗口
咬口唇	ngaau5 hau2 sun4	接吻
咬字	ngaau5 ji6	
咬字清晰	ngaau5 ji6 ching1 sik1	
咬佢唔入	ngaau5 kui5 m4 jap6	奈何不了他，拿他没办法，占不了他的便宜
咬唔入	ngaau5 m4 jap6	嚼不动，咬不动
咬唔入	ngaau5 m4 jap6	占不了便宜，打不了主意，奈何不了
咬文嚼字	ngaau5 man4 jeuk3 ji6	
咬牙	ngaau5 nga4	
咬牙切齿	ngaau5 nga4 chit3 chi2	
咬一啖	ngaau5 yat1 daam6	咬一口
噅	ngai1	求，恳求，哀求，央求
噅求	ngai1 kau4	恳求
噅噅筛筛	ngai1 ngai1 sai1 sai1	求爷爷告奶奶
噅人	ngai1 yan4	求人
矮趸	ngai2 dan2	矮胖
矮凳仔	ngai2 dang3 jai2	小板凳
矮凸凸	ngai2 dat1 dat1	矮墩墩的，非常矮
矮瓜	ngai2 gwa1	茄子
矮小	ngai2 siu2	
翳	ngai3	阴暗，昏暗，烦闷，憋气
翳焗	ngai3 guk6	闷，闷热
翳气	ngai3 hei3	心中气闷，憋气
翳滞	ngai3 jai6	胃口不好的感觉
翳热	ngai3 yit6	闷热
危殆	ngai4 doi6	
危急	ngai4 gap1	
危急关头	ngai4 gap1 gwaan1 tau4	
危机	ngai4 gei1	
危机重重	ngai4 gei1 chung4 chung4	
危机四伏	ngai4 gei1 sei3 fuk6	
危境	ngai4 ging2	
危险	ngai4 him2	
危险区	ngai4 him2 kui1	
危险性	ngai4 him2 sing3	
危害	ngai4 hoi6	
霓虹	ngai4 hung4	
霓虹灯	ngai4 hung4 dang1	
危在旦夕	ngai4 joi6 daan3 jik6	
危亡	ngai4 mong4	
危言	ngai4 yin4	
危言耸听	ngai4 yin4 sung2 ting1	
危如累卵	ngai4 yue4 lui5 lun2	
蚁	ngai5	蚂蚁
蚁窦	ngai5 dau3	蚂蚁窝
蚁躝噉	ngai5 laan1 gam2	非常慢
艺品	ngai6 ban2	
艺品店	ngai6 ban2 dim3	
伪钞	ngai6 chaau1	
伪科学	ngai6 foh1 hok6	
艺妓	ngai6 gei6	
伪君子	ngai6 gwan1 ji2	
伪证	ngai6 jing3	
伪造	ngai6 jo6	
伪造品	ngai6 jo6 ban2	
魏晋南北朝	ngai6 jun3 naam4 bak1 chiu4	
艺名	ngai6 ming6	
伪善	ngai6 sin6	
艺术	ngai6 sut6	
艺术品	ngai6 sut6 ban2	
艺术家	ngai6 sut6 ga1	
艺术界	ngai6 sut6 gaai3	
艺术馆	ngai6 sut6 goon2	
艺术系	ngai6 sut6 hai6	
艺术学院	ngai6 sut6 hok6 yuen6	
艺术院	ngai6 sut6 yuen6	
艺人	ngai6 yan4	
呓语	ngai6 yue5	
奄列	ngam1 lit6	煎鸡蛋
揞	ngam2	捂
揞住	ngam2 jue6	捂着，捂住
揞住嘴笑	ngam2 jue6 jui2 siu3	捂着嘴巴笑
暗哑抵	ngam3 nga2 dai2	吃哑巴亏，暗自忍受
扲	ngam4	掏
吟	ngam4	唠叨，啰嗦，喃喃，絮叨
吟沉	ngam4 cham4	唠叨
扲袋	ngam4 doi2	掏口袋
扲雀仔窦	ngam4 jeuk3 jai2 dau3	掏鸟窝
吟嚟吟去	ngam4 lei4 ngam4 hui3	唠叨个不停
吟吟沉沉	ngam4 ngam4 cham4 cham4	唠唠叨叨
奀	ngan1	瘦小
奀仔	ngan1 jai2	瘦小的孩子
奀妹	ngan1 mooi2	瘦小的女孩
奀细	ngan1 sai3	瘦小
奀瘦	ngan1 sau3	瘦弱
银	ngan2	钱，金钱，钱币
银包	ngan2 baau1	钱包
银仔	ngan2 jai2	硬币
银钱	ngan4 chin2	元，块，块钱
银货两讫	ngan4 foh3 leung5 gat1	
银鸡	ngan4 gai1	警笛，哨子
银行	ngan4 hong4	
银行利息	ngan4 hong4 lei6 sik1	
银纸	ngan4 ji2	钞票，钱，票子
银纸缩水	ngan4 ji2 suk1 sui2	钞票贬值
银两	ngan4 leung2	
银幕	ngan4 mok6	萤幕，银幕
银色	ngan4 sik1	
韧	ngan6	老
噏	ngap1	胡说，乱说，胡诌
噏得出就噏	ngap1 dak1 chut1 jau6 ngap1	瞎扯
噏啲乜呀	ngap1 di1 mat1 a3	胡说些什么
罨汁	ngap1 jap1	潮湿而不通风，地方窄而不整齐
噏三噏四	ngap1 saam1 ngap1 sei3	说三道四
岌	ngap6	摇晃，上下弹动
岌头	ngap6 tau2	点头
扤	ngat1	压，塞，挤；强令，强使，勉强
扤失	ngat1 sat1	斤斤计较
扤实	ngat1 sat6	压紧
杌凳	ngat6 dang3	
迄今	ngat6 gam1	
迄止	ngat6 ji2	
兀自	ngat6 ji6	
屹立	ngat6 laap6	
屹立不动	ngat6 laap6 bat1 dung6	
杌陧	ngat6 nip6	
兀鹰	ngat6 ying1	
钩	ngau1	钩子
勾	ngau1	岁
勾当	ngau1 dong3	
勾芡	ngau1 him3	
勾佬	ngau1 lo2	勾引男人
勾魂	ngau1 wan4	
勾引	ngau1 yan5	
凹凸	ngau3 dat6	
牛蒡子	ngau4 bong2 ji2	
牛车	ngau4 che1	
牛痘	ngau4 dau6	
牛刀	ngau4 do1	
牛刀小试	ngau4 do1 siu2 si3	
牛犊	ngau4 duk6	
牛脚	ngau4 geuk3	牛蹄
牛高马大	ngau4 go1 ma5 daai6	人高马大，又高又大，高大
牛角	ngau4 gok3	
牛牯	ngau4 goo2	公牛
牛倌	ngau4 goon1	
牛公	ngau4 gung1	公牛
牛骨	ngau4 gwat1	
牛鬼蛇神	ngau4 gwat1 se4 san4	
牛河	ngau4 hoh2	牛肉米粉
牛杂	ngau4 jaap6	牛杂碎
牛仔	ngau4 jai2	小牛，牛犊子，小牛犊
牛仔布	ngau4 jai2 bo3	劳动布
牛仔裤	ngau4 jai2 foo3	
牛治	ngau4 ji3	熟牛肉三明治
牛腱	ngau4 jin2	牛腱子
牛精	ngau4 jing1	野蛮，蛮不讲理
牛群	ngau4 kwan4	
牛栏	ngau4 laan4	牛圈
牛郎	ngau4 long4	
牛郎织女	ngau4 long4 jik1 nui5	
牛马	ngau4 ma5	
牛马不如	ngau4 ma5 bat1 yue4	
牛马生活	ngau4 ma5 sang1 woot6	
牛尾	ngau4 mei5	
牛毛	ngau4 mo4	
牛乸	ngau4 na2	母牛
牛奶	ngau4 naai5	
牛腩	ngau4 naam5	牛肚子上的肥肉，牛腹部的肥肉
牛轭	ngau4 ngaak6	牛鞅
牛年	ngau4 nin4	
牛扒	ngau4 pa2	牛排
牛排	ngau4 paai4	
牛皮	ngau4 pei4	
牛皮纸	ngau4 pei4 ji2	
牛头	ngau4 tau4	
牛头不对马嘴	ngau4 tau4 bat1 dui3 ma5 jui2	
牛头马面	ngau4 tau4 ma5 min6	
牛王	ngau4 wong4	蛮横，横行霸道
牛王妹	ngau4 wong4 mooi1	男人婆，野丫头
牛王头	ngau4 wong4 tau4	横行霸道、仗势欺人的人
牛王头	ngau4 wong4 tau4	恶霸
牛一	ngau4 yat1	生日
牛油	ngau4 yau4	
牛疫	ngau4 yik6	
牛肉	ngau4 yuk6	
牛肉炒河	ngau4 yuk6 chaau2 hoh2	牛肉炒沙河粉
牛肉店	ngau4 yuk6 dim3	
牛肉干	ngau4 yuk6 gon1	
牛肉面	ngau4 yuk6 min6	
牛肉汤	ngau4 yuk6 tong1	
牛肉汤面	ngau4 yuk6 tong1 min6	
藕断丝连	ngau5 duen6 si1 lin4	
偶发	ngau5 faat3	
藕粉	ngau5 fan2	
偶合	ngau5 hap6	
偶像	ngau5 jeung6	
偶像化	ngau5 jeung6 fa3	
偶像崇拜	ngau5 jeung6 sung4 baai3	
偶像人物	ngau5 jeung6 yan4 mat6	
藕丝	ngau5 si1	
偶数	ngau5 so3	
偶一为之	ngau5 yat1 wai4 ji1	
偶尔	ngau5 yi5	
偶然	ngau5 yin4	
偶然间	ngau5 yin4 gaan1	
偶然性	ngau5 yin4 sing3	
吽	ngau6	迟钝，蠢笨
吽哣	ngau6 dau6	无精打采，呆滞，发呆
吽仔	ngau6 jai2	傻小子
啮齿类	ngit6 chi2 lui6	
啮齿类	ngit6 chi2 lui6	
擙	ngo1	够，取物
擙落嚟	ngo1 lok6 lei4	够下来
擙唔到	ngo1 m4 do2	够不着，够不到
懊悔	ngo3 fooi3	
懊悔不已	ngo3 fooi3 bat1 yi5	
懊恼	ngo3 no5	
懊丧	ngo3 song3	
嗷	ngo4	摇
翱翔	ngo4 cheung4	
獒犬	ngo4 huen2	
鳌头	ngo4 tau4	
遨游	ngo4 yau4	
傲骨	ngo6 gwat1	
傲气	ngo6 hei3	
傲气凌人	ngo6 hei3 ling4 yan4	
傲慢	ngo6 maan6	
傲视	ngo6 si6	
傲视一切	ngo6 si6 yat1 chai3	
傲人	ngo6 yan4	
傲然	ngo6 yin4	
屙	ngoh1	排泄
屙	ngoh1	腹泻，拉肚子，拉稀
屙烂屎	ngoh1 laan6 si2	便溏
屙尿	ngoh1 niu6	小便，撒尿
屙屁	ngoh1 pei3	放屁
屙屎	ngoh1 si2	大便，拉屎
屙殊殊	ngoh1 sue4 sue4	尿尿，小便
屙肚	ngoh1 to5	拉肚子
阿谀	ngoh1 yue4	
蛾	ngoh4	飞蛾
鹅春石	ngoh4 chun1 sek6	鹅卵石
鹅春形	ngoh4 chun1 ying4	椭圆形
鹅蛋形	ngoh4 daan2 ying4	椭圆形
鹅蛋	ngoh4 daan6	
鹅行鸭步	ngoh4 haang4 aap3 bo6	
鹅口疮	ngoh4 hau2 chong1	
莪蒿	ngoh4 ho1	
鹅群	ngoh4 kwan4	
鹅卵石	ngoh4 lun5 sek6	
俄文	ngoh4 man4	
峨嵋山	ngoh4 mei4 saan1	
鹅毛	ngoh4 mo4	
讹误	ngoh4 ng6	
鹅黄	ngoh4 wong4	
鹅黄色	ngoh4 wong4 sik1	
俄语	ngoh4 yue5	
鹅肉	ngoh4 yuk6	
鹅绒	ngoh4 yung4	
鹅绒毛	ngoh4 yung4 mo4	
我哋	ngoh5 dei6	我们
我哋嘅	ngoh5 dei6 ge3	我们的
我哋自己	ngoh5 dei6 ji6 gei2	我们自己
我哋自己嘅	ngoh5 dei6 ji6 gei2 ge3	我们自己的
我嘅	ngoh5 ge3	我的
我个人	ngoh5 goh3 yan4	我的为人
我国	ngoh5 gwok3	
我自己	ngoh5 ji6 gei2	
我自己嘅	ngoh5 ji6 gei2 ge3	我自己的
饿亲	ngoh6 chan1	挨饿
饿虎	ngoh6 foo2	
饿鬼	ngoh6 gwai2	
饿鬼投胎	ngoh6 gwai2 tau4 toi1	很饿
饿过饥	ngoh6 gwoh3 gei1	饿过劲儿
饿汉	ngoh6 hon3	
饿狼	ngoh6 long4	
卧室	ngoh6 sat1	
饿死	ngoh6 sei2	
饿死事小失节事大	ngoh6 sei2 si6 siu2 sat1 jit3 si6 daai6	
饿肚	ngoh6 to5	
蔼	ngoi2	哄婴儿
嗳气	ngoi2 hei3	打嗝
爱	ngoi3	要
爱锡	ngoi3 sek3	疼爱
呆板	ngoi4 baan2	
呆钝	ngoi4 dun6	愚钝
呆呆傻傻	ngoi4 ngoi4 soh4 soh4	
外币	ngoi6 bai6	
外币存款	ngoi6 bai6 chuen4 foon2	
外宾	ngoi6 ban1	
外边	ngoi6 bin1	
外便	ngoi6 bin6	外面
外表	ngoi6 biu2	
外部	ngoi6 bo6	
外层	ngoi6 chang4	
外场	ngoi6 cheung4	
外迁	ngoi6 chin1	
外出	ngoi6 chut1	外面
外出	ngoi6 chut1	
外出血	ngoi6 chut1 huet3	
外底	ngoi6 dai2	外面
外地	ngoi6 dei6	
外地人	ngoi6 dei6 yan4	
外敌	ngoi6 dik6	
外电	ngoi6 din6	
外岛	ngoi6 do2	
外道	ngoi6 do6	
外快	ngoi6 faai3	
外藩	ngoi6 faan4	
外分泌腺	ngoi6 fan1 bei3 sin3	
外埠	ngoi6 fau6	海外城市
外科	ngoi6 foh1	
外科手术	ngoi6 foh1 sau2 sut6	
外科医生	ngoi6 foh1 yi1 saang1	
外货	ngoi6 foh3	
外父	ngoi6 foo2	岳父，丈人
外父咁外	ngoi6 foo2 gam3 ngoi6	碍手碍脚
外家	ngoi6 ga1	娘家
外加	ngoi6 ga1	
外嫁女	ngoi6 ga3 nui2	已出嫁的女儿
外界	ngoi6 gaai3	
外界压力	ngoi6 gaai3 aat3 lik6	
外界影响	ngoi6 gaai3 ying2 heung2	
外交	ngoi6 gaau1	
外交部	ngoi6 gaau1 bo6	
外交部长	ngoi6 gaau1 bo6 jeung2	
外交特权	ngoi6 gaau1 dak6 kuen4	
外交代表	ngoi6 gaau1 doi6 biu2	
外交家	ngoi6 gaau1 ga1	
外交界	ngoi6 gaau1 gaai3	
外交官	ngoi6 gaau1 goon1	
外交关系	ngoi6 gaau1 gwaan1 hai6	
外交系	ngoi6 gaau1 hai6	
外交学	ngoi6 gaau1 hok6	
外交史	ngoi6 gaau1 si2	
外交使节	ngoi6 gaau1 si3 jit3	
外交团	ngoi6 gaau1 tuen4	
外江佬	ngoi6 gong1 lo2	外地人，外省人
外观	ngoi6 goon1	
外挂	ngoi6 gwa3	
外国	ngoi6 gwok3	
外国货	ngoi6 gwok3 foh3	
外国话	ngoi6 gwok3 wa2	
外国人	ngoi6 gwok3 yan4	
外国语	ngoi6 gwok3 yue5	
碍口	ngoi6 hau2	口吃，结巴
外乡	ngoi6 heung1	
外乡人	ngoi6 heung1 yan4	
外向	ngoi6 heung3	
外海	ngoi6 hoi2	
外行	ngoi6 hong4	
外行人	ngoi6 hong4 yan4	
外债	ngoi6 jaai3	
外侧	ngoi6 jak1	
外借	ngoi6 je3	
外长	ngoi6 jeung2	
外资	ngoi6 ji1	
外子	ngoi6 ji2	
外痔	ngoi6 ji6	
外籍	ngoi6 jik6	
