開放粵語詞典（國際音標版）

© 2013年 kaifangcidian.com
網址：http://www.kaifangcidian.com
本詞典以創作共用“署名 3.0”許可協議授權發佈（詳見 http://creativecommons.org/licenses/by/3.0/）
最後更新於2013年1月22日

［粵語詞彙］	［國際音標］	［國語解釋］
唔通	m̩˨˩ tʰʊŋ˥	難道，莫非
唔通氣	m̩˨˩ tʰʊŋ˥ hei˧	不知趣，不識趣
唔通…咩	m̩˨˩ tʰʊŋ˥ mɛ:˥	難道…嗎
唔同	m̩˨˩ tʰʊŋ˨˩	不同，不一樣
唔同意	m̩˨˩ tʰʊŋ˨˩ ji:˧	不同意
唔話得	m̩˨˩ wa:˨ tɐk˥	沒什麼說的，無可挑剔，難得，沒說的
唔會	m̩˨˩ wu:i˩˧	不會
唔會啩	m̩˨˩ wu:i˩˧ kwa:˧	不會吧
唔會嘅	m̩˨˩ wu:i˩˧ kɛ:˧	不會的
唔為得過	m̩˨˩ wɐi˨˩ tɐk˥ kwɔ:˧	划不來
唔啱	m̩˨˩ ŋa:m˥	不對
唔啱傾	m̩˨˩ ŋa:m˥ kʰɪŋ˥	談不攏
唔啱數	m̩˨˩ ŋa:m˥ sou˧	數目不對
唔啱咀形	m̩˨˩ ŋa:m˥ tsɵy˧˥ jɪŋ˨˩	合不來
唔安樂	m̩˨˩ ŋɔ:n˥ lɔ:k˨	心裡不安，心裡不舒暢，不放心
唔安全	m̩˨˩ ɔ:n˥ tsʰy:n˨˩	不安全
奶	na:i˩˧	乳房
奶粉	na:i˩˧ fɐn˧˥	
奶啡	na:i˩˧ fɛ:˥	牛奶咖啡
奶酪	na:i˩˧ lɔ:k˧	
乃是	na:i˩˧ si:˨	
乃至	na:i˩˧ tsi:˧	
乃至於	na:i˩˧ tsi:˧ jy:˥	
奶樽	na:i˩˧ tsɵn˥	奶瓶
男歡女愛	na:m˨˩ fu:n˥ nɵy˩˧ ɔ:i˧	
男婚女嫁	na:m˨˩ fɐn˥ nɵy˩˧ ka:˧	
南方	na:m˨˩ fɔ:ŋ˥	
男方	na:m˨˩ fɔ:ŋ˥	
男孩	na:m˨˩ ha:i˨˩	
男孩子	na:m˨˩ ha:i˨˩ tsi:˧˥	
男校	na:m˨˩ ha:u˨	
男學生	na:m˨˩ hɔ:k˨ sa:ŋ˥	
南腔北調	na:m˨˩ hɔ:ŋ˥ pɐk˥ ti:u˨	
男兒	na:m˨˩ ji:˨˩	
男兒本色	na:m˨˩ ji:˨˩ pu:n˧˥ sɪk˥	
南轅北轍	na:m˨˩ jy:n˨˩ pɐk˥ tsʰi:t˧	
南乳	na:m˨˩ jy:˩˧	紅腐乳，醬豆腐
南乳花生	na:m˨˩ jy:˩˧ fa:˥ sɐŋ˥	五香花生
南乳肉	na:m˨˩ jy:˩˧ jʊk˨	五香花生仁兒，炒花生仁兒
男人	na:m˨˩ jɐn˧˥	
男人老狗	na:m˨˩ jɐn˨˩ lou˩˧ kɐu˧˥	大男人的，男子漢大丈夫
男人婆	na:m˨˩ jɐn˨˩ pʰɔ:˨˩	
男友	na:m˨˩ jɐu˩˧	
男嬰	na:m˨˩ jɪŋ˥	
男用錶	na:m˨˩ jʊŋ˨ pi:u˥	
男耕女織	na:m˨˩ ka:ŋ˥ nɵy˩˧ tsɪk˥	
男妓	na:m˨˩ kei˨	
男高音	na:m˨˩ kou˥ jɐm˥	
南京	na:m˨˩ kɪŋ˥	
男籃	na:m˨˩ la:m˨˩	
男籃賽	na:m˨˩ la:m˨˩ tsʰɔ:i˧	
南美洲	na:m˨˩ mei˩˧ tsɐu˥	
南無	na:m˨˩ mɔ:˧˥	念經
南無佬	na:m˨˩ mɔ:˨˩ lou˧˥	道士，法師，術士，巫師
男男女女	na:m˨˩ na:m˨˩ nɵy˩˧ nɵy˩˧	
喃喃自語	na:m˨˩ na:m˨˩ tsi:˨ jy:˩˧	
南寧	na:m˨˩ nɪŋ˨˩	
男女	na:m˨˩ nɵy˩˧	
男女老幼	na:m˨˩ nɵy˩˧ lou˩˧ jɐu˧	
男女老少	na:m˨˩ nɵy˩˧ lou˩˧ si:u˧	
男女平等	na:m˨˩ nɵy˩˧ pʰɪŋ˨˩ tɐŋ˧˥	
男女授受不親	na:m˨˩ nɵy˩˧ sɐu˨ sɐu˨ pɐt˥ tsʰɐn˥	
男扮女裝	na:m˨˩ pa:n˧ nɵy˩˧ tsɔ:ŋ˥	
南便	na:m˨˩ pi:n˨	南邊
南半球	na:m˨˩ pu:n˧ kʰɐu˨˩	
男伴	na:m˨˩ pu:n˨	
南北朝	na:m˨˩ pɐk˥ tsʰi:u˨˩	
男僕	na:m˨˩ pʊk˨	
男朋友	na:m˨˩ pʰɐŋ˨˩ jɐu˩˧	
男士	na:m˨˩ si:˨	
男仕	na:m˨˩ si:˨	
男生	na:m˨˩ sɐŋ˥	
蝻蛇	na:m˨˩ sɛ:˨˩	蟒蛇
男色	na:m˨˩ sɪk˥	
男星	na:m˨˩ sɪŋ˥	
男性	na:m˨˩ sɪŋ˧	
男性化	na:m˨˩ sɪŋ˧ fa:˧	
男盜女娼	na:m˨˩ tou˨ nɵy˩˧ tsʰœ:ŋ˥	
男子	na:m˨˩ tsi:˧˥	
男子漢	na:m˨˩ tsi:˧˥ hɔ:n˧	
男主角	na:m˨˩ tsy:˧˥ kɔ:k˧	
男爵	na:m˨˩ tsœ:k˧	
男仔	na:m˨˩ tsɐi˧˥	男孩
男裝	na:m˨˩ tsɔ:ŋ˥	
男中音	na:m˨˩ tsʊŋ˥ jɐm˥	
男廁	na:m˨˩ tsʰi:˧	
男廁所	na:m˨˩ tsʰi:˧ sɔ:˧˥	
南昌	na:m˨˩ tsʰœ:ŋ˥	
男低音	na:m˨˩ tɐi˥ jɐm˥	
男丁	na:m˨˩ tɪŋ˥	
男童	na:m˨˩ tʰʊŋ˨˩	
男同學	na:m˨˩ tʰʊŋ˨˩ hɔ:k˨	
男童軍	na:m˨˩ tʰʊŋ˨˩ kwɐn˥	
揇	na:m˩˧	用長棍打
難兄難弟	na:n˨ hɪŋ˥ na:n˨ tɐi˨	
難友	na:n˨ jɐu˩˧	
難民	na:n˨ mɐn˨˩	
難民營	na:n˨ mɐn˨˩ jɪŋ˨˩	
難民收容所	na:n˨ mɐn˨˩ sɐu˥ jʊŋ˨˩ sɔ:˧˥	
難分高下	na:n˨˩ fɐn˥ kou˥ ha:˨	
難堪	na:n˨˩ hɐm˥	
難言之隱	na:n˨˩ ji:n˨˩ tsi:˥ jɐn˧˥	
難以	na:n˨˩ ji:˩˧	
難以形容	na:n˨˩ ji:˩˧ jɪŋ˨˩ jʊŋ˨˩	
難以解決	na:n˨˩ ji:˩˧ ka:i˧˥ kʰy:t˧	
難以啟齒	na:n˨˩ ji:˩˧ kʰɐi˧˥ tsʰi:˧˥	
難以相信	na:n˨˩ ji:˩˧ sœ:ŋ˥ sɵn˧	
難以置信	na:n˨˩ ji:˩˧ tsi:˧ sɵn˧	
難以捉摸	na:n˨˩ ji:˩˧ tsʊk˥ mɔ:˧˥	
難以出口	na:n˨˩ ji:˩˧ tsʰɵt˥ hɐu˧˥	
難以為繼	na:n˨˩ ji:˩˧ wɐi˨˩ kɐi˧	
難忍	na:n˨˩ jɐn˧˥	
難攪	na:n˨˩ ka:u˧˥	難辦
難管	na:n˨˩ ku:n˧˥	
難怪	na:n˨˩ kwa:i˧	
難關	na:n˨˩ kwa:n˥	
難過	na:n˨˩ kwɔ:˧	
難鯁	na:n˨˩ kʰɐŋ˧˥	難吃，難下嚥
難免	na:n˨˩ mi:n˩˧	
難聞	na:n˨˩ mɐn˨˩	
難忘	na:n˨˩ mɔ:ŋ˨˩	
難能可貴	na:n˨˩ nɐŋ˨˩ hɔ:˧˥ kwɐi˧	
難耐	na:n˨˩ nɔ:i˨	
難辦	na:n˨˩ pa:n˨	
難保	na:n˨˩ pou˧˥	
難相與	na:n˨˩ sœ:ŋ˥ jy:˩˧	難相處
難上加難	na:n˨˩ sœ:ŋ˨ ka:˥ na:n˨˩	
難受	na:n˨˩ sɐu˨	
難捨	na:n˨˩ sɛ:˧˥	
難捨難分	na:n˨˩ sɛ:˧˥ na:n˨˩ fɐn˥	
難食	na:n˨˩ sɪk˨	難吃
難點	na:n˨˩ ti:m˧˥	
難道	na:n˨˩ tou˨	
難度	na:n˨˩ tou˨	
難做	na:n˨˩ tsou˨	難為情
難纏	na:n˨˩ tsʰi:n˨˩	
難辭其咎	na:n˨˩ tsʰi:˨˩ kʰei˨˩ kɐu˧	
難抵	na:n˨˩ tɐi˧˥	難以忍受，難受
難得	na:n˨˩ tɐk˥	
難頂	na:n˨˩ tɪŋ˧˥	受不了，難熬
難逃	na:n˨˩ tʰou˨˩	
難逃法網	na:n˨˩ tʰou˨˩ fa:t˧ mɔ:ŋ˩˧	
難逃一死	na:n˨˩ tʰou˨˩ jɐt˥ sei˧˥	
難睇	na:n˨˩ tʰɐi˧˥	難看
難睇到死	na:n˨˩ tʰɐi˧˥ tou˧ sei˧˥	難看得要命
難題	na:n˨˩ tʰɐi˨˩	
難聽	na:n˨˩ tʰɛ:ŋ˥	
難聽到死	na:n˨˩ tʰɛ:ŋ˥ tou˧ sei˧˥	難聽死了，難聽得要命
難為	na:n˨˩ wɐi˨˩	
難為情	na:n˨˩ wɐi˨˩ tsʰɪŋ˨˩	
難搵	na:n˨˩ wɐn˧˥	難找，不好找
赧然	na:n˩˧ ji:n˨˩	
吶喊	na:p˨ ha:m˧	
納悶	na:p˨ mu:n˨	
納稅	na:p˨ sɵy˧	
焫	na:t˧	灼，燙，滾燙
焫	na:t˧	槍斃
焫雞	na:t˧ kɐi˥	烙鐵，電烙鐵
焫傷	na:t˧ sœ:ŋ˥	灼傷，燙傷
焫咗	na:t˧ tsɔ:˧˥	被槍斃
焫親	na:t˧ tsʰɐn˥	灼傷，燙傷，燙著
孬脾氣	na:u˥ pʰei˨˩ hei˧	
孬種	na:u˥ tsʊŋ˧˥	
鬧	na:u˨	罵
鬧翻	na:u˨ fa:n˥	
鬧翻天	na:u˨ fa:n˥ tʰi:n˥	
鬧房	na:u˨ fɔ:ŋ˨˩	
鬧熱	na:u˨ ji:t˨	熱鬧
鬧意氣	na:u˨ ji:˧ hei˧	
鬧意見	na:u˨ ji:˧ ki:n˧	
鬧人	na:u˨ jɐn˨˩	罵人
鬧革命	na:u˨ ka:k˧ mɪŋ˨	
鬧交	na:u˨ ka:u˥	吵架
鬧鬼	na:u˨ kwɐi˧˥	
鬧劇	na:u˨ kʰɛ:k˨	
鬧區	na:u˨ kʰɵy˥	
鬧彆扭	na:u˨ pi:t˧ nɐu˧˥	
鬧脾氣	na:u˨ pʰei˨˩ hei˧	
鬧事	na:u˨ si:˨	
鬧市	na:u˨ si:˩˧	
鬧大	na:u˨ ta:i˨	
鬧鐘	na:u˨ tsʊŋ˥	
鬧鍾	na:u˨ tsʊŋ˥	
鬧中取靜	na:u˨ tsʊŋ˥ tsʰɵy˧˥ tsɪŋ˨	
鬧場	na:u˨ tsʰœ:ŋ˨˩	
鬧洞房	na:u˨ tʊŋ˨ fɔ:ŋ˨˩	
橈骨	na:u˨˩ kwɐt˥	
鐃鈸	na:u˨˩ pɐt˨	
橈動脈	na:u˨˩ tʊŋ˨ mɐk˨	
疓	na:˥	疤痕
挐	na:˥	同，跟，和，與
挐挐褦褦	na:˥ na:˥ nɐŋ˧ nɐŋ˧	藕斷絲連，牽扯，瓜葛，有關係，有瓜葛
挐褦	na:˥ nɐŋ˧	牽連，關係，瓜葛
乸	na:˧˥	母，雌
乸型	na:˧˥ jɪŋ˨˩	女性化，娘娘腔
嗱	na:˨˩	喏，欸，你看
拿破侖	na:˨˩ pʰɔ:˧ lɵn˨˩	
哪吒	na:˨˩ tsa:˥	
泥潭	na:˨˩ tʰa:m˨˩	
那樣	na:˩˧ jœ:ŋ˨	
那裡	na:˩˧ lɵy˩˧	
那麼	na:˩˧ mɔ:˥	
那般	na:˩˧ pu:n˥	
匿	nei˥	躲，躲藏
匿去邊度？	nei˥ hɵy˧ pi:n˥ tou˨	躲到哪裡去？
匿入房	nei˥ jɐp˨ fɔ:ŋ˧˥	躲到房間裡去了
匿埋	nei˥ ma:i˨˩	藏起來，躲起來
膩胃	nei˨ wɐi˨	
彌合	nei˨˩ hɐp˨	
尼姑	nei˨˩ ku:˥	
彌補	nei˨˩ pou˧˥	
你好	nei˩˧ hou˧˥	
你好有心	nei˩˧ hou˧˥ jɐu˩˧ sɐm˥	真謝謝您關心
你估	nei˩˧ ku:˧˥	你猜，你以為，你猜猜看
你貴姓	nei˩˧ kwɐi˧ sɪŋ˧	
你講嘢呀？	nei˩˧ kɔ:ŋ˧˥ jɛ:˩˧ a:˨˩	胡說！，廢話！
你講咩嘢話？	nei˩˧ kɔ:ŋ˧˥ mɛ:˥ jɛ:˩˧ wa:˧˥	說什麼？
你個人	nei˩˧ kɔ:˧ jɐn˨˩	你的為人
你嘅	nei˩˧ kɛ:˧	你的
你來我往	nei˩˧ lɔ:i˨˩ ŋɔ:˩˧ wɔ:ŋ˩˧	
你諗你	nei˩˧ nɐm˧˥ nei˩˧	你自己拿主意
你儂我儂	nei˩˧ nʊŋ˨˩ ŋɔ:˩˧ nʊŋ˨˩	
你死我活	nei˩˧ sei˧˥ ŋɔ:˩˧ wu:t˨	
你哋	nei˩˧ tei˨	你們
你哋嘅	nei˩˧ tei˨ kɛ:˧	你們的
你哋自己	nei˩˧ tei˨ tsi:˨ kei˧˥	你們自己
你哋自己嘅	nei˩˧ tei˨ tsi:˨ kei˧˥ kɛ:˧	你們自己的
你知唔知	nei˩˧ tsi:˥ m̩˨˩ tsi:˥	你知道嗎？
你自己	nei˩˧ tsi:˨ kei˧˥	
你自己嘅	nei˩˧ tsi:˨ kei˧˥ kɛ:˧	你自己的
你追我趕	nei˩˧ tsɵy˥ ŋɔ:˩˧ kɔ:n˧˥	
你推我讓	nei˩˧ tʰɵy˥ ŋɔ:˩˧ jœ:ŋ˨	
你話點就點	nei˩˧ wa:˨ ti:m˧˥ tsɐu˨ ti:m˧˥	你說怎麼辦就怎麼辦吧
拈花惹草	ni:m˥ fa:˥ jɛ:˩˧ tsʰou˧˥	
唸佛	ni:m˨ fɐt˨	
唸口黃	ni:m˨ hɐu˧˥ wɔ:ŋ˧˥	光背
唸經	ni:m˨ kɪŋ˥	
唸書	ni:m˨ sy:˥	
唸咒	ni:m˨ tsɐu˧	
念頭	ni:m˨ tʰɐu˨˩	
鯰魚	ni:m˨˩ jy:˨˩	
[姩]	ni:n˥	乳房，乳，奶
姩罅	ni:n˥ la:˧	乳溝
捻	ni:n˧˥	捏，擠，掐
捻乾	ni:n˧˥ kɔ:n˥	擠乾
捻頸	ni:n˧˥ kɛ:ŋ˧˥	卡脖子，掐脖子
捻爛咗	ni:n˧˥ la:n˨ tsɔ:˧˥	捏破了，擠破了
捻死	ni:n˧˥ sei˧˥	掐死
年飯	ni:n˨˩ fa:n˨	
年富力強	ni:n˨˩ fu:˧ lɪk˨ kʰœ:ŋ˨˩	
年費	ni:n˨˩ fɐi˧	
年份	ni:n˨˩ fɐn˨	
年貨	ni:n˨˩ fɔ:˧	
年復一年	ni:n˨˩ fʊk˨ jɐt˥ ni:n˨˩	
年俸	ni:n˨˩ fʊŋ˨	
年限	ni:n˨˩ ha:n˨	
年號	ni:n˨˩ hou˨	
年刊	ni:n˨˩ hɔ:n˧˥	
年輕	ni:n˨˩ hɛ:ŋ˥	
年輕人	ni:n˨˩ hɛ:ŋ˥ jɐn˨˩	
年輕氣盛	ni:n˨˩ hɪŋ˥ hei˧ sɪŋ˨	
年輕有為	ni:n˨˩ hɪŋ˥ jɐu˩˧ wɐi˨˩	
年輕力壯	ni:n˨˩ hɪŋ˥ lɪk˨ tsɔ:ŋ˧	
年輕貌美	ni:n˨˩ hɪŋ˥ ma:u˨ mei˩˧	
年月日	ni:n˨˩ jy:t˨ mu:t˨	
年幼	ni:n˨˩ jɐu˧	
年鑑	ni:n˨˩ ka:m˧	
年假	ni:n˨˩ ka:˧	
年紀	ni:n˨˩ kei˧˥	
年紀細	ni:n˨˩ kei˧˥ sɐi˧	年紀小
年糕	ni:n˨˩ kou˥	
年高德劭	ni:n˨˩ kou˥ tɐk˥ si:u˨	
年關	ni:n˨˩ kwa:n˥	
年久	ni:n˨˩ kɐu˧˥	
年久失修	ni:n˨˩ kɐu˧˥ sɐt˥ sɐu˥	
年級	ni:n˨˩ kʰɐp˥	
年利	ni:n˨˩ lei˨	
年利率	ni:n˨˩ lei˨ lɵt˨	
年老	ni:n˨˩ lou˩˧	
年老力衰	ni:n˨˩ lou˩˧ lɪk˨ sɵy˥	
年老色衰	ni:n˨˩ lou˩˧ sɪk˥ sɵy˥	
年老體衰	ni:n˨˩ lou˩˧ tʰɐi˧˥ sɵy˥	
年禮	ni:n˨˩ lɐi˩˧	
年曆	ni:n˨˩ lɪk˨	
年齡	ni:n˨˩ lɪŋ˨˩	
年齡層	ni:n˨˩ lɪŋ˨˩ tsʰɐŋ˨˩	
年邁	ni:n˨˩ ma:i˨	
年尾	ni:n˨˩ mei˩˧	年底
年尾花紅	ni:n˨˩ mei˩˧ fa:˥ hʊŋ˨˩	年終獎金
年滿	ni:n˨˩ mu:n˩˧	
年末	ni:n˨˩ mu:t˨	
年年	ni:n˨˩ ni:n˨˩	
年年有餘	ni:n˨˩ ni:n˨˩ jɐu˩˧ jy:˨˩	
年表	ni:n˨˩ pi:u˧˥	
年報	ni:n˨˩ pou˧	
年譜	ni:n˨˩ pʰou˧˥	
年卅晚	ni:n˨˩ sa:˥ ma:n˩˧	除夕
年銷	ni:n˨˩ si:u˥	
年銷量	ni:n˨˩ si:u˥ lœ:ŋ˨	
年少	ni:n˨˩ si:u˧	
年事	ni:n˨˩ si:˨	
年事已高	ni:n˨˩ si:˨ ji:˩˧ kou˥	
年數	ni:n˨˩ sou˧	
年薪	ni:n˨˩ sɐn˥	
年息	ni:n˨˩ sɪk˥	
年歲	ni:n˨˩ sɵy˧	
年節	ni:n˨˩ tsi:t˧	
年租	ni:n˨˩ tsou˥	
年俗	ni:n˨˩ tsʊk˨	
年終	ni:n˨˩ tsʊŋ˥	
年終獎金	ni:n˨˩ tsʊŋ˥ tsœ:ŋ˧˥ kɐm˥	
年產	ni:n˨˩ tsʰa:n˧˥	
年產量	ni:n˨˩ tsʰa:n˧˥ lœ:ŋ˨	
年初	ni:n˨˩ tsʰɔ:˥	
年初一流流	ni:n˨˩ tsʰɔ:˥ jɐt˥ lɐu˨˩ lɐu˨˩	大年初一的，正是大年初一
年底	ni:n˨˩ tɐi˧˥	
年代	ni:n˨˩ tɔ:i˨	
年頭	ni:n˨˩ tʰɐu˨˩	
年頭	ni:n˨˩ tʰɐu˨˩	年初
年畫	ni:n˨˩ wa:˧˥	
年華	ni:n˨˩ wa:˨˩	
年華虛度	ni:n˨˩ wa:˨˩ hɵy˥ tou˨	
年會	ni:n˨˩ wu:i˨	
碾米	ni:n˩˧ mɐi˩˧	
碾碎	ni:n˩˧ sɵy˧	
顳葉	ni:p˨ ji:p˨	
顳骨	ni:p˨ kwɐt˥	
涅槃	ni:p˨ pʰu:n˨˩	
涅盤	ni:p˨ pʰu:n˨˩	
躡手躡腳	ni:p˨ sɐu˧˥ ni:p˨ kœ:k˧	
捏造	ni:p˨ tsou˨	
尿脬	ni:u˨ pʰa:u˥	
尿片	ni:u˨ pʰi:n˧˥	尿布
鳥瞰	ni:u˩˧ hɐm˧	
鳥瞰圖	ni:u˩˧ hɐm˧ tʰou˨˩	
鳥語	ni:u˩˧ jy:˩˧	
鳥語花香	ni:u˩˧ jy:˩˧ fa:˥ hœ:ŋ˥	
鳥叫	ni:u˩˧ ki:u˧	
鳥叫聲	ni:u˩˧ ki:u˧ sɛ:ŋ˥	
鳥類	ni:u˩˧ lɵy˨	
鳥類學	ni:u˩˧ lɵy˨ hɔ:k˨	
鳥類學家	ni:u˩˧ lɵy˨ hɔ:k˨ ka:˥	
鳥籠	ni:u˩˧ lʊŋ˨˩	
鳥鳴	ni:u˩˧ mɪŋ˨˩	
裊娜	ni:u˩˧ na:˨˩	
裊裊	ni:u˩˧ ni:u˩˧	
鳥嘌呤	ni:u˩˧ pʰi:u˥ lɪŋ˨˩	
鳥獸	ni:u˩˧ sɐu˧	
鳥獸散	ni:u˩˧ sɐu˧ sa:n˧	
鳥聲	ni:u˩˧ sɛ:ŋ˥	
鳥蛋	ni:u˩˧ ta:n˨	
鳥嘴	ni:u˩˧ tsɵy˧˥	
鳥巢	ni:u˩˧ tsʰa:u˨˩	
鳥槍	ni:u˩˧ tsʰœ:ŋ˥	
鳥為食亡	ni:u˩˧ wɐi˨˩ sɪk˨ mɔ:ŋ˨˩	
呢	ni:˥	這
呢嘢	ni:˥ jɛ:˩˧	這個東西
呢幾年嚟	ni:˥ kei˧˥ ni:n˨˩ lei˨˩	這幾年以來
呢個	ni:˥ kɔ:˧	這個
呢個係	ni:˥ kɔ:˧ hɐi˨	這是
呢個月	ni:˥ kɔ:˧ jy:t˨	這個月
呢個嘢	ni:˥ kɔ:˧ jɛ:˩˧	這傢伙
呢輪	ni:˥ lɵn˨˩	近來，這回，這次，這陣子
呢槓嘢	ni:˥ lʊŋ˩˧ jɛ:˩˧	這種事情
呢味嘢	ni:˥ mei˨ jɛ:˩˧	這樣的事情，這種事
呢便	ni:˥ pi:n˨	這邊
呢駁	ni:˥ pɔ:k˧	近來，最近以來，這段時間
呢排	ni:˥ pʰa:i˧˥	最近
呢排好唔掂	ni:˥ pʰa:i˧˥ hou˧˥ m̩˨˩ ti:m˨	這些日子真不順當
呢鋪	ni:˥ pʰou˥	這次
呢處	ni:˥ sy:˧	這裡，這兒
呢啲	ni:˥ ti:˥	這些
呢啲嘢	ni:˥ ti:˥ jɛ:˩˧	這些東西
呢度	ni:˥ tou˨	這裡
呢陣	ni:˥ tsɐn˨	這會兒，現在
呢陣時	ni:˥ tsɐn˨ si:˨˩	現今，這個時候
呢種	ni:˥ tsʊŋ˧˥	這種
呢勻	ni:˥ wɐn˨˩	這回，這次
怒髮衝冠	nou˨ fa:t˧ tsʰʊŋ˥ ku:n˥	
怒火	nou˨ fɔ:˧˥	
怒火萬丈	nou˨ fɔ:˧˥ ma:n˨ tsœ:ŋ˨	
怒火中燒	nou˨ fɔ:˧˥ tsʊŋ˥ si:u˥	
怒氣	nou˨ hei˧	
怒氣沖沖	nou˨ hei˧ tsʰʊŋ˥ tsʰʊŋ˥	
怒氣衝天	nou˨ hei˧ tsʰʊŋ˥ tʰi:n˥	
怒罵	nou˨ ma:˨	
怒目	nou˨ mʊk˨	
怒目而視	nou˨ mʊk˨ ji:˨˩ si:˨	
怒斥	nou˨ tsʰɪk˥	
奴僕	nou˨˩ pʊk˨	
奴婢	nou˨˩ pʰei˩˧	
奴隸	nou˨˩ tɐi˨	
奴隸制度	nou˨˩ tɐi˨ tsɐi˧ tou˨	
惱火	nou˩˧ fɔ:˧˥	
惱恨	nou˩˧ hɐn˨	
腦後	nou˩˧ hɐu˨	
腦海	nou˩˧ hɔ:i˧˥	
腦海中	nou˩˧ hɔ:i˧˥ tsʊŋ˥	
腦學	nou˩˧ hɔ:k˥	
腦殼	nou˩˧ hɔ:k˧	
腦炎	nou˩˧ ji:m˨˩	
惱人	nou˩˧ jɐn˨˩	
腦溢血	nou˩˧ jɐt˨ hy:t˧	
腦筋	nou˩˧ kɐn˥	
腦蓋骨	nou˩˧ kɔ:i˧ kwɐt˥	
腦瘤	nou˩˧ lɐu˨˩	
努力	nou˩˧ lɪk˨	
腦力	nou˩˧ lɪk˨	
腦力激盪	nou˩˧ lɪk˨ kɪk˥ tɔ:ŋ˨	
腦力勞動	nou˩˧ lɪk˨ lou˨˩ tʊŋ˨	
腦門	nou˩˧ mu:n˨˩	
腦滿腸肥	nou˩˧ mu:n˩˧ tsʰœ:ŋ˧ fei˨˩	
腦膜	nou˩˧ mɔ:k˨	
腦膜炎	nou˩˧ mɔ:k˨ ji:m˨˩	
惱怒	nou˩˧ nou˨	
腦部	nou˩˧ pou˨	
腦波	nou˩˧ pɔ:˥	
腦神經	nou˩˧ sɐn˨˩ kɪŋ˥	
腦室	nou˩˧ sɐt˥	
惱羞成怒	nou˩˧ sɐu˥ sɪŋ˨˩ nou˨	
腦筍	nou˩˧ sɵn˧˥	囟門，囟腦門兒
腦筍未生埋	nou˩˧ sɵn˧˥ mei˨ sa:ŋ˥ ma:i˨˩	幼稚，不懂事，少不更事，沒腦筋
腦垂體	nou˩˧ sɵy˨˩ tʰɐi˧˥	
腦漿	nou˩˧ tsœ:ŋ˥	
腦中	nou˩˧ tsʊŋ˥	
腦出血	nou˩˧ tsʰɵt˥ hy:t˧	
腦充血	nou˩˧ tsʰʊŋ˥ hy:t˧	
腦袋	nou˩˧ tɔ:i˨	
腦袋瓜	nou˩˧ tɔ:i˨ kwa:˥	
嫩	ny:n˨	年輕
暖	ny:n˩˧	溫暖
暖暖哋	ny:n˩˧ ny:n˧˥ tei˧˥	暖暖的
暖笠笠	ny:n˩˧ nɐp˥ nɐp˥	暖暖和和
暖水壺	ny:n˩˧ sɵy˧˥ wu:˧˥	熱水瓶
娘家	nœ:ŋ˨˩ ka:˥	
娘娘腔	nœ:ŋ˨˩ nœ:ŋ˨˩ hɔ:ŋ˥	
娘子軍	nœ:ŋ˨˩ tsi:˧˥ kwɐn˥	
娘親	nœ:ŋ˨˩ tsʰɐn˥	
泥	nɐi˨˩	土，泥
泥肉	nɐi˨˩ jʊk˨	可耕種的土層
泥濘	nɐi˨˩ nɪŋ˨	
泥湴	nɐi˨˩ pa:n˨	爛泥，稀泥，泥土
泥巴	nɐi˨˩ pa:˥	
泥山	nɐi˨˩ sa:n˥	土山
泥牆	nɐi˨˩ tsʰœ:ŋ˨˩	土牆
泥塵	nɐi˨˩ tsʰɐn˨˩	灰塵，塵土
泥土	nɐi˨˩ tʰou˧˥	
泥氹	nɐi˩˧ tʰɐm˩˧	泥坑
諗	nɐm˧˥	想
諗翻	nɐm˧˥ fa:n˥	回憶
諗法	nɐm˧˥ fa:t˧	想法
諗吓	nɐm˧˥ ha:˩˧	想一想
諗計	nɐm˧˥ kɐi˧˥	想辦法，出主意
諗計仔	nɐm˧˥ kɐi˧˥ tsɐi˧˥	出主意
諗唔明	nɐm˧˥ m̩˨˩ mɪŋ˨˩	想不通，想不透
諗唔掂	nɐm˧˥ m̩˨˩ ti:m˨	想不通
諗唔到	nɐm˧˥ m̩˨˩ tou˧˥	沒想到
諗唔通	nɐm˧˥ m̩˨˩ tʰʊŋ˥	想不開，想不通
諗諗吓	nɐm˧˥ nɐm˧˥ ha:˩˧	想一想
諗住	nɐm˧˥ tsy:˨	想，打算，估計，準備
諗真啲	nɐm˧˥ tsɐn˥ ti:˥	想清楚一些，好好想想
諗清諗楚	nɐm˧˥ tsʰɪŋ˥ nɐm˧˥ tsʰɔ:˧˥	琢磨，認認真真想清楚
諗頭	nɐm˧˥ tʰɐu˨˩	想法
諗通	nɐm˧˥ tʰʊŋ˥	想通
淰	nɐm˨	熟，睡熟，吸透
腍	nɐm˨˩	軟，松軟，不硬，爛熟，爛
腍啤啤	nɐm˨˩ pɛ:˨˩ pɛ:˨˩	軟綿綿
粒	nɐp˥	顆，粒
粒	nɐp˥	丁，丁兒
凹	nɐp˥	癟，凹，窪
粒粒皆辛苦	nɐp˥ nɐp˥ ka:i˥ sɐn˥ fu:˧˥	
粒聲唔出	nɐp˥ sɛ:ŋ˥ m̩˨˩ tsʰɵt˥	一聲不吭，一聲不響，一言不發，一句話不說
粒聲都唔出	nɐp˥ sɛ:ŋ˥ tou˥ m̩˨˩ tsʰɵt˥	一句話也不說，一聲不吭，一聲不響
