开放粤语词典（耶鲁拼音调符调号版）

© 2013年 kaifangcidian.com
网址：http://www.kaifangcidian.com
本词典以创作共用“署名 3.0”许可协议授权发布（详见 http://creativecommons.org/licenses/by/3.0/）
最后更新于2013年1月22日

［粤语词汇］	［耶鲁拼音］	［国语解释］
控诉	hung sou	
控诉状	hung sou johng	
红	hùhng	血
雄辩	hùhng bihn	
雄兵	hùhng bīng	
红卜卜	hùhng bōk bōk	红红的
红宝石	hùhng bóu sehk	
红尘	hùhng chàhn	
雄才	hùhng chòih	
雄才大略	hùhng chòih daaih leuhk	
红地毯	hùhng deih táam	
鸿飞冥冥	hùhng fēi mìhng mìhng	
鸿福	hùhng fūk	
鸿福齐天	hùhng fūk chàih tīn	
雄健	hùhng gihn	
鸿鹄	hùhng gūk	
鸿鹄之志	hùhng gūk jī ji	
雄厚	hùhng háuh	
红鹤	hùhng hohk	
红血球	hùhng hyut kàuh	
熊仔	hùhng jái	小熊
雄姿	hùhng jī	
雄壮	hùhng jong	
鸿沟	hùhng kāu	
红楼梦	hùhng làuh muhng	
红萝卜	hùhng lòh baahk	
洪涝	hùhng louh	
红绿灯	hùhng luhk dāng	
熊猫	hùhng māau	
熊猫噉嘅眼	hùhng māau gám ge ngáahn	有黑眼袋
鸿毛	hùhng mòuh	
鸿门宴	hùhng mùhn yin	
鸿雁传书	hùhng ngaahn chyùhn syū	
鸿雁哀鸣	hùhng ngaahn ōi mìhng	
鸿雁	hùhng ngaahng	
红外线	hùhng ngoih sin	
红心	hùhng sām	红心
雄心	hùhng sām	
雄心勃勃	hùhng sām buht buht	
雄心壮志	hùhng sām jong ji	
洪水	hùhng séui	
雄师	hùhng sī	
红色	hùhng sīk	
雄性	hùhng sing	
雄性不育	hùhng sing bāt yuhk	
红须绿眼	hùhng sōu luhk ngáahn	洋人，外国人，老外
红糖	hùhng tòhng	
雄图	hùhng tòuh	
鸿图	hùhng tòuh	
鸿图大展	hùhng tòuh daaih jín	
红彤彤	hùhng tùhng tùhng	
雄伟	hùhng wáih	
红卫兵	hùhng waih bīng	
雄浑	hùhng wàhn	
红晕	hùhng wahn	
鸿运	hùhng wahn	
雄蕊	hùhng yéuih	
红缨枪	hùhng yīng cheūng	
鸿儒	hùhng yùh	
壎篪相和	hyūn chìh seūng wòh	
喧阗	hyūn tìhn	
喧哗	hyūn wā	
喧哗	hyūn wā	
犬齿	hyún chí	
犬牙	hyún ngàh	
犬牙交错	hyún ngàh gāau chok	
犬儒	hyún yùh	
犬戎	hyún yùhng	
劝解	hyun gáai	
劝交	hyun gāau	劝架
劝告	hyun gou	
绚烂	hyun laahn	
绚丽	hyun laih	
血压低	hyut aat dāi	
血压计	hyut aat gai	
血压高	hyut aat gōu	
血崩	hyut bāng	
血泊	hyut bohk	
血本	hyut bún	
血本无归	hyut bún mòuh gwāi	
血亲	hyut chān	
血循环	hyut cheùhn wàahn	
血清	hyut chīng	
血清蛋白	hyut chīng daahn baahk	
血滴	hyut dīk	
血块	hyut faai	
血库	hyut fu	
血管	hyut gún	
血管硬化	hyut gún ngaahng fa	
血痕	hyut hàhn	
血口喷人	hyut háu pan yàhn	
血气	hyut hei	
血气方刚	hyut hei fōng gōng	
血气之勇	hyut hei jī yúhng	
血海	hyut hói	
血海深仇	hyut hói sām sàuh	
血汗	hyut hohn	
血汗钱	hyut hohn chìhn	
血红	hyut hùhng	
血红素	hyut hùhng sou	
血债	hyut jaai	
血债血还	hyut jaai hyut wàahn	
血浆	hyut jeūng	
血渍	hyut jīk	
血迹	hyut jīk	
血迹斑斑	hyut jīk bāan bāan	
血战	hyut jin	
血淋淋	hyut làhm làhm	
血流成河	hyut làuh sìhng hòh	
血流如注	hyut làuh yùh jyu	
血泪	hyut leuih	
血泪交织	hyut leuih gāau jīk	
血泪史	hyut leuih sí	
血脉	hyut mahk	
血癌	hyut ngàahm	
血尿	hyut niuh	
血浓于水	hyut nùhng yū séui	
血案	hyut on	
血盆大口	hyut pùhn daaih háu	
血洗	hyut sái	
血仇	hyut sàuh	
血水	hyut séui	
血丝	hyut sī	
血色	hyut sīk	
血色素	hyut sīk sou	
血腥	hyut sīng	
血腥味	hyut sīng meih	
血性	hyut sing	
血小板	hyut siú báan	
血糖	hyut tòhng	
血统	hyut túng	
血污	hyut wū	
血印	hyut yan	
血友	hyut yáuh	
血友病	hyut yáuh behng	
血液	hyut yihk	
血液循环	hyut yihk cheùhn wàahn	
血液科	hyut yihk fō	
血液癌	hyut yihk ngàahm	
血染沙场	hyut yíhm sā cheùhng	
血型	hyut yìhng	
血肉	hyut yuhk	
血肉之躯	hyut yuhk jī kēui	
血肉模糊	hyut yuhk mòuh wùh	
血肉横飞	hyut yuhk wàahng fēi	
血缘	hyut yùhn	
血缘关系	hyut yùhn gwāan haih	
X光	īk sìh gwōng	
揸	jā	拿，抓，握
揸	jā	驾驶，开
糌粑	jā bā	
揸车	jā chē	开车，驾车，驾驶汽车，驾驶车辆
揸枪	jā cheūng	拿枪，持枪
揸钱	jā chín	管理钱财
揸大葵扇	jā daaih kwàih sin	做媒人，为人保媒
揸的士	jā dīk sí	开出租汽车
揸电单车	jā dihn dāan chē	骑摩托车
揸筷子	jā faai jí	拿筷子
揸fit	jā fīt	管事，掌舵，掌权，拿主意，说了算
揸fit人	jā fīt yàhn	主事人，掌权人
揸紧时间	jā gán sìh gāan	抓紧时间
揸开	jā hōi	开走
揸掣	jā jai	捏闸
渣滓	jā jí	
揸主意	jā jyú yi	拿主意
揸住	jā jyuh	拿着
揸住支咪	jā jyuh jī māi	抓住麦克风
揸住时机	jā jyuh sìh gēi	抓住时机，趁着时机
咱们	jā mùhn	
揸拿	jā nàh	把握
揸奶	jā náaih	挤牛奶
揸手	jā sáu	捏着，在手，手里拿着，掌握，管理，掌管，负责
揸手掣	jā sáu jai	捏闸
揸拖拉机	jā tō lāai gēi	开拖拉机
揸二摊	jā yih tāan	买旧货，捡人家的剩货，用人家用过的东西
渣	já	渣滓，残渣，碎渣
鲊	já	质量差，水平低
鲊斗	já dáu	质量差，水平低
鲊皮	já pèih	质量差，水平低
咋	ja	…而已呀
诈	ja	装，假装，佯装
诈病	ja behng	装病
榨取	ja chéui	
榨菜	ja choi	
炸弹	ja dáan	
诈谛	ja dai	装蒜，假装，装作
乍得	ja dāk	
诈癫扮傻	ja dīn baahn sòh	装疯卖傻，假装糊涂，装傻充愣
诈癫卖戆	ja dīn maaih ngohng	装疯卖傻
诈瞓	ja fan	假装睡着了
诈假意	ja gā yī	假装，佯做，闹着玩，假意做
诈奸	ja gāan	耍奸，耍滑，耍赖
炸鸡	ja gāi	
炸鸡肉	ja gāi yuhk	
诈娇	ja giū	撒娇
诈娇弄嗲	ja giū luhng dé	撒娇
榨干	ja gōn	
乍看之下	ja hon jī hah	
诈诈谛谛	ja ja dai dai	装模装样
榨汁	ja jāp	
榨汁机	ja jāp gēi	
炸酱面	ja jeung mihn	
炸烂	ja laahn	
炸裂	ja liht	
诈聋扮哑	ja lùhng baahn ngá	装聋作哑
诈唔知	ja m̀h jī	假装不知道
诈妈娇	ja mā giū	撒娇
蚱蜢	ja máahng	
炸面	ja mihn	油条
诈懵	ja múng	装糊涂
诈呆诈吽	ja ngòih ja ngauh	装傻，装愚笨
诈戆	ja ngohng	装傻
诈骗	ja pin	
炸破	ja po	
炸死	ja séi	
诈死	ja séi	装死
炸碎	ja seui	
炸伤	ja seūng	
诈傻	ja sòh	装傻，装糊涂，装疯卖傻
诈傻扮懵	ja sòh baahn múng	装疯卖傻，装糊涂，扮傻
炸粟米	ja sūk máih	爆米花
乍听之下	ja tīng jī hah	
炸毁	ja wái	
榨油	ja yàuh	
榨油机	ja yàuh gēi	
炸药	ja yeuhk	
诈耳聋	ja yíh lùhng	装聋作哑
诈型	ja yìhng	摆架子，装腔作势，自高自大
乍雨乍晴	ja yúh ja chìhng	
拃	jah	把
斋	jāai	素的，素食
斋菜	jāai choi	素菜
斋啡	jāai fē	不加糖奶的咖啡
斋戒	jāai gaai	
斋戒沐浴	jāai gaai muhk yuhk	
斋戒日	jāai gaai yaht	
斋卤味	jāai lóuh méi	素什锦
斋talk	jāai tōk	净是说话
斋汤	jāai tōng	素汤
斋堂	jāai tóng	道观，佛寺，庵寺
斋日	jāai yaht	
债款	jaai fún	
债券	jaai hyun	
债主	jaai jyú	
债权	jaai kyùhn	
债权国	jaai kyùhn gwok	
债权人	jaai kyùhn yàhn	
债务	jaai mouh	
债务国	jaai mouh gwok	
债务人	jaai mouh yàhn	
债台高筑	jaai tòih gōu jūk	
债户	jaai wuh	
窄	jaak	狭窄
责	jaak	压
责备	jaak beih	
责怪	jaak gwaai	
责住	jaak jyuh	压着
责令	jaak lihng	
责骂	jaak mah	
责问	jaak mahn	
窄搣搣	jaak miht miht	窄窄的，紧紧的
责无旁贷	jaak mòuh pòhng taai	
责难	jaak naahn	
责实啲	jaak saht dī	压紧一点
责死	jaak séi	压死
责任	jaak yahm	
责任感	jaak yahm gám	
责任心	jaak yahm sām	
摘	jaahk	采
宅第	jaahk daih	
踯躅	jaahk juhk	
择使	jaahk sái	麻烦，难办，伤脑筋，不好使用
择食	jaahk sihk	偏食，挑吃
斩	jáam	砍
斩吓眼	jáam háh ngáahn	一眨眼
斩吓眼就…	jáam háh ngáahn jauh	一眨眼就…
崭露头角	jáam louh tàuh gok	
斩眼	jáam ngáahn	眨眼
崭新	jáam sān	
斩伤	jáam seūng	砍伤
斩树	jáam syuh	砍树
斩头	jáam táu	砍头，斩首
斩头鬼	jáam táu gwái	该死的
湛蓝	jaam làahm	
赞美	jaam méih	
錾刀	jaahm dōu	
站岗	jaahm gōng	
站立	jaahm laahp	
暂时	jaahm sìh	
暂停	jaahm tìhng	
站台	jaahm tòih	
盏	jáan	好，棒，妥当，惬意，写意，有意思
赚	jáan	徒劳，白白地，徒然，白费
趱	jáan	走，赶，颤动，跳动，催促
攒钱	jáan chìhn	
赚得	jáan dāk	空有，徒然，只落得
赚得个	jáan dāk go	空有，只落得，只能得到
赚搅	jáan gáau	白忙活，白干，徒劳
盏鬼	jáan gwái	好，美好，美妙，有趣，好玩，有意思
趱行	jáan hàhng	
赚做	jáan jouh	白干一场
赚嘥气	jáan sāai hei	白费劲，白费力气，白费口舌，白搭
赚衰	jáan sēui	自找倒霉
盏嘢	jáan yéh	好东西
赞	jaan	称赞，夸奖，表扬
赞助	jaan joh	
赞颂	jaan jung	
赞美	jaan méih	
赞成	jaan sìhng	
赞扬	jaan yeùhng	
赚钱	jaahn chín	
撰稿	jaahn góu	
撰稿人	jaahn góu yàhn	
绽开	jaahn hōi	
撰序	jaahn jeuih	
撰著	jaahn jyu	
赚唔到钱	jaahn m̀h dóu chín	赚不了钱
撰文	jaahn màhn	
撰写	jaahn sé	
撰述	jaahn seuht	
撰书	jaahn syū	
撰拟	jaahn yíh	
争	jāang	欠，差，缺
踭	jāang	肘，跟，踵
争…钱	jāang chín	欠了…的钱
争啲	jāang dī	差点，几乎
争啲唔记得咗	jāang dī m̀h gei dāk jó	差点忘了
争交	jāang gāau	吵架
争住	jāang jyuh	抢着
争住食	jāang jyuh sihk	抢着吃
争佢两蚊	jāang kéuih leúhng mān	欠他两块钱
争论	jāang leuhn	
争两个人	jāang leúhng go yàhn	缺两个人
争议	jāang yíh	
挣	jaahng	塞，挤
挣满晒	jaahng múhn saai	塞满了
匝道	jaap douh	
咂嘴	jaap jéui	
眨眼	jaap ngáahn	
砸坏	jaap waaih	
闸	jaahp	栅栏，门，剪票口
杂	jaahp	荤的，荤食
杂菜	jaahp choi	荤菜
杂草	jaahp chóu	
杂费	jaahp fai	
杂肥	jaahp fèih	
杂货	jaahp fo	
杂货店	jaahp fo dim	
杂货铺	jaahp fo póu	杂货店，副食店
杂交	jaahp gāau	
什锦	jaahp gám	
什锦炒面	jaahp gám cháau mihn	
什锦菜	jaahp gám choi	
什锦面	jaahp gám mihn	
杂记	jaahp gei	
杂技	jaahp geih	
杂技表演	jaahp geih buí yín	
杂技场	jaahp geih cheùhng	
杂技团	jaahp geih tyùhn	
袭击	jaahp gīk	
集结	jaahp git	
习惯	jaahp gwaan	
钑骨	jaahp gwāt	锁边
集合	jaahp hahp	
闸口	jaahp háu	剪票口
杂项	jaahp hohng	
杂志	jaahp ji	
杂志社	jaahp ji séh	
习字	jaahp jih	
习字帖	jaahp jih tip	
习俗	jaahp juhk	
集中	jaahp jūng	
杂种	jaahp júng	
杂种狗	jaahp júng gáu	
闸住	jaahp jyuh	住口，打住，别说，停止
闸住把口	jaahp jyuh bá háu	住口
杂粮	jaahp leùhng	
杂乱	jaahp lyuhn	
杂唛	jaahp māk	杂牌，杂牌儿
杂物	jaahp maht	
杂务	jaahp mouh	
闸门	jaahp mùhn	
杂念	jaahp nihm	
杂耍	jaahp sá	
杂税	jaahp seui	
杂事	jaahp sih	
杂事缠身	jaahp sih chìhn sān	
习性	jaahp sing	
杂树林	jaahp syuh làhm	
集体	jaahp tái	
习题	jaahp tàih	
集团	jaahp tyùhn	
杂烩	jaahp wuih	
杂音	jaahp yām	
集邮	jaahp yàuh	
习以为常	jaahp yíh wàih seùhng	
杂役	jaahp yihk	
集腋成裘	jaahp yihk sìhng kàuh	
紮	jaat	束
铡草	jaat chóu	
铡刀	jaat dōu	
扎根	jaat gān	
扎扎跳	jaat jaat tiu	活蹦乱跳
拶指	jaat jí	
扎孖辫	jaat mā bīn	扎着双辫
扎马	jaat máh	扎马步，站好马步，准备打架
扎破	jaat po	
扎实	jaat saht	
扎醒	jaat séng	惊醒
嘲讽	jāau fung	
嘲笑	jāau siu	
抓	jáau	缠绕，捆扎，捆绑
找碴	jáau chàh	
找茬	jáau chàh	
找钱	jáau chìhn	
找赎	jáau juhk	找钱，找换
抓住	jáau jyuh	捆着
抓实	jáau saht	捆好
找数	jáau sou	找钱
找换	jáau wuhn	兑换
找换外币	jáau wuhn ngoih baih	兑换外币
罩袍	jaau pòuh	
罩衣	jaau yī	
棹忌	jaauh geih	忌，忌讳
挤	jāi	放
挤逼	jāi bīk	拥挤
齑粉	jāi fán	
挤喺	jāi hái	放在
挤喺台面	jāi hái tói mihn	放在桌面
挤住	jāi jyuh	放着
挤塞	jāi sāk	堵塞
跻身	jāi sān	
挤拥	jāi yúng	拥挤
仔	jái	男孩
仔大仔世界	jái daaih jái sai gaai	儿大不由娘，儿女自有儿女福
仔大仔世界	jái daaih jái sai gaai	儿孙自有儿孙福
仔乸	jái ná	母子
仔女	jái néui	儿女
制	jai	限制
制	jai	愿意
掣	jai	电钮，开关
制得过	jai dāk gwo	划得来
制度	jai douh	
祭祀	jai jih	
制作	jai jok	
祭祖	jai jóu	
制造	jai jouh	
掣住架车	jai jyuh ga chē	把车刹住
制唔过	jai m̀h gwo	划不来
制唔制	jai m̀h jai	愿不愿意
济贫	jai pàhn	
制水	jai séui	自来水定时供应，限制供水，定量供水
际遇	jai yuh	
滞	jaih	难消化
制裁	jaih chòih	
滞口	jaih háu	胃口不好
滞留	jaih làuh	
侧便	jāk bihn	旁边
侧部	jāk bouh	
侧向	jāk heung	
侧侧膊	jāk jāk bok	推卸责任
侧面	jāk mihn	
侧目	jāk muhk	
侧目而视	jāk muhk yìh sih	
侧卧	jāk ngoh	
侧身	jāk sān	
侧身而卧	jāk sān yìh ngoh	
侧视	jāk sih	
侧线	jāk sin	
仄声	jāk sīng	
仄韵	jāk wahn	
侧翼	jāk yihk	
斟	jām	倒
斟	jām	谈，商量，商谈，接洽，洽谈，洽商
针	jām	蜇，叮，叮咬
砧板	jām báan	
斟茶	jām chàh	倒茶
斟出	jām cheūt	倒出
斟出嚟	jām cheūt lèih	倒出来
针对	jām deui	
斟吓	jām háh	谈谈，谈一下，商量一下，商量商量
斟酒	jām jáu	倒酒
斟酌	jām jeuk	
斟唔掂	jām m̀h dihm	谈不妥
斟盘	jām pún	谈判，商议，谈生意，洽谈做买卖
斟泻	jām sé	倒得溢出
斟水	jām séui	倒水
斟豉油	jām sih yàuh	倒酱油
针线	jām sin	
针筒	jām túng	注射器，针管
枕	jám	茧子，趼子，老茧
枕长	jám cheùhng	经常，长期
枕住	jám jyuh	经常，长期
怎么	jám mō	
枕头	jám tàuh	
枕头包	jám tàuh bāau	方面包
枕头袋	jám tàuh dói	枕头套
枕头肉	jám tàuh yuhk	枕芯，枕头芯子
枕肉	jám yuhk	枕心儿
浸	jam	泡
浸礼	jam láih	
浸泡	jam paau	
浸湿	jam sāp	
浸水	jam séui	
浸信会	jam seun wuih	
浸透	jam tau	
浸入	jam yahp	
浸染	jam yíhm	
朕	jahm	股，阵
沉	jahm	淹，溺
鸩酒	jahm jáu	
沉死	jahm séi	淹死，溺死
珍品	jān bán	
真品	jān bán	
珍宝	jān bóu	
珍本	jān bún	
真枪实弹	jān cheūng saht daahn	
真情	jān chìhng	
真情流露	jān chìhng làuh louh	
真才实学	jān chòih saht hohk	
珍藏	jān chòhng	
珍藏品	jān chòhng bán	
珍藏本	jān chòhng bún	
真传	jān chyùhn	
真抵	jān dái	真便宜
真谛	jān dai	
真鲷	jān diū	
真刀真枪	jān dōu jān cheūng	
真分数	jān fān sou	
真火滚	jān fó gwán	真生气，很生气，很恼火
真假	jān gá	
真金	jān gām	
真金不怕火炼	jān gām bāt pa fó lihn	
珍贵	jān gwai	
真系	jān haih	真的
真系火滚	jān haih fó gwán	真的很生气
真系盏	jān haih jáan	真好
真系甩须	jān haih lāt sōu	真丢脸
真系唔似样	jān haih m̀h chíh yeuhng	真不像样
真系衰嘅啫	jān haih sēui ge jē	次透了，糟透了，坏透了
真系有心	jān haih yáuh sām	您真的很关心我
真空	jān hūng	
真空泵	jān hūng bām	
真空地带	jān hūng deih daai	
真空管	jān hūng gún	
真真假假	jān jān gá gá	
真真正正	jān jān jing jing	
真知	jān jī	
真知灼见	jān jī jeuk gin	
真挚	jān ji	
真正	jān jing	
珍重	jān juhng	
珍珠	jān jyū	
珍珠贝	jān jyū bui	
珍珠都冇咁真	jān jyū dōu móuh gam jān	真的不能再真，千真万确
真主	jān jyú	
珍禽	jān kàhm	
珍禽异兽	jān kàhm yih sau	
珍奇	jān kèih	
真跷	jān kiú	真巧
真确	jān kok	
真菌	jān kwán	
真菌类	jān kwán leuih	
真理	jān léih	
珍闻	jān màhn	
真面目	jān mihn muhk	
真名	jān mìhng	
真名实姓	jān mìhng saht sing	
真命天子	jān mihng tīn jí	
真冇修	jān móuh sāu	真没辙，真没辙儿
真伪	jān ngaih	
真伪莫辨	jān ngaih mohk bihn	
真我	jān ngóh	
珍爱	jān oi	
真爱	jān oi	
真凭实据	jān pàhng saht geui	
真皮	jān pèih	
真皮组织	jān pèih jóu jīk	
真心	jān sām	
真心真意	jān sām jān yi	
真心实意	jān sām saht yi	
真心话	jān sām wá	
真神	jān sàhn	
真实	jān saht	
真实感	jān saht gám	
真实性	jān saht sing	
真衰	jān sēui	真倒霉！
珍赏	jān seúng	
真相	jān seung	
真相毕露	jān seung bāt louh	
真相大白	jān seung daaih baahk	
真丝	jān sī	
珍视	jān sih	
珍惜	jān sīk	
真善美	jān sihn méih	
真诚	jān sìhng	
真诚待人	jān sìhng doih yàhn	
真嗍气	jān sok hei	真费劲，真吃力，真辛苦
真话	jān wá	
珍玩	jān wún	
真人	jān yàhn	
真人不露相	jān yàhn bāt louh seung	
真人不露相，露相非真人	jān yàhn bāt louh seung louh seung fēi jān yàhn	
真人真事	jān yàhn jān sih	
真有心	jān yáuh sām	真谢谢您关心
真意	jān yi	
珍异	jān yih	
轸宿	ján sau	
诊所	ján só	
轸怀	ján wàaih	
震	jan	发抖，哆嗦，颤动
镇定	jan dihng	
赈款	jan fún	
震撼	jan hahm	
振兴	jan hīng	
赈济	jan jai	
震颤	jan jin	
镇静	jan jihng	
赈灾	jan jōi	
振聋发聩	jan lùhng faat kuí	
震慑	jan sip	
阵间	jahn gāan	一会，一会儿，等一会儿
阵间先讲	jahn gāan sīn góng	一会再说吧
阵间会讲	jahn gāan wuíh góng	等一会儿会说
阵雨	jahn yúh	
憎	jāng	恨
增压	jāng aat	
争辩	jāng bihn	
增兵	jāng bīng	
增补	jāng bóu	
增产	jāng cháan	
增设	jāng chit	
增大	jāng daaih	
增订	jāng ding	
增订本	jāng ding bún	
增多	jāng dō	
僧多粥少	jāng dō jūk siú	
争夺	jāng dyuht	
僧服	jāng fūk	
增加	jāng gā	
增减	jāng gáam	
增高	jāng gōu	
增光	jāng gwōng	
增广	jāng gwóng	
增广见闻	jāng gwóng gin màhn	
憎恨	jāng hahn	
挣扎	jāng jaat	
争执	jāng jāp	
增长	jāng jeúng	
增长速度	jāng jeúng chūk douh	
增长率	jāng jeúng leuht	
增至	jāng ji	
僧寺	jāng jih	
增值	jāng jihk	
增值税	jāng jihk seui	
增强	jāng keùhng	
僧侣	jāng léuih	
增量	jāng leuhng	
僧尼	jāng nèih	
睁眼	jāng ngáahn	
狰狞	jāng nìhng	
憎恶	jāng ok	
僧袍	jāng pòuh	
增删	jāng sāan	
憎死	jāng séi	恨透
增添	jāng tīm	
僧堂	jāng tòhng	
僧徒	jāng tòuh	
峥嵘	jāng wìhng	
增援	jāng wùhn	
增音机	jāng yām gēi	
僧人	jāng yàhn	
僧院	jāng yuhn	
赠品	jahng bán	
赠庆	jahng hing	凑热闹，道贺
赠券	jahng hyun	
执	jāp	倒闭
执	jāp	捡，拾，收拾
执包袱	jāp bāau fuhk	打包袱，离开
执茶	jāp chàh	抓药，配药，取药，买药
执齐	jāp chàih	收拾好，收集好
执齐啲嘢	jāp chàih dī yéh	把东西收拾好
执齐行李	jāp chàih hàhng léih	收拾好行李
执筹	jāp cháu	抓阄，抽签
执床	jāp chòhng	收拾床铺
执定	jāp dihng	收拾好
执碟	jāp dihp	收拾碗筷，收拾碗碟
汁都捞埋	jāp dōu lōu màaih	有甚么好处就自己全吞了，据为已有
执到	jāp dóu	捡到
执番条命	jāp fāan tiùh mehng	侥幸逃生
执吓张床	jāp háh jeūng chòhng	收拾一下床铺
执行李	jāp hàhng léih	收拾行李
执起	jāp héi	捡起
执起嚟	jāp héi lèih	捡起来
执仔	jāp jái	接生
执仔婆	jāp jái pó	接生婆，助产士
执滞	jāp jaih	死板，不灵活
执字粒	jāp jih lāp	排字
执政党	jāp jing dóng	
执照	jāp jiu	
执笠	jāp lāp	倒闭，停业，破产，停止营业
执漏	jāp lauh	补漏，检漏，修理瓦漏
执迷不悟	jāp màih bāt ngh	
执屋	jāp ngūk	打扫房子
执平嘢	jāp pèhng yéh	买便宜货
执山草药	jāp sāan chóu yeuhk	抓草药
执生	jāp sāang	看着办，随机应变；补救，弥补缺陷
执拾	jāp sahp	收拾
执拾干净	jāp sahp gōn jehng	收拾干净
执拾好行李	jāp sahp hóu hàhng léih	收拾好行李
执手尾	jāp sáu méih	善后，收拾残局
执死鸡	jāp séi gāi	拣到便宜
执死鸡仔	jāp séi gāi jái	拣到便宜
执尸	jāp sī	收尸，收拾死尸
执私	jāp sī	缉私，没收私货
执输	jāp syū	占下风，吃亏
执输过人	jāp syū gwo yàhn	比人差，比人差一等
执枱	jāp tói	收拾桌子
执人口水溦	jāp yàhn háu séui mēi	学舌，拾人牙慧
执赢	jāp yèhng	占上风，占便宜
执药	jāp yeuhk	抓药，配药，取药，买药
执二摊	jāp yih tāan	买旧货，捡人家的剩货，用别人用过的东西，捡人家破烂
汁液	jāp yihk	
枳	jāt	塞，塞进；塞子
枳	jāt	随便放
质地	jāt déi	质料
质量	jāt leuhng	
质量不灭定律	jāt leuhng bāt miht dihng leuht	
质料	jāt liuh	
质问	jāt mahn	
枳入	jāt yahp	塞进
质疑	jāt yìh	
侄	jaht	侄子，侄儿
窒	jaht	害怕，恐慌
疾病	jaht behng	
疾驰	jaht chìh	
蛰虫	jaht chùhng	
嫉妒	jaht dou	
疾呼	jaht fū	
蛰伏	jaht fuhk	
疾风	jaht fūng	
疾风知劲草	jaht fūng jī gihng chóu	
疾风迅雷	jaht fūng seun lèuih	
蛰居	jaht gēui	
窒脚	jaht geuk	走路时突然停一下
桎梏	jaht gūk	
窒口窒舌	jaht háu jaht siht	结结巴巴，语无伦次
