開放粵語詞典（劉錫祥版）

© 2013年 kaifangcidian.com
網址：http://www.kaifangcidian.com
本詞典以創作共用“署名 3.0”許可協議授權發佈（詳見 http://creativecommons.org/licenses/by/3.0/）
最後更新於2013年1月22日

［粵語詞彙］	［劉錫祥拼音］	［國語解釋］
狼吞虎嚥	long4 tan1 foo2 yin3	
榔頭	long4 tau4	
狼胎	long4 toi1	狠，兇，不要命
朗讀	long5 duk6	
朗誦	long5 jung6	
浪	long6	襠
浪費	long6 fai3	
晾乾	long6 gon1	
浪琴錶	long6 kam4 biu1	
浪漫	long6 maan6	
晾曬	long6 saai3	
晾衫架	long6 saam1 ga2	晾衣架
浪濤	long6 to4	
晾衣服	long6 yi1 fuk6	
攣	luen1	彎，彎曲
攣捐	luen1 guen1	彎彎曲曲
攣曲	luen1 kuk1	彎曲
攣毛	luen1 mo1	鬈髮
戀情	luen2 ching4	
戀舊	luen2 gau6	
臠割	luen2 got3	
戀棧	luen2 jaan6	
亂嚟	luen2 lei4	胡來，亂來
戀戀不捨	luen2 luen2 bat1 se2	
亂龍	luen2 lung4	亂，亂了套，亂七八糟
戀物	luen2 mat6	
戀慕	luen2 mo6	
亂諗	luen2 nam2	亂想
戀愛	luen2 oi3	
戀糖	luen2 tong2	黏糖
戀人	luen2 yan4	
聯	luen4	縫
聯邦	luen4 bong1	
聯邦制	luen4 bong1 jai3	
聯邦政府	luen4 bong1 jing3 foo2	
聯賽	luen4 choi3	
聯繫	luen4 hai6	
聯系	luen4 hai6	
聯合國	luen4 hap6 gwok3	
聯絡	luen4 lok3	
聯袂	luen4 mai6	
聯袂飾演	luen4 mai6 sik1 yin2	
聯盟	luen4 mang4	
聯衫	luen4 saam1	縫衣服
孿生	luen4 sang1	
孿生兄弟	luen4 sang1 hing1 dai6	
聯誼	luen4 yi4	
亂扠	luen6 cha5	亂塗
亂抄	luen6 chaau3	亂翻
亂七八糟	luen6 chat1 baat3 jo1	
亂車	luen6 che1	胡吹，瞎扯，胡說
亂車廿四	luen6 che1 ya6 sei3	亂吹一氣，瞎扯一通
亂闖	luen6 chong2	
亂打	luen6 da2	
亂趯	luen6 dek3	亂跑
亂動	luen6 dung6	
亂髮	luen6 faat3	
亂揈	luen6 fing6	揮霍，亂花錢
亂揈錢	luen6 fing6 chin2	揮霍，亂花錢
亂咁舂	luen6 gam3 jung1	亂闖，亂碰亂躥，到處亂躥躥
亂講嘢	luen6 gong2 ye5	胡說八道
亂估	luen6 goo2	亂猜，瞎猜
亂軍	luen6 gwan1	
亂真	luen6 jan1	
亂象	luen6 jeung6	
亂作一團	luen6 jok3 yat1 tuen4	
亂撞	luen6 jong6	亂闖
亂立立	luen6 lap6 lap6	亂糟糟
亂流	luen6 lau4	
亂來	luen6 loi4	
亂倫	luen6 lun4	
亂碼	luen6 ma5	
亂諗嘢	luen6 nam2 ye5	胡思亂想
亂噏	luen6 ngap1	胡說，亂說
亂噏廿四	luen6 ngap1 ya6 sei3	胡說八道
亂噏嘢	luen6 ngap1 ye5	亂說話
亂爬	luen6 pa4	
亂晒大龍	luen6 saai3 daai6 lung4	亂七八糟
亂晒坑	luen6 saai3 haang1	亂，亂了套，亂七八糟
亂世	luen6 sai3	
亂世佳人	luen6 sai3 gaai1 yan4	
亂臣	luen6 san4	
亂寫	luen6 se2	
亂食嘢	luen6 sik6 ye5	亂吃東西
亂成一團	luen6 sing4 yat1 tuen4	
亂用	luen6 yung6	
劣品	luet3 ban2	
劣等	luet3 dang2	
劣等品	luet3 dang2 ban2	
劣根	luet3 gan1	
劣根性	luet3 gan1 sing3	
劣質	luet3 jat1	
劣勢	luet3 sai3	
劣性	luet3 sing3	
騾	lui4	騾子
雷達	lui4 daat6	
雷達站	lui4 daat6 jaam6	
雷達網	lui4 daat6 mong5	
雷電	lui4 din6	
雷擊	lui4 gik1	
雷管	lui4 goon2	
雷公	lui4 gung1	
雷轟	lui4 gwang1	
雷轟電閃	lui4 gwang1 din6 sim2	
驢仔	lui4 jai2	苦工
雷陣雨	lui4 jan6 yue5	
驢駒	lui4 kui1	
雷厲風行	lui4 lai6 fung1 hang4	
騾馬	lui4 ma5	
雷鳴	lui4 ming4	
雷劈	lui4 pek3	
雷射	lui4 se6	
雷射槍	lui4 se6 cheung1	
雷聲	lui4 seng1	
雷聲大雨點小	lui4 sing1 daai6 yue5 dim2 siu2	
雷霆	lui4 ting4	
雷霆萬鈞之勢	lui4 ting4 maan6 gwan1 ji1 sai3	
雷同	lui4 tung4	
雷雲	lui4 wan4	
嫘縈	lui4 ying4	
雷雨	lui4 yue5	
屢敗屢戰	lui5 baai6 lui5 jin3	
裏便	lui5 bin6	裡面，裡邊，裡頭
屢次	lui5 chi3	
旅程	lui5 ching4	
裏底	lui5 dai2	裡面，裡邊，裡頭
屢教不改	lui5 gaau3 bat1 goi2	
屢見不鮮	lui5 gin3 bat1 sin1	
屢建奇功	lui5 gin3 kei4 gung1	
旅館	lui5 goon2	
旅客	lui5 haak3	
旅行	lui5 hang4	
旅行團	lui5 hang4 tuen4	
屢勸不聽	lui5 huen3 bat1 ting1	
累積	lui5 jik1	
屢戰屢敗	lui5 jin3 lui5 baai6	
累贅	lui5 jui3	
壘球	lui5 kau4	
壘球隊	lui5 kau4 dui6	
壘球棒	lui5 kau4 paang5	
壘球員	lui5 kau4 yuen4	
膂力	lui5 lik6	
膂力過人	lui5 lik6 gwoh3 yan4	
磊落	lui5 lok6	
屢屢	lui5 lui5	
裡面	lui5 min6	
女首富	lui5 sau2 foo3	
壘上	lui5 seung6	
壘上無人	lui5 seung6 mo4 yan4	
壘上有人	lui5 seung6 yau5 yan4	
屢試不爽	lui5 si3 bat1 song2	
旅途	lui5 to4	
旅遊	lui5 yau4	
旅遊巴士	lui5 yau4 ba1 si2	
旅遊巴士司機	lui5 yau4 ba1 si2 si1 gei1	
旅遊團隊	lui5 yau4 tuen4 dui6	
旅遊業	lui5 yau4 yip6	
類別	lui6 bit6	
類似	lui6 chi5	
濾出	lui6 chut1	
濾紙	lui6 ji2	
濾嘴	lui6 jui2	
累死	lui6 sei2	害死，陷害
濾色鏡	lui6 sik1 geng3	
淚水	lui6 sui2	
濾液	lui6 yik6	
轆	luk1	軲轆，輪子
轆	luk1	滾
碌大眼	luk1 daai6 ngaan5	睜大雙眼
碌地	luk1 dei2	在地上打滾
碌地沙	luk1 dei6 sa1	在地上打滾
碌架床	luk1 ga2 chong4	雙層床，架子床
轆咗落嚟	luk1 joh2 lok6 lei4	滾了下來
轆咭	luk1 kat1	刷卡
轆轤	luk1 lo4	
碌碌	luk1 luk1	
碌碌半生	luk1 luk1 boon3 sang1	
碌士	luk1 si2	筆記
碌柚	luk1 yau2	柚子
戮	luk6	踐踏，踩
淥	luk6	燙，泡，涮
淥親	luk6 chan1	燙傷，燙著
六親	luk6 chan1	
六親不認	luk6 chan1 bat1 ying6	
淥親手指	luk6 chan1 sau2 ji2	燙傷了指頭
綠草如茵	luk6 cho2 yue4 yan1	
綠豆水	luk6 dau6 sui2	綠豆湯
陸地	luk6 dei6	
六點	luk6 dim2	
六點鐘	luk6 dim2 jung1	
六道輪迴	luk6 do6 lun4 wooi4	
碌碡	luk6 duk6	
氯化銨	luk6 fa3 on1	
六個字	luk6 goh3 ji6	三十分鍾
淥個麵	luk6 goh3 min6	泡一個麵吃
六角	luk6 gok3	
六角形	luk6 gok3 ying4	
錄供	luk6 gung1	
陸軍	luk6 gwan1	
六合彩	luk6 hap6 choi4	
綠洲	luk6 jau1	
陸續	luk6 juk6	
六級	luk6 kap1	
六年級	luk6 nin4 kap1	
六神無主	luk6 san4 mo4 jue2	
六十	luk6 sap6	
綠色	luk6 sik1	
淥熟	luk6 suk6	燙熟，泡熟
淥熟晒	luk6 suk6 saai3	被開水泡熟了
錄音帶	luk6 yam1 daai2	
錄音機	luk6 yam1 gei1	
錄影帶	luk6 ying2 daai2	
錄影機	luk6 ying2 gei1	
淥魚片	luk6 yue4 pin2	涮魚片
六月	luk6 yuet6	
六月份	luk6 yuet6 fan6	
六月雪	luk6 yuet6 suet3	
鹿茸	luk6 yung4	
噒	lun1	啃
噒諄	lun1 jun1	羅嗦，羅哩羅嗦
噒榄核	lun1 laam5 wat6	啃橄欖核
輪	lun4	次，頓
輪	lun4	陣子
輪	lun4	排隊購買
鱗次櫛比	lun4 chi3 jit3 bei2	
掄刀	lun4 do1	
輪更	lun4 gaang1	輪班
鱗甲	lun4 gaap3	
鄰居	lun4 gui1	
輪轂	lun4 guk1	
磷光	lun4 gwong1	
淪陷	lun4 haam6	
鱗爪	lun4 jaau2	
輪住	lun4 jue6	輪流
輪住值班	lun4 jue6 jik6 baan1	輪流值班
輪住嚟	lun4 jue6 lei4	挨個兒來
輪軸	lun4 juk6	
掄拳	lun4 kuen4	
輪廓	lun4 kwok3	
輪流	lun4 lau4	
倫理	lun4 lei5	
淪落	lun4 lok6	
嶙嶙	lun4 lun4	
粼粼	lun4 lun4	
粼粼碧波	lun4 lun4 bik1 boh1	
鱗毛	lun4 mo4	
淪亡	lun4 mong4	
鱗片	lun4 pin3	
鱗片狀	lun4 pin3 jong6	
遴選	lun4 suen2	
輪船	lun4 suen4	
嶙峋	lun4 sun1	
輪胎	lun4 taai1	
淪為	lun4 wai4	
輪椅	lun4 yi2	
鱗形	lun4 ying4	
論語	lun4 yue5	
論點	lun6 dim2	
論調	lun6 diu6	
論證	lun6 jing3	
論盡	lun6 jun6	麻煩，累贅，狼狽，糟糕，不方便，不利索
論盡	lun6 jun6	笨手笨腳，粗心大意，舉動不靈，不小心，馬大哈
論文	lun6 man4	
吝嗇	lun6 sik1	
吝啬	lun6 sik1	
論壇	lun6 taan4	
窿	lung1	窟窿，孔，洞
窿仔	lung1 jai2	小洞
窿路	lung1 lo6	門路
籠	lung4	籠子
龍床	lung4 chong4	
龍燈	lung4 dang1	
隆冬	lung4 dung1	
龍飛鳳舞	lung4 fei1 fung6 mo5	
龍虎	lung4 foo2	
龍鳳	lung4 fung6	
龍鳳呈祥	lung4 fung6 ching4 cheung4	
龍鳳鈪	lung4 fung6 ngaak3	龍鳳鐲
龍鳳配	lung4 fung6 pooi3	
龍鳳胎	lung4 fung6 toi1	雙胞胎
龍肝鳳髓	lung4 gon1 fung6 sui5	
龍宮	lung4 gung1	
龍骨	lung4 gwat1	
龍蝦	lung4 ha1	
龍蝦肉	lung4 ha1 yuk6	
龍行虎步	lung4 haang4 foo2 bo6	
隆厚	lung4 hau5	
隆起	lung4 hei2	
龍兄虎弟	lung4 hing1 foo2 dai6	
隆胸	lung4 hung1	豐乳
龍爭虎鬥	lung4 jang1 foo2 dau3	
龍舟	lung4 jau1	
龍舟賽	lung4 jau1 choi3	
龍舟競賽	lung4 jau1 ging6 choi3	
龍精虎猛	lung4 jing1 foo2 maang5	生龍活虎
龍井茶	lung4 jing2 cha4	
龍珠	lung4 jue1	
龍鍾	lung4 jung1	
籠中之鳥	lung4 jung1 ji1 niu5	
龍種	lung4 jung2	
隆重	lung4 jung6	
龍脈	lung4 mak6	
龍門	lung4 moon4	球門
聾啞	lung4 nga2	
龍顏	lung4 ngaan4	
龍眼	lung4 ngaan5	
龍眼乾	lung4 ngaan5 gon1	
龍年	lung4 nin4	
龍腦	lung4 no5	
龍袍	lung4 po4	
龍袍加身	lung4 po4 ga1 san1	
龍蟠虎踞	lung4 poon4 foo2 gui3	
龍生龍鳳生鳳	lung4 sang1 lung4 fung6 sang1 fung6	
龍蛇混雜	lung4 se4 wan6 jaap6	
龍舌蘭	lung4 sit3 laan4	
龍鬚	lung4 so1	
龍鬚草	lung4 so1 cho2	
龍鬚菜	lung4 so1 choi3	
龍船	lung4 suen4	龍舟
龍船賽	lung4 suen4 choi3	
龍船競賽	lung4 suen4 ging6 choi3	
龍潭虎穴	lung4 taam4 foo2 yuet6	
龍體	lung4 tai2	
龍騰虎躍	lung4 tang4 foo2 yeuk6	
龍頭	lung4 tau4	
龍吟虎嘯	lung4 yam4 foo2 siu3	
隆乳	lung4 yue5	
槓	lung5	箱子，籠箱
壟斷	lung5 duen3	
壟斷市場	lung5 duen3 si5 cheung4	
籠罩	lung5 jaau3	
籠絡	lung5 lok3	
籠絡人心	lung5 lok3 yan4 sam1	
籠籠統統	lung5 lung5 tung2 tung2	
籠統	lung5 tung2	
弄錯	lung6 choh3	
弄皺	lung6 jau3	
弄璋	lung6 jeung1	
弄瓦	lung6 nga5	
律己	lut6 gei2	
律令	lut6 ling6	
律詩	lut6 si1	
律師	lut6 si1	
律師行	lut6 si1 hong4	
律師紙	lut6 si1 ji2	律師證明
律師樓	lut6 si1 lau4	律師事務所
律師事務所	lut6 si1 si6 mo6 soh2	
傈僳族	lut6 suk1 juk6	
唔	m4	不
唔似	m4 chi5	不像
唔似樣	m4 chi5 yeung2	不像樣，不像話
唔清楚	m4 ching1 choh2	不清楚
唔切	m4 chit3	來不及
唔錯	m4 choh3	不錯
唔睬佢	m4 choi2 kui5	不理他
唔出聲	m4 chut1 seng1	不吭聲
唔打得都睇得	m4 da2 dak1 do1 tai2 dak1	中看不中用
唔單止	m4 daan1 ji2	不但
唔單止噉	m4 daan1 ji2 gam2	不僅如此，不但如此
唔搭界	m4 daap3 gaai3	沒關係
唔抵	m4 dai2	不值得，不划算
唔抵幫	m4 dai2 bong1	不值得幫忙
唔得	m4 dak1	不行
唔得切	m4 dak1 chit3	來不及
唔得掂	m4 dak1 dim6	不得了，不可收拾
唔得閒	m4 dak1 haan4	忙，沒空
唔等使	m4 dang2 sai2	不切實際的，無關緊要的，無濟於事的，用不上的，用不著的，沒用的，不頂用的，無益的
唔掂	m4 dim6	不行，不妥
唔掂諗到掂為止	m4 dim6 lam2 do3 dim6 wai4 ji2	有事好商量
唔定	m4 ding2	說不定
唔到你	m4 do3 nei5	輪不到你，不能由你
唔到你唔…	m4 do3 nei5 m4	不由得你不…
唔道德	m4 do6 dak1	不道德
唔多	m4 doh1	不多
唔對路	m4 dui3 lo6	不對勁，不對頭
唔化	m4 fa3	固執，不開通，不覺醒，食古不化
唔化算	m4 fa3 suen3	划不來，不划算，不合算
唔發市	m4 faat3 si5	沒人光顧
唔忿氣	m4 fan6 hei3	不服氣
唔方便	m4 fong1 bin6	不方便
唔合	m4 gaap3	合不來
唔計帶	m4 gai3 daai3	不在意，不介意，不計較
唔敢	m4 gam2	不敢
唔緊要	m4 gan2 yiu3	不要緊，不重要
唔夠	m4 gau3	不夠
唔夠埞方	m4 gau3 deng6 fong1	地方不夠
唔夠瞓	m4 gau3 fan3	睡眠不足，沒睡好，睡不夠
唔夠quali	m4 gau3 koh1 li2	不夠格，沒有資格
唔夠佢打	m4 gau3 kui5 da2	打不過他
唔夠佢鬥	m4 gau3 kui5 dau3	鬥不過他
唔夠佢爭	m4 gau3 kui5 jaang1	搶不過他
唔夠佢嚟	m4 gau3 kui5 lei4	比不過他，比不上他
唔夠力	m4 gau3 lik6	力氣不夠
唔夠攝牙罅	m4 gau3 sip3 nga4 la3	不夠塞牙縫兒，不夠塞牙縫的
唔記得	m4 gei3 dak1	忘記，不記得
唔記得咗	m4 gei3 dak1 joh2	忘了
唔見得光	m4 gin3 dak1 gwong1	見不得光
唔見得人	m4 gin3 dak1 yan4	見不得人
唔見咗	m4 gin3 joh2	不見了
唔經唔覺	m4 ging1 m4 gok3	不知不覺
唔高興	m4 go1 hing3	不高興
唔該	m4 goi1	謝謝，有勞
唔該借歪	m4 goi1 je3 me2	借光，借過一下
唔該晒	m4 goi1 saai3	謝謝，有勞
唔覺眼	m4 gok3 ngaan5	沒注意，沒留意，沒注意到
唔覺意	m4 gok3 yi3	沒留意，不留神，不小心
唔公平	m4 gung1 ping4	不公平
唔怪乎	m4 gwaai3 foo4	怪不得，難怪
唔怪之得	m4 gwaai3 ji1 dak1	怪不得，難怪
唔關你事	m4 gwaan1 nei5 si6	事情跟你無關
唔關我事	m4 gwaan1 ngoh5 si6	與我無關
唔關…事	m4 gwaan1 si6	與…無關，跟…無關，跟…沒有關系
唔關事	m4 gwaan1 si6	跟這沒關系
唔鹹唔淡	m4 haam4 m4 taam5	有口音，不標準
唔行得開	m4 haang4 dak1 hoi1	走不開，離不開
唔行得埋	m4 haang4 dak1 maai4	合不来
唔喺度	m4 hai2 do6	不在
唔喺度	m4 hai2 do6	去世
唔喺屋企	m4 hai2 nguk1 kei2	不在家
唔係	m4 hai6	不是
唔係呀嘛	m4 hai6 a3 ma3	真的嗎？
唔係呀話	m4 hai6 a3 wa2	不會吧？
唔係噉話	m4 hai6 gam2 wa2	哪裡，哪裡
唔係噉話，你過獎喇	m4 hai6 gam2 wa2 nei5 gwoh3 jeung2 la3	哪裡，哪裡，你過獎了
唔係嘅話	m4 hai6 ge3 wa6	不然的話，要不，否則，要不然
唔係幾	m4 hai6 gei2	不大…，不怎麼…
唔係幾似	m4 hai6 gei2 chi5	不大像，不怎麼像
唔係啩	m4 hai6 gwa3	不是吧
唔係好合	m4 hai6 ho2 gaap3	不大合得來
唔係路	m4 hai6 lo6	不對勁兒，不對頭，有問題
唔合法	m4 hap6 faat3	不合法
唔合理	m4 hap6 lei5	不合理
唔合適	m4 hap6 sik1	不合適
唔响度	m4 heung2 do6	不在，不在這裡，不在那裡
唔興	m4 hing1	不流行，不時興
唔好	m4 ho2	不好
唔好食	m4 ho2 sik6	不好吃
唔好睇	m4 ho2 tai2	不好看
唔好聽	m4 ho2 teng1	不好聽
唔好飲	m4 ho2 yam2	不好喝
唔好意思	m4 ho2 yi3 si3	不好意思
唔好意頭	m4 ho2 yi3 tau4	不吉利
唔可能	m4 hoh2 nang4	不可能
唔可以	m4 hoh2 yi5	不可以
唔開心	m4 hoi1 sam1	不開心
唔開胃	m4 hoi1 wai6	倒胃口，吃不下，胃口不好，討厭，不順眼
唔盞	m4 jaan2	不好
唔習慣	m4 jaap6 gwaan3	不習慣
唔制	m4 jai3	不願意，不幹
唔制得過	m4 jai3 dak1 gwoh3	划不來，不划算
唔走得	m4 jau2 dak1	跑不了，不能走
唔…就假	m4 jau6 ga2	不…才怪呢
唔…就假嘅	m4 jau6 ga2 ge3	不…才怪呢
唔…就有鬼	m4 jau6 yau5 gwai2	不…才怪呢
唔…就有鬼囉	m4 jau6 yau5 gwai2 loh3	不…那就很奇怪
唔知	m4 ji1	不知道
唔知醜	m4 ji1 chau2	沒羞，沒羞沒臊
唔知道	m4 ji1 do6	不知道
唔知好醜	m4 ji1 ho2 chau2	不知好歹
唔知死	m4 ji1 sei2	不知天高地厚，不知道利害，不懂得事情危急
唔止	m4 ji2	不但，不光是
唔止…仲…	m4 ji2 jung6	不但…還…
唔止…仲…添	m4 ji2 jung6 tim1	不但…還…
唔志在	m4 ji3 joi6	不在乎
唔至於	m4 ji3 yue1	不至於
唔值得	m4 jik6 dak1	不值得
唔正常	m4 jing3 seung4	不正常
唔做	m4 jo6	不幹
唔在講	m4 joi6 gong2	不但，不用說，不消說
唔准	m4 jun2	不准
唔鍾意	m4 jung1 yi3	不喜歡
唔中用	m4 jung1 yung6	不管用，不頂用，不中用，不行，無能
唔重要	m4 jung6 yiu3	不重要
唔禁	m4 kam1	不耐久，不耐用，不結實
唔禁等	m4 kam1 dang2	禁不起等
唔禁著	m4 kam1 jeuk3	不耐穿
唔近	m4 kan5	不近
唔理	m4 lei5	不管，不理
唔撈	m4 lo1	不幹了，辭職
唔落得手	m4 lok6 dak1 sau2	下不了手
唔論	m4 lun6	不論
唔明	m4 ming4	不懂
唔挐耕	m4 na1 gaang1	毫不相干，毫無關係，不著邊際，一點兒也不沾邊
唔難	m4 naan4	不難
唔能	m4 nang4	不能
唔啱	m4 ngaam1	不對
唔啱咀形	m4 ngaam1 jui2 ying4	合不來
唔啱傾	m4 ngaam1 king1	談不攏
唔啱數	m4 ngaam1 so3	數目不對
唔安樂	m4 ngon1 lok6	心裡不安，心裡不舒暢，不放心
唔耐	m4 noi6	不久
唔耐煩	m4 noi6 faan4	不耐煩
唔安全	m4 on1 chuen4	不安全
唔怕	m4 pa3	不怕
唔怕醜	m4 pa3 chau2	不害羞
…唔晒	m4 saai3	…不完
唔生性	m4 saang1 sing3	不懂事，沒出息
唔使	m4 sai2	不用，不需要
唔使慌	m4 sai2 fong1	不要怕
唔使咁火滾	m4 sai2 gam3 foh2 gwan2	用不著那麼生氣
唔使咁謙噃	m4 sai2 gam3 him1 boh3	不用那麼謙虛啦
唔使驚	m4 sai2 geng1	不要怕，別怕，別害怕
唔使講	m4 sai2 gong2	不用說，用不著說，不用提，不必說了
唔使客氣	m4 sai2 haak3 hei3	不用客氣，別客氣
唔使指擬	m4 sai2 ji2 yi5	別指望，別癡心妄想
唔使做	m4 sai2 jo6	不用工作了
唔使唔該	m4 sai2 m4 goi1	不謝
唔使問阿貴	m4 sai2 man6 a3 gwai3	還用問？
唔使送呀	m4 sai2 sung3 a3	不用送了
唔使一陣	m4 sai2 yat1 jan6	不久
唔使憂	m4 sai2 yau1	不用擔心，不用擔憂，用不著操心
唔實際	m4 sat6 jai3	不實際
唔受得	m4 sau6 dak1	受不了
唔捨得	m4 se2 dak1	捨不得
唔聲	m4 seng1	不說話
唔相信	m4 seung1 sun3	不相信
唔想	m4 seung2	不想
唔識	m4 sik1	不會
唔識	m4 sik1	不認識
唔識佢	m4 sik1	不認識他
唔識唱歌	m4 sik1 cheung3 goh1	不會唱歌
唔識字	m4 sik1 ji6	不識字
唔識轉彎	m4 sik1 juen2 waan1	不靈活，不會拐彎
唔識路	m4 sik1 lo6	不認識路
唔識死	m4 sik1 sei2	不知天高地厚，不知道利害，不懂得事情危急
唔識衰	m4 sik1 sui1	不知好歹
唔識睇	m4 sik1 tai2	看不懂
唔識聽	m4 sik1 teng1	聽不懂
唔食雜	m4 sik6 jaap6	不吃葷
唔食力	m4 sik6 lik6	吃不住勁
唔少	m4 siu2	不少
唔少得	m4 siu2 dak1	少不了，少不得
唔小心	m4 siu2 sam1	不小心
唔舒服	m4 sue1 fuk6	不舒服
唔衰得	m4 sui1 dak1	好勝，不服輸
唔衰攞嚟衰	m4 sui1 loh2 lei4 sui1	沒事找事，自討苦吃，自找麻煩
唔需要	m4 sui1 yiu3	不需要
唔信	m4 sun3	不相信
唔通	m4 tung1	難道，莫非
唔通氣	m4 tung1 hei3	不知趣，不識趣
唔通…咩	m4 tung1 me1	難道…嗎
唔同	m4 tung4	不同，不一樣
唔同意	m4 tung4 yi3	不同意
唔話得	m4 wa6 dak1	沒什麼說的，無可挑剔，難得，沒說的
唔為得過	m4 wai4 dak1 gwoh3	划不來
唔會	m4 wooi5	不會
唔會嘅	m4 wooi5 ge3	不會的
唔會啩	m4 wooi5 gwa3	不會吧
唔一定	m4 yat1 ding6	不一定
唔憂	m4 yau1	不愁
唔憂食，唔憂著	m4 yau1 sik6 m4 yau1 jeuk3	不愁吃，不愁穿
唔易做	m4 yi6 jo6	不好辦
唔應該	m4 ying1 goi1	不應該
唔認得	m4 ying6 dak1	認不得
唔認數	m4 ying6 so3	不認帳
唔要	m4 yiu3	不要
唔要得	m4 yiu3 dak1	要不得
唔喐得	m4 yuk1 dak1	動不了，不能動
唔容易	m4 yung4 yi6	不容易
孖	ma1	雙
孖辮	ma1 bin1	辮子，雙辮
嗎啡	ma1 fe1	
孖仔	ma1 jai2	孿生子，孿生兄弟
孖展	ma1 jin2	商人
媽媽	ma1 ma1	
媽媽聲	ma1 ma1 seng1	罵娘，罵街，說粗話，罵起來
媽咪	ma1 mi3	媽媽
孖女	ma1 nui2	孿生姐妹，雙胞胎姐妹
孖鋪	ma1 po1	兩人同睡一床
孖生	ma1 saang1	孿生，雙生
媽姐	ma2 je2	女傭人
嬤	ma4	奶奶，祖母
麻煩	ma4 faan4	
麻煩晒	ma4 faan4 saai3	真是太麻煩您了
麻風	ma4 fung1	
麻鬼煩	ma4 gwai2 faan4	很麻煩，麻煩著呢，真他媽的麻煩
麻疹	ma4 jan2	
麻雀	ma4 jeuk3	
麻雀	ma4 jeuk3	麻將
麻甩	ma4 lat1	麻雀
麻甩仔	ma4 lat1 jai2	小色鬼
麻甩佬	ma4 lat1 lo2	缺德鬼，王八蛋，色鬼
麻利	ma4 lei6	精明能幹
麻叻	ma4 lek1	精明能幹
嘛嘛	ma4 ma2	不怎麼樣，勉強可以，質量不高
嘛嘛哋	ma4 ma2 dei2	馬馬虎虎，差不多，湊合，勉強過得去
嘛嘛啫	ma4 ma2 je1	不怎麼樣
嬤嬤	ma4 ma4	奶奶
麻木	ma4 muk6	
麻石	ma4 sek6	花崗岩，花崗石
麻繩	ma4 sing4	
蔴油	ma4 yau4	香油，芝蔴油
麻鷹	ma4 ying1	老鷹
馬不停蹄	ma5 bat1 ting4 tai4	
馬轡	ma5 bei3	
馬鞭	ma5 bin1	
馬步	ma5 bo6	
馬背	ma5 booi3	
馬賊	ma5 chaak6	
馬車	ma5 che1	
馬車賽	ma5 che1 choi3	
馬槽	ma5 cho4	
馬賽克	ma5 choi3 hak1	
馬鐙	ma5 dang3	
馬到成功	ma5 do3 sing4 gung1	
馬房	ma5 fong4	
馬夫	ma5 foo1	
馬伕	ma5 foo1	皮條客，老鴇
馬虎	ma5 foo2	
馬褲	ma5 foo3	
馬蜂	ma5 fung1	
馬革裹屍	ma5 gaak3 gwoh2 si1	
馬甲	ma5 gaap3	
馬廄	ma5 gau3	
馬具	ma5 gui6	
馬褂	ma5 gwa3	
馬克思主義	ma5 hak1 si1 jue2 yi6	
馬克思主義者	ma5 hak1 si1 jue2 yi6 je2	
馬克思列寧主義	ma5 hak1 si1 lit6 ning4 jue2 yi6	
馬戲團	ma5 hei3 tuen4	
馬靴	ma5 heuh1	
馬仔	ma5 jai2	小馬，馬駒子，小馬駒
馬仔	ma5 jai2	狗腿子，打手，爪牙
馬掌	ma5 jeung2	
馬鬃	ma5 jung1	
馬駒	ma5 kui1	
馬拉松	ma5 laai1 chung4	
馬騮	ma5 lau1	猴子
馬騮仔	ma5 lau1 jai2	小猴子
馬騮精	ma5 lau1 jing1	調皮的小孩
馬力	ma5 lik6	
馬鈴薯	ma5 ling4 sue4	
馬列主義	ma5 lit6 jue2 yi6	
馬路	ma5 lo6	
馬路如虎口	ma5 lo6 yue4 foo2 hau2	
馬來人	ma5 loi4 yan4	
馬來語	ma5 loi4 yue5	
馬螂狂	ma5 long4 kwong4	螳螂
馬馬虎虎	ma5 ma5 foo2 foo2	
馬尾	ma5 mei5	
馬軛	ma5 ngaak1	
螞蟻	ma5 ngai5	
瑪瑙	ma5 no5	
馬鞍	ma5 on1	
馬鞍形	ma5 on1 ying4	
馬棚	ma5 paang4	
馬匹	ma5 pat1	
馬屁	ma5 pei3	
馬屁大王	ma5 pei3 daai6 wong4	
馬屁精	ma5 pei3 jing1	
馬蝨	ma5 sat1	
馬上	ma5 seung6	
馬術	ma5 sut6	
馬蹄	ma5 tai2	荸薺
馬蹄	ma5 tai4	
馬蹄粉	ma5 tai4 fan2	荸薺粉
馬蹄聲	ma5 tai4 seng1	
馬蹄鐵	ma5 tai4 tit3	
馬蹄形	ma5 tai4 ying4	
碼頭	ma5 tau4	
馬頭魚	ma5 tau4 yue4	
馬桶	ma5 tung2	
馬桶蓋	ma5 tung2 goi3	
馬蟥	ma5 wong4	
螞蟥	ma5 wong4	
馬仰人翻	ma5 yeung5 yan4 faan1	
馬醫	ma5 yi1	
馬蠅	ma5 ying4	
馬肉	ma5 yuk6	
罵人	ma6 yan4	
埋	maai4	靠近，靠攏
埋便	maai4 bin6	裡面，裡頭，裡邊，裡邊兒，靠裡頭，儘裡邊兒
埋單	maai4 daan1	結賬，買單，買賬，會賬
埋堆	maai4 dui1	扎堆
埋堆	maai4 dui1	扎堆，合群，結伙，湊在一起，合在一處，聚在一起，湊在一塊兒
