開放粵語詞典（粵語拼音字調符調號版）

© 2013年 kaifangcidian.com
網址：http://www.kaifangcidian.com
本詞典以創作共用“署名 3.0”許可協議授權發佈（詳見 http://creativecommons.org/licenses/by/3.0/）
最後更新於2013年1月22日

［粵語詞彙］	［粵語拼音］	［國語解釋］
敘述	jòy sòt	
墜毀	jòy wãy	
罪人	jòy yant	
聚乙烯	jòy yeùd hëy	
罪嫌	jòy yim	
序言	jòy yin	
罪孽	jòy yìd	
罪孽深重	jòy yìd sämp jònk	
罪惡感	jòy ôg gãmp	
罪惡滔天	jòy ôg töw tïn	
聚氨酯	jòy ön jĩ	
詛咒	jô jâw	
佐料	jô lìu	
作	jôg	編，編出來
作罷	jôg bà	
作弊	jôg bày	
作品	jôg bãnt	
作筆記	jôg bät gêy	
作伴	jôg bùn	
作詞	jôg ci	
作詞家	jôg ci gä	
作出	jôg cöt	
作出	jôg cöt	編出
作大	jôg dài	誇張，誇大
作答	jôg dâb	
作對	jôg dôy	
作法	jôg fâd	
作法自斃	jôg fâd jì bày	
作廢	jôg fây	
作風	jôg fönk	
作繭自縛	jôg gãn jì bôg	
作家	jôg gä	
作奸犯科	jôg gän fàn fö	
作記號	jôg gêy hòw	
作個故仔	jôg gô gû jãy	編個故事
作官	jôg gün	
作響	jôg heõng	
作客	jôg hâg	
作戲	jôg hêy	
作主	jôg jeũ	
作證	jôg jênk	
作賤	jôg jìn	
作賤自己	jôg jìn jì gẽy	
作戰	jôg jîn	
作狀	jôg jòng	裝模作樣，裝腔作勢
作者	jôg jẽ	
作曲	jôg kök	
作曲家	jôg kök gä	
作禮拜	jôg láy bâi	
作弄	jôg lònk	
作文	jôg mant	
作夢	jôg mònk	
作成	jôg senk	
作殊死戰	jôg seu sẽy jîn	
作手腳	jôg sãw geôg	
作詩	jôg sï	
作祟	jôg sòy	
作圖	jôg tow	
作痛	jôg tônk	
作威作福	jôg wäy jôg fök	
作人	jôg yant	
昨日	jôg yàt	
作揖	jôg yäp	
作業	jôg yìb	
作孽	jôg yìd	
作用	jôg yònk	
作嘔	jôg ãw	要嘔吐，噁心
作嘔	jôg ãw	
作惡	jôg ôg	
作惡多端	jôg ôg dö deün	
再版	jôi bãn	
再次	jôi cî	
再娶	jôi cõy	
再讀	jôi dòk	
再度	jôi dòw	
再婚	jôi fänt	
載貨	jôi fô	
再嫁	jôi gâ	
再加上	jôi gä seòng	
再見	jôi gîn	
再講	jôi gõng	再說
載歌載舞	jôi gö jôi mów	
載客	jôi hâg	
再起	jôi hẽy	重建
再接再厲	jôi jîb jôi lày	
再嚟	jôi ley	再來
再嚟過	jôi ley guô	再來一次
再三	jôi sâm	
再審	jôi sãmp	
再生	jôi sänk	
再會	jôi wùi	
載人	jôi yant	
載人宇宙飛船	jôi yant yeú jàw fëy seun	
載入史冊	jôi yàp sĩ câg	
再一次	jôi yät cî	
再現	jôi yìn	
再議	jôi yí	
壯大	jông dài	
壯大聲勢	jông dài sënk sây	
壯膽	jông dãm	
壯丁	jông dënk	
壯健	jông gìn	
壯舉	jông gõy	
壯觀	jông gün	
壯漢	jông hôn	
戇直	jông jèk	
壯志	jông jî	
壯志凌雲	jông jî lenk want	
壯志未酬身先死	jông jî mèy caw sänt sïn sẽy	
壯族	jông jòk	
壯麗	jông lày	
葬禮	jông láy	
壯烈	jông lìd	
壯美	jông méy	
壯年	jông nin	
壯年人	jông nin yant	
壯碩	jông sèg	
壯士	jông sì	
壯陽	jông yeong	
壯陽藥	jông yeong yeòg	
縱	jônk	寵
中靶	jônk bã	
中標	jônk bïu	
縱步	jônk bòw	
眾叛親離	jônk bùn cänt ley	
縱情	jônk cenk	
縱情聲色	jônk cenk sënk sëk	
中槍	jônk ceöng	
眾矢之的	jônk cĩ jï dëk	
中彈	jônk dàn	
眾多	jônk dö	
縱火	jônk fõ	
縱火犯	jônk fõ fãn	
中風	jônk fönk	
縱虎歸山	jônk fũ guäy sän	
眾寡懸殊	jônk guã yeun seu	
中計	jônk gây	
縱觀	jônk gün	
中肯	jônk hãnk	
眾口鑠金	jônk hãw seôg gämp	
眾口鑠金	jônk hãw seôg gämp	
眾口一詞	jônk hãw yät ci	
中看	jônk hôn	
中獎	jônk jeõng	
眾志成城	jônk jî senk senk	
中招	jônk jïu	中計，上當
中咗邪	jônk jõ ce	著了邪，中了邪
種子	jônk jĩ	
眾擎易舉	jônk kenk yì gõy	
縱覽	jônk lám	
縱目	jônk mòk	
眾目昭彰	jônk mòk cïu jeöng	
眾目睽睽	jônk mòk kuay kuay	
眾目睽睽之下	jônk mòk kuay kuay jï hà	
眾望所歸	jônk mòng sõ guäy	
眾怒難犯	jônk nòw nan fàn	
眾怒難息	jônk nòw nan sëk	
中傷	jônk seöng	
眾說不一	jônk seûd bät yät	
眾說紛紜	jônk seûd fänt want	
中暑	jônk seũ	
中選	jônk seũn	
眾生	jônk sänk	
眾生相	jônk sänk seông	
縱身	jônk sänt	
眾星拱月	jônk sënk gõnk yeùd	
眾數	jônk sôw	
縱使	jônk sĩ	
中聽	jônk tëng	
縱橫	jônk wang	
縱橫捭闔	jônk wang bãi hàb	
縱橫交錯	jônk wang gäu côg	
縱橫天下	jônk wang tïn hà	
種禾	jônk wo	種稻子
縱壞	jônk wài	寵壞
眾人	jônk yant	
眾人皆知	jônk yant gäi jï	
縱然	jônk yin	
縱容	jônk yonk	
縱有	jônk yáw	
縱飲	jônk yãmp	
眾議員	jônk yí yeun	
眾議院	jônk yí yeùn	
縱慾	jônk yòk	
縱慾無度	jônk yòk mow dòw	
中用	jônk yònk	
進兵	jônt bënk	
進步	jônt bòw	
進程	jônt cenk	
晉朝	jônt ciu	
進餐	jônt cän	
峻峭	jônt cîu	
進取	jônt cõy	
進出口	jônt cöt hãw	
進出口貿易	jônt cöt hãw màw yèk	
進出口商	jônt cöt hãw seöng	
進度	jônt dòw	
進度表	jônt dòw bĩu	
進犯	jônt fàn	
進犯邊境	jônt fàn bïn gẽnk	
進化	jônt fâ	
進化論	jônt fâ lònt	
進化史	jônt fâ sĩ	
進發	jônt fâd	
進軍	jônt guänt	
進價	jônt gâ	
進諫	jônt gân	
進京	jônt gënk	
進京赴考	jônt gënk fù hãu	
俊傑	jônt gìd	
進貢	jônt gônk	
進攻	jônt gönk	
竣工	jônt gönk	
進行	jônt hank	
進行清盤	jônt hank cënk pũn	結業，結清賬目
進行攻擊	jônt hank gönk gëk	
進行曲	jônt hank kök	
進行式	jônt hank sëk	
進香	jônt heöng	
進口	jônt hãw	
進口貨	jônt hãw fô	
進口港	jônt hãw gõng	
進口商	jônt hãw seöng	
進口稅	jônt hãw sôy	
進爵	jônt jeôg	
進駐	jônt jeû	
進佔	jônt jîm	
進展	jônt jĩn	
進來	jônt loi	
駿馬	jônt má	
俊美	jônt méy	
俊男	jônt nam	
俊秀	jônt sâw	
縉紳	jônt sänt	
進修	jônt säw	
進修班	jônt säw bän	
進食	jônt sèk	
進士	jônt sì	
進退兩難	jônt tôy leóng nan	
進位	jônt wày	
俊偉	jônt wáy	
進而	jônt yi	
進言	jônt yin	
進入	jônt yàp	
進一步	jônt yät bòw	
進謁	jônt yîd	
進用	jônt yònk	
灶火	jôw fõ	
灶君	jôw guänt	
灶神	jôw sant	
最長	jôy ceong	
最初	jôy cö	
最短	jôy deũn	
最大	jôy dài	
最低	jôy däy	
最多	jôy dö	
最近	jôy gànt	
最佳	jôy gäi	
最高	jôy göw	
最高峰	jôy göw fönk	
最高溫度	jôy göw wänt dòw	
最後	jôy hàw	
最後審判	jôy hàw sãmp pûn	
最後通牒	jôy hàw tönk dìb	
最好	jôy hõw	
醉酒	jôy jãw	
醉酒佬	jôy jãw lõw	醉漢，醉鬼
醉貓	jôy mäu	醉鬼，醉漢，酒鬼
最屘	jôy mëy	最末尾，最後
最細	jôy sây	最小
醉生夢死	jôy sänk mònk sẽy	
最新	jôy sänt	
贅述	jôy sòt	
最少	jôy sĩu	
醉翁	jôy yönk	
醉翁之意不在酒	jôy yönk jï yî bät jôi jãw	
阻	jõ	阻攔，擋，妨礙
咗	jõ	了
阻	jõ	妨礙，打擾
左便	jõ bìn	左邊
左前	jõ cin	
左前方	jõ cin föng	
阻埞	jõ dèng	礙事
左方	jõ föng	
左揀右揀，揀個爛燈盞	jõ gãn yàw gãn gãn gô làn dänk jãn	挑來挑去，最後還是挑了個壞的
左近	jõ gãnt	附近
左鍵	jõ gìn	
左顧右盼	jõ gû yàw pân	
左下	jõ hà	
左下方	jõ hà föng	
左下角	jõ hà gôg	
左後	jõ hàw	
左後方	jõ hàw föng	
阻住	jõ jeù	擋著，攔著，妨礙著
阻住地球轉	jõ jeù dèy kaw jeûn	形容某些人阻礙人家發展
左轉	jõ jeûn	
阻滯	jõ jày	障礙，麻煩，問題，不順利
左側	jõ jäk	
阻止	jõ jĩ	
左傾	jõ kënk	
阻攔	jõ lan	
阻唔到	jõ m dõw	阻止不了
阻撓	jõ nau	
阻你一陣	jõ néy yät jànt	打擾你一下
左派	jõ pâi	
左上	jõ seòng	
左上方	jõ seòng föng	
左上角	jõ seòng gôg	
左手	jõ sãw	
左手便	jõ sãw bìn	左邊
阻手阻腳	jõ sãw jõ geôg	礙手礙腳
阻塞	jõ sëg	
左思右想	jõ sï yàw seõng	
阻頭阻勢	jõ taw jõ sây	礙事
左軚車	jõ tái cë	方向盤在左邊的汽車
左右方	jõ yàw föng	
左右開弓	jõ yàw höi gönk	
左右兩難	jõ yàw leóng nan	
左右手	jõ yàw sãw	
左右為難	jõ yàw way nan	
左右搖擺	jõ yàw yiu bãi	
左右	jõ yãw	
左吆	jõ yäu	左撇子
左翼	jõ yèk	
左擁右抱	jõ yõnk yàw pów	
宰相	jõi seông	
撞鬼	jõng guãy	見鬼，活見鬼
粽	jõnk	粽子
總罷工	jõnk bà gönk	
總部	jõnk bòw	
總比	jõnk bẽy	
總署	jõnk ceú	
總裁	jõnk coi	
總產值	jõnk cãn jèk	
總產量	jõnk cãn leòng	
總參謀部	jõnk cäm maw bòw	
總參謀長	jõnk cäm maw jeõng	
總稱	jõnk cënk	
總動員	jõnk dònk yeun	
總督	jõnk dök	
總督府	jõnk dök fũ	
總方針	jõnk föng jämp	
總歸	jõnk guäy	
總教官	jõnk gâu gün	
總教練	jõnk gâu lìn	
總計	jõnk gây	
總監	jõnk gäm	
總監督	jõnk gäm dök	
總經理	jõnk gënk léy	
總經銷	jõnk gënk sïu	
總機	jõnk gëy	
總機關	jõnk gëy guän	
總結	jõnk gîd	
總局	jõnk gòk	
總共	jõnk gònk	
總該	jõnk göi	
總綱	jõnk göng	
總攻	jõnk gönk	
總工程師	jõnk gönk cenk sï	
總攻擊	jõnk gönk gëk	
總公司	jõnk gönk sï	
總工會	jõnk gönk wùi	
總管	jõnk gũn	
總行	jõnk hong	
總合	jõnk hàb	
總後勤部	jõnk hàw kant bòw	
總好過…	jõnk hõw guô	總比…好
總開關	jõnk höi guän	
總帳	jõnk jeông	
總長	jõnk jeõng	
總站	jõnk jàm	起點站，始發站，終點站
總掣	jõnk jây	總開關
總則	jõnk jäk	
總值	jõnk jèk	
總政	jõnk jênk	
總政治部	jõnk jênk jì bòw	
總之	jõnk jï	
種族	jõnk jòk	
總指揮	jõnk jĩ fäy	
總指揮部	jõnk jĩ fäy bòw	
總括	jõnk kûd	
腫瘤	jõnk law	
總量	jõnk leòng	
總攬	jõnk lám	
總覽	jõnk lám	
總攬大權	jõnk lám dài gòk	
總領事	jõnk lénk sì	
總領事館	jõnk lénk sì gũn	
總理	jõnk léy	
總論	jõnk lònt	
總路線	jõnk lòw sîn	
種類	jõnk lòy	
總目	jõnk mòk	
總務	jõnk mòw	
總務處	jõnk mòw ceû	
總務主任	jõnk mòw jeũ yàmp	
總務組	jõnk mòw jõw	
總務組長	jõnk mòw jõw jeõng	
總務人員	jõnk mòw yant yeun	
總額	jõnk ngàg	
總平均	jõnk penk guänt	
總編	jõnk pïn	
總編輯	jõnk pïn cäp	
總譜	jõnk põw	
總商會	jõnk seöng wùi	
總算	jõnk seûn	
總索引	jõnk sâg yánt	
總司令	jõnk sï lènk	
總司令部	jõnk sï lènk bòw	
總數	jõnk sôw	
總圖	jõnk tow	
總體	jõnk tãy	
總統	jõnk tõnk	
總統府	jõnk tõnk fũ	
總和	jõnk wo	
總匯	jõnk wùi	
總人口	jõnk yant hãw	
總預算	jõnk yeù seûn	
總而言之	jõnk yi yin jï	
總言之	jõnk yin jï	總之
總有	jõnk yáw	
準備	jõnt bèy	
儘快	jõnt fâi	
儘管	jõnt gũn	
准許	jõnt hõy	
準確	jõnt kôg	
儘量	jõnt leòng	
準時	jõnt si	
組別	jõw bìd	
早餐	jõw cän	
早啲翻嚟	jõw dï fän ley	早點回來
組隊	jõw dòy	
組黨	jõw dõng	
早瞓	jõw fânt	早睡
組件	jõw gìn	
組閣	jõw gôg	
組合	jõw hàb	
組合而成	jõw hàb yi senk	
組長	jõw jeõng	
早走早著	jõw jãw jõw jeòg	走為上著，走為上策
組織	jõw jëk	
組織部	jõw jëk bòw	
組織學	jõw jëk hòg	
組織領導	jõw jëk lénk dòw	
組織路線	jõw jëk lòw sîn	
組織生活	jõw jëk sänk wùd	
組織液	jõw jëk yèk	
組織胺	jõw jëk ön	
組裝	jõw jöng	
祖宗	jõw jönk	
藻類	jõw lòy	
早排	jõw pãi	前些日子，前一段時間
早晨	jõw sant	早安，早上好
組成	jõw senk	
組成部分	jõw senk bòw fànt	
祖先	jõw sïn	
組團	jõw teun	
澡堂	jõw tong	
早唞	jõw tãw	晚安，早點休息
組員	jõw yeun	
早一排	jõw yät pãi	前些日子，前一段時間
組譯	jõw yèk	
組譯器	jõw yèk hêy	
組胺	jõw ön	
咀	jõy	親吻
嘴	jõy	嘴巴
嘴角喵起	jõy gôg mĩu hẽy	看不起人
咀嚼	jõy jeôg	
嘴喵喵	jõy mĩu mĩu	撇撇嘴，嘴角對人，輕視別人
沮喪	jõy sông	
齟齬	jõy yeú	
咀一啖	jõy yät dàm	親一下
災變	jöi bîn	
災情	jöi cenk	
災情慘重	jöi cenk cãm jònk	
災害	jöi hòi	
栽贓	jöi jöng	
災區	jöi köy	
災民	jöi mant	
災難	jöi nàn	
栽培	jöi pui	
災星	jöi sënk	
災禍	jöi wò	
災殃	jöi yeöng	
粥	jök	稀飯
竹	jök	竹子，竹竿
捉	jök	抓
竹箆	jök bèy	
捉波子棋	jök bö jĩ key	下跳棋
築巢	jök cau	
築牆	jök ceong	
祝辭	jök ci	
竹笪	jök dâd	竹蓆
捉到	jök dõw	抓到
燭火	jök fõ	
祝福	jök fök	
囑咐	jök fù	
燭光	jök guöng	
捉緊	jök gãnt	抓緊
竹篙	jök göw	竹竿
祝賀	jök hò	
祝賀信	jök hò sônt	
捉住	jök jeù	抓住
足跡	jök jëk	
捉字蝨	jök jì sät	摳字眼兒，挑字眼兒
竹戰	jök jîn	打麻將
竹枝	jök jï	小竹子，小竹棍，竹子分枝
足球	jök kaw	
捉棋	jök kẽy	下棋
捉棋比賽	jök kẽy bẽy côi	下棋比賽
竹簾	jök lim	
燭籠	jök lonk	
竹纈	jök lîd	竹節
築路	jök lòw	
築路工程	jök lòw gönk cenk	
竹篾	jök mìd	
矚目	jök mòk	
築成	jök senk	
祝壽	jök sàw	
竹紗	jök sä	府綢
竹紗衫褲	jök sä säm fû	府綢衣服
竹升	jök sënk	竹槓，竹竿
竹升	jök sënk	假洋鬼子，香蕉人
竹升仔	jök sënk jãy	假洋鬼子
竹升妹	jök sënk müi	假洋妞
築堤	jök tay	
捉痛腳	jök tônk geôg	揭短，揭瘡疤
祝願	jök yeùn	
捉兒人	jök yï yänt	捉迷藏
築屋	jök ök	
裝	jöng	盛，裝
裝扮	jöng bàn	
裝備	jöng bèy	
裝備齊全	jöng bèy cay ceun	
髒錢	jöng cin	
贓車	jöng cë	
裝設	jöng cîd	
裝訂	jöng dênk	
裝飯	jöng fàn	盛飯
裝貨	jöng fô	
裝瘋賣傻	jöng fönk mài so	
贓款	jöng fũn	
莊稼	jöng gâ	
裝甲	jöng gâb	
裝甲兵	jöng gâb bënk	
裝甲部隊	jöng gâb bòw dòy	
裝甲車	jöng gâb cë	
裝香	jöng heöng	上香，獻香，插香
髒稀稀	jöng hëy hëy	
裝腔作勢	jöng höng jôg sây	
裝住嘢	jöng jeù yé	裝著東西
髒字	jöng jì	
裝置	jöng jî	
裝作	jöng jôg	
裝載	jöng jôi	
裝載量	jöng jôi leòng	
髒亂	jöng leùn	
裝聾作啞	jöng lonk jôg ã	
裝殮	jöng lím	
裝唔落	jöng m lòg	盛不下
裝模作樣	jöng mow jôg yeòng	
贓物	jöng màt	
裝滿	jöng mún	
裝配	jöng pûi	
裝神弄鬼	jöng sant lònk guãy	
裝傻	jöng so	
裝修	jöng säw	
裝修佬	jöng säw lõw	裝修師傅
裝卸	jöng sê	
裝飾	jöng sëk	
裝飾品	jöng sëk bãnt	
髒水	jöng sõy	
裝潢	jöng wong	
裝運	jöng wànt	
髒話	jöng wã	
舂	jönk	杵，闖，墜，栽
鐘	jönk	時鍾
鐘錶	jönk bïu	
鐘錶店	jönk bïu dîm	
忠僕	jönk bòk	
中部	jönk bòw	
中層	jönk cank	
中層階級	jönk cank gäi käp	
中邪	jönk ce	
中程	jönk cenk	
中程飛彈	jönk cenk fëy dàn	
中程計劃	jönk cenk gây wàg	
中場	jönk ceong	
中長期	jönk ceong key	
宗祠	jönk ci	
中旬	jönk cont	
中產	jönk cãn	
中產階級	jönk cãn gäi käp	
中餐	jönk cän	
中餐	jönk cän	午飯
中秋佳節	jönk cäw gäi jîd	
中秋節	jönk cäw jîd	
中秋月餅	jönk cäw yeùd bẽng	
中草藥	jönk cõw yeòg	
中斷	jönk deùn	
中段	jönk deùn	
縱斷面	jönk deùn mìn	
終端	jönk deün	
終端機	jönk deün gëy	
中大	jönk dài	
中大型	jönk dài yenk	
中等	jönk dãnk	
中等艙	jönk dãnk cöng	
中等教育	jönk dãnk gâu yòk	
中低	jönk däy	
中低層	jönk däy cank	
中毒	jönk dòk	
中度	jönk dòw	
鐘點	jönk dĩm	鐘點傭工
鐘點女傭	jönk dĩm nóy yonk	小時工，鐘點兒女工
中飯	jönk fàn	
中鋒	jönk fönk	
中國菜	jönk guôg côi	
中國字	jönk guôg jì	
中國文化	jönk guôg mant fâ	
中國文學	jönk guôg mant hòg	
中國社會	jönk guôg sé wùi	
中國式	jönk guôg sëk	
中國史	jönk guôg sĩ	
中國畫	jönk guôg wã	
中國話	jönk guôg wã	
中國人	jönk guôg yant	
中國醫藥	jönk guôg yï yeòg	
宗教	jönk gâu	
中校	jönk gâu	
中繼站	jönk gây jàm	
中間	jönk gän	
中間人	jönk gän yant	
中更	jönk gäng	中班
終結	jönk gîd	
終結句	jönk gîd gôy	
終結者	jönk gîd jẽ	
中堅	jönk gïn	
中堅份子	jönk gïn fànt jĩ	
忠告	jönk gôw	
忠肝義膽	jönk gön yì dãm	
中高	jönk göw	
中高層	jönk göw cank	
中高級	jönk göw käp	
中高音	jönk göw yämp	
縱貫	jönk gûn	
中古	jönk gũ	
中古車	jönk gũ cë	
中古時代	jönk gũ si dòi	
中古世紀	jönk gũ sây gẽy	
中古史	jönk gũ sĩ	
縱向	jönk heông	
中下	jönk hà	
中下層	jönk hà	
中下程度	jönk hà cenk dòw	
中下等	jönk hà dãnk	
中下階層	jönk hà gäi cank	
中下階級	jönk hà gäi käp	
中下級	jönk hà käp	
中下游	jönk hà yaw	
綜合	jönk hàb	
舂吓舂吓	jönk há jönk há	踉蹌，走路不穩
忠厚	jönk háw	
忠孝	jönk hâu	
忠孝不能兩全	jönk hâu bät nank leóng ceun	
中興	jönk hënk	
高中	jönk hòg	
中學	jönk hòg	
中學雞	jönk hòg gäy	中學生
中學生	jönk hòg säng	
中學西用	jönk hòg säy yònk	
中空	jönk hönk	
中將	jönk jeông	
中輟	jönk jeûd	
忠直	jönk jèk	
蹤跡	jönk jëk	
忠貞	jönk jënk	
忠貞不二	jönk jënk bät yì	
縱座標	jönk jò bïu	
中裝	jönk jöng	
中指	jönk jĩ	
終止	jönk jĩ	
中止	jönk jĩ	
中期	jönk key	
鍾馗	jönk kuay	
中級	jönk käp	
中距離	jönk kóy ley	
中區	jönk köy	
棕櫚	jönk loy	
棕櫚樹	jönk loy seù	
中立	jönk làb	
中立地帶	jönk làb dèy dâi	
中立地區	jönk làb dèy köy	
中立國	jönk làb guôg	
中立國家	jönk làb guôg gä	
中立主義	jönk làb jeũ yì	
中立區	jönk làb köy	
中立派	jönk làb pâi	
中褸	jönk läw	中大衣
忠烈	jönk lìd	
忠烈祠	jönk lìd ci	
舂落去	jönk lòg hôy	墜下去，栽下去
舂落嚟	jönk lòg ley	墜下來，栽下來
鍾唔鍾意	jönk m jönk yî	喜不喜歡
中文	jönk mant	
中文化	jönk mant fâ	
中文系	jönk mant hày	
中文字	jönk mant jì	
中文書	jönk mant seü	
中文堂	jönk mant tong	中文課
鬃毛	jönk mow	
宗廟	jönk mìu	
中南	jönk nam	
中南部	jönk nam bòw	
綜藝	jönk ngày	
中外	jönk ngòi	
中年人	jönk nin yant	
中腦	jönk nów	
縱剖面	jönk pãw mìn	
中篇	jönk pïn	
中篇小說	jönk pïn sĩu seûd	
忠臣	jönk sant	
忠臣孝子	jönk sant hâu jĩ	
忠誠	jönk senk	
中上	jönk seòng	
中上層	jönk seòng cank	
中上程度	jönk seòng cenk dòw	
中上等	jönk seòng dãnk	
中上階層	jönk seòng gäi cank	
中上階級	jönk seòng gäi käp	
中上級	jönk seòng käp	
中上游	jönk seòng yaw	
中樞	jönk seü	
中樞系統	jönk seü hày tõnk	
中樞神經	jönk seü sant gënk	
中樞神經系統	jönk seü sant gënk hày tõnk	
忠實	jönk sàt	
中世紀	jönk sây gẽy	
終審	jönk sãmp	
中心	jönk sämp	
縱深	jönk sämp	
忠心	jönk sämp	
中心地帶	jönk sämp dèy dâi	
中心點	jönk sämp dĩm	
忠心耿耿	jönk sämp gãnk gãnk	
中心區	jönk sämp köy	
中心內容	jönk sämp nòi yonk	
中心線	jönk sämp sîn	
中心思想	jönk sämp sï seõng	
中心人物	jönk sämp yant màt	
中山裝	jönk sän jöng	
中性	jönk sênk	
中性名詞	jönk sênk menk ci	
中性人	jönk sênk yant	
中式	jönk sëk	
棕色	jönk sëk	
中線	jönk sîn	
螽斯	jönk sï	
忠信	jönk sônt	
鐘數	jönk sôw	時間
終須	jönk söy	終歸
中小	jönk sĩu	
中小學	jönk sĩu hòg	
中小企	jönk sĩu kéy	中小型企業
中小企業	jönk sĩu kéy yìb	
中提琴	jönk tay kamp	
中途	jönk tow	
盅頭飯	jönk tãw fàn	蒸飯
中尉軍官	jönk wây guänt gün	
舂瘟雞	jönk wänt gäy	走路不穩，暈頭轉向，亂衝亂撞，盲目亂來，瞎搞一氣
中型	jönk yenk	
中藥	jönk yeòg	
中藥店	jönk yeòg dîm	
中藥房	jönk yeòg fong	
中藥學	jönk yeòg hòg	
中藥舖	jönk yeòg pôw	
中央	jönk yeöng	
中央圖書館	jönk yeöng tow seü gũn	
忠於	jönk yeü	
終於	jönk yeü	
忠言	jönk yin	
忠言逆耳	jönk yin yèk yí	
中庸	jönk yonk	
中庸之道	jönk yonk jï dòw	
中庸思想	jönk yonk sï seõng	
忠義	jönk yì	
中耳	jönk yí	
中耳炎	jönk yí yim	
鍾意	jönk yî	喜歡
中醫	jönk yï	
中醫藥	jönk yï yeòg	
忠勇	jönk yónk	
鍾愛	jönk ôi	
中午	jönk ńg	
樽	jönt	瓶子
樽頸	jönt gẽng	瓶頸，卡口
樽枳	jönt jät	瓶塞，軟木塞
樽裝	jönt jöng	瓶裝
樽裝啤酒	jönt jöng bë jãw	瓶裝啤酒
樽裝水	jönt jöng sõy	瓶裝水
諄諄教誨	jönt jönt gâu fûi	
諄諄告誡	jönt jönt gôw gâi	
津津有味	jönt jönt yáw mèy	
榛樹	jönt seù	
榛實	jönt sàt	
捽	jöt	搓，擦，揉
蟀	jöt	蟋蟀
捽腳	jöt geôg	搓腳
卒之	jöt jï	終於
捽老泥	jöt lów nay	搓汗垢，搓污垢
捽唔甩	jöt m lät	擦不掉
怵目驚心	jöt mòk gënk sämp	
怵惕	jöt tëk	
怵然	jöt yin	
糟蹋	jöw dàb	
租金	jöw gämp	房租，租金
糟糠	jöw höng	
遭襲	jöw jàb	
糟粕	jöw pôg	
租約	jöw yeôg	
遭殃	jöw yeöng	
遭遇	jöw yeù	
租賃	jöw yàmp	
追兵	jöy bënk	
追捕	jöy bõw	
追補	jöy bõw	
追本溯源	jöy bũn sôw yeun	
追查	jöy ca	
追尋	jöy camp	
蛆蟲	jöy conk	
追隨	jöy coy	
追隨者	jöy coy jẽ	
追緝	jöy cäp	
追打	jöy dã	
追敵	jöy dèk	
追悼	jöy dòw	
追封	jöy fönk	
追究	jöy gâw	
追究責任	jöy gâw jâg yàmp	
追加	jöy gä	
追根究底	jöy gänt gâw dãy	
