开放粤语词典（粤语拼音字调符调号版）

© 2013年 kaifangcidian.com
网址：http://www.kaifangcidian.com
本词典以创作共用“署名 3.0”许可协议授权发布（详见 http://creativecommons.org/licenses/by/3.0/）
最后更新于2013年1月22日

［粤语词汇］	［粤语拼音］	［国语解释］
走私	jãw sï	
走先	jãw sïn	告辞，先走
走投无路	jãw taw mow lòw	
走堂	jãw tong	翘课，旷课，逃学，缺课
走糖	jãw tong	不加糖
酒晕	jãw wànt	
酒窝	jãw wö	
走人	jãw yant	走，溜
走样	jãw yeòng	
走入去	jãw yàp hôy	跑进去
走入嚟	jãw yàp ley	跑进来
走肉	jãw yòk	不加肉，素的
酒肉朋友	jãw yòk pank yáw	
仔	jãy	男孩
仔大仔世界	jãy dài jãy sây gâi	儿孙自有儿孙福
仔大仔世界	jãy dài jãy sây gâi	儿大不由娘，儿女自有儿女福
仔乸	jãy nã	母子
仔女	jãy nõy	儿女
揸	jä	驾驶，开
揸	jä	拿，抓，握
糌粑	jä bä	
揸枪	jä ceöng	拿枪，持枪
揸车	jä cë	开车，驾车，驾驶汽车，驾驶车辆
揸钱	jä cĩn	管理钱财
揸大葵扇	jä dài kuay sîn	做媒人，为人保媒
揸的士	jä dëk sĩ	开出租汽车
揸电单车	jä dìn dän cë	骑摩托车
揸筷子	jä fâi jĩ	拿筷子
揸fit	jä fïd	管事，掌舵，掌权，拿主意，说了算
揸fit人	jä fïd yant	主事人，掌权人
揸紧时间	jä gãnt si gän	抓紧时间
揸开	jä höi	开走
揸住	jä jeù	拿着
揸住支咪	jä jeù jï mäy	抓住麦克风
揸住时机	jä jeù si gëy	抓住时机，趁着时机
揸主意	jä jeũ yî	拿主意
揸掣	jä jây	捏闸
渣滓	jä jĩ	
咱们	jä mun	
揸拿	jä na	把握
揸奶	jä nái	挤牛奶
揸手	jä sãw	捏着，在手，手里拿着，掌握，管理，掌管，负责
揸手掣	jä sãw jây	捏闸
揸拖拉机	jä tö läi gëy	开拖拉机
揸二摊	jä yì tän	买旧货，捡人家的剩货，用人家用过的东西
斋	jäi	素的，素食
斋菜	jäi côi	素菜
斋啡	jäi fë	不加糖奶的咖啡
斋戒	jäi gâi	
斋戒沐浴	jäi gâi mòk yòk	
斋戒日	jäi gâi yàt	
斋卤味	jäi lów mẽy	素什锦
斋堂	jäi tõng	道观，佛寺，庵寺
斋talk	jäi tög	净是说话
斋汤	jäi töng	素汤
斋日	jäi yàt	
侧便	jäk bìn	旁边
侧部	jäk bòw	
侧向	jäk heông	
侧侧膊	jäk jäk bôg	推卸责任
侧面	jäk mìn	
侧目	jäk mòk	
侧目而视	jäk mòk yi sì	
侧卧	jäk ngò	
侧身	jäk sänt	
侧身而卧	jäk sänt yi ngò	
仄声	jäk sënk	
侧视	jäk sì	
侧线	jäk sîn	
仄韵	jäk wànt	
侧翼	jäk yèk	
针	jämp	蜇，叮，叮咬
斟	jämp	倒
斟	jämp	谈，商量，商谈，接洽，洽谈，洽商
砧板	jämp bãn	
斟茶	jämp ca	倒茶
斟出	jämp cöt	倒出
斟出嚟	jämp cöt ley	倒出来
针对	jämp dôy	
斟吓	jämp há	谈谈，谈一下，商量一下，商量商量
斟酌	jämp jeôg	
斟酒	jämp jãw	倒酒
斟唔掂	jämp m dìm	谈不妥
斟盘	jämp pũn	谈判，商议，谈生意，洽谈做买卖
斟豉油	jämp sì yaw	倒酱油
针线	jämp sîn	
斟水	jämp sõy	倒水
斟泻	jämp sẽ	倒得溢出
针筒	jämp tõnk	注射器，针管
踭	jäng	肘，跟，踵
争	jäng	欠，差，缺
争…钱	jäng cĩn	欠了…的钱
争啲	jäng dï	差点，几乎
争啲唔记得咗	jäng dï m gêy däk jõ	差点忘了
争交	jäng gäu	吵架
争住	jäng jeù	抢着
争住食	jäng jeù sèk	抢着吃
争佢两蚊	jäng kóy leóng mänt	欠他两块钱
争两个人	jäng leóng gô yant	缺两个人
争论	jäng lònt	
争议	jäng yí	
憎	jänk	恨
增兵	jänk bënk	
争辩	jänk bìn	
增补	jänk bõw	
增产	jänk cãn	
增设	jänk cîd	
争夺	jänk deùd	
增大	jänk dài	
增订	jänk dênk	
增订本	jänk dênk bũn	
增多	jänk dö	
僧多粥少	jänk dö jök sĩu	
僧服	jänk fök	
增广	jänk guõng	
增广见闻	jänk guõng gîn mant	
增光	jänk guöng	
增减	jänk gãm	
增加	jänk gä	
增高	jänk göw	
憎恨	jänk hànt	
增长	jänk jeõng	
增长速度	jänk jeõng cök dòw	
增长率	jänk jeõng lòt	
挣扎	jänk jâd	
争执	jänk jäp	
增值	jänk jèk	
增值税	jänk jèk sôy	
僧寺	jänk jì	
增至	jänk jî	
增强	jänk keong	
增量	jänk leòng	
僧侣	jänk lóy	
狰狞	jänk nenk	
僧尼	jänk ney	
睁眼	jänk ngán	
僧袍	jänk pow	
增删	jänk sän	
憎死	jänk sẽy	恨透
僧堂	jänk tong	
僧徒	jänk tow	
增添	jänk tïm	
峥嵘	jänk wenk	
增援	jänk wun	
僧人	jänk yant	
僧院	jänk yeùn	
增音机	jänk yämp gëy	
增压	jänk âd	
憎恶	jänk ôg	
真品	jänt bãnt	
珍品	jänt bãnt	
珍宝	jänt bõw	
珍本	jänt bũn	
真情	jänt cenk	
真情流露	jänt cenk law lòw	
真传	jänt ceun	
真枪实弹	jänt ceöng sàt dàn	
真才实学	jänt coi sàt hòg	
珍藏	jänt cong	
珍藏品	jänt cong bãnt	
珍藏本	jänt cong bũn	
真谛	jänt dây	
真抵	jänt dãy	真便宜
真鲷	jänt dïu	
真刀真枪	jänt döw jänt ceöng	
真分数	jänt fänt sôw	
真火滚	jänt fõ guãnt	真生气，很生气，很恼火
珍贵	jänt guây	
真假	jänt gã	
真金	jänt gämp	
真金不怕火炼	jänt gämp bät pâ fõ lìn	
真系	jänt hày	真的
真系火滚	jänt hày fõ guãnt	真的很生气
真系盏	jänt hày jãn	真好
真系甩须	jänt hày lät söw	真丢脸
真系唔似样	jänt hày m cí yeòng	真不像样
真系衰嘅啫	jänt hày söy gê jë	次透了，糟透了，坏透了
真系有心	jänt hày yáw sämp	您真的很关心我
真空	jänt hönk	
真空泵	jänt hönk bämp	
真空地带	jänt hönk dèy dâi	
真空管	jänt hönk gũn	
珍珠	jänt jeü	
珍珠贝	jänt jeü bûi	
珍珠都冇咁真	jänt jeü döw mów gâmp jänt	真的不能再真，千真万确
真主	jänt jeũ	
真真假假	jänt jänt gã gã	
真真正正	jänt jänt jênk jênk	
真正	jänt jênk	
真挚	jänt jî	
真知	jänt jï	
真知灼见	jänt jï jeôg gîn	
珍重	jänt jònk	
珍禽	jänt kamp	
珍禽异兽	jänt kamp yì sâw	
珍奇	jänt key	
真菌	jänt kuãnt	
真菌类	jänt kuãnt lòy	
真确	jänt kôg	
真跷	jänt kĩu	真巧
真理	jänt léy	
珍闻	jänt mant	
真名	jänt menk	
真名实姓	jänt menk sàt sênk	
真命天子	jänt mènk tïn jĩ	
真面目	jänt mìn mòk	
真冇修	jänt mów säw	真没辙，真没辙儿
真伪	jänt ngày	
真伪莫辨	jänt ngày mòg bìn	
真我	jänt ngó	
真凭实据	jänt pank sàt gôy	
真皮	jänt pey	
真皮组织	jänt pey jõw jëk	
真神	jänt sant	
真诚	jänt senk	
真诚待人	jänt senk dòi yant	
真相	jänt seông	
真相毕露	jänt seông bät lòw	
真相大白	jänt seông dài bàg	
珍赏	jänt seõng	
真实	jänt sàt	
真实感	jänt sàt gãmp	
真实性	jänt sàt sênk	
真心	jänt sämp	
真心真意	jänt sämp jänt yî	
真心实意	jänt sämp sàt yî	
真心话	jänt sämp wã	
珍惜	jänt sëk	
珍视	jänt sì	
真善美	jänt sìn méy	
真丝	jänt sï	
真嗍气	jänt sôg hêy	真费劲，真吃力，真辛苦
真衰	jänt söy	真倒霉！
真话	jänt wã	
珍玩	jänt wũn	
真人	jänt yant	
真人不露相	jänt yant bät lòw seông	
真人不露相，露相非真人	jänt yant bät lòw seông lòw seông fëy jänt yant	
真人真事	jänt yant jänt sì	
真有心	jänt yáw sämp	真谢谢您关心
珍异	jänt yì	
真意	jänt yî	
真爱	jänt ôi	
珍爱	jänt ôi	
执	jäp	捡，拾，收拾
执	jäp	倒闭
执包袱	jäp bäu fòk	打包袱，离开
执茶	jäp ca	抓药，配药，取药，买药
执齐	jäp cay	收拾好，收集好
执齐啲嘢	jäp cay dï yé	把东西收拾好
执齐行李	jäp cay hank léy	收拾好行李
执床	jäp cong	收拾床铺
执筹	jäp cãw	抓阄，抽签
执定	jäp dènk	收拾好
执碟	jäp dìb	收拾碗筷，收拾碗碟
执到	jäp dõw	捡到
汁都捞埋	jäp döw löw mai	有甚么好处就自己全吞了，据为已有
执番条命	jäp fän tiu mèng	侥幸逃生
执行李	jäp hank léy	收拾行李
执吓张床	jäp há jeöng cong	收拾一下床铺
执起	jäp hẽy	捡起
执起嚟	jäp hẽy ley	捡起来
执滞	jäp jày	死板，不灵活
执仔	jäp jãy	接生
执仔婆	jäp jãy põ	接生婆，助产士
执政党	jäp jênk dõng	
执字粒	jäp jì läp	排字
执照	jäp jîu	
执漏	jäp làw	补漏，检漏，修理瓦漏
执笠	jäp läp	倒闭，停业，破产，停止营业
执迷不悟	jäp may bät ǹg	
执屋	jäp ngök	打扫房子
执平嘢	jäp peng yé	买便宜货
执输	jäp seü	占下风，吃亏
执输过人	jäp seü guô yant	比人差，比人差一等
执拾	jäp sàp	收拾
执拾干净	jäp sàp gön jèng	收拾干净
执拾好行李	jäp sàp hõw hank léy	收拾好行李
执手尾	jäp sãw méy	善后，收拾残局
执山草药	jäp sän cõw yeòg	抓草药
执生	jäp säng	看着办，随机应变；补救，弥补缺陷
执私	jäp sï	缉私，没收私货
执尸	jäp sï	收尸，收拾死尸
执死鸡	jäp sẽy gäy	拣到便宜
执死鸡仔	jäp sẽy gäy jãy	拣到便宜
执枱	jäp tõi	收拾桌子
执人口水溦	jäp yant hãw sõy mëy	学舌，拾人牙慧
执赢	jäp yeng	占上风，占便宜
执药	jäp yeòg	抓药，配药，取药，买药
汁液	jäp yèk	
执二摊	jäp yì tän	买旧货，捡人家的剩货，用别人用过的东西，捡人家破烂
枳	jät	随便放
枳	jät	塞，塞进；塞子
质地	jät dẽy	质料
质量	jät leòng	
质量不灭定律	jät leòng bät mìd dènk lòt	
质料	jät lìu	
质问	jät mànt	
质疑	jät yi	
枳入	jät yàp	塞进
嘲讽	jäu fônk	
嘲笑	jäu sîu	
周边	jäw bïn	
周边设备	jäw bïn cîd bèy	
周报	jäw bôw	
周长	jäw ceong	
周详	jäw ceong	
周朝	jäw ciu	
揪出	jäw cöt	
周到	jäw dôw	
周街	jäw gäi	满街
周街系人	jäw gäi hày yant	满街都是人
周街走	jäw gäi jãw	满街跑
周刊	jäw hõn	
周转	jäw jeũn	
洲际	jäw jây	
洲际飞弹	jäw jây fëy dàn	
舟楫	jäw jîb	
周遭	jäw jöw	
周期	jäw key	
周期表	jäw key bĩu	
周期表	jäw key bĩu	
周期律	jäw key lòt	
周期性	jäw key sênk	
周六	jäw lòk	
周率	jäw lòt	
周末	jäw mùd	
周年	jäw nin	
周年纪念	jäw nin gẽy nìm	
周年庆	jäw nin hênk	
周处	jäw seû	到处
周时	jäw si	常，时常，经常，常常，随时
周时无日	jäw si mow yàt	经常，时常，没有一天不
周三	jäw säm	
周身	jäw sänt	
周身	jäw sänt	全身，浑身
周薪	jäw sänt	
周身刀冇张利	jäw sänt döw mów jeöng lèy	什么都会一点但没有专长
周身冇力	jäw sänt mów lèk	浑身软绵绵的，一点力气也没有
周身蚁	jäw sänt ngáy	惹了很多麻烦
周身酸痛	jäw sänt seün tônk	浑身酸疼
周四	jäw sêy	
周岁	jäw sôy	
周围	jäw way	
周围	jäw way	到处，四处，四周
周游	jäw yaw	
周游世界	jäw yaw sây gâi	
周而复始	jäw yi fòk cí	
周日	jäw yàt	
周一	jäw yät	
周休	jäw yäw	
周二	jäw yì	
周五	jäw ńg	
挤	jäy	放
挤逼	jäy bëk	拥挤
齑粉	jäy fãnt	
挤喺	jäy hãy	放在
挤喺台面	jäy hãy tõi mìn	放在桌面
挤住	jäy jeù	放着
挤塞	jäy säk	堵塞
跻身	jäy sänt	
挤拥	jäy yõnk	拥挤
谢绝	jè jeùd	
谢谢	jè jè	
席不暇暖	jèk bät hà neún	
直笔甩	jèk bät lät	笔直的，直挺挺
直播	jèk bô	
值情	jèk cenk	简直
值情唔记得咗	jèk cenk m gêy däk jõ	完全忘了
直肠	jèk ceong	
直肠癌	jèk ceong ngam	
直尺	jèk cêg	
席次	jèk cî	
直达	jèk dàd	
值得	jèk däk	
值得嘅	jèk däk gê	值得的
直笛	jèk dèg	
席地	jèk dèy	
席丰履厚	jèk fönk léy háw	
直呼	jèk fü	
直呼其名	jèk fü key menk	
席卷	jèk geũn	
席卷天下	jèk geũn tïn hà	
席卷一空	jèk geũn yät hönk	
直谏	jèk gân	
席间	jèk gän	
直径	jèk gênk	
直觉	jèk gôg	
直角	jèk gôg	
直角座标	jèk gôg jò bïu	
直角三角形	jèk gôg säm gôg yenk	
借故	jèk gû	
籍贯	jèk gûn	
直行	jèk hang	直走
直航	jèk hong	
直辖	jèk hàt	
直辖市	jèk hàt sí	
直系	jèk hày	
直系亲属	jèk hày cänt sòk	
借口	jèk hãw	
直截了当	jèk jìd líu dông	
直至	jèk jî	
直接	jèk jîb	
夕照	jèk jîu	
值勤	jèk kant	
直流	jèk law	
直流电	jèk law dìn	
直流发电	jèk law fâd dìn	
寂寥	jèk liu	
直来直往	jèk loi jèk wóng	
直立	jèk làb	
直落	jèk lòg	
殖民	jèk mant	
殖民地	jèk mant dèy	
殖民主义	jèk mant jeũ yì	
殖民者	jèk mant jẽ	
植物	jèk màt	
寂寞	jèk mòg	
直脾气	jèk pey hêy	
直选	jèk seũn	
直性子	jèk sênk jĩ	
直升机	jèk sënk gëy	
直视	jèk sì	
直线	jèk sîn	
直销	jèk sïu	
直爽	jèk sõng	
直头	jèk taw	简直，一直，直接
席位	jèk wày	
夕阳	jèk yeong	
夕阳工业	jèk yeong gönk yìb	
夕阳西下	jèk yeong säy hà	
直言	jèk yin	
直言不讳	jèk yin bät wáy	
直译	jèk yèk	
郑重	jèng jònk	
剩	jènk	剩，剩下
剩得	jènk däk	只有，只剩下
剩低	jènk däy	剩下
静电	jènk dìn	
剩翻	jènk fän	剩下
静鸡鸡	jènk gäy gäy	静静地，悄悄地
净系	jènk hày	只是，光，仅仅
静止	jènk jĩ	
静静鸡	jènk jẽnk gäy	偷偷的
静落嚟	jènk lòg ley	安静下来
静谧	jènk màt	
静宓	jènk màt	
净面	jènk mìn	光面，阳春面，素面条
静英英	jènk yënk yënk	静悄悄，静静地
这般	jé bün	
这个	jé gô	
这里	jé lóy	
这么	jé mö	
这厮	jé sï	
这样	jé yeòng	
蔗	jê	甘蔗
借畀	jê bẽy	借给
借钱	jê cĩn	
借啲意	jê dï yĩ	趁机
借读	jê dòk	
借刀杀人	jê döw sâd yant	
借花献佛	jê fä hîn fät	
借火	jê fõ	
借鉴	jê gâm	
借镜	jê gêng	
借债	jê jâi	
蔗汁	jê jäp	甘蔗汁
借借	jê jê	借光，劳鴐，请让一让，请让路
借作	jê jôg	
借力打力	jê lèk dã lèk	顺势而为
借力打力	jê lèk dã lèk	顺势而为
蔗缬	jê lîd	甘蔗节
借问声	jê mànt sëng	请问一下，请问
借问一声	jê mànt yät sëng	请问一下
借歪	jê mẽ	借光，借过一下，请让一让
借歪啲	jê mẽ dï	借光，借过一下，请让一让
借书	jê seü	
借书证	jê seü jênk	
蔗水	jê sõy	甘蔗汤
借题	jê tay	
借题发挥	jê tay fâd fäy	
蔗糖	jê tong	
借贷	jê tâi	
借阅	jê yeùd	
借一借	jê yät jê	借光，借过一下，请让一让
借用	jê yònk	
只抽	jêg cäw	单挑，一个对一个，单打独斗
只抽只	jêg cäw jêg	单打独斗
只眼开只眼闭	jêg ngán höi jêg ngán bây	睁一只眼闭一只眼
只身	jêg sänt	
脊梁	jêk leong	
炙手可热	jêk sãw hõ yìd	
炙热	jêk yìd	
正	jêng	棒
正斗	jêng dãw	正牌，地道，好，美
正斗货	jêng dãw fô	正牌货，地道货
正斗嘢	jêng dãw yé	正牌货，地道货
正牌	jêng pai	正宗的，真正的
正晒	jêng sâi	正好，再好不过，很棒
正嘢	jêng yé	正牌货，好东西
正版	jênk bãn	
政变	jênk bîn	
正本	jênk bũn	
证词	jênk ci	
政策	jênk câg	
正大	jênk dài	
政敌	jênk dèk	
正电	jênk dìn	
正电极	jênk dìn gèk	
正电荷	jênk dìn hò	
正电子	jênk dìn jĩ	
正电流	jênk dìn law	
正道	jênk dòw	
正对面	jênk dôy mìn	
政党政治	jênk dõng jênk jì	
正当	jênk döng	
正点	jênk dĩm	
正犯	jênk fãn	
正反	jênk fãn	
正反两方面	jênk fãn leóng föng mìn	
正反两面	jênk fãn leóng mìn	
正反面	jênk fãn mìn	
证婚	jênk fänt	
证婚人	jênk fänt yant	
正货	jênk fô	正牌货
正方形	jênk föng yenk	
正负	jênk fù	
正负号	jênk fù hòw	
政府	jênk fũ	
政府部门	jênk fũ bòw mun	
政府机关	jênk fũ gëy guän	
政府机构	jênk fũ gëy kâw	
政界	jênk gâi	
政界人士	jênk gâi yant sì	
正教	jênk gâu	
政教	jênk gâu	
政教合一	jênk gâu hàb yät	
正根	jênk gänt	
证交税	jênk gäu sôy	
证交所	jênk gäu sõ	
正极	jênk gèk	
政经	jênk gënk	
正经	jênk gënk	
正经事	jênk gënk sì	
政见	jênk gîn	
证件	jênk gîn	
证据	jênk gôy	
政纲	jênk göng	
证管会	jênk gũn wùi	
证券	jênk heûn	
证券交易税	jênk heûn gäu yèk sôy	
证券交易所	jênk heûn gäu yèk sõ	
证券公司	jênk heûn gönk sï	
证券商	jênk heûn seöng	
证券市场	jênk heûn sí ceong	
正合	jênk hàb	
正合我意	jênk hàb ngó yî	
症候	jênk hàw	
症候群	jênk hàw kuant	
政客	jênk hâg	
正气	jênk hêy	
正气凛然	jênk hêy lámp yin	
政协	jênk hîb	
正好	jênk hõw	
正则	jênk jäk	
正则表达式	jênk jäk bĩu dàd sëk	
正则化	jênk jäk fâ	
正值	jênk jèk	
正正经经	jênk jênk gënk gënk	
正正确确	jênk jênk kôg kôg	
政绩	jênk jëk	
正字	jênk jì	
政治	jênk jì	
政治部	jênk jì bòw	
正字法	jênk jì fâd	
政治犯	jênk jì fãn	
政治界	jênk jì gâi	
政治家	jênk jì gä	
政治经济	jênk jì gënk jây	
政治学	jênk jì hòg	
政治学家	jênk jì hòg gä	
政治权利	jênk jì keun lèy	
证照	jênk jîu	
正在	jênk jòi	
症状	jênk jòng	
正中	jênk jönk	
正中间	jênk jönk gän	
正中下怀	jênk jönk hà wai	
正中央	jênk jönk yeöng	
政权	jênk keun	
正规	jênk kuäy	
正规军	jênk kuäy guänt	
正楷	jênk kãi	
正确	jênk kôg	
正确性	jênk kôg sênk	
正离子	jênk ley jĩ	
政论	jênk lònt	
正文	jênk mant	
证明	jênk menk	
正名	jênk menk	
证明文件	jênk menk mant gìn	
证明书	jênk menk seü	
正门	jênk mun	
证物	jênk màt	
正面	jênk mìn	
政务	jênk mòw	
政务官	jênk mòw gün	
正颜厉色	jênk ngan lày sëk	
正牌	jênk pai	
正派	jênk pâi	
正常	jênk seong	
正常化	jênk seong fâ	
证书	jênk seü	
证实	jênk sàt	
正色	jênk sëk	
正式	jênk sëk	
正视	jênk sì	
正是如此	jênk sì yeu cĩ	
正数	jênk sôw	
正史	jênk sĩ	
政坛	jênk tan	
正题	jênk tay	
正途	jênk tow	
正体	jênk tãy	
正体字	jênk tãy jì	
正统	jênk tõnk	
正话	jênk wà	刚才，刚刚，正在，正，正要
政委	jênk wãy	
政委会	jênk wãy wùi	
正人	jênk yant	
证人	jênk yant	
正人君子	jênk yant guänt jĩ	
证人席	jênk yant jèk	
证言	jênk yin	
正弦	jênk yin	
正弦波	jênk yin bö	
正弦定理	jênk yin dènk léy	
正弦规	jênk yin kuäy	
正弦曲线	jênk yin kök sîn	
正因	jênk yänt	
正一	jênk yät	真正
正义	jênk yì	
正义感	jênk yì gãmp	
证验	jênk yìm	
政要	jênk yîu	
正午	jênk ńg	
正误	jênk ǹg	
正误表	jênk ǹg bĩu	
遮	jë	雨伞
…姐	jë	…姐
遮	jë	挡
啫	jë	而已
遮蔽	jë bây	
遮柄	jë bêng	伞杆儿；伞杆儿的尖端
遮骨	jë guät	伞枝，伞的骨架，伞的金属条
啫喱	jë lẽy	果冻
遮掩	jë yĩm	
jacket	jëg kèg	夹克
渍	jëk	污垢
积	jëk	勾，丁
织	jëk	编，织
积	jëk	疳积，疳积病
即便	jëk bìn	
织布	jëk bôw	
积钱	jëk cin	攒钱
积蓄	jëk cök	
积极	jëk gèk	
积极分子	jëk gèk fànt jĩ	
即管	jëk gũn	尽管
即系	jëk hày	就是
即系话	jëk hày wà	就是说
即刻	jëk häk	马上，立刻
即兴	jëk hênk	
即可	jëk hõ	
迹象	jëk jeòng	
即将	jëk jeöng	
积滞	jëk jày	消化不良
即席	jëk jèk	
织蓆	jëk jèk	编席子
织蟀	jëk jöt	蟋蟀
职权	jëk keun	
织箩	jëk lo	编箩筐
织冷衫	jëk läng säm	打毛衣
积埋啲钱	jëk mai dï cin	把钱攒下来
积木	jëk mòk	
即时	jëk si	
即食面	jëk sèk mìn	方便面，泡面
即使	jëk sĩ	
积少成多	jëk sĩu senk dö	
即位	jëk wày	
鲫鱼	jëk yeu	
职员	jëk yeun	
即日	jëk yàt	
即日起	jëk yàt hẽy	
积阴功	jëk yämp gönk	积德，积福，积阴德
职业	jëk yìb	
即映即有	jëk yẽnk jëk yáw	现拍现看
占	jëm	果酱
精	jëng	机灵，聪明
精	jëng	自私，取巧，狡猾，爱耍小聪明
精出骨	jëng cöt guät	自私，狡猾
精仔	jëng jãy	投机取巧的人，精明能干的人，精于计算的人
精叻	jëng lëg	聪明能干，精明
精埋一便	jëng mai yät bìn	专把聪明用在做坏事或为自己打算上
侦办	jënk bàn	
精品	jënk bãnt	
侦查	jënk ca	
祯祥	jënk ceong	
侦察	jënk câd	
侦察兵	jënk câd bënk	
侦察机	jënk câd gëy	
侦测	jënk cäk	
侦缉	jënk cäp	
贞操	jënk cöw	
征伐	jënk fàt	
蒸发	jënk fâd	
征服	jënk fòk	
蒸气	jënk hêy	
怔住	jënk jeù	
精湛	jënk jâm	
精子	jënk jĩ	
旌旗	jënk key	
征粮	jënk leong	
蒸笼	jënk lonk	
蒸馏水	jënk làw sõy	
侦问	jënk mànt	
征募	jënk mòw	
精辟	jënk pëk	
侦破	jënk pô	
精神	jënk sant	
精神病	jënk sant bèng	
精神分裂	jënk sant fänt lìd	
精神爽利	jënk sant sõng lèy	精神饱满，心情舒畅，精神奕奕
精神为之一振	jënk sant way jï yät jânt	
精神焕发	jënk sant wùn fâd	
精选	jënk seũn	
精选	jënk seũn	
晶石	jënk sèg	
征兆	jënk sìu	
精邃	jënk sòy	
精粹	jënk sòy	
精髓	jënk sóy	
侦讯	jënk sônt	
侦探	jënk tâm	
侦探小说	jënk tâm sĩu seûd	
侦听	jënk tënk	
侦听器	jënk tënk hêy	
侦听台	jënk tënk toi	
侦听员	jënk tënk yeun	
精华	jënk wa	
晶莹	jënk yenk	
正月	jënk yeùd	
正月初三	jënk yeùd cö säm	
正月初一	jënk yeùd cö yät	
正月初二	jënk yeùd cö yì	
字	jì	五分钟
自闭	jì bây	
自闭症	jì bây jênk	
自不量力	jì bät leòng lèk	
自不然	jì bät yin	自然而然
治病	jì bèng	
自备	jì bèy	
自备午餐	jì bèy ńg cän	
自卑	jì bëy	
自卑感	jì bëy gãmp	
自暴自弃	jì bòw jì hêy	
自保	jì bõw	
自惭形秽	jì cam yenk wây	
自寻烦恼	jì camp fan nów	
自寻死路	jì camp sẽy lòw	
自残	jì can	
治邪	jì ce	辟邪，祛邪
字串	jì ceûn	
字词	jì ci	
自从	jì conk	
自称	jì cënk	
自始至终	jì cí jî jönk	
自取其辱	jì cõy key yòk	
自取灭亡	jì cõy mìd mong	
痔疮	jì cöng	
自吹	jì cöy	
自吹自擂	jì cöy jì loy	
自此	jì cĩ	
自大	jì dài	
自打嘴巴	jì dã jõy bä	
自得其乐	jì däk key lòg	
自动	jì dònk	
自动化	jì dònk fâ	
自蹈法网	jì dòw fâd móng	
自导自演	jì dòw jì yĩn	
字典	jì dĩn	
自焚	jì fant	
字符	jì fu	
自发	jì fâd	
自费	jì fây	
自费旅行	jì fây lóy hank	
