开放粤语词典（黄锡凌调符调号版）

© 2013年 kaifangcidian.com
网址：http://www.kaifangcidian.com
本词典以创作共用“署名 3.0”许可协议授权发布（详见 http://creativecommons.org/licenses/by/3.0/）
最后更新于2013年1月22日

［粤语词汇］	［黄锡凌拼音］	［国语解释］
陆续	_lʊk _dzʊk	
绿豆水	_lʊk _dɐu ´sœy	绿豆汤
碌碡	_lʊk _dʊk	
六合彩	_lʊk _hɐp ˌtsɔi	
六月	_lʊk _jyt	
六月份	_lʊk _jyt _fɐn	
六月雪	_lʊk _jyt ¯syt	
六十	_lʊk _sɐp	
渌熟	_lʊk _sʊk	烫熟，泡熟
渌熟晒	_lʊk _sʊk ¯sai	被开水泡熟了
氯化铵	_lʊk ¯fa 'ɔn	
六个字	_lʊk ¯gɔ _dzi	三十分钟
渌个面	_lʊk ¯gɔ _min	泡一个面吃
六角	_lʊk ¯gɔk	
六角形	_lʊk ¯gɔk ˌjɪŋ	
六点	_lʊk ´dim	
六点钟	_lʊk ´dim 'dzʊŋ	
录影机	_lʊk ´jɪŋ 'gei	
录影带	_lʊk ´jɪŋ ´dai	
绿草如茵	_lʊk ´tsou ˌjy 'jɐn	
渌鱼片	_lʊk ˌjy ´pin	涮鱼片
鹿茸	_lʊk ˌjʊŋ	
六年级	_lʊk ˌnin 'kɐp	
六神无主	_lʊk ˌsɐn ˌmou ´dzy	
弄璋	_lʊŋ 'dzœŋ	
弄皱	_lʊŋ ¯dzɐu	
弄错	_lʊŋ ¯tsɔ	
弄瓦	_lʊŋ ˏŋa	
骂人	_ma ˌjɐn	
卖花赞花香	_mai 'fa ¯dzan 'fa 'hœŋ	王婆卖瓜，自卖自夸
卖出	_mai 'tsœt	
卖白粉	_mai _bak ´fɐn	贩卖毒品
卖埠	_mai _fɐu	出口，卖出
卖货员	_mai ¯fɔ ˌjyn	售货员
卖告白	_mai ¯gou _bak	登广告
卖晒	_mai ¯sai	卖光
卖口乖	_mai ´hɐu 'gwai	耍嘴皮，说得好听，说好听的话
卖咸鸭蛋	_mai ˌham ¯ŋap _dan	去世，过世
万般	_man 'ban	
万般皆下品，唯有读书高	_man 'ban 'gai _ha ´bɐn ˌwɐi ˏjɐu _dʊk 'sy 'gou	
万不得已	_man 'bɐt 'dɐk ˏji	
万端	_man 'dyn	
万花筒	_man 'fa ´tʊŋ	
万夫不当	_man 'fu 'bɐt 'dɔŋ	
万夫莫敌	_man 'fu _mɔk _dik	
万分	_man 'fɐn	
万分感激	_man 'fɐn ´gɐm 'gik	
万家灯火	_man 'ga 'dɐŋ ´fɔ	
万家生佛	_man 'ga 'sɐŋ _fɐt	
万钧	_man 'gwɐn	
万钧之力	_man 'gwɐn 'dzi _lik	
万一	_man 'jɐt	
慢慢食	_man 'man _sik	请慢慢吃
慢慢行	_man 'man ˌhaŋ	慢走，请慢走，走好
万千	_man 'tsin	
慢车	_man 'tsɛ	
慢车道	_man 'tsɛ _dou	
慢速	_man 'tsʊk	
慢速度	_man 'tsʊk _dou	
慢吞吞	_man 'tɐn 'tɐn	
万字夹	_man _dzi ´gap	回纹针，回文针，曲别针
慢住	_man _dzy	且慢，慢着
万丈	_man _dzœŋ	
万丈高楼平地起	_man _dzœŋ 'gou ˌlɐu ˌpɪŋ _dei ´hei	
万丈光芒	_man _dzœŋ 'gwɔŋ ˌmɔŋ	
万象更新	_man _dzœŋ 'gɐŋ 'sɐn	
万丈深渊	_man _dzœŋ 'sɐm 'jyn	
慢动作	_man _dʊŋ ¯dzɔk	
万用	_man _jʊŋ	
万用电表	_man _jʊŋ _din ´biu	
万用手册	_man _jʊŋ ´sɐu ¯tsak	
万籁	_man _lai	
万籁俱寂	_man _lai 'kœy 'dzik	
万历	_man _lik	
万绿丛中一点红	_man _lʊk ˌtsʊŋ 'dzʊŋ 'jɐt ´dim ˌhʊŋ	
谩骂	_man _ma	
万万	_man _man	
万万不可	_man _man 'bɐt ´hɔ	
慢慢吞吞	_man _man 'tɐn 'tɐn	
万物	_man _mɐt	
万物之灵	_man _mɐt 'dzi ˌlɪŋ	
万念俱灰	_man _nim 'kœy 'fui	
万事	_man _si	
万事通	_man _si 'tʊŋ	
万事大吉	_man _si _dai 'gɐt	
万事起头难	_man _si ´hei ˌtɐu ˌnan	
万寿果	_man _sɐu ´gwɔ	
万寿无疆	_man _sɐu ˌmou 'gœŋ	
万变不离其宗	_man ¯bin 'bɐt ˌlei ˌkei 'dzʊŋ	
慢半拍	_man ¯bun ¯pak	
万箭穿身	_man ¯dzin 'tsyn 'sɐm	
万众	_man ¯dzʊŋ	
万众瞩目	_man ¯dzʊŋ 'dzʊk _mʊk	
万众欢腾	_man ¯dzʊŋ 'fun ˌtɐŋ	
万众一心	_man ¯dzʊŋ 'jɐt 'sɐm	
万劫不复	_man ¯gip 'bɐt _fʊk	
万贯	_man ¯gun	
万贯家财	_man ¯gun 'ga ˌtsɔi	
万国	_man ¯gwɔk	
万国公法	_man ¯gwɔk 'gʊŋ ¯fat	
慢镜头	_man ¯gɛŋ ˌtɐu	
万岁	_man ¯sœy	
万世	_man ¯sɐi	
万世师表	_man ¯sɐi 'si ´biu	
慢性	_man ¯sɪŋ	
慢性病	_man ¯sɪŋ _bɪŋ	
万圣节	_man ¯sɪŋ ¯dzit	
万恶	_man ¯ɔk	
万恶之首	_man ¯ɔk 'dzi ´sɐu	
万恶淫为首	_man ¯ɔk ˌjɐm ˌwɐi ´sɐu	
万紫千红	_man ´dzi 'tsin ˌhʊŋ	
慢走	_man ´dzɐu	
万几蚊	_man ´gei 'mɐn	一万多块
万古	_man ´gu	
万古长青	_man ´gu 'tsɪŋ	
万古流芳	_man ´gu ˌlɐu 'fɔŋ	
万顷碧波	_man ´kɪŋ 'bik 'bɔ	
慢跑	_man ´pau	
万死	_man ´sei	
万死不辞	_man ´sei 'bɐt ˌtsi	
万死一生	_man ´sei 'jɐt 'sɐŋ	
慢手慢脚	_man ´sɐu _man ¯gœk	
漫画	_man ´wa	
蔓延	_man ˌjin	
鳗鱼	_man ˌjy	
万人空巷	_man ˌjɐn 'hʊŋ _hɔŋ	
漫游	_man ˌjɐu	
万灵丹	_man ˌlɪŋ 'dan	
万灵药	_man ˌlɪŋ _jœk	
万无一失	_man ˌmou 'jɐt 'sɐt	
漫无目的	_man ˌmou _mʊk 'dik	
万年	_man ˌnin	
万年青	_man ˌnin 'tsɪŋ	
万年历	_man ˌnin _lik	
万能	_man ˌnɐŋ	
万全	_man ˌtsyn	
万全之计	_man ˌtsyn 'dzi ¯gɐi	
万全之策	_man ˌtsyn 'dzi ¯tsak	
万有	_man ˏjɐu	
万有引力	_man ˏjɐu ˏjɐn _lik	
万有引力定律	_man ˏjɐu ˏjɐn _lik _dɪŋ _lœt	
万里长征	_man ˏlei ˌtsœŋ 'dzɪŋ	
万里长城	_man ˏlei ˌtsœŋ ˌsɪŋ	
万马奔腾	_man ˏma 'bɐn ˌtɐŋ	
貌美	_mau ˏmei	
貌似	_mau ˏtsi	
孟母三迁	_maŋ ˏmou 'sam 'tsin	
未	_mei	没，没有，还没，还不
味	_mei	味道
昧	_mei	潜在水下
未必	_mei 'bit	不见得，未必
未卜先知	_mei 'bʊk 'sin 'dzi	
未知死	_mei 'dzi ´sei	不懂得利害
味精	_mei 'dzɪŋ	
未得	_mei 'dɐk	还不行，还没成
未得住	_mei 'dɐk _dzy	还不行，还没成
未得切	_mei 'dɐk ¯tsit	来不及
未婚	_mei 'fɐn	
未婚夫	_mei 'fɐn 'fu	
未婚妻	_mei 'fɐn 'tsɐi	
未生埋脑笋	_mei 'saŋ ˌmai ˏnou ´sœn	幼稚，不懂事，少不更事，没脑筋
未识死	_mei 'sik ´sei	不懂得利害关系
未掂	_mei _dim	还没做好，还没办妥
味道	_mei _dou	
魅力	_mei _lik	
昧落水	_mei _lɔk ´sœy	潜在水底下
未遂	_mei _sœy	
魅惑	_mei _wak	
未瞓醒	_mei ¯fɐn ´sɛŋ	没睡醒，还没有睡醒
未见到	_mei ¯gin ´dou	没看到，没看见，没见着，没见到
未够	_mei ¯gɐu	不够
未够班	_mei ¯gɐu 'ban	不够资格，资历浅，水平一般
未够班	_mei ¯gɐu 'ban	水平低下
味觉	_mei ¯gɔk	
未可厚非	_mei ´hɔ ˏhɐu 'fei	
昧水	_mei ´sœy	潜水，潜泳
未完	_mei ˌjyn	没有完成
未完	_mei ˌjyn	
未完待续	_mei ˌjyn _dɔi _dzʊk	
未来	_mei ˌlɔi	
未来式	_mei ˌlɔi 'sik	
未尝	_mei ˌsœŋ	
未曾	_mei ˌtsɐŋ	还没有
味同嚼蜡	_mei ˌtʊŋ ¯dzœk _lap	
未雨绸缪	_mei ˏjy ˌtsɐu ˌmɐu	
未有	_mei ˏjɐu	没有
未有耐	_mei ˏjɐu 'nɔi	还早着呢，还有一段时间，还有好长时间才，差得远，早着呢
味蕾	_mei ˏlœy	
未免	_mei ˏmin	
觅食	_mik _sik	
幂数	_mik ¯sou	
面	_min	脸
面包	_min 'bau	
面包刀	_min 'bau 'dou	
面包树	_min 'bau _sy	
面包店	_min 'bau ¯dim	
面包屑	_min 'bau ¯sit	
面壁	_min 'bik	
面壁思过	_min 'bik 'si ¯gwɔ	
面不改色	_min 'bɐt ´gɔi 'sik	
面积	_min 'dzik	
面珠	_min 'dzy	脸蛋
面珠墩	_min 'dzy 'dɐn	脸蛋，脸颊
面交	_min 'gau	
面巾	_min 'gɐn	
面筋	_min 'gɐn	
面洽	_min 'hɐp	
面凹	_min 'nɐp	酒窝
面纱	_min 'sa	
面色一沉	_min 'sik 'jɐt ˌtsɐm	
面色苍白	_min 'sik 'tsɔŋ _bak	
面商	_min 'sœŋ	
面生	_min 'sɐŋ	
面斥	_min 'tsik	
面青	_min 'tsɛŋ	脸色发青，面色青白，脸色苍白，脸色发白，脸有菜色
面青青	_min 'tsɛŋ 'tsɛŋ	脸色发青，面色青白，脸色苍白，脸色发白，脸有菜色
面部	_min _bou	
面值	_min _dzik	
面具	_min _gœy	
面貌	_min _mau	
面貌一新	_min _mau 'jɐt 'sɐn	
面面观	_min _min 'gun	
面面俱到	_min _min 'kœy ¯dou	
面面相觑	_min _min 'sœŋ ¯tsœy	
面目	_min _mʊk	
面目一新	_min _mʊk 'jɐt 'sɐn	
面目可憎	_min _mʊk ´hɔ 'dzɐŋ	
面目全非	_min _mʊk ˌtsyn 'fei	
面食	_min _sik	
面善	_min _sin	面熟，熟悉
面善心恶	_min _sin 'sɐm ¯ɔk	
面上无光	_min _sœŋ ˌmou 'gwɔŋ	
面授	_min _sɐu	
面授机宜	_min _sɐu 'gei ˌji	
面额	_min _ŋak	
面晤	_min _ŋ̩	
面带笑容	_min ¯dai ¯siu ˌjʊŋ	
面带微笑	_min ¯dai ˌmei ¯siu	
面罩	_min ¯dzau	
面对	_min ¯dœy	
面对现实	_min ¯dœy _jin _sɐt	
面对面	_min ¯dœy _min	
面颊	_min ¯gap	
面告	_min ¯gou	
面向	_min ¯hœŋ	
面试	_min ¯si	
面试	_min ¯si	面谈
面线	_min ¯sin	
面恶心善	_min ¯ɔk 'sɐm _sin	
面纸	_min ´dzi	
面粉	_min ´fɐn	
面口	_min ´hɐu	脸孔，脸
面口差	_min ´hɐu 'tsa	气色不好，脸色很差
面口熟	_min ´hɐu _sʊk	面熟
面孔	_min ´hʊŋ	
面懵心精	_min ´mʊŋ 'sɐm 'dzɛŋ	装傻，似傻非傻
面盆	_min ´pun	脸盆，洗脸盆
面豉	_min ´si	豆瓣酱，黄酱
面厂	_min ´tsɔŋ	
面红	_min ˌhʊŋ	
面红	_min ˌhʊŋ	脸红
面红面绿	_min ˌhʊŋ _min _lʊk	面红耳赤
面红耳热	_min ˌhʊŋ ˏji _jit	
面红耳赤	_min ˌhʊŋ ˏji ¯tsɛk	
面如土色	_min ˌjy ´tou 'sik	
面容	_min ˌjʊŋ	
面临	_min ˌlɐm	
面无血色	_min ˌmou ¯hyt 'sik	
面无人色	_min ˌmou ˌjɐn 'sik	
面皮	_min ˌpei	脸皮
面皮	_min ˌpei	
面皮厚	_min ˌpei ˏhɐu	脸皮厚，厚脸皮
面庞	_min ˌpɔŋ	
面谈	_min ˌtam	
面条	_min ˌtiu	
面前	_min ˌtsin	
面朝	_min ˌtsiu	
面呈	_min ˌtsɪŋ	
面糊	_min ˌwu	
面黄	_min ˌwɔŋ	
面有菜色	_min ˏjɐu ¯tsɔi 'sik	
面有喜色	_min ˏjɐu ´hei 'sik	
面有难色	_min ˏjɐu ˌnan 'sik	
灭绝	_mit _dzyt	
蔑视	_mit _si	
灭火喉	_mit ´fɔ ˌhɐu	消防水龙，消防水带，消防水管
妙笔生花	_miu 'bɐt 'sɐŋ 'fa	
妙不可言	_miu 'bɐt ´hɔ ˌjin	
妙哉	_miu 'dzɔi	
庙祝公	_miu 'dzʊk 'gʊŋ	庙祝
妙方	_miu 'fɔŋ	
妙极	_miu _gik	
妙药	_miu _jœk	
妙用	_miu _jʊŋ	
妙论	_miu _lœn	
妙句	_miu ¯gœy	
妙计	_miu ¯gɐi	
妙诀	_miu ¯kyt	
妙策	_miu ¯tsak	
妙处	_miu ¯tsy	
妙趣	_miu ¯tsœy	
妙趣横生	_miu ¯tsœy ˌwaŋ 'sɐŋ	
妙境	_miu ´gɪŋ	
妙想天开	_miu ´sœŋ 'tin 'hɔi	异想天开
妙手回春	_miu ´sɐu ˌwui 'tsœn	
妙言	_miu ˌjin	
妙言妙语	_miu ˌjin _miu ˏjy	
妙人	_miu ˌjɐn	
妙人妙事	_miu ˌjɐn _miu _si	
妙龄	_miu ˌlɪŋ	
妙龄少女	_miu ˌlɪŋ ¯siu ˏnœy	
妙龄女子	_miu ˌlɪŋ ˏnœy ´dzi	
妙龄女郎	_miu ˌlɪŋ ˏnœy ˌlɔŋ	
妙语	_miu ˏjy	
庙宇	_miu ˏjy	
妙语双关	_miu ˏjy 'sœŋ 'gwan	
妙语解颐	_miu ˏjy ´gai ˌji	
妙语如珠	_miu ˏjy ˌjy 'dzy	
雾	_mou	雾气
墓碑	_mou 'bei	
务必	_mou 'bit	
募兵	_mou 'bɪŋ	
募兵制	_mou 'bɪŋ ¯dzɐi	
募捐	_mou 'gyn	
冒烟	_mou 'jin	
帽缨	_mou 'jɪŋ	
暮色	_mou 'sik	
务须	_mou 'sœy	
冒天下之大不韪	_mou 'tin _ha 'dzi _dai 'bɐt ˏwɐi	
耄耋之年	_mou _dit 'dzi ˌnin	
募集	_mou _dzap	
务实	_mou _sɐt	
雾气	_mou ¯hei	
募款	_mou ´fun	
冒险	_mou ´him	
冒险家	_mou ´him 'ga	
务使	_mou ´si	
雾水	_mou ´sœy	露水
务求	_mou ˌkɐu	
务农	_mou ˌnʊŋ	
冒泡	_mou ˏpou	
昧良心	_mui ˌlœŋ 'sɐm	
闷到死	_mun ¯dou ´sei	无聊死了，沉闷得要命
末梢	_mut 'sau	
末日	_mut _jɐt	
末日审判	_mut _jɐt ´sɐm ¯pun	
茉莉茶	_mut _lei ˌtsa	
靺鞨	_mut ¯hɔt	
没辙	_mut ¯tsit	
末期	_mut ˌkei	
咪就系	_mɐi _dzɐu _hɐi	不就是
咪系	_mɐi _hɐi	不就是
墨	_mɐk	墨汁
墨笔	_mɐk 'bɐt	
墨迹	_mɐk 'dzik	
墨汁	_mɐk 'dzɐp	
墨黑	_mɐk 'hɐk	
麦糠	_mɐk 'hɔŋ	
陌生	_mɐk 'sɐŋ	
陌生人	_mɐk 'sɐŋ ˌjɐn	
蓦地	_mɐk _dei	
墨绿	_mɐk _lʊk	
墨绿色	_mɐk _lʊk 'sik	
默念	_mɐk _nim	
墨晕	_mɐk _wɐn	
默契	_mɐk ¯kɐi	
墨砚	_mɐk ´jin	砚台
墨水	_mɐk ´sœy	
墨水笔	_mɐk ´sœy 'bɐt	钢笔
墨守	_mɐk ´sɐu	
墨守成规	_mɐk ´sɐu ˌsɪŋ 'kwɐi	
墨画	_mɐk ´wa	
蓦然	_mɐk ˌjin	
墨鱼	_mɐk ˌjy	乌贼
墨鱼	_mɐk ˌjy	
问候	_mɐn _hɐu	
紊乱	_mɐn _lyn	
问吊	_mɐn ¯diu	被绞决，被处绞刑
问卷	_mɐn ´gyn	
问起	_mɐn ´hei	问倒
问题	_mɐn ˌtɐi	
袜	_mɐt	袜子
物资	_mɐt 'dzi	
密斟	_mɐt 'dzɐm	密谈
物质	_mɐt 'dzɐt	
物质不灭定律	_mɐt 'dzɐt 'bɐt _mit _dɪŋ _lœt	
密质质	_mɐt 'dzɐt 'dzɐt	密密麻麻
物质需要	_mɐt 'dzɐt 'sœy ¯jiu	
物质生活	_mɐt 'dzɐt 'sɐŋ _wut	
物质奖励	_mɐt 'dzɐt ´dzœŋ _lɐi	
物质享受	_mɐt 'dzɐt ´hœŋ _sɐu	
物质文明	_mɐt 'dzɐt ˌmɐn ˌmɪŋ	
物质财富	_mɐt 'dzɐt ˌtsɔi ¯fu	
密封	_mɐt 'fʊŋ	
蜜蜂	_mɐt 'fʊŋ	
物归原主	_mɐt 'gwɐi ˌjyn ´dzy	
密丝	_mɐt 'si	小姐
物色	_mɐt 'sik	
物色人才	_mɐt 'sik ˌjɐn ˌtsɔi	
物超所值	_mɐt 'tsiu ´sɔ _dzik	
密集	_mɐt _dzap	
物尽其用	_mɐt _dzœn ˌkei _jʊŋ	
嘧啶	_mɐt _dɪŋ	
物极必反	_mɐt _gik 'bit ´fan	
物件	_mɐt _gin	
物竞天择	_mɐt _gɪŋ 'tin _dzak	
蜜月	_mɐt _jyt	
物欲	_mɐt _jʊk	
蜜蜡	_mɐt _lap	蜂蜡，黄蜡
物力维艰	_mɐt _lik ˌwɐi 'gan	
物事	_mɐt _si	
密实	_mɐt _sɐt	严实，嘴严，沉默寡言
物换星移	_mɐt _wun 'sɪŋ ˌji	
蜜饯	_mɐt ¯dzin	
物证	_mɐt ¯dzɪŋ	
物价	_mɐt ¯ga	
物价指数	_mɐt ¯ga ´dzi ¯sou	
蜜供	_mɐt ¯gʊŋ	
密使	_mɐt ¯si	
物态	_mɐt ¯tai	
物品	_mɐt ´bɐn	
物主	_mɐt ´dzy	
物种	_mɐt ´dzʊŋ	
物产	_mɐt ´tsan	
物体	_mɐt ´tɐi	
物流	_mɐt ˌlɐu	
蜜糖	_mɐt ˌtɔŋ	蜂蜜
物以稀为贵	_mɐt ˏji 'hei ˌwɐi ¯gwɐi	
物以类聚	_mɐt ˏji _lœy _dzœy	
物有所值	_mɐt ˏjɐu ´sɔ _dzik	
物理	_mɐt ˏlei	
物理系	_mɐt ˏlei _hɐi	
物理学	_mɐt ˏlei _hɔk	
物理学家	_mɐt ˏlei _hɔk 'ga	
物理现象	_mɐt ˏlei _jin _dzœŋ	
物理变化	_mɐt ˏlei ¯bin ¯fa	
密码	_mɐt ˏma	
物美价廉	_mɐt ˏmei ¯ga ˌlim	
物我两忘	_mɐt ˏŋɔ ˏlœŋ ˌmɔŋ	
茂	_mɐu	荒谬
贸易	_mɐu _jik	
谬论	_mɐu _lœn	
茂盛	_mɐu _sɪŋ	
茂尼	_mɐu ´nei	呆子，傻子，蠢货，白痴
莫非	_mɔk 'fei	
莫须有	_mɔk 'sœy ˏjɐu	
莫测	_mɔk 'tsɐk	
莫大	_mɔk _dai	
幕后	_mɔk _hɐu	
莫管闲事	_mɔk ´gun ˌhan _si	
幕僚	_mɔk ˌliu	
莫名	_mɔk ˌmɪŋ	
望	_mɔŋ	看，瞪着看，瞥，瞥看
望一眼	_mɔŋ 'jɐt ˏŋan	瞥一眼
望住	_mɔŋ _dzy	盯着看，瞪着看
望子成龙	_mɔŋ ´dzi ˌsɪŋ ˌlʊŋ	
望远镜	_mɔŋ ˏjyn ¯gɛŋ	
望佢一眼	_mɔŋ ˏkœy 'jɐt ˏŋan	瞥他一眼
命大	_mɛŋ _dai	
命运	_mɛŋ _wɐn	
命水	_mɛŋ ´sœy	命运
命水唔好	_mɛŋ ´sœy ˌm̩ ´hou	命不好
命中注定	_mɪŋ 'dzʊŋ ¯dzy _dɪŋ	
命根	_mɪŋ 'gɐn	
明辨	_mɪŋ _bin	
明辨是非	_mɪŋ _bin _si 'fei	
命薄	_mɪŋ _bɔk	
命令	_mɪŋ _lɪŋ	
命令句	_mɪŋ _lɪŋ ¯gœy	
命脉	_mɪŋ _mɐk	
命中	_mɪŋ ¯dzʊŋ	
命中率	_mɪŋ ¯dzʊŋ _lœt	
命案	_mɪŋ ¯ɔn	
命苦	_mɪŋ ´fu	
命名	_mɪŋ ˌmɪŋ	
命题	_mɪŋ ˌtɐi	
木	_mʊk	木头
木	_mʊk	呆头呆脑，木讷
目标	_mʊk 'biu	
木方	_mʊk 'fɔŋ	木板
目击	_mʊk 'gik	
目击者	_mʊk 'gik ´dzɛ	
牧歌	_mʊk 'gɔ	
木刻	_mʊk 'hɐk	
木刻术	_mʊk 'hɐk _sœt	
木糠	_mʊk 'hɔŋ	锯末
目空一切	_mʊk 'hʊŋ 'jɐt ¯tsɐi	
牧师	_mʊk 'si	
穆斯林	_mʊk 'si ˌlɐm	
木虱	_mʊk 'sɐt	臭虫
木星	_mʊk 'sɪŋ	
苜蓿	_mʊk 'sʊk	
木匠	_mʊk _dzœŋ	
目瞪口呆	_mʊk _dɐŋ ´hɐu ˌŋɔi	
牧笛	_mʊk _dɛk	
木独	_mʊk _dʊk	愣，迟钝
木筏	_mʊk _fɐt	
木嚿	_mʊk _gɐu	木块
沐浴	_mʊk _jʊk	
木屐	_mʊk _kɛk	
目录	_mʊk _lʊk	
木呐	_mʊk _nap	
木讷	_mʊk _nœt	
木坏山颓	_mʊk _wai 'san ˌtœy	
木剑	_mʊk ¯gim	
木器	_mʊk ¯hei	
木屑	_mʊk ¯sit	
木碎	_mʊk ¯sœy	锯末
木炭	_mʊk ¯tan	
木板	_mʊk ´ban	
目睹	_mʊk ´dou	
木嘴	_mʊk ´dzœy	呆子，傻子，白痴
木口木面	_mʊk ´hɐu _mʊk _min	呆呆的，表情呆滞
木俑	_mʊk ´jʊŋ	
仫佬族	_mʊk ´lou _dzʊk	
牧草	_mʊk ´tsou	
牧草地	_mʊk ´tsou _dei	
木枱	_mʊk ´tɔi	木桌，木头桌子
木桶	_mʊk ´tʊŋ	
木鱼	_mʊk ˌjy	
牧羊	_mʊk ˌjœŋ	
牧羊犬	_mʊk ˌjœŋ ´hyn	
牧羊人	_mʊk ˌjœŋ ˌjɐn	
牧人	_mʊk ˌjɐn	
木人	_mʊk ˌjɐn	
木人石心	_mʊk ˌjɐn _sɛk 'sɐm	
牧郎	_mʊk ˌlɔŋ	
牧民	_mʊk ˌmɐn	
目前	_mʊk ˌtsin	
目前为止	_mʊk ˌtsin ˌwɐi ´dzi	
木槌	_mʊk ˌtsœy	
牧场	_mʊk ˌtsœŋ	
木材	_mʊk ˌtsɔi	
木材业	_mʊk ˌtsɔi _jip	
木头	_mʊk ˌtɐu	
牧童	_mʊk ˌtʊŋ	
牧牛	_mʊk ˌŋɐu	
牧牛区	_mʊk ˌŋɐu 'kœy	
牧牛业	_mʊk ˌŋɐu _jip	
木已成舟	_mʊk ˏji ˌsɪŋ 'dzɐu	
牧马	_mʊk ˏma	
木马	_mʊk ˏma	
牧马中原	_mʊk ˏma 'dzʊŋ ˌjyn	
木乃伊	_mʊk ˏnai 'ji	
木偶	_mʊk ˏŋɐu	
木偶戏	_mʊk ˏŋɐu ¯hei	
梦中	_mʊŋ 'dzʊŋ	
梦中人	_mʊŋ 'dzʊŋ ˌjɐn	
梦乡	_mʊŋ 'hœŋ	
梦寐以求	_mʊŋ _mei ˏji ˌkɐu	
梦幻	_mʊŋ _wan	
梦幻	_mʊŋ _wan	
梦呓	_mʊŋ _ŋɐi	
梦见	_mʊŋ ¯gin	
梦到	_mʊŋ ´dou	
梦境	_mʊŋ ´gɪŋ	
梦魇	_mʊŋ ´jim	
梦想	_mʊŋ ´sœŋ	
梦醒	_mʊŋ ´sɛŋ	
梦话	_mʊŋ ´wa	
梦游	_mʊŋ ˌjɐu	
梦游症	_mʊŋ ˌjɐu ¯dzɪŋ	
梦遗	_mʊŋ ˌwɐi	
梦语	_mʊŋ ˏjy	
难兄难弟	_nan 'hɪŋ _nan _dɐi	
难民	_nan ˌmɐn	
难民收容所	_nan ˌmɐn 'sɐu ˌjʊŋ ´sɔ	
难民营	_nan ˌmɐn ˌjɪŋ	
难友	_nan ˏjɐu	
纳闷	_nap _mun	
呐喊	_nap ¯ham	
纳税	_nap ¯sœy	
闹	_nau	骂
闹钟	_nau 'dzʊŋ	
闹钟	_nau 'dzʊŋ	
闹中取静	_nau 'dzʊŋ ´tsœy _dzɪŋ	
闹翻	_nau 'fan	
闹翻天	_nau 'fan 'tin	
闹交	_nau 'gau	吵架
闹区	_nau 'kœy	
闹大	_nau _dai	
闹洞房	_nau _dʊŋ ˌfɔŋ	
闹热	_nau _jit	热闹
闹剧	_nau _kɛk	
闹事	_nau _si	
闹别扭	_nau ¯bit ´nɐu	
闹革命	_nau ¯gak _mɪŋ	
闹意见	_nau ¯ji ¯gin	
闹意气	_nau ¯ji ¯hei	
闹鬼	_nau ´gwɐi	
闹房	_nau ˌfɔŋ	
闹人	_nau ˌjɐn	骂人
闹脾气	_nau ˌpei ¯hei	
闹场	_nau ˌtsœŋ	
闹市	_nau ˏsi	
腻胃	_nei _wɐi	
念经	_nim 'gɪŋ	
念书	_nim 'sy	
念佛	_nim _fɐt	
念咒	_nim ¯dzɐu	
念口黄	_nim ´hɐu ´wɔŋ	光背
念头	_nim ˌtɐu	
颞骨	_nip 'gwɐt	
捏造	_nip _dzou	
颞叶	_nip _jip	
蹑手蹑脚	_nip ´sɐu _nip ¯gœk	
涅盘	_nip ˌpun	
涅槃	_nip ˌpun	
尿脬	_niu 'pau	
尿片	_niu ´pin	尿布
怒斥	_nou 'tsik	
怒骂	_nou _ma	
怒目	_nou _mʊk	
怒目而视	_nou _mʊk ˌji _si	
怒发冲冠	_nou ¯fat 'tsʊŋ 'gun	
怒气	_nou ¯hei	
怒气冲天	_nou ¯hei 'tsʊŋ 'tin	
怒气冲冲	_nou ¯hei 'tsʊŋ 'tsʊŋ	
怒火	_nou ´fɔ	
怒火中烧	_nou ´fɔ 'dzʊŋ 'siu	
怒火万丈	_nou ´fɔ _man _dzœŋ	
嫩	_nyn	年轻
淰	_nɐm	熟，睡熟，吸透
耨	_nɐu	腻，油腻，发腻
耨喉	_nɐu ˌhɐu	腻，腻人
耨市	_nɐu ˏsi	滞销
懦夫	_nɔ 'fu	
懦弱	_nɔ _jœk	
懦怯	_nɔ ¯hip	
糯米	_nɔ ˏmɐi	江米，糯米
糯米糍	_nɔ ˏmɐi ˌtsi	江米团子，糯米团子，糯米糍粑
耐	_nɔi	久
耐不耐	_nɔi 'bɐt _nɔi	时不时，隔一段时间
耐中	_nɔi 'dzʊŋ	偶尔，不经常，隔一段时间
内科	_nɔi 'fɔ	
耐心	_nɔi 'sɐm	
内部	_nɔi _bou	
内地	_nɔi _dei	
内脏	_nɔi _dzɔŋ	
外号	_nɔi _hou	
耐力	_nɔi _lik	
内乱	_nɔi _lyn	
内乱外患	_nɔi _lyn _ŋɔi _wan	
内陆	_nɔi _lʊk	
内幕	_nɔi _mɔk	
耐耐	_nɔi _nɔi	偶尔，不经常，隔一段时间
内变	_nɔi ¯bin	
内政部	_nɔi ¯dzɪŋ _bou	
内顾之忧	_nɔi ¯gu 'dzi 'jɐu	
内阁	_nɔi ¯gɔk	
内向	_nɔi ¯hœŋ	
内鬼	_nɔi ´gwɐi	内奸
内讧	_nɔi ˌhʊŋ	
耐人寻味	_nɔi ˌjɐn ˌtsɐm _mei	
内容	_nɔi ˌjʊŋ	
