開放粵語詞典（耶魯拼音數字調號版）

© 2013年 kaifangcidian.com
網址：http://www.kaifangcidian.com
本詞典以創作共用“署名 3.0”許可協議授權發佈（詳見 http://creativecommons.org/licenses/by/3.0/）
最後更新於2013年1月22日

［粵語詞彙］	［耶魯拼音］	［國語解釋］
唔識轉彎	m4 sik7 jyun2 waan1	不靈活，不會拐彎
唔識路	m4 sik7 lou6	不認識路
唔識死	m4 sik7 sei2	不知天高地厚，不知道利害，不懂得事情危急
唔識衰	m4 sik7 seui1	不知好歹
唔識睇	m4 sik7 tai2	看不懂
唔識聽	m4 sik7 teng1	聽不懂
唔食雜	m4 sik9 jaap9	不吃葷
唔食力	m4 sik9 lik9	吃不住勁
唔少	m4 siu2	不少
唔少得	m4 siu2 dak7	少不了，少不得
唔小心	m4 siu2 sam1	不小心
唔舒服	m4 syu1 fuk9	不舒服
唔通	m4 tung1	難道，莫非
唔通氣	m4 tung1 hei3	不知趣，不識趣
唔通…咩	m4 tung1 me1	難道…嗎
唔同	m4 tung4	不同，不一樣
唔同意	m4 tung4 yi3	不同意
唔話得	m4 wa6 dak7	沒什麼說的，無可挑剔，難得，沒說的
唔為得過	m4 wai4 dak7 gwo3	划不來
唔會	m4 wui5	不會
唔會嘅	m4 wui5 ge3	不會的
唔會啩	m4 wui5 gwa3	不會吧
唔一定	m4 yat7 ding6	不一定
唔憂	m4 yau1	不愁
唔憂食，唔憂著	m4 yau1 sik9 m4 yau1 jeuk8	不愁吃，不愁穿
唔易做	m4 yi6 jou6	不好辦
唔應該	m4 ying1 goi1	不應該
唔認得	m4 ying6 dak7	認不得
唔認數	m4 ying6 sou3	不認帳
唔要	m4 yiu3	不要
唔要得	m4 yiu3 dak7	要不得
唔喐得	m4 yuk7 dak7	動不了，不能動
唔容易	m4 yung4 yi6	不容易
孖	ma1	雙
孖辮	ma1 bin1	辮子，雙辮
嗎啡	ma1 fe1	
孖仔	ma1 jai2	孿生子，孿生兄弟
孖展	ma1 jin2	商人
媽媽	ma1 ma1	
媽媽聲	ma1 ma1 seng1	罵娘，罵街，說粗話，罵起來
媽咪	ma1 mi3	媽媽
孖女	ma1 neui2	孿生姐妹，雙胞胎姐妹
孖鋪	ma1 pou1	兩人同睡一床
孖生	ma1 saang1	孿生，雙生
媽姐	ma2 je2	女傭人
嬤	ma4	奶奶，祖母
麻煩	ma4 faan4	
麻煩晒	ma4 faan4 saai3	真是太麻煩您了
麻風	ma4 fung1	
麻鬼煩	ma4 gwai2 faan4	很麻煩，麻煩著呢，真他媽的麻煩
麻疹	ma4 jan2	
麻雀	ma4 jeuk8	
麻雀	ma4 jeuk8	麻將
麻甩	ma4 lat7	麻雀
麻甩仔	ma4 lat7 jai2	小色鬼
麻甩佬	ma4 lat7 lou2	缺德鬼，王八蛋，色鬼
麻利	ma4 lei6	精明能幹
麻叻	ma4 lek7	精明能幹
嘛嘛	ma4 ma2	不怎麼樣，勉強可以，質量不高
嘛嘛哋	ma4 ma2 dei2	馬馬虎虎，差不多，湊合，勉強過得去
嘛嘛啫	ma4 ma2 je1	不怎麼樣
嬤嬤	ma4 ma4	奶奶
麻木	ma4 muk9	
麻石	ma4 sek9	花崗岩，花崗石
麻繩	ma4 sing4	
蔴油	ma4 yau4	香油，芝蔴油
麻鷹	ma4 ying1	老鷹
馬不停蹄	ma5 bat7 ting4 tai4	
馬轡	ma5 bei3	
馬鞭	ma5 bin1	
馬步	ma5 bou6	
馬背	ma5 bui3	
馬賊	ma5 chaak9	
馬車	ma5 che1	
馬車賽	ma5 che1 choi3	
馬賽克	ma5 choi3 hak7	
馬槽	ma5 chou4	
馬鐙	ma5 dang3	
馬到成功	ma5 dou3 sing4 gung1	
馬房	ma5 fong4	
馬夫	ma5 fu1	
馬伕	ma5 fu1	皮條客，老鴇
馬虎	ma5 fu2	
馬褲	ma5 fu3	
馬蜂	ma5 fung1	
馬革裹屍	ma5 gaak8 gwo2 si1	
馬甲	ma5 gaap8	
馬廄	ma5 gau3	
馬具	ma5 geui6	
馬褂	ma5 gwa3	
馬克思主義	ma5 hak7 si1 jyu2 yi6	
馬克思主義者	ma5 hak7 si1 jyu2 yi6 je2	
馬克思列寧主義	ma5 hak7 si1 lit9 ning4 jyu2 yi6	
馬戲團	ma5 hei3 tyun4	
馬靴	ma5 heu1	
馬仔	ma5 jai2	小馬，馬駒子，小馬駒
馬仔	ma5 jai2	狗腿子，打手，爪牙
馬掌	ma5 jeung2	
馬鬃	ma5 jung1	
馬駒	ma5 keui1	
馬拉松	ma5 laai1 chung4	
馬騮	ma5 lau1	猴子
馬騮仔	ma5 lau1 jai2	小猴子
馬騮精	ma5 lau1 jing1	調皮的小孩
馬力	ma5 lik9	
馬鈴薯	ma5 ling4 syu4	
馬列主義	ma5 lit9 jyu2 yi6	
馬來人	ma5 loi4 yan4	
馬來語	ma5 loi4 yu5	
馬螂狂	ma5 long4 kwong4	螳螂
馬路	ma5 lou6	
馬路如虎口	ma5 lou6 yu4 fu2 hau2	
馬馬虎虎	ma5 ma5 fu2 fu2	
馬尾	ma5 mei5	
馬軛	ma5 ngaak7	
螞蟻	ma5 ngai5	
瑪瑙	ma5 nou5	
馬鞍	ma5 on1	
馬鞍形	ma5 on1 ying4	
馬棚	ma5 paang4	
馬匹	ma5 pat7	
馬屁	ma5 pei3	
馬屁大王	ma5 pei3 daai6 wong4	
馬屁精	ma5 pei3 jing1	
馬蝨	ma5 sat7	
馬上	ma5 seung6	
馬術	ma5 seut9	
馬蹄	ma5 tai2	荸薺
馬蹄	ma5 tai4	
馬蹄粉	ma5 tai4 fan2	荸薺粉
馬蹄聲	ma5 tai4 seng1	
馬蹄鐵	ma5 tai4 tit8	
馬蹄形	ma5 tai4 ying4	
碼頭	ma5 tau4	
馬頭魚	ma5 tau4 yu4	
馬桶	ma5 tung2	
馬桶蓋	ma5 tung2 goi3	
螞蟥	ma5 wong4	
馬蟥	ma5 wong4	
馬仰人翻	ma5 yeung5 yan4 faan1	
馬醫	ma5 yi1	
馬蠅	ma5 ying4	
馬肉	ma5 yuk9	
罵人	ma6 yan4	
埋	maai4	靠近，靠攏
埋便	maai4 bin6	裡面，裡頭，裡邊，裡邊兒，靠裡頭，儘裡邊兒
埋單	maai4 daan1	結賬，買單，買賬，會賬
埋堆	maai4 deui1	扎堆
埋堆	maai4 deui1	扎堆，合群，結伙，湊在一起，合在一處，聚在一起，湊在一塊兒
埋伏	maai4 fuk9	
埋去	maai4 heui3	走過去，靠前去，靠上去，過去
埋閘	maai4 jaap9	店舖關門
埋席	maai4 jik9	入席，就位，入座，就座，就席
埋葬	maai4 jong3	
埋嚟	maai4 lei4	過來，靠過來，靠前來，上前來
埋尾	maai4 mei5	收尾，結尾，煞尾，結束
埋岸	maai4 ngon3	靠岸
埋身	maai4 san1	靠近，迫近
埋手	maai4 sau2	下手，入手
埋數	maai4 sou3	算帳，結算，結帳
埋頭	maai4 tau4	船靠岸
埋位	maai4 wai2	入席，就位，入座，就座，就席
埋怨	maai4 yun3	
買紮花	maai5 jaat8 fa1	買束花
買樓	maai5 lau2	買公寓
買唔到飛	maai5 m4 dou2 fei1	買不到票
買賣	maai5 maai6	
買屋	maai5 nguk7	買房子
買衫	maai5 saam1	買衣服
買餸	maai5 sung3	買菜
買嘢	maai5 ye5	買東西
買燕梳	maai5 yin3 so1	投保險，買保險
賣白粉	maai6 baak9 fan2	販賣毒品
賣出	maai6 cheut7	
賣花讚花香	maai6 fa1 jaan3 fa1 heung1	王婆賣瓜，自賣自誇
賣埠	maai6 fau6	出口，賣出
賣貨員	maai6 fo3 yun4	售貨員
賣告白	maai6 gou3 baak9	登廣告
賣鹹鴨蛋	maai6 haam4 ngaap8 daan6	去世，過世
賣口乖	maai6 hau2 gwaai1	耍嘴皮，說得好聽，說好聽的話
賣晒	maai6 saai3	賣光
擘	maak8	張，張開
擘髀	maak8 bei2	張開雙腿
擘大	maak8 daai6	張大
擘大個口	maak8 daai6 go3 hau2	張大嘴巴，張著嘴巴
擘大個口得個窿	maak8 daai6 go3 hau2 dak7 go3 lung1	張口結舌，啞口無言，瞠目結舌
擘大口	maak8 daai6 hau2	張開嘴巴
擘大口得個窿	maak8 daai6 hau2 dak7 go3 lung1	張口結舌，啞口無言，瞠目結舌
擘大喉嚨嗌	maak8 daai6 hau4 lung4 ngaai3	扯開嗓門拼命喊
擘大眼	maak8 daai6 ngaan5	睜著眼，瞪著眼，睜開雙眼，看清楚點
擘大眼講大話	maak8 daai6 ngaan5 gong2 daai6 wa6	睜眼說瞎話，睜著眼睛說謊
擘開	maak8 hoi1	張開
擘開個口	maak8 hoi1 go3 hau2	張開嘴
擘開兩隻腳	maak8 hoi1 leung5 jek8 geuk8	叉開腿，叉開雙腿
擘開兩隻手指	maak8 hoi1 leung5 jek8 sau2 ji2	張開兩個手指
擘梯	maak8 tai1	人字梯
擘一字	maak8 yat7 ji6	劈叉
摱	maan1	扣
摱雞	maan1 gai1	扣扳機
慢下手	maan2 ha5 sau2	很可能，弄不好，萬一
蠻荒	maan4 fong1	
蠻勁	maan4 ging3	
蠻幹	maan4 gon3	
蠻幹到底	maan4 gon3 dou3 dai2	
蠻族	maan4 juk9	
鰻鱺	maan4 lei4	
蠻力	maan4 lik9	
蠻牛	maan4 ngau4	
饅頭	maan4 tau4	
蠻橫	maan4 waang6	
蠻橫無理	maan4 waang6 mou4 lei5	
蠻人	maan4 yan4	
蠻夷	maan4 yi4	
蠻勇	maan4 yung5	
晚飯	maan5 faan6	
晚晚	maan5 maan5	每天晚上
晚上	maan5 seung6	
萬般	maan6 baan1	
萬般皆下品，唯有讀書高	maan6 baan1 gaai1 ha6 ban2 wai4 yau5 duk9 syu1 gou1	
萬不得已	maan6 bat7 dak7 yi5	
萬變不離其宗	maan6 bin3 bat7 lei4 kei4 jung1	
慢半拍	maan6 bun3 paak8	
慢車	maan6 che1	
慢車道	maan6 che1 dou6	
萬千	maan6 chin1	
慢速	maan6 chuk7	
慢速度	maan6 chuk7 dou6	
萬全	maan6 chyun4	
萬全之策	maan6 chyun4 ji1 chaak8	
萬全之計	maan6 chyun4 ji1 gai3	
慢動作	maan6 dung6 jok8	
萬端	maan6 dyun1	
萬花筒	maan6 fa1 tung2	
萬分	maan6 fan1	
萬分感激	maan6 fan1 gam2 gik7	
萬夫不當	maan6 fu1 bat7 dong1	
萬夫莫敵	maan6 fu1 mok9 dik9	
萬家燈火	maan6 ga1 dang1 fo2	
萬家生佛	maan6 ga1 sang1 fat9	
萬幾蚊	maan6 gei2 man1	一萬多塊
慢鏡頭	maan6 geng3 tau4	
萬劫不復	maan6 gip8 bat7 fuk9	
萬古	maan6 gu2	
萬古長青	maan6 gu2 ching1	
萬古流芳	maan6 gu2 lau4 fong1	
萬貫	maan6 gun3	
萬貫家財	maan6 gun3 ga1 choi4	
萬鈞	maan6 gwan1	
萬鈞之力	maan6 gwan1 ji1 lik9	
萬國	maan6 gwok8	
萬國公法	maan6 gwok8 gung1 faat8	
慢走	maan6 jau2	
萬丈	maan6 jeung6	
萬象更新	maan6 jeung6 gang1 san1	
萬丈高樓平地起	maan6 jeung6 gou1 lau4 ping4 dei6 hei2	
萬丈光芒	maan6 jeung6 gwong1 mong4	
萬丈深淵	maan6 jeung6 sam1 yun1	
萬紫千紅	maan6 ji2 chin1 hung4	
萬字夾	maan6 ji6 gaap2	回紋針，迴文針，曲別針
萬箭穿身	maan6 jin3 chyun1 sam1	
萬眾	maan6 jung3	
萬眾歡騰	maan6 jung3 fun1 tang4	
萬眾矚目	maan6 jung3 juk7 muk9	
萬眾一心	maan6 jung3 yat7 sam1	
慢住	maan6 jyu6	且慢，慢著
萬頃碧波	maan6 king2 bik7 bo1	
萬籟	maan6 laai6	
萬籟俱寂	maan6 laai6 keui1 jik7	
萬里長征	maan6 lei5 cheung4 jing1	
萬里長城	maan6 lei5 cheung4 sing4	
萬曆	maan6 lik9	
萬靈丹	maan6 ling4 daan1	
萬靈藥	maan6 ling4 yeuk9	
萬綠叢中一點紅	maan6 luk9 chung4 jung1 yat7 dim2 hung4	
萬馬奔騰	maan6 ma5 ban1 tang4	
謾罵	maan6 ma6	
慢慢行	maan6 maan1 haang4	慢走，走好，請慢走
慢慢食	maan6 maan1 sik9	請慢慢吃
萬萬	maan6 maan6	
萬萬不可	maan6 maan6 bat7 ho2	
慢慢吞吞	maan6 maan6 tan1 tan1	
萬物	maan6 mat9	
萬物之靈	maan6 mat9 ji1 ling4	
漫無目的	maan6 mou4 muk9 dik7	
萬無一失	maan6 mou4 yat7 sat7	
萬能	maan6 nang4	
萬念俱灰	maan6 nim6 keui1 fui1	
萬年	maan6 nin4	
萬年青	maan6 nin4 ching1	
萬年曆	maan6 nin4 lik9	
萬惡	maan6 ok8	
萬惡之首	maan6 ok8 ji1 sau2	
萬惡淫為首	maan6 ok8 yam4 wai4 sau2	
慢跑	maan6 paau2	
萬世	maan6 sai3	
萬世師表	maan6 sai3 si1 biu2	
慢手慢腳	maan6 sau2 maan6 geuk8	
萬壽果	maan6 sau6 gwo2	
萬壽無疆	maan6 sau6 mou4 geung1	
萬死	maan6 sei2	
萬死不辭	maan6 sei2 bat7 chi4	
萬死一生	maan6 sei2 yat7 sang1	
萬歲	maan6 seui3	
萬事	maan6 si6	
萬事大吉	maan6 si6 daai6 gat7	
萬事起頭難	maan6 si6 hei2 tau4 naan4	
萬事通	maan6 si6 tung1	
慢性	maan6 sing3	
慢性病	maan6 sing3 bing6	
萬聖節	maan6 sing3 jit8	
慢吞吞	maan6 tan1 tan1	
漫畫	maan6 wa2	
萬人空巷	maan6 yan4 hung1 hong6	
萬一	maan6 yat7	
漫遊	maan6 yau4	
萬有	maan6 yau5	
萬有引力	maan6 yau5 yan5 lik9	
萬有引力定律	maan6 yau5 yan5 lik9 ding6 leut9	
蔓延	maan6 yin4	
鰻魚	maan6 yu4	
萬用	maan6 yung6	
萬用電表	maan6 yung6 din6 biu2	
萬用手冊	maan6 yung6 sau2 chaak8	
繃臉	maang1 lim5	
盲	maang4	瞎
盲公	maang4 gung1	瞎子
盲公竹	maang4 gung1 juk7	盲人的柺杖
盲佬	maang4 lou2	瞎子
盲毛	maang4 mou4	傻子，呆子
盲妹	maang4 mui1	盲女孩
盲目	maang4 muk9	
盲眼	maang4 ngaan5	瞎，瞎眼，瞎了眼
盲婆	maang4 po4	瞎女，盲女
盲人	maang4 yan4	
猛	maang5	兇，兇惡
猛	maang5	旺
盲腸	maang5 cheung4	
盲腸炎	maang5 cheung4 yim4	
盲點	maang5 dim2	
猛虎	maang5 fu2	
盲者	maang5 je2	
猛烈	maang5 lit9	
猛獁	maang5 ma5	
盲目服從	maang5 muk9 fuk9 chung4	
盲目崇拜	maang5 muk9 sung4 baai3	
猛獸	maang5 sau3	
孟母三遷	maang6 mou5 saam1 chin1	
抹	maat8	擦
抹窗口	maat8 cheung1 hau2	擦玻璃，擦窗子
抹地	maat8 dei6	擦地板
抹乾淨	maat8 gon1 jeng6	擦乾淨
抹乾淨個面	maat8 gon1 jeng6 go3 min6	把臉擦乾淨
抹咗一額汗	maat8 jo2 yat7 ngaak9 hon6	捏了一把汗
抹面	maat8 min6	擦臉，洗臉
抹身	maat8 san1	擦身
抹手	maat8 sau2	擦手
抹枱	maat8 toi2	擦桌子
抹枱布	maat8 toi2 bou3	擦桌布，抹布
抹枱布	maat8 toi2 bou3	擦桌布，抹布，搌布
抹一額汗	maat8 yat7 ngaak9 hon6	捏一把汗
貓竇	maau1 dau3	貓窩
貓公	maau1 gung1	公貓，雄貓
貓仔	maau1 jai2	小貓
貓乸	maau1 na2	母貓
貓眼	maau1 ngaan5	
貓頭鷹	maau1 tau4 ying1	
貓樣	maau1 yeung2	一副鬼相
茅草	maau4 chou2	
茅廬	maau4 lou4	
矛盾	maau4 teun5	
鉚釘	maau5 ding1	
鉚接	maau5 jip8	
牡蠣	maau5 lai6	
卯時	maau5 si4	
貌似	maau6 chi5	
貌美	maau6 mei5	
咪	mai1	死背
咪	mai1	英里，哩
咪	mai1	鑽研，啃書，用功
咪	mai1	麥克風，話筒
咪家	mai1 ga1	書呆子
咪高峰	mai1 gou1 fung1	麥克風，話筒
咪書	mai1 syu1	啃書，鑽研
迷宮	mai4 gung1	
迷戀	mai4 lyun2	
迷迷懵	mai4 mai4 mung2	神志不清，迷迷糊糊
迷茫	mai4 mong4	
迷濛	mai4 mung4	
迷你	mai4 nei5	
迷你裙	mai4 nei5 kwan4	
眯眼	mai4 ngaan5	
迷信	mai4 seun3	
迷惑	mai4 waak9	
迷幻	mai4 waan6	
迷魂	mai4 wan4	
迷魂陣	mai4 wan4 jan6	
迷魂湯	mai4 wan4 tong1	
迷魂藥	mai4 wan4 yeuk9	
謎語	mai4 yu5	
咪	mai5	別，不要
咪嘈	mai5 chou4	別吵
米飯	mai5 faan6	
咪去住	mai5 heui3 jyu6	先別去
咪走呀	mai5 jau2 a3	不要走啦
咪指擬	mai5 ji2 yi5	別指望，別癡心妄想
咪住	mai5 jyu6	慢著，等等，且慢
米舖	mai5 pou2	糧店
米水	mai5 seui2	淘米水，洗米水，泔水
咪話	mai5 wa6	別說，不要說
咪喐	mai5 yuk7	別動
咪係	mai6 hai6	不就是
咪就係	mai6 jau6 hai6	不就是
嘜	mak7	商標，牌號
嘜頭	mak7 tau4	商標，標誌，牌子，牌號
墨	mak9	墨汁
墨筆	mak9 bat7	
驀地	mak9 dei6	
墨黑	mak9 hak7	
麥糠	mak9 hong1	
墨汁	mak9 jap7	
墨跡	mak9 jik7	
默契	mak9 kai3	
墨綠	mak9 luk9	
墨綠色	mak9 luk9 sik7	
默念	mak9 nim6	
陌生	mak9 sang1	
陌生人	mak9 sang1 yan4	
墨守	mak9 sau2	
墨守成規	mak9 sau2 sing4 kwai1	
墨水	mak9 seui2	
墨水筆	mak9 seui2 bat7	鋼筆
墨畫	mak9 wa2	
墨暈	mak9 wan6	
墨硯	mak9 yin2	硯台
驀然	mak9 yin4	
墨魚	mak9 yu4	
墨魚	mak9 yu4	烏賊
炆	man1	燉，燒
蚊	man1	元，塊
蚊	man1	蚊子
蚊雞	man1 gai1	塊錢
蚊帳	man1 jeung3	
蚊螆	man1 ji1	蚊子，蠓蟲
抆	man2	擦，揩擦
抆屎	man2 si2	擦屁股
文筆	man4 bat7	
文筆流暢	man4 bat7 lau4 cheung3	
民兵	man4 bing1	
文本	man4 bun2	
文采	man4 choi2	
文化	man4 fa3	
文化大革命	man4 fa3 daai6 gaak8 ming6	
文化交流	man4 fa3 gaau1 lau4	
文化圈	man4 fa3 hyun1	
文化水平	man4 fa3 seui2 ping4	
文化史	man4 fa3 si2	
文化人	man4 fa3 yan4	
文法	man4 faat8	
文科	man4 fo1	
文科學生	man4 fo1 hok9 saang1	
文房	man4 fong4	
文房四寶	man4 fong4 sei3 bou2	
文風	man4 fung1	
文風不動	man4 fung1 bat7 dung6	
文革	man4 gaak8	
文革時期	man4 gaak8 si4 kei4	
民間	man4 gaan1	
文教	man4 gaau3	
文教界	man4 gaau3 gaai3	
文具	man4 geui6	
文具店	man4 geui6 dim3	
文具行	man4 geui6 hong4	
文具用品	man4 geui6 yung6 ban2	
文件	man4 gin2	
文件夾	man4 gin2 gaap8	
文稿	man4 gou2	
文官	man4 gun1	
民國	man4 gwok8	
文獻	man4 hin3	
文學	man4 hok9	
文學家	man4 hok9 ga1	
文學界	man4 hok9 gaai3	
文學館	man4 hok9 gun2	
文學系	man4 hok9 hai6	
文學作品	man4 hok9 jok8 ban2	
文學評論	man4 hok9 ping4 leun6	
文學史	man4 hok9 si2	
文學運動	man4 hok9 wan6 dung6	
文學院	man4 hok9 yun6	
民航	man4 hong4	
文摘	man4 jaak9	
文縐縐	man4 jau3 jau3	
文章	man4 jeung1	
文字	man4 ji6	
文字獄	man4 ji6 yuk9	
文職	man4 jik7	
文職人員	man4 jik7 yan4 yun4	
民族	man4 juk9	
民族主義	man4 juk9 jyu2 yi6	
民眾	man4 jung3	
民主	man4 jyu2	
民權	man4 kyun4	
民權主義	man4 kyun4 jyu2 yi6	
紋理	man4 lei5	
文盲	man4 maang4	
文盲率	man4 maang4 leut9	
文物	man4 mat9	
文明	man4 ming4	
聞名	man4 ming4	
文明病	man4 ming4 bing6	
文明國家	man4 ming4 gwok8 ga1	
聞名遐邇	man4 ming4 ha4 yi5	
文明社會	man4 ming4 se5 wui6	
文明史	man4 ming4 si2	
文明人	man4 ming4 yan4	
文武	man4 mou5	
文雅	man4 nga5	
文藝	man4 ngai6	
文藝復興	man4 ngai6 fuk9 hing1	
文藝界	man4 ngai6 gaai3	
文藝圈	man4 ngai6 hyun1	
文藝活動	man4 ngai6 wut9 dung6	
文憑	man4 pang4	
民生	man4 sang1	
民生主義	man4 sang1 jyu2 yi6	
文選	man4 syun2	
文選集	man4 syun2 jaap9	
文壇	man4 taan4	
文壇巨擘	man4 taan4 geui6 maak8	
文人	man4 yan4	
民意調查	man4 yi3 diu6 cha4	
文言文	man4 yin4 man4	
民營	man4 ying4	
吻別	man5 bit9	
敏感	man5 gam2	
敏感度	man5 gam2 dou6	
刎頸	man5 geng2	
抿嘴	man5 jeui2	
敏捷	man5 jit9	
泯滅	man5 mit9	
閩南語	man5 naam4 yu5	
敏銳	man5 yeui6	
敏於事而慎於言	man5 yu1 si6 yi4 san6 yu1 yin4	
問吊	man6 diu3	被絞決，被處絞刑
問卷	man6 gyun2	
問候	man6 hau6	
問起	man6 hei2	問倒
紊亂	man6 lyun6	
問題	man6 tai4	
擝	mang1	拔
擝槍	mang1 cheung1	拔槍
擝出	mang1 cheut7	拔出
擝草	mang1 chou2	拔草
擝實	mang1 sat9	拉緊
擝繩	mang1 sing2	拔河
[孟]	mang2	暴躁，煩躁
孟曾	mang2 jang2	暴躁，煩躁
盟	mang4	不通的
盟鼻	mang4 bei6	鼻塞
盟邦	mang4 bong1	
萌發	mang4 faat8	
盟軍	mang4 gwan1	
盟國	mang4 gwok8	
盟主	mang4 jyu2	
盟旗	mang4 kei4	
盟籠	mang4 lung2	密封住，悶住，堵塞，中間不通，兩頭堵死
萌芽	mang4 nga4	
盟晒	mang4 saai3	鼻塞
盟誓	mang4 sai6	
盟塞	mang4 sak7	固執，執著，閉塞，落後，不開通，孤陋寡聞，不明事理，一竅不通，思想閉塞
盟書	mang4 syu1	
盟友	mang4 yau5	
盟約	mang4 yeuk8	
盟員	mang4 yun4	
乜	mat7	什麼
乜都	mat7 dou1	什麼都
乜都得	mat7 dou1 dak7	隨便
乜都唔理	mat7 dou1 m4 lei5	什麼都不管
乜都唔會	mat7 dou1 m4 wui5	什麼都不會
乜東東	mat7 dung1 dung1	什麼東西，什麼東東
乜鬼	mat7 gwai2	什麼
乜誰	mat7 seui4	誰，什麼人，某人
乜時候	mat7 si4 hau6	什麼時候
乜因由	mat7 yan1 yau4	什麼原因
乜嘢	mat7 ye5	什麼
乜嘢時間	mat7 ye5 si4 gaan1	什麼時候
乜嘢環境？	mat7 ye5 waan4 ging2	什麼情況？，怎麼樣？，狀況是怎樣的？
襪	mat9	襪子
物品	mat9 ban2	
物產	mat9 chaan2	
物超所值	mat9 chiu1 so2 jik9	
嘧啶	mat9 ding6	
密封	mat9 fung1	
蜜蜂	mat9 fung1	
物價	mat9 ga3	
物價指數	mat9 ga3 ji2 sou3	
物極必反	mat9 gik9 bit7 faan2	
物件	mat9 gin6	
物競天擇	mat9 ging6 tin1 jaak9	
蜜供	mat9 gung3	
物歸原主	mat9 gwai1 yun4 jyu2	
密集	mat9 jaap9	
密斟	mat9 jam1	密談
物質	mat9 jat7	
物質不滅定律	mat9 jat7 bat7 mit9 ding6 leut9	
物質財富	mat9 jat7 choi4 fu3	
物質享受	mat9 jat7 heung2 sau6	
密質質	mat9 jat7 jat7	密密麻麻
物質獎勵	mat9 jat7 jeung2 lai6	
物質文明	mat9 jat7 man4 ming4	
物質生活	mat9 jat7 sang1 wut9	
物質需要	mat9 jat7 seui1 yiu3	
物盡其用	mat9 jeun6 kei4 yung6	
物資	mat9 ji1	
蜜餞	mat9 jin3	
物證	mat9 jing3	
物種	mat9 jung2	
物主	mat9 jyu2	
蜜蠟	mat9 laap9	蜂蠟，黃蠟
物流	mat9 lau4	
物理	mat9 lei5	
物理變化	mat9 lei5 bin3 fa3	
物理系	mat9 lei5 hai6	
物理學	mat9 lei5 hok9	
物理學家	mat9 lei5 hok9 ga1	
物理現象	mat9 lei5 yin6 jeung6	
物力維艱	mat9 lik9 wai4 gaan1	
密碼	mat9 ma5	
物美價廉	mat9 mei5 ga3 lim4	
物我兩忘	mat9 ngo5 leung5 mong4	
密實	mat9 sat9	嚴實，嘴嚴，沉默寡言
密絲	mat9 si1	小姐
密使	mat9 si3	
物事	mat9 si6	
物色	mat9 sik7	
物色人才	mat9 sik7 yan4 choi4	
物態	mat9 taai3	
物體	mat9 tai2	
蜜糖	mat9 tong4	蜂蜜
物換星移	mat9 wun6 sing1 yi4	
物有所值	mat9 yau5 so2 jik9	
物以稀為貴	mat9 yi5 hei1 wai4 gwai3	
物以類聚	mat9 yi5 leui6 jeui6	
物慾	mat9 yuk9	
蜜月	mat9 yut9	
踎	mau1	蹲
踎大牌檔	mau1 daai6 paai4 dong3	在路邊的小吃攤檔進食
踎低	mau1 dai1	蹲下
踎低身	mau1 dai1 san1	蹲著
踎墩	mau1 dan1	失業
踎塔	mau1 taap8	蹲馬桶
牟取	mau4 cheui2	
牟利	mau4 lei6	
謀略	mau4 leuk9	
謀殺	mau4 saat8	
謀殺罪	mau4 saat8 jeui6	
謀殺案	mau4 saat8 on3	
牡丹	mau5 daan1	
牡丹花	mau5 daan1 fa1	
某啲	mau5 di1	某些
牡鹿	mau5 luk9	
牡馬	mau5 ma5	
牡牛	mau5 ngau4	
茂	mau6	荒謬
謬論	mau6 leun6	
茂尼	mau6 nei2	呆子，傻子，蠢貨，白癡
茂盛	mau6 sing6	
貿易	mau6 yik9	
咩	me1	什麼
孭	me1	背
孭重飛	me1 chung5 fei1	挑大樑，身負重任，承擔重要的工作
孭帶	me1 daai2	背帶
孭袋	me1 doi2	背口袋
咩都唔驚	me1 dou1 m4 geng1	什麼都不怕
孭飛	me1 fei1	承擔責任，承担罪責，負起一切責任
孭起	me1 hei2	背起
孭債	me1 jaai3	承擔債務
孭仔	me1 jai2	背小孩，背孩子，背幼兒
孭住藥煲	me1 jyu6 yeuk9 bou1	經常生病吃藥
孭上身	me1 seung5 san1	背在身上；承擔責任，把什麼都攬在自己身上
咩事呀？	me1 si6 a3	什麼事？
孭臊蝦仔	me1 sou1 ha1 jai2	背嬰兒
孭數	me1 sou3	承擔債務，承擔開支
孭書包	me1 syu1 baau1	背书包
咩話？	me1 wa2	說什麼？
咩環境呀？	me1 waan4 ging2	什麼情況？，怎麼樣？，狀況是怎樣的？
孭鑊	me1 wok9	背黑鍋
咩嘢	me1 ye5	什麼
咩嘢環境呀？	me1 ye5 waan4 ging2	什麼情況？，怎麼樣？，狀況是怎樣的？
咩意思	me1 yi3 si3	什麼意思
歪	me2	歪斜
歪哩歪斜	me2 li1 me2 che3	歪歪斜斜
歪歪斜斜	me2 me2 che3 che3	歪歪斜斜
歪身歪勢	me2 san1 me2 sai3	姿勢不正
屘	mei1	末尾，後
屘二	mei1 yi2	倒數第二
味	mei2	件，樣，種
眉筆	mei4 bat7	
微不足道	mei4 bat7 juk7 dou6	
微波爐	mei4 bo1 lou4	
未曾	mei4 chang4	
眉清目秀	mei4 ching1 muk9 sau3	
眉黛	mei4 doi6	
眉飛色舞	mei4 fei1 sik7 mou5	
微乎其微	mei4 fu4 kei4 mei4	
微風	mei4 fung1	
眉高眼低	mei4 gou1 ngaan5 dai1	
獼猴	mei4 hau4	
