开放粤语词典（耶鲁拼音数字调号版）

© 2013年 kaifangcidian.com
网址：http://www.kaifangcidian.com
本词典以创作共用“署名 3.0”许可协议授权发布（详见 http://creativecommons.org/licenses/by/3.0/）
最后更新于2013年1月22日

［粤语词汇］	［耶鲁拼音］	［国语解释］
咫尺天涯	ji2 chek8 tin1 ngaai4	
指出	ji2 cheut7	
子弹	ji2 daan2	
子弹头	ji2 daan2 tau4	
子弟	ji2 dai6	
子弟兵	ji2 dai6 bing1	
指点	ji2 dim2	
指定	ji2 ding6	
指导	ji2 dou6	
指挥	ji2 fai1	
指甲	ji2 gaap8	手指甲
指甲钳	ji2 gaap8 kim2	指甲刀，指甲剪子
紫禁城	ji2 gam3 sing4	
纸巾	ji2 gan1	面纸，面巾纸，餐巾纸
子宫	ji2 gung1	
子宫颈	ji2 gung1 geng2	
子宫颈癌	ji2 gung1 geng2 ngaam4	
子宫癌	ji2 gung1 ngaam4	
子宫外孕	ji2 gung1 ngoi6 yan6	
指关节	ji2 gwaan1 jit8	
纸贵洛阳	ji2 gwai3 lok8 yeung4	
子虚乌有	ji2 heui1 wu1 yau5	
指控	ji2 hung3	
止血	ji2 hyut8	
止血带	ji2 hyut8 daai3	
止血器	ji2 hyut8 hei3	
止血剂	ji2 hyut8 jai1	
止血药	ji2 hyut8 yeuk9	
指尖	ji2 jim1	
指住	ji2 jyu6	
子规	ji2 kwai1	
指鹿为马	ji2 luk9 wai4 ma5	
指纹	ji2 man4	
姊妹	ji2 mui2	姐妹
姊妹花	ji2 mui2 fa1	
姊妹篇	ji2 mui2 pin1	
指南	ji2 naam4	
指南针	ji2 naam4 jam1	
纸皮	ji2 pei4	瓦楞纸，纸板
纸皮盒	ji2 pei4 hap9	瓦楞纸盒，纸盒
纸皮石	ji2 pei4 sek9	马赛克，马赛克方块石
纸皮箱	ji2 pei4 seung1	瓦楞纸箱，纸板箱
仔细	ji2 sai3	
指使	ji2 si2	
紫色	ji2 sik7	
指数	ji2 sou3	
子孙	ji2 syun1	
子孙满堂	ji2 syun1 mun5 tong4	
止痛	ji2 tung3	
止痛剂	ji2 tung3 jai1	
止痛药	ji2 tung3 yeuk9	
指印	ji2 yan3	
纸鹞	ji2 yiu2	风筝
志愿	ji2 yun6	
子曰	ji2 yut9	
至	ji3	才
至	ji3	最
致词	ji3 chi4	
至得	ji3 dak7	才行
致电	ji3 din6	
至多唔系	ji3 do1 m4 hai6	大不了，顶多是…
致富	ji3 fu3	
致富之道	ji3 fu3 ji1 dou6	
至今	ji3 gam1	
致敬	ji3 ging3	
致歉	ji3 hip8	
致贺	ji3 ho6	
至憎	ji3 jang1	最讨厌
致谢	ji3 je6	
智障	ji3 jeung3	
智障人士	ji3 jeung3 yan4 si6	
志在	ji3 joi6	在乎
志在	ji3 joi6	目的在于
…至奇	ji3 kei4	…才怪
致力	ji3 lik9	
致力于	ji3 lik9 yu1	
致命伤	ji3 ming6 seung1	
致命性	ji3 ming6 sing3	
致癌	ji3 ngaam4	
致癌物	ji3 ngaam4 mat9	
致癌物质	ji3 ngaam4 mat9 jat7	
致死	ji3 sei2	
至死不悟	ji3 sei2 bat7 ng6	
致死量	ji3 sei2 leung6	
致使	ji3 si2	
至少	ji3 siu2	
智慧	ji3 wai6	
挚友	ji3 yau5	
致意	ji3 yi3	
字	ji6	五分钟
自闭	ji6 bai3	
自闭症	ji6 bai3 jing3	
自不量力	ji6 bat7 leung6 lik9	
自不然	ji6 bat7 yin4	自然而然
自卑	ji6 bei1	
自卑感	ji6 bei1 gam2	
自备	ji6 bei6	
自备午餐	ji6 bei6 ng5 chaan1	
治病	ji6 beng6	
自保	ji6 bou2	
自暴自弃	ji6 bou6 ji6 hei3	
自惭形秽	ji6 chaam4 ying4 wai3	
自残	ji6 chaan4	
自寻烦恼	ji6 cham4 faan4 nou5	
自寻死路	ji6 cham4 sei2 lou6	
治邪	ji6 che4	辟邪，祛邪
自吹	ji6 cheui1	
自吹自擂	ji6 cheui1 ji6 leui4	
自取其辱	ji6 cheui2 kei4 yuk9	
自取灭亡	ji6 cheui2 mit9 mong4	
自此	ji6 chi2	
字词	ji6 chi4	
自始至终	ji6 chi5 ji3 jung1	
自称	ji6 ching1	
痔疮	ji6 chong1	
自从	ji6 chung4	
字串	ji6 chyun3	
自打嘴巴	ji6 da2 jeui2 ba1	
自大	ji6 daai6	
自得其乐	ji6 dak7 kei4 lok9	
字典	ji6 din2	
自蹈法网	ji6 dou6 faat8 mong5	
自导自演	ji6 dou6 ji6 yin2	
自动	ji6 dung6	
自动化	ji6 dung6 fa3	
自发	ji6 faat8	
自费	ji6 fai3	
自费旅行	ji6 fai3 leui5 hang4	
自焚	ji6 fan4	
字符	ji6 fu4	
自负	ji6 fu6	
自负盈亏	ji6 fu6 ying4 kwai1	
自奉	ji6 fung6	
雉鸡	ji6 gai1	
自甘堕落	ji6 gam1 do6 lok9	
字根	ji6 gan1	
自咎	ji6 gau3	
俟机	ji6 gei1	
自己	ji6 gei2	
自己攞嚟衰	ji6 gei2 lo2 lei4 seui1	自找麻烦，自讨苦吃，自找倒霉
自己友	ji6 gei2 yau2	自己人
自矜	ji6 ging1	
自觉	ji6 gok8	
自高自大	ji6 gou1 ji6 daai6	
自告奋勇	ji6 gou3 fan5 yung5	
自古	ji6 gu2	
自古以来	ji6 gu2 yi5 loi4	
自供	ji6 gung1	
自行	ji6 hang4	
自行车	ji6 hang4 che1	
自行解决	ji6 hang4 gaai2 kyut8	
自行其是	ji6 hang4 kei4 si6	
自行决定	ji6 hang4 kyut8 ding6	
俟候	ji6 hau6	
自欺欺人	ji6 hei1 hei1 yan4	
稚气	ji6 hei3	
自诩	ji6 heui2	
自谦	ji6 him1	
自学	ji6 hok9	
自豪	ji6 hou4	
自责	ji6 jaak8	
自习	ji6 jaap9	
自嘲	ji6 jaau1	
自找苦吃	ji6 jaau2 fu2 hek8	
自找麻烦	ji6 jaau2 ma4 faan4	
自制	ji6 jai3	
自制力	ji6 jai3 lik9	
自知	ji6 ji1	
自知之明	ji6 ji1 ji1 ming4	
自知理亏	ji6 ji1 lei5 kwai1	
字纸	ji6 ji2	
自治	ji6 ji6	
自治州	ji6 ji6 jau1	
自治区	ji6 ji6 keui1	
自治权	ji6 ji6 kyun4	
自治省	ji6 ji6 saang2	
自治市	ji6 ji6 si5	
自治县	ji6 ji6 yun6	
字迹	ji6 jik7	
字正腔圆	ji6 jing3 hong1 yun4	
自助餐厅	ji6 jo6 chaan1 teng1	
自助助人	ji6 jo6 jo6 yan4	
自助式	ji6 jo6 sik7	
自在	ji6 joi6	
自作聪明	ji6 jok8 chung1 ming4	
自作多情	ji6 jok8 do1 ching4	
自作自受	ji6 jok8 ji6 sau6	
自作主张	ji6 jok8 jyu2 jeung1	
自作孽	ji6 jok8 yit9	
字组	ji6 jou2	
自主	ji6 jyu2	
自尊	ji6 jyun1	
自尊心	ji6 jyun1 sam1	
自传	ji6 jyun2	
自给自足	ji6 kap7 ji6 juk7	
自强不息	ji6 keung4 bat7 sik7	
自夸	ji6 kwa1	
自决	ji6 kyut8	
自决权	ji6 kyut8 kyun4	
自立	ji6 laap9	
治理	ji6 lei5	
字里行间	ji6 leui5 hong4 gaan1	
自律	ji6 leut9	
自力更生	ji6 lik9 gang1 sang1	
自怜	ji6 lin4	
治疗	ji6 liu4	
饲料	ji6 liu6	
自来水	ji6 loi4 seui2	
字码	ji6 ma5	
自卖自夸	ji6 maai6 ji6 kwa1	
自刎	ji6 man5	
自问	ji6 man6	
自问自答	ji6 man6 ji6 daap8	
字面	ji6 min6	
字面上	ji6 min6 seung6	
自鸣得意	ji6 ming4 dak7 yi3	
自命不凡	ji6 ming6 bat7 faan4	
自命清高	ji6 ming6 ching1 gou1	
寺庙	ji6 miu6	
字幕	ji6 mok9	
字母	ji6 mou5	
字母表	ji6 mou5 biu2	
自满	ji6 mun5	
自误误人	ji6 ng6 ng6 yan4	
字眼	ji6 ngaan5	
自缢	ji6 ngai3	
自我	ji6 ngo5	
自我介绍	ji6 ngo5 gaai3 siu6	
自我检讨	ji6 ngo5 gim2 tou2	
自我中心	ji6 ngo5 jung1 sam1	
自傲	ji6 ngou6	
自爱	ji6 oi3	
自杀	ji6 saat8	
自杀式袭击	ji6 saat8 sik7 jaap9 gik7	
自细	ji6 sai3	从小
自身	ji6 san1	
自身难保	ji6 san1 naan4 bou2	
自生自灭	ji6 sang1 ji6 mit9	
自修	ji6 sau1	
自修课	ji6 sau1 fo3	
字首	ji6 sau2	
自首	ji6 sau2	
自信	ji6 seun3	
自信心	ji6 seun3 sam1	
自相残杀	ji6 seung1 chaan4 saat8	
自相矛盾	ji6 seung1 maau4 teun5	
自私	ji6 si1	
自食其果	ji6 sik9 kei4 gwo2	
自食其力	ji6 sik9 kei4 lik9	
自食恶果	ji6 sik9 ok8 gwo2	
自扫门前雪	ji6 sou3 mun4 chin4 syut8	
自叹不如	ji6 taan3 bat7 yu4	
自叹弗如	ji6 taan3 fat7 yu4	
字体	ji6 tai2	
自投罗网	ji6 tau4 lo4 mong5	
字条	ji6 tiu4	
自讨苦吃	ji6 tou2 fu2 hek8	
自掏腰包	ji6 tou4 yiu1 baau1	
自慰	ji6 wai3	
自慰	ji6 wai3	手淫
自卫	ji6 wai6	
自卫队	ji6 wai6 deui6	
字汇	ji6 wui6	
字音	ji6 yam1	
字音表	ji6 yam1 biu2	
自由	ji6 yau4	
自由自在	ji6 yau4 ji6 joi6	
自由主义	ji6 yau4 jyu2 yi6	
自由恋爱	ji6 yau4 lyun2 oi3	
自由贸易	ji6 yau4 mau6 yik9	
自由散漫	ji6 yau4 saan2 maan6	
自由意志	ji6 yau4 yi3 ji3	
自有主张	ji6 yau5 jyu2 jeung1	
饲养	ji6 yeung5	
字意	ji6 yi3	
自以为是	ji6 yi5 wai4 si6	
字义	ji6 yi6	
自然	ji6 yin4	
自燃	ji6 yin4	
自言自语	ji6 yin4 ji6 yu5	
自然环境	ji6 yin4 waan4 ging2	
字型	ji6 ying4	
字形	ji6 ying4	
自娱娱人	ji6 yu4 yu4 yan4	
字元	ji6 yun4	
字源	ji6 yun4	
字元组	ji6 yun4 jou2	
自圆其说	ji6 yun4 kei4 syut8	
字元码	ji6 yun4 ma5	
寺院	ji6 yun6	
自愿	ji6 yun6	
渍	jik7	污垢
积	jik7	勾，丁
积	jik7	疳积，疳积病
织	jik7	编，织
即便	jik7 bin6	
织布	jik7 bou3	
积钱	jik7 chin4	攒钱
积蓄	jik7 chuk7	
积极	jik7 gik9	
积极分子	jik7 gik9 fan6 ji2	
即管	jik7 gun2	尽管
即系	jik7 hai6	就是
即系话	jik7 hai6 wa6	就是说
即刻	jik7 hak7	马上，立刻
即兴	jik7 hing3	
即可	jik7 ho2	
积滞	jik7 jai6	消化不良
即将	jik7 jeung1	
迹象	jik7 jeung6	
织蟀	jik7 jeut7	蟋蟀
即席	jik7 jik9	
织蓆	jik7 jik9	编席子
职权	jik7 kyun4	
织冷衫	jik7 laang1 saam1	打毛衣
织箩	jik7 lo4	编箩筐
积埋啲钱	jik7 maai4 di1 chin4	把钱攒下来
积木	jik7 muk9	
即使	jik7 si2	
即时	jik7 si4	
即食面	jik7 sik9 min6	方便面，泡面
积少成多	jik7 siu2 sing4 do1	
即位	jik7 wai6	
积阴功	jik7 yam1 gung1	积德，积福，积阴德
即日	jik7 yat9	
即日起	jik7 yat9 hei2	
即映即有	jik7 ying2 jik7 yau5	现拍现看
职业	jik7 yip9	
鲫鱼	jik7 yu4	
职员	jik7 yun4	
脊梁	jik8 leung4	
炙手可热	jik8 sau2 ho2 yit9	
炙热	jik8 yit9	
席不暇暖	jik9 bat7 ha6 nyun5	
直笔甩	jik9 bat7 lat7	笔直的，直挺挺
直播	jik9 bo3	
直尺	jik9 chek8	
直肠	jik9 cheung4	
直肠癌	jik9 cheung4 ngaam4	
席次	jik9 chi3	
值情	jik9 ching4	简直
值情唔记得咗	jik9 ching4 m4 gei3 dak7 jo2	完全忘了
直达	jik9 daat9	
值得	jik9 dak7	
值得嘅	jik9 dak7 ge3	值得的
席地	jik9 dei6	
直笛	jik9 dek9	
直呼	jik9 fu1	
直呼其名	jik9 fu1 kei4 ming4	
席丰履厚	jik9 fung1 lei5 hau5	
席间	jik9 gaan1	
直谏	jik9 gaan3	
直径	jik9 ging3	
直觉	jik9 gok8	
直角	jik9 gok8	
直角座标	jik9 gok8 jo6 biu1	
直角三角形	jik9 gok8 saam1 gok8 ying4	
借故	jik9 gu3	
籍贯	jik9 gun3	
席卷	jik9 gyun2	
席卷天下	jik9 gyun2 tin1 ha6	
席卷一空	jik9 gyun2 yat7 hung1	
直行	jik9 haang4	直走
直系	jik9 hai6	
直系亲属	jik9 hai6 chan1 suk9	
直辖	jik9 hat9	
直辖市	jik9 hat9 si5	
借口	jik9 hau2	
直航	jik9 hong4	
直至	jik9 ji3	
直接	jik9 jip8	
直截了当	jik9 jit9 liu5 dong3	
夕照	jik9 jiu3	
值勤	jik9 kan4	
直立	jik9 laap9	
直流	jik9 lau4	
直流电	jik9 lau4 din6	
直流发电	jik9 lau4 faat8 din6	
寂寥	jik9 liu4	
直来直往	jik9 loi4 jik9 wong5	
直落	jik9 lok9	
殖民	jik9 man4	
殖民地	jik9 man4 dei6	
殖民者	jik9 man4 je2	
殖民主义	jik9 man4 jyu2 yi6	
植物	jik9 mat9	
寂寞	jik9 mok9	
直脾气	jik9 pei4 hei3	
直视	jik9 si6	
直线	jik9 sin3	
直升机	jik9 sing1 gei1	
直性子	jik9 sing3 ji2	
直销	jik9 siu1	
直爽	jik9 song2	
直选	jik9 syun2	
直头	jik9 tau4	简直，一直，直接
席位	jik9 wai6	
夕阳	jik9 yeung4	
夕阳工业	jik9 yeung4 gung1 yip9	
夕阳西下	jik9 yeung4 sai1 ha6	
直译	jik9 yik9	
直言	jik9 yin4	
直言不讳	jik9 yin4 bat7 wai5	
尖笔甩	jim1 bat7 lat7	尖尖的
沾不上边	jim1 bat7 seung6 bin1	
沾边	jim1 bin1	
占卜	jim1 buk7	
櫼队	jim1 deui2	加塞儿，插队
沾花惹草	jim1 fa1 ye5 chou2	
尖叫	jim1 giu3	
占卦	jim1 gwa3	
沾光	jim1 gwong1	
沾沾自喜	jim1 jim1 ji6 hei2	
谵妄	jim1 mong5	
瞻望	jim1 mong6	
占筮	jim1 sai6	
沾湿	jim1 sap7	
沾手	jim1 sau2	
沾水	jim1 seui2	
沾上	jim1 seung6	
占星	jim1 sing1	
沾污	jim1 wu1	
沾染	jim1 yim5	
占多数	jim3 do1 sou3	
占据	jim3 geui3	
占尽	jim3 jeun6	
占领	jim3 ling5	
占领地	jim3 ling5 dei6	
占领军	jim3 ling5 gwan1	
占领区	jim3 ling5 keui1	
占便宜	jim3 pin4 yi4	
占上风	jim3 seung6 fung1	
占线	jim3 sin3	
占为	jim3 wai4	
占为己有	jim3 wai4 gei2 yau5	
占位	jim3 wai6	
占优势	jim3 yau1 sai3	
占有	jim3 yau5	
占有权	jim3 yau5 kyun4	
占有率	jim3 yau5 leut9	
占有欲	jim3 yau5 yuk9	
占用	jim3 yung6	
渐渐	jim6 jim6	
氊	jin1	毯子
煎堆	jin1 deui1	麻团
膻味	jin1 mei6	
煎熬	jin1 ngou4	
煎pan	jin1 pen1	平底锅
腱	jin2	腱子，腱子肉
辗毙	jin2 bai6	
展品	jin2 ban2	
展出	jin2 cheut7	
展翅	jin2 chi3	
展翅高飞	jin2 chi3 gou1 fei1	
剪綵	jin2 choi2	
剪刀	jin2 dou1	
辗过	jin2 gwo3	
展开	jin2 hoi1	
辗转	jin2 jyun2	
辗转反侧	jin2 jyun2 faan2 jak7	
辗转流传	jin2 jyun2 lau4 chyun4	
辗转相告	jin2 jyun2 seung1 gou3	
展览	jin2 laam5	
展览品	jin2 laam5 ban2	
展览馆	jin2 laam5 gun2	
展览厅	jin2 laam5 ting1	
展览会	jin2 laam5 wui2	
展览会场	jin2 laam5 wui6 cheung4	
展露	jin2 lou6	
展露头角	jin2 lou6 tau4 gok8	
辗米	jin2 mai5	
辗米厂	jin2 mai5 chong2	
阐明	jin2 ming4	
展望	jin2 mong6	
展望未来	jin2 mong6 mei6 loi4	
辗平	jin2 ping4	
阐述	jin2 seut9	
展示	jin2 si6	
展示出	jin2 si6 cheut7	
阐释	jin2 sik7	
展延	jin2 yin4	
展现	jin2 yin6	
荐	jin3	垫，垫子
战败	jin3 baai6	
战败国	jin3 baai6 gwok8	
饯别	jin3 bit9	
战车	jin3 che1	
战场	jin3 cheung4	
颤抖	jin3 dau2	
战斗	jin3 dau3	
战斗机	jin3 dau3 gei1	
战斗区	jin3 dau3 keui1	
战斗力	jin3 dau3 lik9	
战斗意志	jin3 dau3 yi3 ji3	
战刀	jin3 dou1	
颤动	jin3 dung6	
战犯	jin3 faan2	
战火	jin3 fo2	
战况	jin3 fong3	
战俘	jin3 fu1	
战斧	jin3 fu2	
战机	jin3 gei1	
战机机师	jin3 gei1 gei1 si1	
战歌	jin3 go1	
荐高	jin3 gou1	垫高一点
战鼓	jin3 gu2	
战果	jin3 gwo2	
战国	jin3 gwok8	
战国时代	jin3 gwok8 si4 doi6	
战国时期	jin3 gwok8 si4 kei4	
饯行	jin3 hang4	
荐起	jin3 hei2	垫起来
战壕	jin3 hou4	
战争	jin3 jang1	
战战兢兢	jin3 jin3 ging1 ging1	
箭镞	jin3 juk9	
箭猪	jin3 jyu1	豪猪
战区	jin3 keui1	
战舰	jin3 laam6	
战利品	jin3 lei6 ban2	
战略	jin3 leuk9	
战略轰炸	jin3 leuk9 gwang1 ja3	
战略性	jin3 leuk9 sing3	
战栗	jin3 leut9	
颤栗	jin3 leut9	
战力	jin3 lik9	
战乱	jin3 lyun6	
战马	jin3 ma5	
战无不胜	jin3 mou4 bat7 sing3	
战袍	jin3 pou4	
战神	jin3 san4	
战死	jin3 sei2	
战死沙场	jin3 sei2 sa1 cheung4	
战术	jin3 seut9	
战事	jin3 si6	
战士	jin3 si6	
战线	jin3 sin3	
颤声	jin3 sing1	
战胜	jin3 sing3	
战船	jin3 syun4	
荐枱脚	jin3 toi2 geuk8	垫桌腿
战云	jin3 wan4	
战云密布	jin3 wan4 mat9 bou3	
战祸	jin3 wo6	
战友	jin3 yau5	
战役	jin3 yik9	
荐褥	jin3 yuk9	褥子
贱格	jin6 gaak8	下贱
侦办	jing1 baan6	
精品	jing1 ban2	
侦查	jing1 cha4	
侦察	jing1 chaat8	
侦察兵	jing1 chaat8 bing1	
侦察机	jing1 chaat8 gei1	
侦测	jing1 chak7	
侦缉	jing1 chap7	
祯祥	jing1 cheung4	
贞操	jing1 chou1	
蒸发	jing1 faat8	
征伐	jing1 fat9	
征服	jing1 fuk9	
蒸气	jing1 hei3	
精湛	jing1 jaam3	
精子	jing1 ji2	
怔住	jing1 jyu6	
旌旗	jing1 kei4	
蒸馏水	jing1 lau6 seui2	
征粮	jing1 leung4	
蒸笼	jing1 lung4	
侦问	jing1 man6	
征募	jing1 mou6	
精辟	jing1 pik7	
侦破	jing1 po3	
精神	jing1 san4	
精神病	jing1 san4 beng6	
精神分裂	jing1 san4 fan1 lit9	
精神爽利	jing1 san4 song2 lei6	精神饱满，心情舒畅，精神奕奕
精神为之一振	jing1 san4 wai4 ji1 yat7 jan3	
精神焕发	jing1 san4 wun6 faat8	
晶石	jing1 sek9	
精髓	jing1 seui5	
精粹	jing1 seui6	
精邃	jing1 seui6	
侦讯	jing1 seun3	
征兆	jing1 siu6	
精选	jing1 syun2	
精选	jing1 syun2	
侦探	jing1 taam3	
侦探小说	jing1 taam3 siu2 syut8	
侦听	jing1 ting1	
侦听器	jing1 ting1 hei3	
侦听台	jing1 ting1 toi4	
侦听员	jing1 ting1 yun4	
精华	jing1 wa4	
晶莹	jing1 ying4	
正月	jing1 yut9	
正月初三	jing1 yut9 cho1 saam1	
正月初一	jing1 yut9 cho1 yat7	
正月初二	jing1 yut9 cho1 yi6	
整	jing2	弄，修
整齐	jing2 chai4	
整亲	jing2 chan1	弄伤，受伤
整车	jing2 che1	修理汽车
整出嚟	jing2 cheut7 lei4	弄出来
井底之蛙	jing2 dai2 ji1 wa1	
整定	jing2 ding6	注定
整翻	jing2 faan1	修理
整翻几味	jing2 faan1 gei2 mei6	弄几道菜，弄几个菜
整翻好	jing2 faan1 hou2	修理好，修好
整饭	jing2 faan6	煮饭
整洁	jing2 git8	
整古	jing2 gu2	作弄，捉弄，陷害
整古做怪	jing2 gu2 jou6 gwaai3	装神弄鬼
整古弄怪	jing2 gu2 lung6 gwaai3	做鬼脸，故意出洋相，做小动作
整鬼	jing2 gwai2	搞鬼
整鬼整怪	jing2 gwai2 jing2 gwaai3	做鬼脸，故意出洋相，做小动作
整鬼整马	jing2 gwai2 jing2 ma5	搞什么鬼
整资料	jing2 ji1 liu6	整理资料，整理数据
整治	jing2 ji6	
整整吓	jing2 jing2 ha5	慢慢地
井井有条	jing2 jing2 yau5 tiu4	
整烂	jing2 laan6	弄坏，弄破
整烂咗	jing2 laan6 jo2	弄坏了
整理	jing2 lei5	
整路	jing2 lou6	补路
整乱	jing2 lyun6	弄乱
整唔切	jing2 m4 chit8	来不及做，来不及弄
整乜嘢鬼	jing2 mat7 ye5 gwai2	搞什么鬼
整衰	jing2 seui1	搞砸，搞糟
整衰晒	jing2 seui1 saai3	越弄越糟，搞砸了
井水	jing2 seui2	
井水不犯河水	jing2 seui2 bat7 faan6 ho4 seui2	
整伤	jing2 seung1	弄伤
整成…嘅习惯	jing2 sing4 ge3 jaap9 gwaan3	养成…的习惯
整餸	jing2 sung3	做菜
整损	jing2 syun2	弄破，弄伤
整损手	jing2 syun2 sau2	把手弄破了
整体	jing2 tai2	
井田	jing2 tin4	
井田制	jing2 tin4 jai3	
井田制度	jing2 tin4 jai3 dou6	
整痛	jing2 tung3	弄痛
整污糟	jing2 wu1 jou1	弄脏
井然	jing2 yin4	
井然有序	jing2 yin4 yau5 jeui6	
井然有条	jing2 yin4 yau5 tiu4	
整容	jing2 yung4	
正版	jing3 baan2	
政变	jing3 bin3	
正本	jing3 bun2	
政策	jing3 chaak8	
证词	jing3 chi4	
正大	jing3 daai6	
正对面	jing3 deui3 min6	
政敌	jing3 dik9	
正点	jing3 dim2	
正电	jing3 din6	
正电极	jing3 din6 gik9	
正电荷	jing3 din6 ho6	
正电子	jing3 din6 ji2	
正电流	jing3 din6 lau4	
正当	jing3 dong1	
政党政治	jing3 dong2 jing3 ji6	
正道	jing3 dou6	
正反	jing3 faan2	
正犯	jing3 faan2	
正反两方面	jing3 faan2 leung5 fong1 min6	
正反两面	jing3 faan2 leung5 min6	
正反面	jing3 faan2 min6	
证婚	jing3 fan1	
证婚人	jing3 fan1 yan4	
正货	jing3 fo3	正牌货
正方形	jing3 fong1 ying4	
政府	jing3 fu2	
政府部门	jing3 fu2 bou6 mun4	
政府机关	jing3 fu2 gei1 gwaan1	
政府机构	jing3 fu2 gei1 kau3	
正负	jing3 fu6	
正负号	jing3 fu6 hou6	
政界	jing3 gaai3	
政界人士	jing3 gaai3 yan4 si6	
证交税	jing3 gaau1 seui3	
证交所	jing3 gaau1 so2	
政教	jing3 gaau3	
正教	jing3 gaau3	
政教合一	jing3 gaau3 hap9 yat7	
正根	jing3 gan1	
证据	jing3 geui3	
正极	jing3 gik9	
政见	jing3 gin3	
证件	jing3 gin3	
政经	jing3 ging1	
正经	jing3 ging1	
正经事	jing3 ging1 si6	
政纲	jing3 gong1	
证管会	jing3 gun2 wui6	
政客	jing3 haak8	
正合	jing3 hap9	
正合我意	jing3 hap9 ngo5 yi3	
症候	jing3 hau6	
症候群	jing3 hau6 kwan4	
正气	jing3 hei3	
正气凛然	jing3 hei3 lam5 yin4	
政协	jing3 hip8	
正好	jing3 hou2	
证券	jing3 hyun3	
证券交易税	jing3 hyun3 gaau1 yik9 seui3	
证券交易所	jing3 hyun3 gaau1 yik9 so2	
证券公司	jing3 hyun3 gung1 si1	
证券商	jing3 hyun3 seung1	
证券市场	jing3 hyun3 si5 cheung4	
正则	jing3 jak7	
正则表达式	jing3 jak7 biu2 daat9 sik7	
正则化	jing3 jak7 fa3	
政治	jing3 ji6	
正字	jing3 ji6	
政治部	jing3 ji6 bou6	
政治犯	jing3 ji6 faan2	
正字法	jing3 ji6 faat8	
政治家	jing3 ji6 ga1	
政治界	jing3 ji6 gaai3	
政治经济	jing3 ji6 ging1 jai3	
政治学	jing3 ji6 hok9	
政治学家	jing3 ji6 hok9 ga1	
政治权利	jing3 ji6 kyun4 lei6	
政绩	jing3 jik7	
正值	jing3 jik9	
正正经经	jing3 jing3 ging1 ging1	
正正确确	jing3 jing3 kok8 kok8	
证照	jing3 jiu3	
正在	jing3 joi6	
症状	jing3 jong6	
正中	jing3 jung1	
正中间	jing3 jung1 gaan1	
正中下怀	jing3 jung1 ha6 waai4	
正中央	jing3 jung1 yeung1	
正楷	jing3 kaai2	
正确	jing3 kok8	
正确性	jing3 kok8 sing3	
正规	jing3 kwai1	
正规军	jing3 kwai1 gwan1	
政权	jing3 kyun4	
正离子	jing3 lei4 ji2	
政论	jing3 leun6	
正文	jing3 man4	
证物	jing3 mat9	
正面	jing3 min6	
正名	jing3 ming4	
证明	jing3 ming4	
证明文件	jing3 ming4 man4 gin6	
证明书	jing3 ming4 syu1	
政务	jing3 mou6	
政务官	jing3 mou6 gun1	
正门	jing3 mun4	
正午	jing3 ng5	
正误	jing3 ng6	
正误表	jing3 ng6 biu2	
正颜厉色	jing3 ngaan4 lai6 sik7	
正派	jing3 paai3	
正牌	jing3 paai4	
证实	jing3 sat9	
正常	jing3 seung4	
正常化	jing3 seung4 fa3	
正史	jing3 si2	
正视	jing3 si6	
正是如此	jing3 si6 yu4 chi2	
正式	jing3 sik7	
正色	jing3 sik7	
正数	jing3 sou3	
证书	jing3 syu1	
政坛	jing3 taan4	
正体	jing3 tai2	
正体字	jing3 tai2 ji6	
正题	jing3 tai4	
正途	jing3 tou4	
正统	jing3 tung2	
正话	jing3 wa6	刚才，刚刚，正在，正，正要
政委	jing3 wai2	
政委会	jing3 wai2 wui6	
正因	jing3 yan1	
正人	jing3 yan4	
证人	jing3 yan4	
正人君子	jing3 yan4 gwan1 ji2	
证人席	jing3 yan4 jik9	
正一	jing3 yat7	真正
正义	jing3 yi6	
正义感	jing3 yi6 gam2	
证验	jing3 yim6	
正弦	jing3 yin4	
证言	jing3 yin4	
正弦波	jing3 yin4 bo1	
正弦定理	jing3 yin4 ding6 lei5	
正弦曲线	jing3 yin4 kuk7 sin3	
正弦规	jing3 yin4 kwai1	
政要	jing3 yiu3	
剩	jing6	剩，剩下
剩低	jing6 dai1	剩下
剩得	jing6 dak7	只有，只剩下
静电	jing6 din6	
剩翻	jing6 faan1	剩下
静鸡鸡	jing6 gai1 gai1	静静地，悄悄地
净系	jing6 hai6	只是，光，仅仅
静止	jing6 ji2	
静静鸡	jing6 jing2 gai1	偷偷的
静落嚟	jing6 lok9 lei4	安静下来
静宓	jing6 mat9	
静谧	jing6 mat9	
净面	jing6 min6	光面，阳春面，素面条
静英英	jing6 ying1 ying1	静悄悄，静静地
折	jip8	叠
接触	jip8 chuk7	
接待处	jip8 doi6 chyu3	
接近	jip8 gan6	
接骨	jip8 gwat7	
接力	jip8 lik9	
接龙	jip8 lung4	
接纳	jip8 naap9	
接受	jip8 sau6	
接受唔到	jip8 sau6 m4 dou2	不能接受，接受不了
接获	jip8 wok9	
嗫嚅	jip8 yu4	
擮	jit7	挠，挠痒痒
擮胳肋底	jit7 gaak8 laak7 dai2	挠胳肢窝，抓腋下
唧筒	jit7 tung2	
节操	jit8 chou1	
节操	jit8 chou3	
节点	jit8 dim2	
折堕	jit8 do6	作孽，缺德，没良心
