開放粵語詞典（黃錫凌調符調號版）

© 2013年 kaifangcidian.com
網址：http://www.kaifangcidian.com
本詞典以創作共用“署名 3.0”許可協議授權發佈（詳見 http://creativecommons.org/licenses/by/3.0/）
最後更新於2013年1月22日

［粵語詞彙］	［黃錫凌拼音］	［國語解釋］
惡名昭彰	¯ɔk ˌmɪŋ 'tsiu 'dzœŋ	
惡神	¯ɔk ˌsɐn	
惡徒	¯ɔk ˌtou	
惡婦	¯ɔk ˏfu	
惡有惡報	¯ɔk ˏjɐu ¯ɔk ¯bou	
按兵	¯ɔn 'bɪŋ	
按兵不動	¯ɔn 'bɪŋ 'bɐt _dʊŋ	
按摩	¯ɔn 'mɔ	
按摩師	¯ɔn 'mɔ 'si	
按摩療法	¯ɔn 'mɔ ˌliu ¯fat	
按需分配	¯ɔn 'sœy 'fɐn ¯pui	
按部就班	¯ɔn _bou _dzɐu 'ban	
按住	¯ɔn _dzy	
按序	¯ɔn _dzœy	
按鍵	¯ɔn _gin	
案件	¯ɔn _gin	
按月	¯ɔn _jyt	
按日	¯ɔn _jɐt	
按例	¯ɔn _lɐi	
案例	¯ɔn _lɐi	
按捺不住	¯ɔn _nat 'bɐt _dzy	
按壓	¯ɔn ¯at	
按照	¯ɔn ¯dziu	
案發	¯ɔn ¯fat	
按揭	¯ɔn ¯kit	抵押，房貸，抵押貸款，貸款買房
按鈕	¯ɔn ´nɐu	
按期	¯ɔn ˌkei	
按期收費	¯ɔn ˌkei 'sɐu ¯fɐi	
按勞分配	¯ɔn ˌlou 'fɐn ¯pui	
按鈴	¯ɔn ˌlɪŋ	
按年	¯ɔn ˌnin	
按時	¯ɔn ˌsi	
按圖	¯ɔn ˌtou	
按圖索驥	¯ɔn ˌtou ¯sak ¯kei	
案情	¯ɔn ˌtsɪŋ	
按理	¯ɔn ˏlei	
啞巴	´a 'ba	
把風	´ba 'fʊŋ	
把關	´ba 'gwan	
把兄弟	´ba 'hɪŋ _dɐi	
罷啦	´ba 'la	吧
把式	´ba 'sik	
把握	´ba 'ɐk	
把脈	´ba _mɐk	診脈，號脈
把玩	´ba _wun	
把柄	´ba ¯bɛŋ	
把戲	´ba ¯hei	
把炮	´ba ¯pau	把握
把屁	´ba ¯pei	有屁用，頂個屁用
把屁咩！	´ba ¯pei 'mɛ	有個屁用！
把勢	´ba ¯sɐi	
把盞	´ba ´dzan	
把酒	´ba ´dzɐu	
把幾火	´ba ´gei ´fɔ	很生氣
把鬼	´ba ´gwɐi	有什麼用，頂什麼用，白費勁，毫無用處
把手	´ba ´sɐu	
把守	´ba ´sɐu	
把持	´ba ˌtsi	
把舦	´ba ˏtai	掌舵
擺	´bai	擺放
擺甫士	´bai 'pou ´si	擺姿勢
擺烏龍	´bai 'wu ´lʊŋ	弄錯，搞誤會
擺放	´bai ¯fɔŋ	
擺供	´bai ¯gʊŋ	
擺設	´bai ¯tsit	
擺脫	´bai ¯tyt	
擺酒	´bai ´dzɐu	擺酒席，辦酒席
擺檔	´bai ´dɔŋ	擺攤子
擺檔口	´bai ´dɔŋ ´hɐu	擺攤子
板	´ban	板子
板障	´ban ¯dzœŋ	板牆，板壁
板凳	´ban ¯dɐŋ	
板塊	´ban ¯fai	
版本	´ban ´bun	
版權	´ban ˌkyn	
版權所有	´ban ˌkyn ´sɔ ˏjɐu	
飽經	´bau 'gɪŋ	
飽經風霜	´bau 'gɪŋ 'fʊŋ 'sœŋ	
飽經滄桑	´bau 'gɪŋ 'tsɔŋ 'sɔŋ	
飽經世故	´bau 'gɪŋ ¯sɐi ¯gu	
飽餐	´bau 'tsan	
飽學	´bau _hɔk	
飽學之士	´bau _hɔk 'dzi _si	
飽食	´bau _sik	
飽食終日	´bau _sik 'dzʊŋ _jɐt	
飽受	´bau _sɐu	
飽嗝	´bau ¯gak	
飽擦一輪	´bau ¯tsat 'jɐt ˌlœn	飽吃一頓
飽死	´bau ´sei	臭美
飽死我啦！	´bau ´sei ˏŋɔ ¯la	飽到要爆炸
飽含	´bau ˌhɐm	
飽嚐	´bau ˌsœŋ	
飽和	´bau ˌwɔ	
飽和度	´bau ˌwɔ _dou	
飽和狀態	´bau ˌwɔ _dzɔŋ ¯tai	
飽和點	´bau ˌwɔ ´dim	
飽滿	´bau ˏmun	
飽暖	´bau ˏnyn	
飽暖思淫慾	´bau ˏnyn 'si ˌjɐm _jʊk	
髀	´bei	腿，大腿
畀	´bei	被，受，讓
畀	´bei	給
畀翻	´bei 'fan	還給
畀翻錢	´bei 'fan ´tsin	還錢
畀非士	´bei 'fei ´si	給面子
比分	´bei 'fɐn	
比方	´bei 'fɔŋ	
比堅尼	´bei 'gin ˌnei	比基尼，比基尼泳衣
畀心機	´bei 'sɐm 'gei	用心，下功夫，努力
畀心機做	´bei 'sɐm 'gei _dzou	努力做
畀貼士	´bei 'tip ´si	給小費
畀差人拉	´bei 'tsai ˌjɐn 'lai	被警察逮捕
比喻	´bei _jy	
比率	´bei _lœt	
畀利是	´bei _lɐi _si	給紅包
畀面色佢睇	´bei _min 'sik ˏkœy ´tɐi	給臉色他看
畀問起	´bei _mɐn ´hei	被問倒
畀鬧到一戙都冇	´bei _nau ¯dou 'jɐt _dʊŋ 'dou ˏmou	被罵得一錢不值，被罵得狗血淋頭，捱一頓臭罵
畀鬧到一面屁	´bei _nau ¯dou 'jɐt _min ¯pei	被罵得滿臉羞慚，被罵得無地自容，被罵得狗血淋頭
畀鬧到一隻屐	´bei _nau ¯dou 'jɐt ¯dzɛk _kɛk	被罵得垂頭喪氣，被罵得狗血淋頭，捱一頓臭罵
畀鬧到死死吓	´bei _nau ¯dou ´sei ´sei ´ha	被罵得垂頭喪氣，被罵得狗血淋頭，捱一頓臭罵
彼岸	´bei _ŋɔn	
比較	´bei ¯gau	
畀過	´bei ¯gwɔ	交給
畀雪藏	´bei ¯syt ˌtsɔŋ	被打入冷宮，暫時閒置
畀錫壞咗	´bei ¯sɛk _wai ´dzɔ	被慣壞了，給人慣壞了
比賽	´bei ¯tsɔi	
畀考起	´bei ´hau ´hei	被考倒
畀面	´bei ´min	賞臉，給面子
畀水沉死	´bei ´sœy _dzɐm ´sei	被水淹死
畀水濁親	´bei ´sœy _dzʊk 'tsɐn	給水嗆了
匕首	´bei ´sɐu	
彼此	´bei ´tsi	
畀錢	´bei ´tsin	付錢，給錢
畀錢我	´bei ´tsin ˏŋɔ	給我錢
畀…睇	´bei ´tɐi	給…看
畀人蝦	´bei ˌjɐn 'ha	軟弱，給別人欺負
畀人恰	´bei ˌjɐn 'hɐp	讓別人欺負了
畀人箍頸	´bei ˌjɐn 'ku ´gɛŋ	被人搶劫
畀人拼沉	´bei ˌjɐn 'pɛŋ ˌtsɐm	被打敗，給人打輸
畀人識穿	´bei ˌjɐn 'sik 'tsyn	讓人識破
畀人呃	´bei ˌjɐn 'ŋak	受騙，被騙
畀人鬧	´bei ˌjɐn _nau	捱罵，被罵，讓人罵
畀人棍咗	´bei ˌjɐn ¯gwɐn ´dzɔ	給人騙了，被人騙了，被騙
畀人唱衰	´bei ˌjɐn ¯tsœŋ 'sœy	被別人詆毀，被別人戳脊梁骨
畀人玩死	´bei ˌjɐn ´wan ´sei	被人害苦
比唔上	´bei ˌm̩ _sœŋ	比不上
畀銀紙	´bei ˌŋɐn ´dzi	給錢
貶低	´bin 'dɐi	
扁豆	´bin _dɐu	
匾額	´bin _ŋak	
扁圓	´bin ˌjyn	
扁平	´bin ˌpɪŋ	
表達	´biu _dat	
表現	´biu _jin	
表面	´biu _min	
表示	´biu _si	
表決	´biu ¯kyt	
表決權	´biu ¯kyt ˌkyn	
表錯情	´biu ¯tsɔ ˌtsɪŋ	弄錯，誤解，誤會
表演	´biu ´jin	
表揚	´biu ˌjœŋ	
表情	´biu ˌtsɪŋ	
簿	´bou	本子
保鏢	´bou 'biu	
寶刀	´bou 'dou	
寶刀未老	´bou 'dou _mei ˏlou	
補足	´bou 'dzʊk	
補丁	´bou 'dɪŋ	
补家用	´bou 'ga ´jʊŋ	補貼家裡的開支
補空	´bou 'hʊŋ	
補給	´bou 'kɐp	
補給站	´bou 'kɐp _dzam	
補給品	´bou 'kɐp ´bɐn	
補色	´bou 'sik	
保釋	´bou 'sik	
保鮮紙	´bou 'sin ´dzi	玻璃紙
補修	´bou 'sɐu	
補充	´bou 'tsʊŋ	
補充品	´bou 'tsʊŋ ´bɐn	
補胎	´bou 'tɔi	
保安	´bou 'ɔn	
寶地	´bou _dei	
補習	´bou _dzap	
補習班	´bou _dzap 'ban	
補綴	´bou _dzœy	
寶座	´bou _dzɔ	
補助金	´bou _dzɔ 'gɐm	
補助額	´bou _dzɔ _ŋak	
補助費	´bou _dzɔ ¯fɐi	
寶藏	´bou _dzɔŋ	
保重	´bou _dzʊŋ	
寶特瓶	´bou _dɐk ˌpɪŋ	
補藥	´bou _jœk	
保佑	´bou _jɐu	
保密	´bou _mɐt	
寶物	´bou _mɐt	
寶石	´bou _sɛk	
保護	´bou _wu	
保護國	´bou _wu ¯gwɔk	
保護主義	´bou _wu ´dzy _ji	
保衛	´bou _wɐi	
寶位	´bou _wɐi	
補鑊	´bou _wɔk	補救失誤
補報	´bou ¯bou	
寶貝	´bou ¯bui	
寶貝仔	´bou ¯bui ´dzɐi	寶貝兒子
保障	´bou ¯dzœŋ	
保證	´bou ¯dzɪŋ	
寶庫	´bou ¯fu	
補課	´bou ¯fɔ	
寶鑑	´bou ¯gam	
寶劍	´bou ¯gim	
寶貴	´bou ¯gwɐi	
補過	´bou ¯gwɔ	
寶眷	´bou ¯gyn	
補救	´bou ¯gɐu	
補血	´bou ¯hyt	
補血劑	´bou ¯hyt 'dzɐi	
補血藥	´bou ¯hyt _jœk	
補缺	´bou ¯kyt	
補票	´bou ¯piu	
寶塔	´bou ¯tap	
補貼	´bou ¯tip	
寶剎	´bou ¯tsat	
寶寶	´bou ´bou	
補品	´bou ´bɐn	
寶典	´bou ´din	
寶島	´bou ´dou	
簿仔	´bou ´dzɐi	小本子，筆記本
保管	´bou ´gun	
保管箱	´bou ´gun 'sœŋ	
保管費	´bou ´gun ¯fɐi	
補考	´bou ´hau	
保險	´bou ´him	
保險金	´bou ´him 'gɐm	
保險公司	´bou ´him 'gʊŋ 'si	
保險絲	´bou ´him 'si	
保險箱	´bou ´him 'sœŋ	
保險費	´bou ´him ¯fɐi	
保母	´bou ´mou	
補選	´bou ´syn	
補水	´bou ´sœy	補助費，加班費，補貼
保守	´bou ´sɐu	
保守主義	´bou ´sɐu ´dzy _ji	
保守黨	´bou ´sɐu ´dɔŋ	
補寫	´bou ´sɛ	
補鞋	´bou ˌhai	
補鞋匠	´bou ˌhai _dzœŋ	
寶藍	´bou ˌlam	
寶藍色	´bou ˌlam 'sik	
保留	´bou ˌlɐu	
補償	´bou ˌsœŋ	
補償金	´bou ˌsœŋ 'gɐm	
保持	´bou ˌtsi	
保持中立	´bou ˌtsi 'dzʊŋ _lap	
保存	´bou ˌtsyn	
補遺	´bou ˌwɐi	
補牙	´bou ˌŋa	
補語	´bou ˏjy	
補養	´bou ˏjœŋ	
保養	´bou ˏjœŋ	
堡壘	´bou ˏlœy	
保姆	´bou ˏmou	
鴇母	´bou ˏmou	
褓姆車	´bou ˏmou 'tsɛ	校車，娃娃車
保你大	´bou ˏnei _dai	服了你了
畚箕	´bun 'gei	
本息	´bun 'sik	
本色	´bun 'sik	
本身	´bun 'sɐn	
本地薑唔辣	´bun _dei 'gœŋ ˌm̩ _lat	遠來的和尚會念經，牆裡開花牆外香
本末倒置	´bun _mut ¯dou ¯dzi	
本事	´bun _si	本領
本性	´bun ¯sɪŋ	
本銀	´bun ´ŋɐn	本金，本錢
本來	´bun ˌlɔi	
本来	´bun ˌlɔi	
本能	´bun ˌnɐŋ	
品質	´bɐn 'dzɐt	
品質管制	´bɐn 'dzɐt ´gun ¯dzɐi	
品德	´bɐn 'dɐk	
品級	´bɐn 'kɐp	
品行	´bɐn _hɐŋ	
品學	´bɐn _hɔk	
品學兼優	´bɐn _hɔk 'gim 'jɐu	
品類	´bɐn _lœy	
品綠	´bɐn _lʊk	
品貌	´bɐn _mau	
品貌雙全	´bɐn _mau 'sœŋ ˌtsyn	
品貌出眾	´bɐn _mau 'tsœt ¯dzʊŋ	
品味	´bɐn _mei	
品目	´bɐn _mʊk	
品位	´bɐn _wɐi	
品格	´bɐn ¯gak	
品格高尚	´bɐn ¯gak 'gou _sœŋ	
品性	´bɐn ¯sɪŋ	
品種	´bɐn ´dzʊŋ	
品種改良	´bɐn ´dzʊŋ ´gɔi ˌlœŋ	
品管	´bɐn ´gun	
品紅	´bɐn ˌhʊŋ	
品藍	´bɐn ˌlam	
品牌	´bɐn ˌpai	
品評	´bɐn ˌpɪŋ	
品嚐	´bɐn ˌsœŋ	
品茶	´bɐn ˌtsa	
品頭論足	´bɐn ˌtɐu _lœn 'dzʊk	
品茗	´bɐn ˏmɪŋ	
榜樣	´bɔŋ _jœŋ	
榜上有名	´bɔŋ _sœŋ ˏjɐu ˌmɪŋ	
綁架	´bɔŋ ¯ga	
綁架犯	´bɔŋ ¯ga ´fan	
綁個纈	´bɔŋ ¯gɔ ¯lit	打一個結
綁纈	´bɔŋ ¯lit	打結
綁鞋帶	´bɔŋ ˌhai ¯dai	繫鞋帶
餅乾	´bɛŋ 'gɔn	
餅乾	´bɛŋ 'gɔn	蘇打餅
餅乾盒	´bɛŋ 'gɔn _hɐp	
餅乾店	´bɛŋ 'gɔn ¯dim	
餅咭	´bɛŋ 'kɐt	餅券
餅師	´bɛŋ 'si	麵包師傅
餅印	´bɛŋ ¯jɐn	餅模子
餅屑	´bɛŋ ¯sit	
餅仔	´bɛŋ ´dzɐi	餅乾
抦	´bɪŋ	打，揍，毆打
秉燭夜遊	´bɪŋ 'dzʊk _jɛ ˌjɐu	
丙級	´bɪŋ 'kɐp	
屏息	´bɪŋ 'sik	
屏息以待	´bɪŋ 'sik ˏji ¯dɔi	
屏氣	´bɪŋ ¯hei	
屏氣凝神	´bɪŋ ¯hei ˌjɪŋ ˌsɐn	
秉性	´bɪŋ ¯sɪŋ	
丙等	´bɪŋ ´dɐŋ	
秉承	´bɪŋ ˌsɪŋ	
秉持	´bɪŋ ˌtsi	
丙酮	´bɪŋ ˌtʊŋ	
打包	´da 'bau	
打包票	´da 'bau ¯piu	
打邊爐	´da 'bin ˌlou	涮鍋子，吃火鍋
打煲呔	´da 'bou 'tai	打領結
打崩頭	´da 'bɐŋ ˌtɐu	打破頭
打波	´da 'bɔ	打球
打搏成	´da 'bɔk ´sɪŋ	打西洋拳
打齋	´da 'dzai	做法事，拜懺
打櫼	´da 'dzim	插隊，加塞兒
打招呼	´da 'dziu 'fu	
打漿	´da 'dzœŋ	
打漿機	´da 'dzœŋ 'gei	
打針	´da 'dzɐm	
打真軍	´da 'dzɐn 'gwɐn	真幹，真的
打低	´da 'dɐi	打倒，打垮，搞垮
打得	´da 'dɐk	能打
打燈謎	´da 'dɐŋ ˌmɐi	
打翻電話	´da 'fan _din ´wa	回電話
打風	´da 'fʊŋ	颳颱風，颳大風，颳風
打交	´da 'gau	打架
打交道	´da 'gau _dou	
打機	´da 'gei	打電動
打機室	´da 'gei 'sɐt	遊戲室，遊戲機室，遊戲機店，電子遊樂場，電子遊戲廳
打擊	´da 'gik	
打擊樂器	´da 'gik _ŋɔk ¯hei	
打擊手	´da 'gik ´sɐu	
打高爾夫	´da 'gou ˏji 'fu	
打官腔	´da 'gun 'hɔŋ	
打官司	´da 'gun 'si	
打瓜	´da 'gwa	打死，被打死
打關斗	´da 'gwan ´dɐu	翻跟斗，翻筋斗
打光	´da 'gwɔŋ	
打光機	´da 'gwɔŋ 'gei	
打更	´da 'gɐŋ	
打工	´da 'gʊŋ	
打躬	´da 'gʊŋ	
打工	´da 'gʊŋ	工作，打工，做工
打功夫	´da 'gʊŋ 'fu	打拳，練武術，練拳術，練武功
打工妹	´da 'gʊŋ 'mui	女工人
打躬作揖	´da 'gʊŋ ¯dzɔk 'jɐp	
打工仔	´da 'gʊŋ ´dzɐi	工人，上班族，小工人
打工廠工	´da 'gʊŋ ´tsɔŋ 'gʊŋ	在工廠做工
打乞嗤	´da 'hɐt 'tsi	打噴嚏
打開	´da 'hɔi	
打噎	´da 'jik	打嗝兒
打垮	´da 'kwa	
打卡	´da 'kɐt	
打卡鐘	´da 'kɐt 'dzʊŋ	
打卡機	´da 'kɐt 'gei	
打披	´da 'pɛ	打撲克
打拼	´da 'pɪŋ	
打生打死	´da 'saŋ ´da ´sei	出生入死
打思噎	´da 'si 'dzik	打嗝兒
打先鋒	´da 'sin 'fʊŋ	
打消	´da 'siu	
打輸	´da 'sy	
打傷	´da 'sœŋ	
打呔	´da 'tai	繫領帶，打領帶
打天下	´da 'tin _ha	
打千秋	´da 'tsin 'tsɐu	盪鞦韆
打出腳骨	´da 'tsœt ¯gœk 'gwɐt	露出小腿
打聽	´da 'tɪŋ	
打通	´da 'tʊŋ	
打通關	´da 'tʊŋ 'gwan	
打敗	´da _bai	
打敗仗	´da _bai ¯dzœŋ	
打扮	´da _ban	
打鼻鼾	´da _bei ˌhɔn	打呼嚕，打鼾
打大翻	´da _dai 'fan	翻跟頭，翻筋斗
打大交	´da _dai 'gau	激烈的搏鬥
打掂	´da _dim	直著
打掂瞓	´da _dim ¯fɐn	直著睡
打掂放	´da _dim ¯fɔŋ	直著放
打掂寫	´da _dim ´sɛ	直著寫，豎著寫
打電話	´da _din ´wa	
打道	´da _dou	
打道回府	´da _dou ˌwui ´fu	
打雜	´da _dzap	幹雜工
打字	´da _dzi	
打字機	´da _dzi 'gei	
打自己工，自己話事	´da _dzi ´gei 'gʊŋ _dzi ´gei _wa _si	自己當老闆可說話
打字員	´da _dzi ˌjyn	
打造	´da _dzou	
打著	´da _dzœk	
打坐	´da _dzɔ	
打盹	´da _dœn	
打突	´da _dɐt	事情來得很突然，使自己愣了一下
打突兀	´da _dɐt _ŋɐt	事情來得很突然，使自己愣了一下
打定主意	´da _dɪŋ ´dzy ¯ji	
打動	´da _dʊŋ	
打瞌睡	´da _hɐp _sœy	
打預	´da _jy	打算，預計
打入冷宮	´da _jɐp ˏlaŋ 'gʊŋ	
打爛	´da _lan	打破
打爛砂盆問到篤	´da _lan 'sa ˌpun _mɐn ¯dou 'dʊk	打破沙鍋問到底
打蠟	´da _lap	上蠟
打獵	´da _lip	
打裂	´da _lit	
打亂	´da _lyn	
打落水狗	´da _lɔk ´sœy ´gɐu	
打令	´da _lɪŋ	親愛的，愛人，心上人
打罵	´da _ma	
打壓	´da ¯at	
打倒掟放	´da ¯dou ¯dɛŋ	倒過來放
打倒掟	´da ¯dou ¯dɛŋ	倒過來
打倒褪	´da ¯dou ¯tɐn	倒退，後退
打顫	´da ¯dzin	
打戰	´da ¯dzin	
打折扣	´da ¯dzit ¯kɐu	
打仗	´da ¯dzœŋ	
打掣	´da ¯dzɐi	開閘，合上開關，開閘通電
打震	´da ¯dzɐn	發抖，打哆嗦
打政府工	´da ¯dzɪŋ ´fu 'gʊŋ	當公務員
打中	´da ¯dzʊŋ	
打鬥	´da ¯dɐu	
打法	´da ¯fat	
打發	´da ¯fat	
打架	´da ¯ga	
打嗝	´da ¯gak	
打格仔	´da ¯gak ´dzɐi	打上馬賽克，有碼
打劫	´da ¯gip	
打結	´da ¯git	
打救	´da ¯gɐu	搭救
打個響指	´da ¯gɔ ´hœŋ ´dzi	彈響指頭
打喊路	´da ¯ham _lou	打哈欠
打氣	´da ¯hei	
打氣筒	´da ¯hei ´tʊŋ	
打印	´da ¯jɐn	
打印機	´da ¯jɐn 'gei	
打纈	´da ¯lit	打結
打炮	´da ¯pau	
打破	´da ¯pɔ	
打晒纈	´da ¯sai ¯lit	交通堵塞
打掃	´da ¯sou	
打算	´da ¯syn	
打算點啫	´da ¯syn ´dim 'dzɛ	打算怎麼著
打算盤	´da ¯syn ˌpun	
打信號	´da ¯sœn _hou	
打碎	´da ¯sœy	
打勝	´da ¯sɪŋ	
打勝仗	´da ¯sɪŋ ¯dzœŋ	
打探	´da ¯tam	
打鐵	´da ¯tit	
打鐵工	´da ¯tit 'gʊŋ	
打鐵趁熱	´da ¯tit ¯tsɐn _jit	
打鐵佬	´da ¯tit ´lou	鐵匠
打岔	´da ¯tsa	
打趣	´da ¯tsœy	
打錯電話	´da ¯tsɔ _din ´wa	撥錯了號，打錯電話
打赤膊	´da ¯tsɛk ¯bɔk	
打赤腳	´da ¯tsɛk ¯gœk	光著腳
打退	´da ¯tœy	
打退堂鼓	´da ¯tœy ˌtɔŋ ´gu	
打靶	´da ´ba	槍決，槍斃
打靶	´da ´ba	
打靶鬼	´da ´ba ´gwɐi	該死的，混帳，混蛋
打靶佬	´da ´ba ´lou	該死的，混帳，混蛋
打靶場	´da ´ba ˌtsœŋ	
打打鬧鬧	´da ´da _nau _nau	
打點滴	´da ´dim 'dik	
打倒	´da ´dou	
打賭	´da ´dou	
打指模	´da ´dzi ˌmou	按指印
打主意	´da ´dzy ¯ji	
打咗個突	´da ´dzɔ ¯gɔ _dɐt	愣了一下
打底	´da ´dɐi	
打火機	´da ´fɔ 'gei	
打攪	´da ´gau	打擾
打攪晒	´da ´gau ¯sai	打擾了
打鼓	´da ´gu	
打滾	´da ´gwɐn	
打拱	´da ´gʊŋ	
打拱作揖	´da ´gʊŋ ¯dzɔk 'jɐp	
打起	´da ´hei	
打起精神	´da ´hei 'dzɪŋ ˌsɐn	
打孔	´da ´hʊŋ	
打孔機	´da ´hʊŋ 'gei	
打茄輪	´da ´kɛ ˌlœn	接吻
打散工	´da ´san 'gʊŋ	做零工
打死	´da ´sei	
打死纈	´da ´sei ¯lit	打死結
打死唔信	´da ´sei ˌm̩ ¯sœn	怎麼也不相信，無論如何也不能相信，不敢相信，真不能相信
打屎窟	´da ´si 'fɐt	打屁股
打小報告	´da ´siu ¯bou ¯gou	
打賞	´da ´sœŋ	獎賞，賞賜，給小費
打手	´da ´sɐu	
打手槍	´da ´sɐu 'tsœŋ	
打手勢	´da ´sɐu ¯sɐu	
打手板	´da ´sɐu ´ban	打手心
打手指模	´da ´sɐu ´dzi ˌmou	按指印
打草驚蛇	´da ´tsou 'gɪŋ ˌsɛ	
打荷包	´da ˌhɔ 'bau	偷錢包
打鼾	´da ˌhɔn	
打完齋唔要和尚	´da ˌjyn 'dzai ˌm̩ ¯jiu ˌwɔ ´sœŋ	念完經趕和尚
打圓場	´da ˌjyn ˌtsœŋ	
打烊	´da ˌjœŋ	
打人	´da ˌjɐn	
打贏	´da ˌjɛŋ	
打群架	´da ˌkwɐn ¯ga	
打拳	´da ˌkyn	
打球	´da ˌkɐu	
打籃球	´da ˌlam ˌkɐu	
打雷	´da ˌlœy	
打擂台	´da ˌlœy ˌtɔi	
打量	´da ˌlœŋ	
打撈	´da ˌlɐu	
打麻雀	´da ˌma ¯dzœk	打麻將
打唔通	´da ˌm̩ 'tʊŋ	打不通
打牌	´da ˌpai	
打成一片	´da ˌsɪŋ 'jɐt ¯pin	
打成平手	´da ˌsɪŋ ˌpɪŋ ´sɐu	
打前鋒	´da ˌtsin 'fʊŋ	
打情罵俏	´da ˌtsɪŋ _ma ¯tsiu	
打頭陣	´da ˌtɐu _dzɐn	
打颱風	´da ˌtɔi 'fʊŋ	刮台風
打橫寫	´da ˌwaŋ	橫著寫
打橫	´da ˌwaŋ	橫著
打橫放	´da ˌwaŋ	橫著放
打橫瞓	´da ˌwaŋ ¯fɐn	橫著睡
打橫睇	´da ˌwaŋ ´tɐi	橫著看
打橫嚟	´da ˌwaŋ ˌlei	橫行霸道
打牙祭	´da ˌŋa ¯dzɐi	
打牙鉸	´da ˌŋa ¯gau	閒聊，聊大天兒
打擾	´da ˏjiu	
打冷戰	´da ˏlaŋ ¯dzin	
打冷震	´da ˏlaŋ ¯dzɐn	發抖，打寒顫
打理	´da ˏlei	
打理	´da ˏlei	管，理，理睬，管理，料理
打領帶	´da ˏlɪŋ ¯dai	
打網球	´da ˏmɔŋ ˌkɐu	
打抱不平	´da ˏpou 'bɐt ˌpɪŋ	
打斷	´da ˏtyn	
打昂	´da ˏŋɔŋ	仰著
打昂瞓	´da ˏŋɔŋ ¯fɐn	仰睡
歹徒	´dai ˌtou	
膽汁	´dam 'dzɐp	
膽識	´dam 'sik	
膽識過人	´dam 'sik ¯gwɔ ˌjɐn	
膽大	´dam _dai	
膽大包天	´dam _dai 'bau 'tin	
膽略	´dam _lœk	
膽略過人	´dam _lœk ¯gwɔ ˌjɐn	
膽量	´dam _lœŋ	
膽顫心驚	´dam ¯dzin 'sɐm 'gɪŋ	
膽戰心驚	´dam ¯dzin 'sɐm 'gɪŋ	
膽戰心驚	´dam ¯dzin 'sɐm 'gɪŋ	
膽結石	´dam ¯git _sɛk	
膽固醇	´dam ¯gu ˌsœn	
膽怯	´dam ¯hip	
膽敢	´dam ´gɐm	
膽小鬼	´dam ´siu ´gwɐi	
膽小如鼠	´dam ´siu ˌjy ´sy	
膽囊	´dam ˌnɔŋ	膽囊
膽瓶	´dam ˌpɪŋ	
弟	´di	撲克牌中的“2”
點	´dim	蘸
點	´dim	怎麼，怎樣，怎麼樣
點都要	´dim 'dou ¯jiu	怎麼都要，無論如何都要
點都好	´dim 'dou ´hou	不管怎樣
點知	´dim 'dzi	哪兒知道
點得	´dim 'dɐk	怎麼行，怎麼成
點先算…	´dim 'sin ¯syn	什麼才是…？
點心	´dim 'sɐm	小吃，點心
點清	´dim 'tsɪŋ	
點做	´dim _dzou	怎樣去做
點綴	´dim _dzœy	
點係	´dim _hɐi	不敢當
…點賣？	´dim _mai	…多少錢？
點脈	´dim _mɐk	點穴
點豉油	´dim _si ˌjɐu	蘸酱油
點話點好	´dim _wa ´dim ´hou	怎麼都可以，怎樣說都可以，怎麼說就怎麼辦
點呢	´dim ¯lɛ	怎麼辦呢，如何是好
點算	´dim ¯syn	怎麼辦
點算好	´dim ¯syn ´hou	怎麼辦才好，該怎麼辦，如何是好
點止	´dim ´dzi	何止，豈止
點火	´dim ´fɔ	
點解	´dim ´gai	為什麼
點攪噶	´dim ´gau ¯ga	怎麼搞的
點鬼樣	´dim ´gwɐi ´jœŋ	怎樣？
點講	´dim ´gɔŋ	怎麼說
點好	´dim ´hou	怎麼辦
點好呢	´dim ´hou ¯lɛ	怎樣才好，怎麼辦
點可以	´dim ´hɔ ˏji	怎麼可以
點樣	´dim ´jœŋ	怎樣，怎麼樣
點少得	´dim ´siu 'dɐk	怎麼少得了
點睇	´dim ´tɐi	怎麼看，怎麼樣，有什麼看法，有何看法
點燃	´dim ˌjin	
點會	´dim ˏwui	怎麼會
典範	´din _fan	
典押	´din ¯at	
典當	´din ¯dɔŋ	
典故	´din ¯gu	
典型	´din ˌjɪŋ	
典禮	´din ˏlɐi	
典雅	´din ˏŋa	
…到	´dou	到了，著
堵塞	´dou 'sɐk	
倒坍	´dou 'tan	
倒出嚟	´dou 'tsœt ˌlei	倒出來
搗蛋	´dou _dan	
搗蛋鬼	´dou _dan ´gwɐi	
島嶼	´dou _dzœy	
搗爛	´dou _lan	
倒垃圾	´dou _lap ¯sap	
搗亂	´dou _lyn	
搗亂份子	´dou _lyn _fɐn ´dzi	
倒閉	´dou ¯bɐi	
賭博	´dou ¯bɔk	
倒竈	´dou ¯dzou	幫倒忙，砸鍋，辦事失敗
賭檔	´dou ¯dɔŋ	地下賭場
賭棍	´dou ¯gwɐn	指靠賭錢騙人為生的人
島國	´dou ¯gwɔk	
倒冧	´dou ¯lɐm	倒塌
搗碎	´dou ¯sœy	
倒塌	´dou ¯tap	
倒瀉	´dou ´sɛ	傾倒，溢出，倒出，倒撒了，灑
