开放粤语词典（黄锡凌数字调号版）

© 2013年 kaifangcidian.com
网址：http://www.kaifangcidian.com
本词典以创作共用“署名 3.0”许可协议授权发布（详见 http://creativecommons.org/licenses/by/3.0/）
最后更新于2013年1月22日

［粤语词汇］	［黄锡凌拼音］	［国语解释］
远行	jyn5 hɐŋ4	
远航	jyn5 hɔŋ4	
软弱	jyn5 jœk9	
远洋	jyn5 jœŋ4	
远洋渔业	jyn5 jœŋ4 jy4 jip9	
远洋渔船	jyn5 jœŋ4 jy4 syn4	
远洋运输	jyn5 jœŋ4 wɐn6 sy1	
软荏荏	jyn5 jɐm4 jɐm4	软绵绵
远日点	jyn5 jɐt9 dim2	
远游	jyn5 jɐu4	
远距离	jyn5 kœy5 lei4	
远离	jyn5 lei4	
远略	jyn5 lœk9	
远虑	jyn5 lœy6	
远望	jyn5 mɔŋ6	
远视	jyn5 si6	
远射	jyn5 sɛ6	
远眺	jyn5 tiu3	
远处	jyn5 tsy3	
远亲不如近邻	jyn5 tsɐn1 bɐt7 jy4 gɐn6 lœn4	
远程	jyn5 tsɪŋ4	
软硬	jyn5 ŋaŋ6	
软硬兼施	jyn5 ŋaŋ6 gim1 si1	
县知事	jyn6 dzi1 si6	
县志	jyn6 dzi3	
县长	jyn6 dzœŋ2	
县政府	jyn6 dzɪŋ3 fu2	
县府	jyn6 fu2	
县界	jyn6 gai3	
县官	jyn6 gun1	
县境	jyn6 gɪŋ2	
县辖市	jyn6 hɐt9 si5	
愿意	jyn6 ji3	
县议员	jyn6 ji5 jyn4	
县议会	jyn6 ji5 wui6	
炫耀	jyn6 jiu6	
县狱	jyn6 jʊk9	
县立	jyn6 lap9	
县民	jyn6 mɐn4	
愿望	jyn6 mɔŋ6	
炫目	jyn6 mʊk9	
县市	jyn6 si5	
县市政府	jyn6 si5 dzɪŋ3 fu2	
炫示	jyn6 si6	
县城	jyn6 sɪŋ4	
县委	jyn6 wɐi2	
县委会	jyn6 wɐi2 wui6	
县尉	jyn6 wɐi3	
县衙	jyn6 ŋa4	
县衙门	jyn6 ŋa4 mun4	
月白风清	jyt9 bak9 jyt9 mun5	
阅报	jyt9 bou3	
阅报室	jyt9 bou3 sɐt7	
越帮越忙	jyt9 bɔŋ1 jyt9 mɔŋ4	帮倒忙
月饼	jyt9 bɛŋ2	
月饼盒	jyt9 bɛŋ2 hɐp9	
阅兵	jyt9 bɪŋ1	
阅兵典礼	jyt9 bɪŋ1 din2 lɐi5	
阅兵式	jyt9 bɪŋ1 sik7	
阅兵台	jyt9 bɪŋ1 tɔi4	
越俎代庖	jyt9 dzɔ2 dɔi6 pau4	
月中	jyt9 dzʊŋ1	
月底	jyt9 dɐi2	
阅读	jyt9 dʊk9	
阅读器	jyt9 dʊk9 hei3	
阅读室	jyt9 dʊk9 sɐt7	
月份	jyt9 fɐn6	
月份牌	jyt9 fɐn6 pai4	日历，日历牌
月桂	jyt9 gwɐi3	
月季花	jyt9 gwɐi3 fa1	
月桂冠	jyt9 gwɐi3 gun1	
月桂树	jyt9 gwɐi3 sy6	
越过	jyt9 gwɔ3	
月光	jyt9 gwɔŋ1	月亮
月光	jyt9 gwɔŋ1	
月光曲	jyt9 gwɔŋ1 kʊk7	
阅卷	jyt9 gyn2	
月经	jyt9 gɪŋ1	
月宫	jyt9 gʊŋ1	
月下	jyt9 ha6	
月下花前	jyt9 ha6 fa1 tsin4	
月下老人	jyt9 ha6 lou5 jɐn4	
悦耳	jyt9 ji5	
粤语	jyt9 jy5	
粤语残片	jyt9 jy5 tsan4 pin2	粤语旧片子，旧的粤语片
月圆	jyt9 jyn4	
月圆花好	jyt9 jyn4 fa1 hou2	
越裔	jyt9 jœy6	
月入	jyt9 jɐp9	
月形	jyt9 jɪŋ4	
月球	jyt9 kɐu4	
阅览	jyt9 lam5	
阅览室	jyt9 lam5 sɐt7	
越嚟越	jyt9 lei4 jyt9	越来越
阅历	jyt9 lik9	
月历	jyt9 lik9	
月亮	jyt9 lœŋ6	
月龄	jyt9 lɪŋ4	
月尾	jyt9 mei5	月底
月满则亏	jyt9 mun5 dzɐk7 kwɐi1	
月明星稀	jyt9 mɪŋ4 sɪŋ1 hei1	
越谂越火滚	jyt9 nɐm2 jyt9 fɔ2 gwɐn2	越想越恼火，越想越生气
月偏食	jyt9 pin1 sik9	
月事	jyt9 si6	
月色	jyt9 sik7	
月息	jyt9 sik7	
月食	jyt9 sik9	
越食越开胃	jyt9 sik9 jyt9 hɔi1 wɐi6	越吃越想吃
阅书架	jyt9 sy1 ga2	
月薪	jyt9 sɐn1	
月全食	jyt9 tsyn4 sik9	
月初	jyt9 tsɔ1	
月头	jyt9 tɐu4	月初
月台	jyt9 tɔi4	
月台票	jyt9 tɔi4 piu3	
月晕	jyt9 wɐn6	
月晕而风	jyt9 wɐn6 ji4 fʊŋ1	
月牙	jyt9 ŋa4	
约定	jœk8 dɪŋ6	
约定俗成	jœk8 dɪŋ6 dzʊk9 sɪŋ4	
约好	jœk8 hou2	
约翰	jœk8 hɔn6	
约略	jœk8 lœk9	
约莫	jœk8 mɔk9	大概，大约，估计
约束	jœk8 tsʊk7	
约束力	jœk8 tsʊk7 lik9	
约同	jœk8 tʊŋ4	
约会	jœk8 wui2	
约为	jœk8 wɐi4	
弱不禁风	jœk9 bɐt7 gɐm1 fʊŋ1	
弱点	jœk9 dim2	
跃进	jœk9 dzœn3	
疟疾	jœk9 dzɐt9	
虐待	jœk9 dɔi6	
虐待狂	jœk9 dɔi6 kɔŋ4	
药房	jœk9 fɔŋ4	
若果	jœk9 gwɔ2	如果，要是
跃过	jœk9 gwɔ3	
弱国	jœk9 gwɔk8	
弱光	jœk9 gwɔŋ1	
跃起	jœk9 hei2	
谑而不虐	jœk9 ji4 bɐt7 jœk9	
若然	jœk9 jin4	如果，要是
若然之	jœk9 jin4 dzi1	如果，要是
跃跃欲试	jœk9 jœk9 jʊk9 si3	
弱肉强食	jœk9 jʊk9 kœŋ4 sik9	
跃马	jœk9 ma5	
药物	jœk9 mɐt9	
钥匙	jœk9 si4	
弱视	jœk9 si6	
弱小	jœk9 siu2	
弱势	jœk9 sɐi3	
跃身	jœk9 sɐn1	
药材铺	jœk9 tsɔi4 pou2	中药铺，中药店
润	jœn2	挖苦，讽刺
膶	jœn2	肝，肝脏
闰月	jœn6 jyt9	
闰日	jœn6 jɐt9	
闰秒	jœn6 miu5	
闰年	jœn6 nin4	
锐减	jœy6 gam2	
央行	jœŋ1 hɔŋ4	
殃及无辜	jœŋ1 kɐp9 mou4 gu1	
殃及池鱼	jœŋ1 kɐp9 tsi4 jy4	
央求	jœŋ1 kɐu4	
样	jœŋ2	样子
样衰	jœŋ2 sœy1	丑，丑陋，丑样
阳电	jœŋ4 din6	
佯装	jœŋ4 dzɔŋ1	
洋化	jœŋ4 fa3	
阳间	jœŋ4 gan1	
阳极	jœŋ4 gik9	
阳关大道	jœŋ4 gwan1 dai6 dou6	
洋鬼子	jœŋ4 gwɐi2 dzi2	
阳光	jœŋ4 gwɔŋ1	
阳具	jœŋ4 gœy6	
阳刚	jœŋ4 gɔŋ1	
阳刚气	jœŋ4 gɔŋ1 hei3	
洋泾滨	jœŋ4 gɪŋ1 bɐn1	
洋泾滨英语	jœŋ4 gɪŋ1 bɐn1 jɪŋ1 jy5	
羊公	jœŋ4 gʊŋ1	公羊
洋洋自得	jœŋ4 jœŋ4 dzi6 dɐk7	
洋洋得意	jœŋ4 jœŋ4 dɐk7 ji3	
洋洋洒洒	jœŋ4 jœŋ4 sa2 sa2	
洋人	jœŋ4 jɐn4	
洋溢	jœŋ4 jɐt9	
阳离子	jœŋ4 lei4 dzi2	
阳历	jœŋ4 lik9	
阳历年	jœŋ4 lik9 nin4	
洋楼	jœŋ4 lɐu4	
杨柳	jœŋ4 lɐu5	
扬眉吐气	jœŋ4 mei4 tou3 hei3	
羊毛	jœŋ4 mou4	
洋务	jœŋ4 mou6	
洋文	jœŋ4 mɐn4	
羊乸	jœŋ4 na2	母羊
洋奴	jœŋ4 nou4	
洋奴哲学	jœŋ4 nou4 dzit8 hɔk9	
阳平	jœŋ4 pɪŋ4	
阳平声	jœŋ4 pɪŋ4 sɪŋ1	
阳伞	jœŋ4 san3	
佯死	jœŋ4 sei2	
洋商	jœŋ4 sœŋ1	
阳性	jœŋ4 sɪŋ3	
阳性反应	jœŋ4 sɪŋ3 fan2 jɪŋ3	
杨桃	jœŋ4 tou4	
阳春面	jœŋ4 tsœn1 min6	
佯称	jœŋ4 tsɪŋ1	
洋葱	jœŋ4 tsʊŋ1	
阳台	jœŋ4 tɔi4	
阳痿	jœŋ4 wɐi2	
洋为中用	jœŋ4 wɐi4 dzʊŋ1 jʊŋ6	
养病	jœŋ5 bɛŋ6	
养兵	jœŋ5 bɪŋ1	
养兵之道	jœŋ5 bɪŋ1 dzi1 dou6	
养兵千日	jœŋ5 bɪŋ1 tsin1 jɐt9	
养兵千日，用兵一时	jœŋ5 bɪŋ1 tsin1 jɐt9 jʊŋ6 bɪŋ1 jɐt7 si4	
养大	jœŋ5 dai6	
养志	jœŋ5 dzi3	
养殖	jœŋ5 dzik9	
养尊处优	jœŋ5 dzyn1 tsy5 jɐu1	
养精蓄锐	jœŋ5 dzɪŋ1 tsʊk7 jœy6	
氧化氮	jœŋ5 fa3 dam6	
氧化作用	jœŋ5 fa3 dzɔk8 jʊŋ6	
氧化硫	jœŋ5 fa3 lɐu4	
氧化锌	jœŋ5 fa3 sɐn1	
氧化铁	jœŋ5 fa3 tit8	
氧化铜	jœŋ5 fa3 tʊŋ4	
养虎反被虎咬	jœŋ5 fu2 fan2 bei6 fu2 ŋau5	
养父	jœŋ5 fu6	
养家	jœŋ5 ga1	
养家活口	jœŋ5 ga1 wut9 hɐu2	
氧气	jœŋ5 hei3	
养儿防老	jœŋ5 ji4 fɔŋ4 lou5	
养鱼	jœŋ5 jy4	
仰人鼻息	jœŋ5 jɐn4 bei6 sik7	
养育	jœŋ5 jʊk9	
养育之恩	jœŋ5 jʊk9 dzi1 jɐn1	
养育院	jœŋ5 jʊk9 jyn6	
养老	jœŋ5 lou5	
养老金	jœŋ5 lou5 gɐm1	
养老院	jœŋ5 lou5 jyn6	
养母	jœŋ5 mou5	
养伤	jœŋ5 sœŋ1	
养身	jœŋ5 sɐn1	
养身之道	jœŋ5 sɐn1 dzi1 dou6	
养神	jœŋ5 sɐn4	
养生	jœŋ5 sɐŋ1	
养生之道	jœŋ5 sɐŋ1 dzi1 dou6	
养性	jœŋ5 sɪŋ3	
养畜牲	jœŋ5 tsʊk7 saŋ1	养牲口
养眼	jœŋ5 ŋan5	
仰卧	jœŋ5 ŋɔ6	
让步	jœŋ6 bou6	
样本	jœŋ6 bun2	
样品	jœŋ6 bɐn2	
养女	jœŋ6 nœy5	
酿成	jœŋ6 sɪŋ4	
曳曳	jɐi1 jɐi1	淘气
曳	jɐi5	淘气
曳货	jɐi5 fɔ3	劣货
曳嘢	jɐi5 jɛ5	次东西，次货
曳到死	jɐi6 dou3 sei2	调皮得要命，淘气得要命，非常顽皮
阴	jɐm1	阴险
阴	jɐm1	害，暗害，阴险
阴	jɐm1	暗害，算计
纴	jɐm1	刘海
阴电	jɐm1 din6	
阴电子	jɐm1 din6 dzi2	
阴道	jɐm1 dou6	
阴骘	jɐm1 dzɐt7	缺德，造孽，亏心，阴毒
阴骘事	jɐm1 dzɐt7 si6	亏心事，缺德事
阴蒂	jɐm1 dɐi3	
阴毒	jɐm1 dʊk9	恶毒，狠毒，阴险毒辣
阴府	jɐm1 fu2	
阴间	jɐm1 gan1	
阴极	jɐm1 gik9	
阴功	jɐm1 gʊŋ1	残忍，可怜，造孽
阴功鬼	jɐm1 gʊŋ1 gwɐi2	缺德鬼
阴气	jɐm1 hei3	
阴险	jɐm1 him2	
阴险毒辣	jɐm1 him2 dʊk9 lat9	
音响	jɐm1 hœŋ2	
阴狠	jɐm1 hɐn2	
阴狠毒辣	jɐm1 hɐn2 dʊk9 lat9	
阴核	jɐm1 hɐt9	
阴茎	jɐm1 hɐŋ1	
阴雨	jɐm1 jy5	
阴雨天	jɐm1 jy5 tin1	
阴月	jɐm1 jyt9	
阴阳	jɐm1 jœŋ4	
阴阳家	jɐm1 jœŋ4 ga1	
阴阳怪气	jɐm1 jœŋ4 gwai3 hei3	
阴阳人	jɐm1 jœŋ4 jɐn4	
阴阳眼	jɐm1 jœŋ4 ŋan5	
阴阴沉沉	jɐm1 jɐm1 tsɐm4 tsɐm4	
阴阴暗暗	jɐm1 jɐm1 ɐm3 ɐm3	
阴人	jɐm1 jɐn4	算计别人，暗害别人
阴柔	jɐm1 jɐu4	
阴影	jɐm1 jɪŋ2	
阴沟	jɐm1 kɐu1	
阴沟里翻船	jɐm1 kɐu1 lœy5 fan1 syn4	
阴冷	jɐm1 laŋ5	
阴离子	jɐm1 lei4 dzi2	
阴历	jɐm1 lik9	
阴凉	jɐm1 lœŋ4	
阴霾	jɐm1 mai4	
阴毛	jɐm1 mou4	
阴谋	jɐm1 mɐu4	
阴谋分子	jɐm1 mɐu4 fɐn6 dzi2	
阴谋家	jɐm1 mɐu4 ga1	
阴囊	jɐm1 nɔŋ4	
钦佩	jɐm1 pui3	
阴平	jɐm1 pɪŋ4	
阴山	jɐm1 san1	
阴司纸	jɐm1 si1 dzi2	纸钱，冥钞
阴唇	jɐm1 sœn4	
阴森	jɐm1 sɐm1	
阴森森	jɐm1 sɐm1 sɐm1	
阴湿	jɐm1 sɐp7	
阴湿	jɐm1 sɐp7	阴险，狡猾
阴寿	jɐm1 sɐu6	
阴声细气	jɐm1 sɛŋ1 sɐi3 hei3	小声小气，低声细语，轻声细气，轻言细语
阴性	jɐm1 sɪŋ3	
阴性反应	jɐm1 sɪŋ3 fan2 jɪŋ3	
阴盛阳衰	jɐm1 sɪŋ6 jœŋ4 sœy1	
阴天	jɐm1 tin1	
阴差阳错	jɐm1 tsa1 jœŋ4 tsɔ3	
钦差	jɐm1 tsai1	
钦赐	jɐm1 tsi3	
阴沉	jɐm1 tsɐm4	
阴沉沉	jɐm1 tsɐm4 tsɐm4	
阴晴	jɐm1 tsɪŋ4	
阴晴不定	jɐm1 tsɪŋ4 bɐt7 dɪŋ6	
阴云	jɐm1 wɐn4	
阴魂	jɐm1 wɐn4	
音韵	jɐm1 wɐn6	
音乐	jɐm1 ŋɔk9	
音乐家	jɐm1 ŋɔk9 ga1	
音乐团体	jɐm1 ŋɔk9 tyn4 tɐi2	
音乐会	jɐm1 ŋɔk9 wui2	
阴暗	jɐm1 ɐm3	
阴暗面	jɐm1 ɐm3 min6	
饮	jɐm2	喝
饮杯	jɐm2 bui1	碰杯，喝一杯
饮品	jɐm2 bɐn2	
饮大咗	jɐm2 dai6 dzɔ2	酒喝多了，喝醉了
饮大咗两杯	jɐm2 dai6 dzɔ2 lœŋ5 bui1	喝醉
饮啖水	jɐm2 dam6 sœy2	喝口水
饮啖茶	jɐm2 dam6 tsa4	喝口茶
饮弹	jɐm2 dan6	
饮弹自尽	jɐm2 dan6 dzi6 dzœn6	
饮醉	jɐm2 dzœy3	喝醉
饮醉酒	jɐm2 dzœy3 dzɐu2	喝醉了
饮醉咗	jɐm2 dzœy3 dzɔ2	喝醉了
饮鸩止渴	jɐm2 dzɐm6 dzi2 hɔt8	
饮酒	jɐm2 dzɐu2	喝酒
饮翻杯喇	jɐm2 fan1 bui1 la1	喝一杯吧
饮管	jɐm2 gun2	吸管
饮恨	jɐm2 hɐn6	
饮恨而终	jɐm2 hɐn6 ji4 dzʊŋ1	
饮饮食食	jɐm2 jɐm2 sik9 sik9	吃吃喝喝
饮泣	jɐm2 jɐp7	
饮用	jɐm2 jʊŋ6	
饮用水	jɐm2 jʊŋ6 sœy2	
饮料	jɐm2 liu6	
饮料店	jɐm2 liu6 dim3	
饮食	jɐm2 sik9	
饮食店	jɐm2 sik9 dim3	
饮食业	jɐm2 sik9 jip9	
饮食男女	jɐm2 sik9 nam4 nœy5	
饮食失调	jɐm2 sik9 sɐt7 tiu4	
饮醇自醉	jɐm2 sœn4 dzi6 dzœy3	
饮水	jɐm2 sœy2	喝水
饮水机	jɐm2 sœy2 gei1	
饮水思源	jɐm2 sœy2 si1 jyn4	
饮傻仔水	jɐm2 sɔ4 dzɐi2 sœy2	喝酒
饮胜	jɐm2 sɪŋ3	干杯
饮胜佢	jɐm2 sɪŋ3 kœy5	干了它，干杯
饮茶	jɐm2 tsa4	下馆子
饮茶	jɐm2 tsa4	喝茶
饮茶钱	jɐm2 tsa4 tsin2	酒饭钱
饮筒	jɐm2 tʊŋ2	吸管
窨井	jɐm3 dzɛŋ2	
淫贱	jɐm4 dzin6	
吟诵	jɐm4 dzʊŋ6	
淫荡	jɐm4 dɔŋ6	
淫妇	jɐm4 fu5	
任何	jɐm4 hɔ4	
淫业	jɐm4 jip9	
霪雨	jɐm4 jy5	
淫欲	jɐm4 jʊk9	
淫乱	jɐm4 lyn6	
任务	jɐm4 mou6	
吟诗	jɐm4 si1	
吟诗作对	jɐm4 si1 dzɔk8 dœy3	
淫亵	jɐm4 sit8	
淫笑	jɐm4 siu3	
淫书	jɐm4 sy1	
淫贼	jɐm4 tsak9	
吟唱	jɐm4 tsœŋ3	
淫威	jɐm4 wɐi1	
淫猥	jɐm4 wɐi2	
淫秽	jɐm4 wɐi3	
吟咏	jɐm4 wɪŋ6	
吟哦	jɐm4 ŋɔ4	
荏苒	jɐm5 jim5	
任职	jɐm6 dzik7	
衽席	jɐm6 dzik9	
妊妇	jɐm6 fu5	
任拣唔嬲	jɐm6 gan2 m̩4 nɐu1	随便挑选也不在乎
衽金革	jɐm6 gɐm1 gak8	
妊孕	jɐm6 jɐn6	
任凭	jɐm6 pɐŋ4	
妊娠	jɐm6 sɐn1	
姻娅	jɐn1 a3	
因地制宜	jɐn1 dei6 dzɐi3 ji4	
恩典	jɐn1 din2	
因袭	jɐn1 dzap9	
因袭陈规	jɐn1 dzap9 tsɐn4 kwɐi1	
因之	jɐn1 dzi1	
因子	jɐn1 dzi2	
因住	jɐn1 dzy6	当心，小心
因住电亲	jɐn1 dzy6 din6 tsɐn1	当心触电
因住冻亲	jɐn1 dzy6 dʊŋ3 tsɐn1	当心着凉，小心着凉
恩将仇报	jɐn1 dzœŋ1 sɐu4 bou3	
殷鉴	jɐn1 gam3	
殷鉴不远	jɐn1 gam3 bɐt7 jyn5	
因故	jɐn1 gu3	
因果	jɐn1 gwɔ2	
因果报应	jɐn1 gwɔ2 bou3 jɪŋ3	
因果关系	jɐn1 gwɔ2 gwan1 hɐi6	
因果论	jɐn1 gwɔ2 lœn6	
因果律	jɐn1 gwɔ2 lœt9	
因公殉职	jɐn1 gʊŋ1 sœn1 dzik7	
因而	jɐn1 ji4	
因噎废食	jɐn1 jit8 fɐi3 sik9	
因雨延期	jɐn1 jy5 jin4 kei4	
因雨取消	jɐn1 jy5 tsœy2 siu1	
恩怨	jɐn1 jyn3	
姻缘	jɐn1 jyn4	
因缘	jɐn1 jyn4	
因缘际会	jɐn1 jyn4 dzɐi3 wui6	
恩恩怨怨	jɐn1 jɐn1 jyn3 jyn3	
恩恩爱爱	jɐn1 jɐn1 ɔi3 ɔi3	
恩人	jɐn1 jɐn4	
因人而异	jɐn1 jɐn4 ji4 ji6	
因人成事	jɐn1 jɐn4 sɪŋ4 si6	
因由	jɐn1 jɐu4	原因
因由	jɐn1 jɐu4	
因应	jɐn1 jɪŋ3	
殷勤	jɐn1 kɐn4	
因利乘便	jɐn1 lei6 sɪŋ4 bin6	
因陋就简	jɐn1 lɐu6 dzɐu6 gan2	
堙灭	jɐn1 mit9	
堙没	jɐn1 mut9	
恩师	jɐn1 si1	
因时制宜	jɐn1 si4 dzɐi3 ji4	
因式	jɐn1 sik7	
因式分解	jɐn1 sik7 fɐn1 gai2	
因小失大	jɐn1 siu2 sɐt7 dai6	
因数	jɐn1 sou3	
因素	jɐn1 sou3	
因数分解	jɐn1 sou3 fɐn1 gai2	
甄选	jɐn1 syn2	
甄选人才	jɐn1 syn2 jɐn4 tsɔi4	
欣赏	jɐn1 sœŋ2	
因势利导	jɐn1 sɐi3 lei6 dou6	
甄审	jɐn1 sɐm2	
恩仇	jɐn1 sɐu4	
因此	jɐn1 tsi2	
因此之故	jɐn1 tsi2 dzi1 gu3	
恩赐	jɐn1 tsi3	
因循	jɐn1 tsœn4	
因循守旧	jɐn1 tsœn4 sɐu2 gɐu6	
因材施教	jɐn1 tsɔi4 si1 gau3	
恩情	jɐn1 tsɪŋ4	
恩宠	jɐn1 tsʊŋ2	
恩重如山	jɐn1 tsʊŋ5 jy4 san1	
欣慰	jɐn1 wɐi3	
恩惠	jɐn1 wɐi6	
因为	jɐn1 wɐi6	
氤氲	jɐn1 wɐn1	
因祸得福	jɐn1 wɔ6 dɐk7 fʊk7	
恩爱	jɐn1 ɔi3	
恩爱夫妻	jɐn1 ɔi3 fu1 tsɐi1	
隐蔽	jɐn2 bɐi3	
隐晦	jɐn2 fui3	
隐伏	jɐn2 fʊk9	
隐居	jɐn2 gœy1	
隐语	jɐn2 jy5	
隐喻	jɐn2 jy6	
隐约	jɐn2 jœk8	
忍让	jɐn2 jœŋ6	
隐隐	jɐn2 jɐn2	
隐隐作痛	jɐn2 jɐn2 dzɔk8 tʊŋ3	
隐隐约约	jɐn2 jɐn2 jœk8 jœk8	
隐形	jɐn2 jɪŋ4	
隐形人	jɐn2 jɪŋ4 jɐn4	
隐形眼镜	jɐn2 jɪŋ4 ŋan5 gɛŋ3	
隐瞒	jɐn2 mun4	
隐密	jɐn2 mɐt9	
隐名	jɐn2 mɪŋ4	
忍唔到	jɐn2 m̩4 dou2	忍不住
忍耐	jɐn2 nɔi6	
隐私	jɐn2 si1	
隐私权	jɐn2 si1 kyn4	
忍心	jɐn2 sɐm1	
隐身	jɐn2 sɐn1	
隐身术	jɐn2 sɐn1 sœt9	
忍受	jɐn2 sɐu6	
隐姓埋名	jɐn2 sɪŋ3 mai4 mɪŋ4	
隐藏	jɐn2 tsɔŋ4	
隐退	jɐn2 tœy3	
隐讳	jɐn2 wɐi5	
印本	jɐn3 bun2	
印度教	jɐn3 dou6 gau3	
印度人	jɐn3 dou6 jɐn4	
印度豹	jɐn3 dou6 pau3	
印章	jɐn3 dzœŋ1	
印象	jɐn3 dzœŋ6	
印象主义	jɐn3 dzœŋ6 dzy2 ji6	
印证	jɐn3 dzɪŋ3	
印花	jɐn3 fa1	
印花税	jɐn3 fa1 sœy3	
印发	jɐn3 fat8	
印鉴	jɐn3 gam3	
印记	jɐn3 gei3	
印痕	jɐn3 hɐn6	
印染	jɐn3 jim5	
印佣	jɐn3 jʊŋ4	印尼佣人
印模	jɐn3 mou4	
印尼人	jɐn3 nei4 jɐn4	
印泥	jɐn3 nɐi4	
印绶	jɐn3 sɐu6	
印刷	jɐn3 tsat8	
印刷品	jɐn3 tsat8 bɐn2	
印刷机	jɐn3 tsat8 gei1	
印刷业	jɐn3 tsat8 jip9	
印刷术	jɐn3 tsat8 sœt9	
印刷厂	jɐn3 tsat8 tsɔŋ2	
印刷体	jɐn3 tsat8 tɐi2	
印出	jɐn3 tsœt7	
人办	jɐn4 ban2	样版，榜样
人比人气死人	jɐn4 bei2 jɐn4 hei3 sei2 jɐn4	
人不知鬼不觉	jɐn4 bɐt7 dzi1 gwɐi2 bɐt7 gɔk8	
人不犯我，我不犯人	jɐn4 bɐt7 fan6 ŋɔ5 ŋɔ5 bɐt7 fan6 jɐn4	
人不犯我，我不犯人，人若犯我，我必犯人	jɐn4 bɐt7 fan6 ŋɔ5 ŋɔ5 bɐt7 fan6 jɐn4 jɐn4 jœk9 fan6 ŋɔ5 ŋɔ5 bit7 fan6 jɐn4	
人不可貌相	jɐn4 bɐt7 hɔ2 mau6 sœŋ3	
人不可貌相，海不可斗量	jɐn4 bɐt7 hɔ2 mau6 sœŋ3 hɔi2 bɐt7 hɔ2 dɐu2 lœŋ4	
人不为己，天诛地灭	jɐn4 bɐt7 wɐi4 gei2 tin1 dzy1 dei6 mit9	
人哋	jɐn4 dei6	人家，别人
人道	jɐn4 dou6	
人道主义	jɐn4 dou6 dzy2 ji6	
人道精神	jɐn4 dou6 dzɪŋ1 sɐn4	
人之将死，其言也善	jɐn4 dzi1 dzœŋ1 sei2 kei4 jin4 ja5 sin6	
人之常情	jɐn4 dzi1 sœŋ4 tsɪŋ4	
人质	jɐn4 dzi3	
仁至义尽	jɐn4 dzi3 ji6 dzœn6	
人造	jɐn4 dzou6	
人造丝	jɐn4 dzou6 si1	
人造纤维	jɐn4 dzou6 tsim1 wɐi4	
人造卫星	jɐn4 dzou6 wɐi6 sɪŋ1	
人尽可夫	jɐn4 dzœn6 hɔ2 fu1	
人仔	jɐn4 dzɐi2	人民币
人际	jɐn4 dzɐi3	
人际关系	jɐn4 dzɐi3 gwan1 hɐi6	
人在福中不知福	jɐn4 dzɔi6 fʊk7 dzʊŋ1 bɐt7 dzi1 fʊk7	
仁者	jɐn4 dzɛ2	
仁者见仁，智者见智	jɐn4 dzɛ2 gin3 jɐn4 dzi3 dzɛ2 gin3 dzi3	
仁者无敌	jɐn4 dzɛ2 mou4 dik9	
人中	jɐn4 dzʊŋ1	
仁弟	jɐn4 dɐi6	
仁德	jɐn4 dɐk7	
人非圣贤，孰能无过	jɐn4 fei1 sɪŋ3 jin4 sʊk9 nɐŋ4 mou4 gwɔ3	
人非草木	jɐn4 fei1 tsou2 mʊk9	
人逢喜事精神爽	jɐn4 fʊŋ4 hei2 si5 dzɪŋ1 sɐn4 sɔŋ2	
人间	jɐn4 gan1	
人间地狱	jɐn4 gan1 dei6 jʊk9	
人间仙境	jɐn4 gan1 sin1 gɪŋ2	
人间天堂	jɐn4 gan1 tin1 tɔŋ4	
人轧人	jɐn4 gat8 jɐn4	
人见人爱	jɐn4 gin3 jɐn4 ɔi3	
人工	jɐn4 gʊŋ1	工资
人客	jɐn4 hak8	客人
人喊马嘶	jɐn4 ham3 ma5 sɐi1	
人行道	jɐn4 haŋ4 dou6	
人气	jɐn4 hei3	
人口	jɐn4 hɐu2	
仁厚	jɐn4 hɐu5	
仁兄	jɐn4 hɪŋ1	
仁义	jɐn4 ji6	
仁义道德	jɐn4 ji6 dou6 dɐk7	
仁义礼智信	jɐn4 ji6 lɐi5 dzi3 sœn3	
仁言利博	jɐn4 jin4 lei6 bɔk8	
人猿	jɐn4 jyn4	
人员	jɐn4 jyn4	
仁人	jɐn4 jɐn4	
仁人志士	jɐn4 jɐn4 dzi3 si6	
仁人君子	jɐn4 jɐn4 gwɐn1 dzi2	
人有我有	jɐn4 jɐu5 ŋɔ5 jɐu5	人家有的我也有
人欲横流	jɐn4 jʊk9 waŋ4 lɐu4	
人群	jɐn4 kwɐn4	
人权	jɐn4 kyn4	
人类	jɐn4 lœy6	
人类学	jɐn4 lœy6 hɔk9	
人类学家	jɐn4 lœy6 hɔk9 ga1	
人龙	jɐn4 lʊŋ4	队排得很长
人马	jɐn4 ma5	
人面兽心	jɐn4 min6 sɐu3 sɐm1	
人面桃花	jɐn4 min6 tou4 fa1	
人无千日好	jɐn4 mou4 tsin1 jɐt9 hou2	
人无千日好，花无百日红	jɐn4 mou4 tsin1 jɐt9 hou2 fa1 mou4 bak8 jɐt9 hʊŋ4	
人民	jɐn4 mɐn4	
人民币	jɐn4 mɐn4 bɐi6	
仁民爱物	jɐn4 mɐn4 ɔi3 mɐt9	
人物	jɐn4 mɐt9	
人物志	jɐn4 mɐt9 dzi3	
人唔似人，鬼唔似鬼	jɐn4 m̩4 tsi5 jɐn4 gwɐi2 m̩4 tsi5 gwɐi2	落魄
